 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.00031714600270467576 2.482044605834589e-07 -1.7709907764315672e-06 -2.1530123085620858e-07 -1.2947008587876296e-08 -2.7632648278467934e-07 -5.886445585589702e-07 7.209201406779432e-07 -5.8127721998007944e-08 6.713415754736695e-07 -2.7467717207773564e-07 -6.960928133517694e-07 1.1644692219480125e-07 1.0901316367508676e-07 1.4683824416656198e-07 -4.312223128089475e-07 -9.923251881916429e-08 3.1454901201400303e-07 4.610069522988354e-08 5.268027057000566e-07 4.231827228419118e-07 5.609750472487369e-06 -8.38812676172851e-06 -2.4789790160736388e-05
PC1 2.4820446058345905e-07 9.805908287535497e-07 -5.588039945995193e-07 5.773567669695648e-08 -4.691867415139163e-08 -4.2744936960506e-08 -1.4164030750245263e-08 4.501814775917314e-08 9.35464098940003e-08 -2.890780298753483e-08 2.7897225130853528e-08 -4.088364147767728e-08 1.9166761682374047e-07 6.9156657579801065e-09 -8.70621281667458e-08 -1.470616565211429e-07 -1.2008129487454909e-07 1.7247672481157725e-08 4.2441681189749e-08 2.3107345312993703e-08 2.221386256463758e-08 -1.147413014631488e-07 3.248088948228858e-07 7.060935800966141e-07
PC2 -1.770990776431567e-06 -5.588039945995188e-07 1.5309200044728326e-05 1.5761416037010517e-07 4.5586198503202664e-07 -2.412217198245407e-07 -5.31890589447691e-08 6.077619613436215e-08 8.855625725741397e-08 1.4290128534247958e-07 6.945345985468784e-09 9.221806972059425e-08 -3.929959295818204e-08 1.5349748510352383e-08 -1.7089433147417755e-07 8.020501455785657e-08 -1.251283464024976e-07 1.3385453297252784e-07 -2.1714286373328594e-08 3.234660350409484e-08 1.9499390568756085e-08 3.040634323046547e-07 5.224592327077174e-07 -5.129371155993568e-07
PC3 -2.1530123085620871e-07 5.773567669695649e-08 1.5761416037010527e-07 2.0363718807499437e-06 -1.5806713721995305e-08 2.1811614348662274e-07 9.320428651378907e-09 4.610339223145725e-08 -6.505528960370203e-08 -2.665986740401356e-07 3.268332806703189e-08 9.60434016370063e-08 6.78216540274134e-08 -1.25022451187188e-07 9.29322327122867e-09 -2.700673086801795e-08 -2.765429952640229e-09 -7.313824361156524e-08 -1.0859001022029257e-07 8.407661179244838e-08 2.5734009379730118e-08 -2.4368552790580694e-08 -1.172397760583604e-06 -1.5481905097692597e-06
PC4 -1.2947008587875868e-08 -4.69186741513916e-08 4.5586198503202664e-07 -1.5806713721995295e-08 3.2766620680190294e-06 3.312998779824227e-07 -1.9377855787509598e-07 -2.3784151393424068e-08 -2.5519326343724574e-07 2.113155594430393e-07 8.919275363163318e-08 7.219380454868603e-08 -1.870774568198948e-07 5.61726563816171e-08 -4.635202160398134e-08 -3.592038634574103e-10 2.8638583522444024e-08 -2.1342965566247332e-08 -3.973610909042595e-08 -7.026692650080987e-08 -2.4978411801091752e-08 8.968849089139544e-07 1.0310589099761929e-06 2.6162388993800626e-06
PC5 -2.7632648278467955e-07 -4.274493696050607e-08 -2.4122171982454076e-07 2.1811614348662285e-07 3.3129987798242294e-07 4.823025764912058e-06 1.862764727376021e-08 3.58028214434922e-07 8.90564735578696e-08 -4.6744223571901776e-08 -3.730360555774179e-08 -2.2511733915426876e-07 1.4574399897563233e-07 -1.6419895518857888e-07 3.922906812136864e-08 3.6591975511540875e-08 -3.8577420033904304e-08 1.6420120104477473e-07 -8.337119279550495e-08 5.66263685992232e-08 6.7768657310412e-08 5.3574401230543865e-08 1.2396963841534328e-06 -6.50515906519596e-07
PC6 -5.886445585589701e-07 -1.4164030750245272e-08 -5.318905894476903e-08 9.320428651378905e-09 -1.9377855787509606e-07 1.8627647273760148e-08 5.286087256999261e-06 -2.1174689644380132e-08 1.3533356549462043e-08 1.710886307518353e-08 1.2743100157423905e-08 -1.2572702739518967e-07 1.7252582690138995e-08 -1.1096151750328189e-07 -2.2402464609683913e-08 -6.480083508063693e-09 -2.0340745674745375e-08 2.1341936983941746e-07 -5.473777693392894e-08 -9.458792941037197e-09 -9.45439267056776e-08 -1.9787533812531378e-08 -8.048441306604646e-07 -1.9519608014333361e-07
PC7 7.209201406779426e-07 4.501814775917317e-08 6.077619613436198e-08 4.610339223145724e-08 -2.3784151393424045e-08 3.580282144349221e-07 -2.117468964438011e-08 4.470883763592288e-06 1.590889387078158e-07 -7.396735037765373e-08 -2.992435612872398e-08 2.48632576933037e-07 6.505739763434662e-08 1.880597305817939e-07 1.0998078369796857e-08 -1.236923664895333e-07 -5.465616790236245e-08 -1.4406322526869742e-08 4.3937349739812334e-08 -2.5685341813408185e-08 -8.292387622365762e-08 -2.6426700411922784e-07 9.361045496669783e-07 -5.8152363548797335e-08
PC8 -5.812772199800815e-08 9.354640989400027e-08 8.855625725741401e-08 -6.505528960370203e-08 -2.551932634372457e-07 8.905647355786955e-08 1.3533356549462073e-08 1.5908893870781587e-07 4.4649088473515075e-06 1.4919909060011877e-09 5.6781144147341484e-08 -1.749426993282e-07 1.1332763232805754e-07 -6.211564513326426e-08 4.228314290300116e-08 -5.531620102006116e-08 3.4034516234261697e-08 3.8188975316831536e-08 -3.119477535117862e-08 -5.9483966420585555e-08 6.804464728938996e-08 -3.440625428593071e-07 2.7788246017985895e-07 4.340370128012993e-07
PC9 6.713415754736686e-07 -2.890780298753479e-08 1.429012853424797e-07 -2.665986740401354e-07 2.1131555944303926e-07 -4.6744223571901776e-08 1.7108863075183555e-08 -7.396735037765365e-08 1.491990906001173e-09 4.215473472417653e-06 -3.151651972414405e-08 -9.860702831914894e-08 -2.0869052952465854e-08 -8.645978639640733e-08 -2.2033982087730307e-08 5.439307686382687e-08 1.110650718190467e-07 1.1135867521382604e-07 -1.7387260012657615e-07 -6.706633440197384e-08 -5.35453201606743e-08 1.108759658249434e-07 -2.1105146524962823e-07 4.601465557104153e-07
