 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.0007101503500071578 -1.351189951896274e-06 -1.2236302220895615e-05 -1.8617831480880065e-06 -8.034534312345362e-08 -1.8858022581503553e-06 2.6579547289268217e-06 2.6976799278835622e-06 -2.1277329531637338e-07 1.1680851862444596e-06 -1.516461347032332e-07 3.0705224918071077e-06 -2.1464765453838246e-06 1.5141318741674493e-06 -8.824276799925578e-07 3.288911201462515e-07 4.737437800341923e-07 1.0309129279477855e-06 2.82444531980244e-06 5.357090003578628e-06 -2.1192661750707133e-06 2.0505173180168764e-05 -4.436473823388305e-05 -2.835504647233177e-05
PC1 -1.3511899518962737e-06 2.6398501954632163e-06 -2.022775986030792e-06 1.1588909243679737e-07 -1.6930418173432792e-07 -1.2293779506201796e-07 7.512867894785541e-09 -1.954395724611723e-08 5.120898027848519e-07 4.4109951401182065e-08 1.7974286219996171e-07 -1.1438513430076675e-07 6.905849143031422e-07 1.652282522093165e-07 -3.181204621726775e-07 -6.399268157172757e-07 -5.29722140061697e-07 2.089027063289389e-07 -6.7533686354043e-08 1.072983726571246e-07 3.190630638831196e-07 1.497429444117462e-07 5.042548351078856e-07 3.285924092996527e-06
PC2 -1.2236302220895619e-05 -2.0227759860307916e-06 5.873050078300692e-05 1.5396167588527695e-06 1.5577782942789792e-06 -1.1493541159618301e-06 -3.9301109258367483e-07 6.112821510366289e-07 -4.106001952291416e-07 -1.3062531698085312e-07 9.826489633549587e-07 1.802964909450438e-07 5.8377381114627e-09 -5.598140244125158e-07 9.82253076059498e-07 -1.6542844862667645e-07 -1.870311702530115e-06 9.30430556582692e-07 7.758570003542395e-07 -1.4640639675380497e-06 -1.0762051750293677e-07 1.5669335964685544e-06 -5.693765764892538e-06 -8.24394713659434e-06
PC3 -1.8617831480880067e-06 1.1588909243679745e-07 1.5396167588527693e-06 5.703471173646183e-06 2.5868217458293314e-07 1.375174649641073e-06 -1.9932312180850076e-09 7.933931414327946e-07 8.400375651923957e-08 -1.0902738906722326e-06 1.0805017752556146e-07 -7.384195642313105e-08 2.4022937207770963e-07 -9.375580090861901e-07 8.661507598200871e-09 -1.6396169006337766e-07 8.896103425778466e-08 -4.357067470857678e-07 -3.4024496376480255e-07 5.371640181746953e-07 2.737207823148352e-07 1.9936011477065393e-06 -3.3837960334718334e-06 -4.693297722769384e-06
PC4 -8.034534312345419e-08 -1.6930418173432776e-07 1.5577782942789783e-06 2.586821745829331e-07 9.347426575419392e-06 2.5093142779723933e-06 -8.123394673291923e-07 1.8917554907574503e-07 -1.2306605659831824e-06 5.08186318487433e-07 -3.1547031762469166e-08 4.323337439208842e-07 -9.434337229827505e-07 -2.2941458350399542e-07 -1.0417356226396816e-07 -7.773187251145523e-08 -8.092256017514089e-08 4.9851041844556425e-08 -3.784623745710147e-07 -3.987318355329802e-08 -5.5868598571021736e-08 1.1895551600808893e-06 1.8082502951484812e-06 9.316156403061363e-06
PC5 -1.8858022581503574e-06 -1.2293779506201786e-07 -1.1493541159618314e-06 1.3751746496410733e-06 2.5093142779723937e-06 1.900868796972755e-05 1.2572679279164217e-07 2.6682537477154417e-06 -9.491922304257127e-07 -1.0226247277544721e-06 -2.9058940417000144e-07 -1.1214436535896489e-06 -6.812624815969426e-08 -1.6166337018807773e-06 1.8010193788645142e-07 -2.28785304249603e-08 -2.12243692800243e-07 9.912375857343661e-07 -3.106567125075902e-07 8.359526126756066e-07 2.0846803665169456e-07 -9.193661174672247e-07 2.9504749687317333e-06 2.1713606536434413e-06
PC6 2.6579547289268225e-06 7.512867894785583e-09 -3.9301109258367483e-07 -1.9932312180849956e-09 -8.123394673291928e-07 1.257267927916418e-07 1.9269785581356698e-05 3.0936587490747006e-07 -8.345902830155551e-08 2.1659217131710272e-07 1.1540012520768544e-07 5.752024490476894e-09 1.1856289441988956e-07 -5.222369182901768e-07 2.73084202230745e-07 3.0677359469267787e-07 -9.5896576275748e-07 6.476829638564375e-07 -3.783152091948765e-07 -5.111660872373938e-07 -2.9442030021183107e-07 -1.446961620122669e-06 -6.2487686660079535e-06 1.5738934884898247e-06
PC7 2.697679927883564e-06 -1.9543957246117188e-08 6.112821510366284e-07 7.933931414327941e-07 1.8917554907574503e-07 2.6682537477154413e-06 3.093658749074694e-07 1.552009291737536e-05 3.040106771102781e-07 -4.4893208841418036e-07 -1.9043921165783167e-07 1.6019724129840381e-06 5.172877131881944e-07 6.179017697220882e-07 -1.0704893939580439e-07 -4.816745496421127e-07 -5.501518272420572e-07 1.47056599842695e-07 4.264419436667555e-07 -4.426427361528168e-07 -2.60961170827893e-07 2.3974380151531402e-06 2.6499253011974425e-06 -2.3142856007457828e-07
PC8 -2.1277329531637197e-07 5.120898027848518e-07 -4.106001952291416e-07 8.400375651923939e-08 -1.2306605659831828e-06 -9.49192230425713e-07 -8.345902830155552e-08 3.0401067711027834e-07 1.6571472186684234e-05 1.5662001622543595e-08 1.1752034024828796e-06 -8.192226692226116e-07 3.5980219039269584e-07 2.59228527572476e-07 -2.435953724768788e-07 4.7933928347823e-10 1.3833056782645865e-08 -1.6000922962210319e-07 -1.2620435084604749e-06 -3.434507327999533e-08 6.506483308609926e-07 -4.671736484469525e-06 -6.229070367061894e-07 7.3516866734524415e-06
PC9 1.1680851862444553e-06 4.410995140118211e-08 -1.3062531698085304e-07 -1.0902738906722326e-06 5.081863184874329e-07 -1.0226247277544717e-06 2.1659217131710242e-07 -4.4893208841418015e-07 1.5662001622543486e-08 1.4719035457786681e-05 -7.462942353467027e-07 4.595240808432798e-08 -2.989855575509031e-07 -3.0970806863486386e-07 -4.097222299929437e-08 -6.108963738284519e-08 6.171226381658891e-07 2.677137414165753e-07 4.3766745617987e-08 -4.203161056878888e-07 -3.203900731006448e-07 -1.5801284228543406e-06 2.571402549883888e-06 4.365596659584701e-06
PC10 -1.5164613470323144e-07 1.7974286219996171e-07 9.82648963354959e-07 1.080501775255616e-07 -3.154703176246913e-08 -2.905894041700013e-07 1.1540012520768516e-07 -1.9043921165783173e-07 1.1752034024828793e-06 -7.462942353467029e-07 1.4133647365728403e-05 -7.206514589367505e-07 1.242327379387261e-06 -3.778103850727007e-07 -8.140814129629255e-07 -2.7249091963668775e-07 -7.001399803476428e-07 2.372564821136224e-08 5.48439953649243e-07 7.024999655837383e-07 6.063894252744027e-07 4.2253468460296105e-07 1.6342224834656078e-06 -8.700322528993851e-07
