 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.00024307983777398156 3.5489478716866906e-07 -2.2402286713343325e-06 -4.017449400191823e-07 -1.934470220473305e-07 -2.75642616147288e-07 -1.945432361048093e-07 6.092920539716812e-07 5.1767971070229326e-08 8.071020346548809e-07 -1.6866373461716875e-08 -7.399328393743681e-08 6.093812586860354e-09 1.9545241218766873e-07 5.336797107881937e-08 -4.4048121961731535e-07 -2.2695547404363915e-07 1.911805491715185e-07 -1.6398206658699533e-07 6.670807996624582e-07 1.811330550450845e-07 -2.934226778690576e-06
PC1 3.5489478716866927e-07 7.805512020347847e-07 -6.235992476367828e-07 4.842041129973823e-08 -6.200180875824098e-08 -3.544657535543198e-08 -6.3692519119750465e-09 4.415683551333846e-08 9.46222393909496e-08 -2.2776468103996527e-08 4.2623737752967123e-08 -3.913615304312685e-08 2.2266618388392819e-07 4.609597570735774e-09 -1.0250694720569589e-07 -1.7595459087051496e-07 -1.5162224310770076e-07 2.566527668080873e-08 5.316917665673704e-08 2.820291216933131e-08 1.607070853195375e-08 3.0623107036841473e-07
PC2 -2.2402286713343333e-06 -6.235992476367827e-07 1.74194110806621e-05 2.0395789363361134e-07 5.807981931346097e-07 -2.0474222932585263e-07 -6.830683550861739e-08 1.9347453071692415e-08 1.0332993694117213e-07 3.121767204722595e-08 -1.4177989464352403e-08 7.085591321010267e-08 -1.603853927039766e-07 2.1029232458466423e-08 -1.5858372228593027e-07 1.0198936223698113e-07 -1.701684165014018e-07 1.599949698734026e-07 -1.5998961018817294e-08 -9.487293347688187e-09 -1.0521512345737931e-08 2.2282578765051123e-07
PC3 -4.0174494001918214e-07 4.8420411299738234e-08 2.0395789363361147e-07 1.6833399505806977e-06 1.0300694069508236e-08 2.5333279655596096e-07 1.9364659793485525e-08 5.427134991729647e-08 -6.19796436661283e-08 -3.221018256618335e-07 3.6060899182065906e-08 1.3042315489109598e-07 6.596052410116502e-08 -1.6748610903713701e-07 5.912100553789565e-09 -3.15770819895607e-09 4.246929288179018e-09 -1.0299317069764191e-07 -1.3549426182111292e-07 1.1059033998666584e-07 3.5746855241836826e-08 -9.594558262114134e-07
PC4 -1.934470220473307e-07 -6.200180875824098e-08 5.807981931346098e-07 1.0300694069508266e-08 2.9390701886501116e-06 4.2953857723645093e-07 -2.158962389778762e-07 -1.8510977695696696e-08 -3.5569067614976167e-07 2.421160268234099e-07 8.894782082045409e-08 1.030818302313185e-07 -2.0557387609273802e-07 2.65893672010835e-08 -1.056100820790615e-07 -2.4904168312433575e-08 6.783876071588576e-08 2.1055529684900636e-10 -8.25172329745639e-08 -7.282677929280653e-08 -1.577005472562166e-08 2.350089864293589e-06
PC5 -2.7564261614728787e-07 -3.544657535543196e-08 -2.047422293258528e-07 2.5333279655596107e-07 4.295385772364509e-07 5.018221005634824e-06 3.597985927222155e-08 4.870307389794975e-07 2.0035044914458422e-08 -5.07579252895846e-08 -7.944210295143102e-08 -3.02040912117444e-07 1.6941811206898265e-07 -2.4361658538493974e-07 2.6269327572359145e-08 6.32138704693373e-08 -5.787242193450993e-08 2.393583268797281e-07 -1.0453991492962131e-07 8.284043229591097e-08 7.583548817031245e-08 3.6182746168430093e-07
PC6 -1.945432361048098e-07 -6.369251911975041e-09 -6.830683550861721e-08 1.9364659793485568e-08 -2.1589623897787636e-07 3.597985927222157e-08 5.893316364310388e-06 1.3809550992518069e-08 5.16221104073875e-09 9.40404044060503e-08 -2.381389616643493e-09 -1.4286597769490117e-07 2.4330009341597032e-08 -1.7491501392713013e-07 -1.702873020260018e-08 -3.006812076550199e-08 -2.8286769615526617e-08 2.424027883439857e-07 -6.62593831697871e-08 -3.2807930850031704e-08 -9.3375593720186e-08 -5.378312292606506e-07
PC7 6.092920539716807e-07 4.415683551333849e-08 1.9347453071692227e-08 5.427134991729654e-08 -1.8510977695696706e-08 4.870307389794979e-07 1.3809550992518094e-08 4.884548826365735e-06 2.334200066024516e-07 -7.300565052541847e-08 -3.625496444025965e-08 3.624802031163543e-07 7.233552960087358e-08 2.8636541504128527e-07 -3.7988470650890775e-08 -1.638680852441795e-07 -1.082732609662118e-07 -2.79068001896034e-08 6.51156013510277e-08 -4.045800802919293e-08 -1.0661559142953446e-07 3.135204603173283e-07
PC8 5.176797107022934e-08 9.462223939094958e-08 1.0332993694117222e-07 -6.19796436661283e-08 -3.5569067614976167e-07 2.0035044914458406e-08 5.16221104073866e-09 2.334200066024517e-07 4.944910842644749e-06 4.830087148216903e-09 1.464540364052455e-07 -2.2779474045158597e-07 9.447341056781083e-08 -6.065754204969166e-08 6.287098323000988e-08 -9.264678816003537e-08 3.3805350853811226e-08 7.821703592854813e-08 -3.7399821016850764e-08 -4.7592414833444494e-08 8.831722965160922e-08 -9.484410243409425e-08
PC9 8.071020346548803e-07 -2.2776468103996497e-08 3.121767204722586e-08 -3.2210182566183354e-07 2.4211602682340987e-07 -5.0757925289584725e-08 9.404040440605036e-08 -7.300565052541843e-08 4.830087148216857e-09 4.6769380512648885e-06 -4.224922197999975e-08 -1.450726744300209e-07 -5.307705344549205e-08 -1.4138008226516027e-07 -6.405028369129603e-08 1.959267869666766e-08 1.0837323241682822e-07 1.320319686101087e-07 -1.5705406309168868e-07 -7.47124625655523e-08 -8.157815406735411e-08 6.581962644907602e-08
