 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0003352453007460706 4.179344199125909e-07 -2.830275615198162e-06 -4.124815509505535e-07 4.054188936981364e-07 -1.847503126630266e-07 1.3731644047803757e-07 1.4979281814150747e-06 6.289960495644794e-07 4.2801632766935885e-07 -3.692053971406786e-07 5.932268769574293e-07 -4.427338682720366e-07 8.069341490272178e-07 1.3046655129656983e-07 -9.01737942887649e-07 -6.226221275885545e-07 -4.226847303112405e-07 5.342161255779353e-07 1.1568989388913938e-06 2.618892077877172e-07 5.973881389469131e-06 2.2019200580850856e-05 -2.567603937984014e-06 -7.173021404682271e-05
PC1 4.1793441991259137e-07 1.1641054495393827e-06 -9.744127779234233e-07 -2.2123835562562468e-08 -5.6014676704860795e-08 -1.716366253288289e-07 2.11135292792066e-08 1.2385798284375055e-07 1.373861122087306e-07 -5.4748641851677544e-08 1.2187625871268898e-07 -7.47710162620911e-08 2.9321526048130264e-07 -7.940918926583333e-08 -1.3026478350670235e-07 -2.8766701524103265e-07 -2.1688987145156757e-07 -5.327657241030109e-09 -1.9735669586558162e-08 7.377601445245314e-08 1.517704791184406e-08 1.1808665842254433e-07 -5.670944579198148e-07 2.084200065763752e-06 1.0804235172156994e-06
PC2 -2.830275615198163e-06 -9.744127779234235e-07 2.5033228371732538e-05 4.3057599405436534e-07 8.655106262827177e-07 -1.0129889805146326e-07 -4.103688201030094e-08 -2.0729105697669044e-07 2.412671597369417e-07 -1.318301601946457e-08 -3.877397189368408e-08 -9.658366576605412e-08 -2.4733659367213353e-07 2.507155983421151e-07 -3.4350861589866626e-07 2.48078623044182e-07 -9.434030337133542e-08 6.009083754463512e-07 6.652265314880847e-08 -2.8165764694046717e-07 8.402204049255846e-08 -1.0293918672857371e-07 -1.422933964770764e-06 -1.7334451754868136e-06 2.1306944812998577e-06
PC3 -4.1248155095055367e-07 -2.2123835562562445e-08 4.3057599405436507e-07 2.404332053510778e-06 1.5232085481473996e-08 4.839573060263179e-07 1.6902453981901792e-08 9.507413306126654e-08 -1.0474343553386939e-07 -4.5123117730177415e-07 2.1891427650035134e-08 1.489332542242465e-07 1.0753586228889809e-07 -3.8238021431239194e-07 -6.339929728406685e-08 -6.255699228243227e-09 6.204217070329405e-09 -1.1950968284232948e-07 -2.8888596701772503e-07 2.0110663862804291e-07 5.53813304309048e-08 -7.559474778467553e-07 2.8587766256564305e-07 -2.4707756638395147e-06 -1.843297267054223e-06
PC4 4.0541889369813593e-07 -5.601467670486076e-08 8.655106262827176e-07 1.523208548147401e-08 4.301213216455507e-06 9.6087817083022e-07 -2.9490516554929025e-07 8.42643688729565e-08 -7.292753094508369e-07 1.5048974107885475e-07 1.496859001508844e-07 1.0517938976256718e-08 -3.7354057725142645e-07 -1.8886305851753807e-07 -8.413916368080084e-08 -3.230103257565672e-08 9.389833075722565e-08 1.1423533076502059e-07 -1.7282690972319565e-07 -1.1724374408717091e-07 3.538512939635029e-08 2.0454226825268492e-06 3.9616534805979025e-07 1.106245463970313e-06 3.2252605224167483e-06
PC5 -1.8475031266302613e-07 -1.7163662532882894e-07 -1.0129889805146334e-07 4.83957306026318e-07 9.6087817083022e-07 8.174672334505335e-06 1.4828434357317026e-07 7.152037013401352e-07 -4.799411005052262e-07 -1.7293126000561828e-07 -2.2954920180054638e-07 -6.112153680428554e-07 3.4458490660864155e-07 -5.296481145440804e-07 2.2157165249395896e-07 -1.461769334372008e-08 -8.65529248154298e-08 4.007385569699986e-07 -1.4936517450688663e-07 3.0437579231007707e-07 1.1578324629294337e-07 1.685181002345689e-06 -6.392503493469597e-06 5.974138716034637e-06 2.189286352861375e-06
PC6 1.373164404780379e-07 2.1113529279206552e-08 -4.10368820103008e-08 1.690245398190176e-08 -2.949051655492903e-07 1.482843435731703e-07 8.043833428157226e-06 8.779435964430528e-09 7.72265613773331e-08 3.104232750452069e-08 2.6592315692085775e-08 -1.4182943174894253e-07 1.0683576915175194e-07 -2.4722261693496796e-07 -2.4093107994221734e-08 2.2729181477596542e-08 -1.9157079831951896e-08 2.512880208765215e-07 -9.549891465227639e-08 -2.1356701575683826e-08 -2.2971582203087783e-07 -2.384812566881327e-07 -2.226976083922835e-06 3.3854385395766086e-07 3.106118271616672e-06
PC7 1.4979281814150753e-06 1.2385798284375047e-07 -2.0729105697669034e-07 9.507413306126677e-08 8.426436887295663e-08 7.152037013401353e-07 8.779435964430495e-09 6.589245845420565e-06 3.884488752426699e-07 -1.3111884439455114e-07 -6.904785257233346e-08 5.479235212292692e-07 1.0015275002158944e-07 2.8646030232923474e-07 -5.9255003821044416e-08 -3.225866531754809e-07 -1.1284387141846145e-08 -3.186849505148073e-08 3.5237924209359515e-08 9.748935587876559e-09 -1.4632095076604888e-07 1.0937542189841049e-07 5.2843254738425245e-08 5.051803569504975e-07 -8.32756274802261e-08
PC8 6.289960495644796e-07 1.3738611220873062e-07 2.4126715973694186e-07 -1.0474343553386939e-07 -7.292753094508369e-07 -4.799411005052259e-07 7.72265613773329e-08 3.8844887524267024e-07 7.163680093144115e-06 1.4896340161866408e-07 1.9587450280923076e-07 -2.0995628279102244e-07 1.996441606785787e-07 1.9086023930690393e-09 -4.970041330466411e-08 -1.734313530515963e-07 8.638342680868093e-08 8.109213314538602e-08 -1.401091587493496e-07 -2.078705130588174e-07 1.6120548837456804e-07 -3.751274775696849e-08 1.7490276824457646e-06 -1.9339230599103344e-06 6.252372209291122e-07
PC9 4.2801632766935917e-07 -5.4748641851677637e-08 -1.3183016019464625e-08 -4.512311773017743e-07 1.5048974107885475e-07 -1.729312600056183e-07 3.1042327504520765e-08 -1.3111884439455122e-07 1.4896340161866414e-07 6.425561942681113e-06 -7.134542484273352e-08 -1.5270348647113341e-07 -1.3998636954096035e-07 -6.150054902094929e-09 -2.530631347550987e-07 1.2749115591117017e-07 2.6403862556617335e-07 2.7059156679670617e-07 -1.5721600952038123e-07 -1.4609528061394748e-07 -2.0728910350168054e-07 -9.101532730357952e-07 1.3922142446233972e-06 -1.6043157075783762e-07 -1.2480672759447794e-06
PC10 -3.6920539714067787e-07 1.2187625871268895e-07 -3.8773971893684055e-08 2.189142765003501e-08 1.496859001508845e-07 -2.2954920180054622e-07 2.659231569208567e-08 -6.904785257233327e-08 1.9587450280923047e-07 -7.13454248427335e-08 6.1297803849375665e-06 -1.8428650855923805e-07 2.1156380605069742e-07 -2.99112612413107e-07 -5.497542142511354e-08 -1.0973515799261136e-07 -3.123234492333179e-07 1.5830383720676853e-07 1.9327382594139325e-07 2.0642661451165078e-07 -1.5536783829198297e-08 3.83239872708995e-08 -2.564076857762926e-07 -2.725852744776751e-06 2.4164209970884007e-06
PC11 5.93226876957429e-07 -7.477101626209118e-08 -9.658366576605395e-08 1.4893325422424657e-07 1.0517938976256708e-08 -6.112153680428558e-07 -1.418294317489426e-07 5.479235212292692e-07 -2.0995628279102254e-07 -1.527034864711333e-07 -1.8428650855923802e-07 6.016735892001884e-06 -1.5352788886564344e-07 1.759754047264151e-08 -2.637871014654467e-07 1.5250387387580633e-07 1.448094701981865e-07 1.3859647280436514e-07 -2.6912407801904313e-08 2.479446630098529e-07 1.9417340983818355e-07 3.964257968003842e-07 6.696357516066599e-07 3.654801950279977e-07 -5.973666830482061e-07
