 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00038186700040310597 4.352037117584639e-07 -2.964007630051126e-06 -4.7043774894603856e-07 5.018183999844776e-07 -2.588952475955644e-07 5.0279159228139534e-08 1.7307398273689747e-06 7.116125365292528e-07 3.708779211366922e-07 -5.117376960882967e-07 3.836550186062069e-07 -4.981541541983724e-07 8.011353768254951e-07 2.2175736770948102e-07 -1.0275087143199802e-06 -5.690563473705947e-07 -3.783002774011462e-07 6.955850985893975e-07 1.2150151655897057e-06 3.17818310794604e-07 5.839673772378239e-06 2.286120708084876e-05 -1.8186271736559828e-06 -7.991290032037635e-05
PC1 4.3520371175846384e-07 1.3169175155529435e-06 -1.0417767379325622e-06 -1.8445649864246367e-08 -6.042687077301931e-08 -1.8816934298592273e-07 2.2998059346451812e-08 1.3426537358245466e-07 1.4084756151553328e-07 -6.523680647621501e-08 1.2735075655296564e-07 -8.128654762075843e-08 3.1071636433133966e-07 -8.456372064482607e-08 -1.342916199460658e-07 -2.9842556696178544e-07 -2.231940594745301e-07 -9.215697033765925e-09 -2.1786076804778846e-08 7.763122639150822e-08 1.874411999823005e-08 7.312790353037616e-08 -6.50664547940599e-07 2.3127713355988413e-06 1.1925461811507697e-06
PC2 -2.964007630051127e-06 -1.0417767379325629e-06 2.674401858482223e-05 4.5977495475674656e-07 9.098060665108299e-07 -1.3834211818700414e-07 -4.88772743541364e-08 -2.1231297972917629e-07 2.5182294763694716e-07 1.1396100023959617e-09 -2.7399736034883264e-08 -9.215386411303242e-08 -2.170727730083604e-07 2.711268669944968e-07 -3.4510315014528275e-07 2.8974928231368076e-07 -1.1305896010511635e-07 6.387575005967929e-07 6.80068065296187e-08 -2.7433012882659725e-07 9.699057210272301e-08 -1.0975024137053168e-07 -1.439430526575005e-06 -1.8591019414703418e-06 2.12971655847055e-06
PC3 -4.704377489460376e-07 -1.844564986424647e-08 4.5977495475674677e-07 2.711641294092137e-06 1.3626320001652682e-08 5.104695113382556e-07 7.251285274041065e-09 9.719719715792296e-08 -1.128658836044776e-07 -4.773146203232185e-07 2.1550491289107273e-08 1.569674814172153e-07 1.1809126608619432e-07 -4.0873867465569313e-07 -6.362548755846823e-08 -1.0791732901045632e-08 1.0007831994666773e-09 -1.1957400716850528e-07 -3.008720737003509e-07 2.0772542985474948e-07 5.563389674684127e-08 -7.926732224230685e-07 2.9047438816763864e-07 -2.6470031362969907e-06 -2.238414598276155e-06
PC4 5.018183999844774e-07 -6.042687077301935e-08 9.098060665108305e-07 1.3626320001652641e-08 4.807868086675007e-06 1.0292343756200746e-06 -3.112352108567069e-07 7.988978310526927e-08 -7.573181426702023e-07 1.5745560426967647e-07 1.5970270676115554e-07 -2.7526322078507932e-09 -4.046778624774774e-07 -1.9239254350064494e-07 -7.670662031822007e-08 -2.915665079595605e-08 8.72431169676453e-08 1.0833881561364598e-07 -1.6728009094362094e-07 -1.2920705142164315e-07 2.889460035252012e-08 2.2341885228661227e-06 6.444318955246627e-07 9.847974939219306e-07 3.233406131534519e-06
PC5 -2.58895247595564e-07 -1.8816934298592265e-07 -1.383421181870038e-07 5.104695113382555e-07 1.0292343756200748e-06 8.848132366126544e-06 1.617041822012015e-07 7.504254885083009e-07 -4.742212193875872e-07 -1.8101208920123294e-07 -2.4036790155792116e-07 -6.350872419013146e-07 3.492545068041707e-07 -5.505927939850166e-07 2.333825636805109e-07 -1.938305184149596e-08 -8.318132374519111e-08 4.069104517438849e-07 -1.3929224605220094e-07 2.985059112457226e-07 1.084017903587899e-07 1.8297923512062006e-06 -6.8754398750012004e-06 6.294024290022907e-06 2.4516455944180975e-06
PC6 5.0279159228140043e-08 2.299805934645185e-08 -4.887727435413644e-08 7.251285274041048e-09 -3.1123521085670677e-07 1.6170418220120143e-07 8.65457970188357e-06 5.9688810807216415e-09 7.838764938779967e-08 1.639500262022391e-08 2.003379841501485e-08 -1.5576416752673746e-07 1.0995874974589557e-07 -2.695192821951681e-07 -2.8484206828414285e-08 3.592544810930368e-08 -1.1891077924846613e-08 2.6527438886470086e-07 -1.0229948971856447e-07 -2.887652988193675e-08 -2.4474512492241323e-07 -2.4859189785798067e-07 -2.4036366420819025e-06 6.271727859328423e-07 3.304540704410757e-06
PC7 1.730739827368975e-06 1.3426537358245466e-07 -2.1231297972917573e-07 9.719719715792303e-08 7.988978310526935e-08 7.504254885083009e-07 5.968881080721716e-09 7.094951680350902e-06 4.1115406699272876e-07 -1.460432693992553e-07 -8.041080809961274e-08 5.602482397464994e-07 1.0324779763381636e-07 2.9379411613079294e-07 -4.6086112230410745e-08 -3.4262287713757206e-07 -6.90032979771373e-10 -2.3218692545873697e-08 4.6357578593868804e-08 5.035996876794867e-09 -1.509370232806222e-07 1.113015057542884e-07 1.3755527194475895e-08 3.5504056931927253e-07 1.1620711817389223e-07
PC8 7.116125365292524e-07 1.4084756151553328e-07 2.5182294763694727e-07 -1.1286588360447765e-07 -7.573181426702022e-07 -4.742212193875869e-07 7.838764938779949e-08 4.111540669927289e-07 7.6868064662843e-06 1.495048508889204e-07 1.9580754393019712e-07 -2.2399021397675693e-07 2.2645900288801728e-07 -3.0803411296233843e-09 -5.109368944389856e-08 -1.941624990912437e-07 9.604999246277685e-08 8.289461660605655e-08 -1.4375871238385018e-07 -2.2563806606753748e-07 1.636311151303968e-07 6.443846032012174e-08 1.7541216210502092e-06 -1.7635573622941145e-06 6.042489177438483e-07
PC9 3.708779211366918e-07 -6.5236806476215e-08 1.139610002395778e-09 -4.773146203232185e-07 1.5745560426967655e-07 -1.8101208920123288e-07 1.6395002620223914e-08 -1.4604326939925541e-07 1.4950485088892026e-07 6.920006563319239e-06 -6.10288509721013e-08 -1.6213673763228e-07 -1.3861448789116166e-07 7.230287307054512e-09 -2.56156910629784e-07 1.4304112243724845e-07 2.817436948468376e-07 2.757545321527181e-07 -1.8331772825203142e-07 -1.581241964891167e-07 -2.0661302061506135e-07 -9.06381942403406e-07 1.4301278387714815e-06 -2.58484135592693e-07 -1.3520526200963784e-06
