 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0004039591364470605 4.637023202952485e-07 -2.8653180240051183e-06 -5.72642508520855e-07 5.104117319004692e-07 -2.891735512920638e-07 9.001958963158597e-08 1.7311232918431535e-06 7.671505660158933e-07 3.3311855622991106e-07 -4.528052869649866e-07 2.7957698870867345e-07 -5.022645501105542e-07 9.042393312422188e-07 2.5707066042236676e-07 -1.0437327844762902e-06 -6.513028523765398e-07 -3.3973985073185683e-07 7.580447952527471e-07 1.2818151323240727e-06 3.714225493982646e-07 5.145532242928918e-06 2.192808099533883e-05 -3.226377492269038e-07 -8.243331189663531e-05
PC1 4.6370232029524826e-07 1.3891299012890156e-06 -1.0789950494869593e-06 -1.2079855236015689e-08 -6.545832775604167e-08 -1.9317770305263758e-07 2.1896741203709704e-08 1.4166601537908633e-07 1.5084378648418737e-07 -6.850852066099975e-08 1.3259982495423792e-07 -8.553448720145004e-08 3.197803827223533e-07 -8.8484931766262e-08 -1.3627894746502148e-07 -3.063160467775894e-07 -2.227281881598512e-07 -6.4931748193294094e-09 -1.6320598373136875e-08 7.494061654167412e-08 1.880546859073135e-08 7.587701408435022e-08 -6.56700219282411e-07 2.4073956236937114e-06 1.221634847540051e-06
PC2 -2.865318024005118e-06 -1.0789950494869593e-06 2.7593554330840136e-05 4.825810554887211e-07 9.279168474817404e-07 -1.4940708215443959e-07 -5.3831428907053025e-08 -1.8931113306956375e-07 2.671907367957971e-07 -6.685375882414002e-10 -1.469430682353615e-08 -8.932649604470663e-08 -2.1891016858184286e-07 2.649151557447169e-07 -3.4949069083513357e-07 3.142031117699176e-07 -8.131921871803524e-08 6.583303703112979e-07 7.115215711608384e-08 -2.941093600166905e-07 9.945685556798287e-08 2.682156138718494e-08 -1.5492078610620447e-06 -1.861897474509381e-06 2.2310068854300846e-06
PC3 -5.726425085208543e-07 -1.2079855236015647e-08 4.825810554887211e-07 2.8628383785408636e-06 1.4935108063257442e-08 5.166652290572438e-07 -4.7331393855412384e-09 9.392596283742383e-08 -1.2000992440973465e-07 -4.741460199867287e-07 1.9479729132605624e-08 1.6222528972137918e-07 1.2339113275252742e-07 -4.221168637246153e-07 -5.7425184551167746e-08 -4.684305982866948e-09 -1.0317640633880675e-10 -1.1901544090599734e-07 -2.991165891448269e-07 2.0088046647592082e-07 4.9826697699337095e-08 -7.936268618846426e-07 2.8184410215307806e-07 -2.7043505888332282e-06 -2.4469710647885014e-06
PC4 5.104117319004698e-07 -6.545832775604158e-08 9.279168474817402e-07 1.4935108063257416e-08 5.047085525624406e-06 1.0612838607346637e-06 -3.3094625467543837e-07 7.600551514026222e-08 -7.731812931378475e-07 1.6455035690281816e-07 1.7124638487472353e-07 -1.0306523355035203e-08 -4.174815307635795e-07 -1.9079444546460727e-07 -7.31531944582927e-08 -2.725723845612527e-08 8.280701736344485e-08 1.0038521092880305e-07 -1.70382387237036e-07 -1.3763618861568956e-07 3.017796024478728e-08 2.2996737471732194e-06 7.772753107963516e-07 8.90253924629651e-07 3.2286601575575885e-06
PC5 -2.891735512920632e-07 -1.9317770305263737e-07 -1.4940708215443982e-07 5.166652290572443e-07 1.061283860734664e-06 9.154276534873678e-06 1.5808150342080393e-07 7.70157696397066e-07 -4.726317526924533e-07 -1.7390014687176648e-07 -2.2928874789344828e-07 -6.444930163733173e-07 3.6067093932753936e-07 -5.49332448279948e-07 2.3727374319016383e-07 -3.3597638822864746e-08 -1.0142123352485276e-07 4.170109924069069e-07 -1.417667504566142e-07 2.968290314857713e-07 1.1766995136112916e-07 1.8562648848704752e-06 -7.130207739720747e-06 6.5028965221986105e-06 2.5890762072750266e-06
PC6 9.001958963158591e-08 2.1896741203709674e-08 -5.383142890705298e-08 -4.733139385541262e-09 -3.3094625467543837e-07 1.5808150342080385e-07 8.953706174979761e-06 2.754957182223914e-08 9.696528717182911e-08 -3.849097414472328e-10 2.5069280590568216e-08 -1.5223787620301124e-07 1.2336367251679248e-07 -2.688624118832384e-07 -3.574525631171991e-08 2.17538756536518e-08 -6.992279341995308e-09 2.7909735310313096e-07 -1.0452645833381951e-07 -2.2566450998944832e-08 -2.343831000580111e-07 -2.293461834839852e-07 -2.4044655688714784e-06 7.115325791847035e-07 3.3084708067686256e-06
PC7 1.731123291843152e-06 1.4166601537908641e-07 -1.8931113306956359e-07 9.392596283742379e-08 7.600551514026218e-08 7.701576963970658e-07 2.7549571822239076e-08 7.319219887794371e-06 4.0382889658588e-07 -1.5503128022523402e-07 -9.847746335285562e-08 5.668803371036877e-07 9.793285126700033e-08 3.011419039920553e-07 -3.338152344815096e-08 -3.407019572424424e-07 6.488894410173172e-09 -2.231258493652684e-08 4.489283377464496e-08 -1.8186772801851274e-09 -1.461018592323465e-07 1.049360294146588e-07 -1.2643735128300976e-07 3.075689160157303e-07 3.2711802450412914e-07
PC8 7.671505660158935e-07 1.5084378648418718e-07 2.671907367957975e-07 -1.200099244097347e-07 -7.731812931378477e-07 -4.726317526924535e-07 9.696528717182927e-08 4.038288965858799e-07 7.948576069977054e-06 1.4596320820683487e-07 2.0053099415120508e-07 -2.2962327906860485e-07 2.3707624459165573e-07 9.293017613374017e-10 -4.9601976125624755e-08 -1.9570706826318987e-07 9.524213259408406e-08 9.055179079326579e-08 -1.3285829199469653e-07 -2.3754711155593494e-07 1.628626463684494e-07 1.1424215107845172e-07 1.6198938372217983e-06 -1.5099293692960986e-06 6.913294502512715e-07
PC9 3.3311855622991006e-07 -6.85085206609998e-08 -6.685375882408128e-10 -4.741460199867287e-07 1.6455035690281821e-07 -1.739001468717664e-07 -3.8490974144710853e-10 -1.5503128022523418e-07 1.4596320820683487e-07 7.164887632164707e-06 -6.73541818625982e-08 -1.711318756813709e-07 -1.4555531540552762e-07 -3.978270327354953e-09 -2.5485616219189224e-07 1.607051050463485e-07 3.0486839583460385e-07 2.8106303342522086e-07 -1.7826109264085102e-07 -1.824127101105348e-07 -2.2600057824331346e-07 -7.966174516327066e-07 1.5036660659521605e-06 -3.624451829948582e-07 -1.4635535512614065e-06
