 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00037847399872350835 5.131199390171603e-07 -3.0441224544292307e-06 -4.654468125547067e-07 5.955163224584271e-07 -1.948420929007183e-07 7.572007384980323e-08 1.7115449147341314e-06 6.762811717751063e-07 4.905458818860493e-07 -4.71421274734113e-07 6.197423498619059e-07 -4.846119207635681e-07 8.425586597185559e-07 1.921035152503531e-07 -9.623421736101107e-07 -6.743070713961742e-07 -3.8893134136276756e-07 6.253696529376589e-07 1.245031224013451e-06 3.385564338745121e-07 6.416944285961057e-06 2.5715362993660206e-05 -2.4742480188444494e-06 -8.290922700780744e-05
PC1 5.131199390171601e-07 1.3080599679571095e-06 -1.0496274144340671e-06 -2.8629284158541584e-08 -5.5408259459817165e-08 -1.911654509506607e-07 2.2292196213609958e-08 1.3757741120218719e-07 1.5433305497764002e-07 -6.089560196874017e-08 1.351674280354062e-07 -8.550440017204386e-08 3.1834607549311965e-07 -8.861866999475049e-08 -1.4243374926936834e-07 -3.147838858099003e-07 -2.3929727989835415e-07 -4.892779567758618e-09 -2.191986152751841e-08 8.166955691707387e-08 1.771931027629567e-08 1.1035332076509673e-07 -6.185335908961122e-07 2.3743520919352176e-06 1.2120659960820581e-06
PC2 -3.0441224544292307e-06 -1.049627414434067e-06 2.7260617157962694e-05 4.6145948662996243e-07 9.403984726588656e-07 -1.1815784774666762e-07 -3.8257402241175326e-08 -2.1163333689693462e-07 2.6604788350062826e-07 1.0625169182448841e-09 -3.455603261848398e-08 -9.119123991776702e-08 -2.5348508890624187e-07 2.694880115065713e-07 -3.785344469888359e-07 2.700355946985514e-07 -1.2348245507788487e-07 6.516914986501896e-07 8.492651317548062e-08 -3.0510768924381493e-07 9.386895460631612e-08 -1.2697365864395011e-07 -1.6898203499388908e-06 -1.5451764069251415e-06 2.429399838911955e-06
PC3 -4.6544681255470796e-07 -2.8629284158541465e-08 4.61459486629962e-07 2.6848329874624804e-06 9.629609988803166e-09 5.342022809223995e-07 2.0999245192717807e-08 1.0180167421807693e-07 -1.0550667081644014e-07 -4.925727880044346e-07 1.716428225490168e-08 1.5715829140910795e-07 1.202562632108618e-07 -4.1398463396836277e-07 -7.173929757776821e-08 -1.0528476756575989e-08 7.369424072705043e-09 -1.2733705911453156e-07 -3.1533557011868026e-07 2.144109999918042e-07 6.269934739331316e-08 -8.207279156835233e-07 2.811840987675498e-07 -2.8025581333383305e-06 -2.0143035275900712e-06
PC4 5.955163224584264e-07 -5.5408259459817125e-08 9.403984726588662e-07 9.629609988803173e-09 4.7915980965266435e-06 1.0303738480217246e-06 -3.208746245400142e-07 9.807050545753964e-08 -7.849052474918442e-07 1.63330617154964e-07 1.6347910446261767e-07 1.3724851194213486e-08 -4.1341543511183875e-07 -2.1194203579182128e-07 -8.685426860318711e-08 -3.358458005132037e-08 9.317565068009177e-08 1.2782704395469168e-07 -1.8215592349595705e-07 -1.294393018211746e-07 4.003770589647183e-08 2.2077900921564448e-06 4.368304307606712e-07 1.3037898746766243e-06 3.593025731943947e-06
PC5 -1.9484209290072026e-07 -1.911654509506606e-07 -1.181578477466677e-07 5.342022809223993e-07 1.0303738480217246e-06 8.97045150632221e-06 1.599417407672878e-07 7.683277348670109e-07 -5.057323650457365e-07 -1.8445225249366886e-07 -2.447005706625894e-07 -6.514325666492153e-07 3.7098462349648057e-07 -5.721822064567428e-07 2.3624745426574948e-07 -1.613664236244246e-08 -8.900614472972632e-08 4.2829421411613385e-07 -1.5832445161934674e-07 3.189339596781181e-07 1.2187521936504867e-07 1.804881319598619e-06 -6.844645261507614e-06 6.3910417773706825e-06 2.270596857062908e-06
PC6 7.572007384980349e-08 2.229219621360999e-08 -3.825740224117548e-08 2.0999245192717797e-08 -3.208746245400141e-07 1.599417407672881e-07 8.79503301123383e-06 1.0496667195255985e-08 8.104242416745505e-08 2.9649249362142633e-08 3.445580977112185e-08 -1.5258359194561417e-07 1.140742357405977e-07 -2.526144822277154e-07 -3.739226026188883e-08 2.9123133317771645e-08 -2.3543801712748058e-08 2.741025133951859e-07 -9.776529243984399e-08 -1.947561035605882e-08 -2.4946957239783317e-07 -2.7864173041582927e-07 -2.528108619696305e-06 3.3873673850963225e-07 3.4263909881691972e-06
PC7 1.7115449147341312e-06 1.3757741120218724e-07 -2.1163333689693473e-07 1.0180167421807697e-07 9.807050545753953e-08 7.683277348670107e-07 1.0496667195255937e-08 7.222364569545684e-06 4.178448688441074e-07 -1.4313824465915178e-07 -8.427505009712444e-08 5.817453643889805e-07 1.0372506154777309e-07 2.964782111015295e-07 -6.126909822396615e-08 -3.5590836997255733e-07 -1.7052663593583116e-08 -4.0411101822704824e-08 4.6209229273494925e-08 7.436938093163901e-09 -1.632592655964124e-07 3.427188651691595e-08 2.1158973484295477e-07 6.548774866007023e-07 -3.2726258506099393e-07
PC8 6.762811717751059e-07 1.5433305497764002e-07 2.660478835006284e-07 -1.0550667081644005e-07 -7.849052474918446e-07 -5.057323650457364e-07 8.104242416745514e-08 4.178448688441075e-07 7.811557431177996e-06 1.5075104605874958e-07 2.0853971556606533e-07 -2.2685811779077848e-07 2.2677245049200383e-07 -3.2703946535821033e-09 -5.6007729123960854e-08 -1.9000351306768608e-07 9.707894218475437e-08 7.681044207496985e-08 -1.4902621113311618e-07 -2.2750300312864324e-07 1.6674534588875306e-07 -1.314270179307851e-08 1.9138153751909477e-06 -2.06923865671154e-06 6.7013734578777e-07
PC9 4.905458818860497e-07 -6.089560196874025e-08 1.0625169182452328e-09 -4.925727880044343e-07 1.6333061715496402e-07 -1.844522524936688e-07 2.9649249362142583e-08 -1.4313824465915168e-07 1.5075104605874958e-07 7.020252967573576e-06 -6.776585536378813e-08 -1.657122537206125e-07 -1.4421990627128618e-07 -8.039039736972572e-09 -2.6283140347916367e-07 1.4282060361151053e-07 2.933331930477083e-07 2.8805588236962336e-07 -1.7804342415006973e-07 -1.636096042390717e-07 -2.1925643177523067e-07 -9.477607847231574e-07 1.485112498945051e-06 -1.8111949479395446e-07 -1.3090501881623445e-06
