 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0005789173735806069 2.0184292543236145e-06 -3.5686881900027327e-07 2.8909497827426705e-07 1.1898740153939801e-06 -9.799849266250175e-07 2.169864506926311e-06 6.141983342961211e-07 1.6885785217397708e-06 1.3034853093432782e-06 7.283650509534314e-07 4.227277836710162e-06 -3.1782674018698164e-06 1.7554331114123252e-06 -1.8103626393286138e-06 -2.4079355427705546e-06 -2.444913702287601e-06 -1.4031297363822946e-06 -1.2059113449453718e-06 2.742922738450553e-06 2.5725764467136127e-07 3.4863807847120163e-06 -5.651031321190352e-06 4.6188091096796175e-05 1.559803399102969e-05 -1.246525544291484e-05 -3.91880663421218e-05 -9.551541443138305e-05
PC1 2.0184292543236158e-06 2.0541159967914637e-06 -1.8283878639156876e-06 -2.104316019318621e-07 -6.354877815130885e-08 -3.27564979095762e-07 1.2224962360396274e-07 1.2938331012214355e-07 1.8989581623616312e-07 -3.207840591537581e-08 1.5222374578814169e-07 -4.1030430307150865e-08 5.856176004000947e-07 -9.249311517146885e-08 -3.665842584439759e-07 -6.935146836572598e-07 -5.923851513774036e-07 2.1037888609758793e-07 -1.0020481435740278e-07 1.609603600912509e-07 -7.714604181021695e-08 -4.886030111139884e-09 -4.272017375128641e-06 1.936631555800561e-06 -1.0834340045605844e-06 1.181699736117079e-06 -8.038737976345626e-06 -1.0536981104520682e-08
PC2 -3.5686881900027057e-07 -1.8283878639156867e-06 4.643012945340309e-05 1.0253632575971743e-06 1.359783313837464e-06 -4.6005950891924576e-07 -1.6509002678770003e-07 -2.2322727603455538e-07 9.957241145685127e-07 -2.9619357891885336e-07 3.3731453804456716e-07 -5.989656465984919e-07 -9.120645503935661e-07 5.54687325814512e-07 -9.996619459352113e-07 3.1381499324022525e-07 -9.138256441886449e-08 7.678293215306027e-07 4.5076936239245754e-07 -4.863365221565922e-07 -3.397041474849123e-07 5.016095938764905e-06 -7.911972426843495e-06 2.8178531905965437e-06 3.400110418328241e-05 -9.935043896546815e-06 2.8224043332543265e-06 -3.32636202448529e-06
PC3 2.890949782742678e-07 -2.104316019318619e-07 1.0253632575971743e-06 3.931525887387993e-06 1.282112364360558e-07 1.0427985365359753e-06 -2.8297783394065903e-09 3.988007906835721e-07 -1.3344287234878866e-07 -9.112795065888936e-07 1.3822868749557152e-07 2.814192787121133e-07 7.128144312931569e-08 -6.173516306783689e-07 5.3573913732753786e-08 -3.526133166955213e-08 1.6142986090944147e-07 -3.667506586094124e-07 -4.5201819868300546e-07 3.4530582094898786e-07 1.1139040730564906e-07 -5.524798061642145e-07 1.5785861367594812e-06 8.298231952867898e-09 4.932435325942699e-06 -2.8283647033868733e-06 -3.5152407774268176e-06 9.795460302913004e-07
PC4 1.1898740153939793e-06 -6.354877815130885e-08 1.3597833138374645e-06 1.2821123643605565e-07 7.684544835500993e-06 1.6638287645403194e-06 -2.9306322058182993e-07 1.6311449375215899e-07 -1.1677086250434764e-06 4.217074925393038e-07 2.7349763447658325e-07 2.2618214245802006e-07 -8.477061542584823e-07 -4.466025139420652e-07 -1.5217884276006472e-07 -1.9612528267847591e-07 7.857201760306064e-08 7.156236992274515e-09 -3.883640336218109e-07 -2.318827304140833e-07 1.381139176658834e-07 -2.5172650705934236e-07 6.791453408654857e-07 -9.270749778090244e-06 8.067728234070578e-06 -1.4253199524395948e-05 4.852793333289543e-06 8.384496778924691e-06
PC5 -9.79984926625018e-07 -3.27564979095762e-07 -4.600595089192452e-07 1.0427985365359747e-06 1.6638287645403194e-06 1.5012284384079214e-05 4.407312782179436e-07 1.1033620975817593e-06 -8.044465008845731e-07 -3.973224680598611e-07 -3.1709455383587513e-07 -1.159449274243177e-06 4.558089010575366e-07 -1.044892155161263e-06 5.542798887954661e-07 -1.0597899595786381e-07 -1.6083278056508841e-07 6.903812449067938e-07 -3.075132756949939e-07 2.829369681863561e-07 1.0525359254695473e-07 -1.6419611437380258e-06 -1.5862672135993803e-06 -3.365191147390229e-06 5.957940630345794e-06 -4.596411203291221e-06 1.564958458945735e-05 -4.553565453356848e-06
PC6 2.169864506926313e-06 1.2224962360396256e-07 -1.6509002678770008e-07 -2.8297783394070424e-09 -2.930632205818302e-07 4.407312782179432e-07 1.4446757569322593e-05 -1.47159193632159e-08 4.7013892577142363e-07 2.218639622208954e-07 1.0674201854873888e-07 -3.970011721266729e-07 1.3997238332212927e-07 -2.025018129559049e-07 -2.6692653362639123e-07 -8.543657786078412e-08 -7.393293839638363e-08 2.4233728718146515e-07 -4.549843905833943e-07 -1.7900590023857945e-07 -5.177614646020647e-07 2.2418016724277186e-06 -5.640609982325318e-06 -2.7526872987409978e-06 -6.15677024788179e-06 -7.778895167240224e-07 5.975216432719062e-06 -1.0005264256521504e-05
PC7 6.14198334296121e-07 1.2938331012214345e-07 -2.2322727603455512e-07 3.988007906835723e-07 1.6311449375215877e-07 1.103362097581759e-06 -1.471591936321571e-08 1.1955307081892573e-05 7.700213082572163e-07 -2.212036181697698e-07 -1.4556759447905339e-07 1.197608902638939e-06 1.7804444554779492e-07 4.228715509732104e-07 -1.992374629551976e-07 -4.033928387934879e-07 -2.7884299567989655e-07 -1.5890964478894538e-07 9.724036374707096e-08 6.952005181431576e-08 -2.9726877688667205e-07 2.3444486934619035e-06 6.816690065222741e-06 -3.387840714036659e-07 -5.89311426332918e-07 -7.5130667714523604e-06 4.864113923030211e-06 -1.0917396842480119e-05
PC8 1.6885785217397741e-06 1.8989581623616323e-07 9.957241145685123e-07 -1.3344287234878868e-07 -1.1677086250434777e-06 -8.044465008845738e-07 4.701389257714233e-07 7.700213082572166e-07 1.3002672407034903e-05 3.7013338400813076e-07 1.999601564087989e-07 -7.059737554715837e-07 1.2584050559241103e-07 1.1955215788198383e-07 -1.2170343793469515e-07 -5.856764096326298e-07 4.976062597466742e-08 1.1354373612970091e-07 -5.974557111613169e-07 -3.085355908832427e-07 2.4592515621787316e-07 3.442691860042848e-07 -8.119889255332579e-07 4.45652467641303e-06 -6.573570688090736e-06 -2.6308718666154466e-07 -4.976939291041135e-06 -1.5103041230935542e-05
PC9 1.303485309343278e-06 -3.207840591537592e-08 -2.96193578918854e-07 -9.112795065888938e-07 4.217074925393036e-07 -3.9732246805986116e-07 2.2186396222089497e-07 -2.2120361816976998e-07 3.7013338400813055e-07 1.128416030088131e-05 -3.409484954924484e-07 5.297913267801562e-08 -4.831141131315157e-07 -7.401756775874686e-08 -7.755155790048827e-07 2.900760618333757e-07 5.11161300598097e-07 6.369034721715953e-07 -1.9675200213692888e-07 -1.5702900525517107e-07 -5.915609106939229e-07 3.7784704113697886e-07 -4.40466681310196e-06 3.5900558627633625e-07 6.604339142332649e-06 6.842994044027965e-07 -4.380738941809647e-06 -4.2559774114545985e-08
