 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0006979946053622896 2.2135526969768808e-06 7.359197755866786e-07 1.4926901012462903e-07 1.8729932030156808e-06 -1.5013190374618225e-06 1.7851955119794689e-06 1.5168706193421211e-06 1.995031906416527e-06 1.4724574043216603e-06 7.199703436625087e-07 3.567696598723589e-06 -3.342437555049013e-06 1.7208467957041723e-06 -1.7461677684816817e-06 -2.495710397873387e-06 -2.319385830571349e-06 -1.0754548044667468e-06 -8.72719161793861e-07 3.1833241336280888e-06 2.8761155391631864e-07 4.420934173778435e-06 -8.935540397471368e-06 5.64247639213127e-05 2.5865437460429898e-05 -1.3877674772639619e-05 -4.3398133102630256e-05 -0.0001167292488723144
PC1 2.2135526969768808e-06 2.4373002443006835e-06 -1.9412837678071775e-06 -1.894729413654274e-07 -4.377819978016513e-08 -3.812340982325085e-07 1.1532603302470074e-07 1.347040070426859e-07 1.4193100748549933e-07 -8.218563699148483e-08 1.6181712686448755e-07 -4.111773058556755e-08 6.051075608006629e-07 -1.0422181978813463e-07 -3.560316082086077e-07 -6.948397361933958e-07 -5.641386155824127e-07 1.8367318926468115e-07 -9.85353848545317e-08 1.7849764566159467e-07 -8.175104905652474e-08 -3.2273728655834e-07 -5.0846442742103436e-06 2.2713674368502805e-06 -1.5112483892636425e-06 2.031004532564598e-06 -9.490536695484387e-06 -2.5586972397497567e-08
PC2 7.359197755866732e-07 -1.9412837678071775e-06 4.845010103086252e-05 1.042018288758326e-06 1.3249490532709832e-06 -5.154054950466116e-07 -1.5469183832929845e-07 -1.7223357511132588e-07 1.0061523512105498e-06 -2.7574798281423483e-07 3.937205676375495e-07 -5.783617082087822e-07 -8.409214931072278e-07 5.943942878370679e-07 -9.604374113633378e-07 3.76908863452463e-07 -6.969003037757227e-08 8.224559277477433e-07 4.5926799305462635e-07 -4.2613453156689214e-07 -3.3444461111499676e-07 5.7836762190673955e-06 -9.295282444323433e-06 2.9195277373476264e-06 3.67418333347655e-05 -1.1133559026946214e-05 3.4366955371124473e-06 -4.120103590600303e-06
PC3 1.4926901012462853e-07 -1.8947294136542731e-07 1.0420182887583261e-06 4.676715833040592e-06 1.332235139148509e-07 1.0323127236478923e-06 -3.9966718284632186e-08 4.0882408812794754e-07 -2.2099321848162494e-07 -9.381047312600958e-07 1.4010558868282895e-07 3.193710057223887e-07 3.9709518357432526e-08 -6.21888978585416e-07 9.01667265289388e-08 -5.0131077725609804e-08 1.9306280089230993e-07 -3.3686959885457635e-07 -4.331195975273502e-07 3.3567428997802573e-07 1.1619088420771826e-07 -7.458073360241723e-07 2.544645105172834e-06 1.6046738119126066e-07 4.270089193392879e-06 -4.242227195673136e-06 -3.94581697634286e-06 2.561748884229141e-07
PC4 1.8729932030156783e-06 -4.377819978016515e-08 1.324949053270983e-06 1.332235139148509e-07 8.74976405219282e-06 1.6169083685722699e-06 -3.3157799556750815e-07 1.7218829849667688e-07 -1.2022381412277012e-06 4.656321787908195e-07 2.719797712995726e-07 2.0656090289390808e-07 -9.004943950276726e-07 -4.40209711579884e-07 -1.290471989874333e-07 -1.4216726703590797e-07 4.233385644396533e-08 -4.511592800790808e-08 -3.7213869255314456e-07 -2.3936647677906176e-07 1.315753175177463e-07 -4.754108002231299e-07 9.467221355679861e-07 -9.65997800882524e-06 6.5929092744549986e-06 -1.326240495554769e-05 3.516951687343277e-06 9.70847237950019e-06
PC5 -1.5013190374618227e-06 -3.812340982325086e-07 -5.154054950466119e-07 1.032312723647893e-06 1.6169083685722703e-06 1.611714478209028e-05 4.3990376713115227e-07 1.0338061347829913e-06 -7.255516112795143e-07 -3.801113017674703e-07 -2.5785588210640274e-07 -1.1535128239319369e-06 5.118182880788508e-07 -9.857677261820259e-07 5.470602111824524e-07 -1.1561433522587898e-07 -1.747117683003646e-07 7.074607983397412e-07 -3.0370338527500015e-07 2.1744482152015379e-07 8.649766837146754e-08 -1.298123279464025e-06 -2.7932932398438656e-06 -3.961665371415927e-06 6.442877158562129e-06 -2.4789585122731907e-06 1.734276043472706e-05 -4.0893707132091165e-06
PC6 1.7851955119794708e-06 1.1532603302470077e-07 -1.5469183832929808e-07 -3.996671828463224e-08 -3.315779955675082e-07 4.39903767131152e-07 1.532410069941367e-05 -1.0725693009797239e-08 4.906300444453843e-07 2.107769959857134e-07 1.198758401141009e-07 -4.384413831328979e-07 2.2164299556424023e-07 -2.582425419681188e-07 -2.4647008119827097e-07 -3.2335961413805324e-08 -6.999500530917775e-08 2.5649256121412296e-07 -4.770666294571182e-07 -1.9088854017907953e-07 -5.372368451971705e-07 2.1320040540122436e-06 -5.075955611138266e-06 -3.3395585480227e-06 -7.028739355447861e-06 -1.7994782517248443e-06 6.4855049680544196e-06 -9.23320529739884e-06
PC7 1.5168706193421211e-06 1.347040070426859e-07 -1.7223357511132652e-07 4.0882408812794775e-07 1.7218829849667723e-07 1.0338061347829915e-06 -1.0725693009797477e-08 1.2710979079279582e-05 8.08387751579887e-07 -2.6957369416004444e-07 -1.820680533366647e-07 1.1584938970515847e-06 1.9848604048144152e-07 4.3059055372269136e-07 -1.25155180345127e-07 -4.2131114006461523e-07 -2.4756563956576835e-07 -1.0448565372110687e-07 1.0295644682196472e-07 5.006784449490233e-08 -2.7051539133039375e-07 2.2433426327805983e-06 7.624860443166034e-06 -1.7144600431210125e-07 -1.3556886875495287e-06 -7.971591015644541e-06 4.373381773754297e-06 -1.1164947706546874e-05
PC8 1.995031906416527e-06 1.419310074854995e-07 1.0061523512105498e-06 -2.20993218481625e-07 -1.2022381412277014e-06 -7.255516112795143e-07 4.906300444453844e-07 8.083877515798869e-07 1.3690684748340724e-05 3.6375045221062783e-07 1.3698276275007604e-07 -7.358108580156764e-07 1.7145170837490464e-07 9.077829150657338e-08 -1.1219632662975818e-07 -5.774370883755789e-07 6.350736169394519e-08 9.964086203909336e-08 -5.752143981256593e-07 -3.396766024425625e-07 2.5623281519407606e-07 1.9676555435913424e-07 5.20250217229993e-07 5.110857778570684e-06 -6.725704101201525e-06 -1.766387382451632e-06 -4.243405907938245e-06 -1.6016529711963804e-05
PC9 1.4724574043216611e-06 -8.218563699148484e-08 -2.757479828142339e-07 -9.381047312600954e-07 4.6563217879081953e-07 -3.801113017674705e-07 2.1077699598571365e-07 -2.695736941600442e-07 3.6375045221062836e-07 1.1997097253097403e-05 -3.400842886783119e-07 6.882174622814215e-08 -5.020130216541975e-07 -6.802137811472491e-08 -7.828754044165955e-07 3.299419917797079e-07 5.747814936884742e-07 6.132573739751758e-07 -2.591497863621999e-07 -1.7067996617087434e-07 -5.904511948108472e-07 4.2296229581372797e-07 -4.1007005255553975e-06 -1.22800940082922e-07 7.511192037144036e-06 -3.769829228473781e-07 -3.148827008135324e-06 -5.385840804829562e-07
PC10 7.199703436625079e-07 1.618171268644876e-07 3.937205676375503e-07 1.4010558868282898e-07 2.7197977129957236e-07 -2.5785588210640264e-07 1.198758401141012e-07 -1.8206805333666507e-07 1.3698276275007617e-07 -3.4008428867831224e-07 1.2337192820802025e-05 -3.9063364659897e-07 1.0490576045313433e-07 -3.2872521407131087e-07 -2.7962014531369447e-09 2.0324429803897618e-07 -1.736312559380711e-07 -1.8383973810119282e-07 2.1287742989441335e-07 5.590645115908269e-07 -2.2310867293370087e-07 -2.61300222938428e-07 -5.093673454168513e-06 3.4825536468492904e-06 4.401378220032404e-06 -6.881414936483538e-07 -1.3022532079953746e-05 -2.5457903076168843e-06
PC11 3.5676965987235875e-06 -4.111773058556743e-08 -5.783617082087821e-07 3.1937100572238927e-07 2.0656090289390837e-07 -1.1535128239319362e-06 -4.384413831328978e-07 1.1584938970515843e-06 -7.358108580156769e-07 6.882174622814185e-08 -3.9063364659896944e-07 1.1903872911595773e-05 -2.1905210378460243e-07 8.504024211467553e-09 -4.044766412945508e-07 2.8877429225109505e-07 2.5554819603465953e-07 3.5281927195372327e-07 6.808358910123415e-09 5.432230166024063e-07 3.7249518157929925e-07 5.749129775451363e-07 3.6124259524971084e-06 2.3199475552376874e-06 -6.201748373158402e-06 -3.94808693111628e-06 -9.628928740877047e-06 3.484016327209285e-06
PC12 -3.3424375550490143e-06 6.051075608006629e-07 -8.409214931072273e-07 3.970951835743257e-08 -9.004943950276721e-07 5.118182880788513e-07 2.216429955642404e-07 1.9848604048144128e-07 1.7145170837490474e-07 -5.020130216541974e-07 1.0490576045313392e-07 -2.1905210378460228e-07 1.0558693476399902e-05 2.335721766855596e-07 -1.604876093285386e-08 -5.926116690790828e-07 -1.4757803079447593e-07 1.701527765925693e-08 -1.7089368397063243e-07 9.817232338791886e-08 -2.561300917555494e-07 1.6660026097216016e-06 7.941018464866464e-06 -8.431381539144621e-06 -1.0361749317350157e-05 -2.449745889080898e-06 1.5189277335044864e-06 5.519025831142415e-06
PC13 1.7208467957041723e-06 -1.0422181978813453e-07 5.943942878370685e-07 -6.218889785854162e-07 -4.402097115798838e-07 -9.85767726182026e-07 -2.5824254196811876e-07 4.3059055372269104e-07 9.07782915065734e-08 -6.80213781147249e-08 -3.287252140713108e-07 8.504024211467722e-09 2.3357217668556e-07 1.0789027468766598e-05 -7.389899790818508e-07 9.998300831331401e-07 5.533313343584735e-07 5.621306124475796e-08 -1.7945432697834013e-07 -9.811984159478714e-08 2.453326495015881e-08 -3.856250490659223e-07 -2.7204723405659324e-06 3.645014872263826e-06 3.1837500709064937e-06 -8.244060164071949e-06 -1.5511348313007307e-06 -5.073637409495185e-06
PC14 -1.7461677684816796e-06 -3.560316082086076e-07 -9.604374113633395e-07 9.016672652893892e-08 -1.29047198987433e-07 5.470602111824522e-07 -2.4647008119827113e-07 -1.2515518034512704e-07 -1.1219632662975841e-07 -7.82875404416595e-07 -2.7962014531369588e-09 -4.044766412945503e-07 -1.604876093285385e-08 -7.389899790818505e-07 1.1564373430524384e-05 -1.1836894215828921e-07 2.1287867423739654e-07 -2.1129039166935468e-07 1.3498729899654574e-07 -3.3491948635917294e-08 -3.5386095913227133e-08 2.391822174589478e-07 -1.119436549547291e-06 -3.2812805824648253e-06 -6.9029794580035275e-06 9.605194522937843e-06 -3.968572616513662e-06 5.384277086274733e-06
