 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0005189771708422965 1.5786432860394077e-06 -4.455916093524421e-07 1.6399240194288603e-07 6.772856837185615e-07 -6.358664336010829e-07 2.1122128561523286e-06 4.1449466241400347e-07 2.0924056063983404e-06 1.3037830887667175e-06 7.179342561897628e-07 3.929420199193151e-06 -2.9357868981678375e-06 1.9132371046702166e-06 -1.7327906220718964e-06 -2.5842136607937607e-06 -2.2463097978444714e-06 -1.4482031726667407e-06 -1.3507271319287626e-06 2.552815413532488e-06 -2.61827315712157e-09 4.759963857470268e-06 -1.0190967223793739e-05 4.1183131153462645e-05 1.6638174858756078e-05 -6.34717610847827e-06 -2.9573291717591374e-05 -8.882203463887266e-05
PC1 1.5786432860394073e-06 1.8746334908111555e-06 -1.7748920255906e-06 -1.5408049227647131e-07 -7.64525783755895e-08 -3.0154543350736924e-07 1.5458658350001387e-07 9.792264245989529e-08 1.3606467420354967e-07 -4.7291854487335196e-08 1.2910715541112462e-07 -1.4311955103528154e-08 5.556087480902024e-07 -9.366112857870934e-08 -3.3875706051320315e-07 -6.543026680051683e-07 -5.6064295070549e-07 2.242920035962965e-07 -6.552587557951764e-08 1.5858250448624372e-07 -8.008456934630811e-08 1.0204281266857196e-07 -3.858513870387204e-06 1.7588167245540655e-06 -1.1335277727918807e-06 9.683133163639175e-07 -7.255913221891164e-06 -7.360533768129906e-08
PC2 -4.4559160935243836e-07 -1.7748920255905994e-06 4.44260385664384e-05 1.040915021545854e-06 1.274468082589288e-06 -3.422361521816237e-07 -2.378631384286304e-07 -3.308881440279927e-07 1.0153795236258292e-06 -2.23149788730693e-07 4.485250450652514e-07 -6.299350258559887e-07 -9.474509375947964e-07 4.705794286127896e-07 -9.947302644930878e-07 2.3896798522989154e-07 -3.8476819922527696e-08 8.033649484927865e-07 3.383155820674334e-07 -5.048593699784303e-07 -2.9940932355643864e-07 5.22526359010841e-06 -8.412115166399022e-06 2.7290185073275984e-06 3.1479765482695366e-05 -8.407210761007697e-06 2.9276024365341547e-06 -3.5777201524181297e-06
PC3 1.6399240194288627e-07 -1.5408049227647108e-07 1.0409150215458547e-06 3.6552949439772693e-06 1.3519580690076888e-07 9.657157572107153e-07 -2.6650288683849446e-08 3.852150868290194e-07 -1.2335461185320472e-07 -8.650417333715105e-07 1.2576397059140633e-07 2.884236639584987e-07 2.6539177437758178e-08 -5.86772074556461e-07 4.571647672172065e-08 -1.5357022469357205e-08 1.4281632106071103e-07 -3.885053997976575e-07 -4.360781651449528e-07 3.6601274809652014e-07 1.1125080268918433e-07 -4.331391702058658e-07 1.4626611806398618e-06 -3.8634637670082034e-07 3.841294410245229e-06 -2.4420943549231515e-06 -2.3201330214066125e-06 6.592496197107677e-07
PC4 6.772856837185608e-07 -7.645257837558941e-08 1.2744680825892877e-06 1.3519580690076877e-07 6.992016535864384e-06 1.5913463435098732e-06 -3.039919432109945e-07 1.936746710062196e-07 -1.1523951180177534e-06 3.7250981570517775e-07 2.6433556846525695e-07 2.292835439158245e-07 -8.12316125918695e-07 -3.861523712425749e-07 -1.2353694264803423e-07 -1.7652047290482147e-07 1.022168575717016e-07 3.8617632069105875e-08 -4.0089061832788196e-07 -2.3192526364690893e-07 1.5168606047968464e-07 -5.421619150811984e-07 6.048540361988409e-07 -8.33381243212842e-06 7.528120357269462e-06 -1.3215500116367159e-05 4.408906504249281e-06 7.895202221753414e-06
PC5 -6.358664336010838e-07 -3.0154543350736924e-07 -3.4223615218162265e-07 9.65715757210715e-07 1.5913463435098736e-06 1.4136044913955352e-05 3.721899086995684e-07 1.0372763815605583e-06 -8.416152964203571e-07 -4.021957701323045e-07 -3.257504527998197e-07 -1.191175125300233e-06 4.2836993989095844e-07 -1.0312271207091958e-06 5.458307883284219e-07 -1.191564041198023e-07 -1.8403223062022005e-07 7.135658791871489e-07 -2.9304610333707813e-07 2.9965646214309325e-07 1.639888670597558e-07 -1.6770188315030954e-06 -1.607185696425017e-06 -2.5920104322271447e-06 5.996589140984961e-06 -4.956343041583007e-06 1.5355276458329998e-05 -4.0864863579798445e-06
PC6 2.1122128561523295e-06 1.5458658350001374e-07 -2.3786313842863164e-07 -2.6650288683849747e-08 -3.0399194321099476e-07 3.721899086995683e-07 1.37558580647458e-05 -7.243440162206271e-08 4.2309766044724e-07 2.0539875419703737e-07 3.967120379388564e-08 -3.821568228576569e-07 1.5109636746428666e-07 -2.5393444233443573e-07 -2.418646060015228e-07 -1.0379152023413587e-07 -2.44250309713698e-08 2.3704077388898554e-07 -3.577025670140083e-07 -2.0429080728088237e-07 -5.561796915358155e-07 2.6780399810140617e-06 -5.936073153258654e-06 -2.7270249835973183e-06 -5.7991738315773766e-06 2.0406974992375258e-08 5.3258457336921755e-06 -9.142623701697573e-06
PC7 4.1449466241400257e-07 9.792264245989529e-08 -3.3088814402799217e-07 3.852150868290195e-07 1.9367467100621946e-07 1.0372763815605577e-06 -7.243440162206252e-08 1.1337662354721416e-05 8.119599698459201e-07 -2.4801252406127903e-07 -1.5513147104263586e-07 1.2212986034575032e-06 1.8749953189113732e-07 4.452237790391888e-07 -1.9456328988973493e-07 -3.9046257195527235e-07 -3.137569043876618e-07 -1.8336331249592336e-07 1.0199689782472553e-07 7.871064165276933e-08 -2.7364378836215766e-07 2.458341011249067e-06 6.376193335527725e-06 -6.452026630504575e-07 -5.176488658447605e-07 -7.506446322997355e-06 5.105594872114656e-06 -1.0803946174905682e-05
PC8 2.092405606398341e-06 1.3606467420354967e-07 1.0153795236258299e-06 -1.233546118532047e-07 -1.1523951180177532e-06 -8.416152964203575e-07 4.230976604472401e-07 8.119599698459204e-07 1.2384202897190555e-05 3.9777766072335707e-07 2.41910531984188e-07 -7.321965956143645e-07 4.8678539583452775e-08 1.1319606493204027e-07 -8.787146426942351e-08 -6.239520826086634e-07 3.483178416665719e-08 9.840722084039882e-08 -6.460351442165035e-07 -2.9108084072275687e-07 2.793114844909648e-07 1.065636039788304e-06 -1.3606576024579817e-06 4.839567083928013e-06 -6.251505056196226e-06 -1.3450203718818594e-07 -5.05527385026791e-06 -1.5544940539866712e-05
PC9 1.3037830887667168e-06 -4.729185448733532e-08 -2.231497887306934e-07 -8.650417333715105e-07 3.7250981570517765e-07 -4.0219577013230474e-07 2.0539875419703737e-07 -2.480125240612791e-07 3.977776607233573e-07 1.06038554811865e-05 -3.2092780303595827e-07 6.218141820757845e-08 -4.715742825152243e-07 -5.2406432432580214e-08 -7.928781815874579e-07 2.6222241595043926e-07 4.895562422862236e-07 6.155989646329142e-07 -1.9019867924035192e-07 -1.2150867595291185e-07 -5.748075609991032e-07 1.8583476953095305e-07 -3.809881335174083e-06 2.078775834426607e-07 6.625240234888401e-06 2.7552535046913147e-08 -3.4983574534276644e-06 -6.13146146270557e-07
PC10 7.179342561897643e-07 1.2910715541112462e-07 4.485250450652515e-07 1.2576397059140625e-07 2.6433556846525663e-07 -3.257504527998196e-07 3.9671203793885885e-08 -1.5513147104263623e-07 2.4191053198418806e-07 -3.2092780303595827e-07 1.1324479255786849e-05 -3.517507189069967e-07 1.4124212263691815e-07 -3.3473083543628734e-07 -4.4640075473837916e-08 1.820965265671647e-07 -1.8008152488339714e-07 -6.915125450916335e-08 1.996814171142557e-07 5.742384969819718e-07 -1.1958134054523617e-07 -8.9199130793784e-09 -4.364031414715636e-06 2.5601127684185613e-06 3.8089019982326904e-06 -7.666299353177559e-07 -1.061231432474598e-05 -2.2887455760724645e-06
PC11 3.9294201991931524e-06 -1.431195510352807e-08 -6.299350258559888e-07 2.8842366395849876e-07 2.292835439158246e-07 -1.1911751253002332e-06 -3.8215682285765685e-07 1.221298603457504e-06 -7.321965956143645e-07 6.21814182075785e-08 -3.5175071890699665e-07 1.0611511358378757e-05 -1.9849423344355638e-07 -5.72004302601164e-08 -4.427069253893066e-07 3.1370373253655233e-07 1.9420226176796361e-07 3.279130383716107e-07 -4.8246692053868916e-08 5.812960718669365e-07 3.120556056344461e-07 7.13097646252478e-08 3.8863957833786375e-06 2.888761179713579e-06 -6.11922996515868e-06 -3.2213108600774522e-06 -9.728369957350188e-06 3.104175954843032e-06
