 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0015233258771967777 -8.174396219402502e-07 -8.87941320025506e-06 -4.505743878182002e-06 4.436214370630424e-06 4.309846321013969e-06 1.2295427065572644e-05 1.619823228919147e-06 7.493070183788043e-06 -2.6369185744242626e-06 5.492042833589778e-06 1.6499807644663095e-05 -8.550140208890043e-06 6.876720316795193e-06 -7.681364726377704e-06 -4.267770122212198e-06 9.396034448133502e-07 2.6717811514116393e-06 5.174196168085453e-06 1.1170215076741634e-05 -1.1420390939441447e-06 4.381415024627144e-06 -7.715256219398762e-05 0.00010985448207304798 -2.6332563179773725e-05 0.00014107990162482055 -1.2158753884472995e-05 -0.00022055773929824645
PC1 -8.174396219402472e-07 6.04061025157663e-06 -4.4875950449648275e-06 3.071099205432213e-07 -5.242462638283605e-07 -2.9538812223547073e-07 1.67466499462986e-07 -7.994574730030066e-08 5.829969789594137e-07 7.661901845804148e-08 6.681357646167212e-07 -2.718188436735703e-07 1.968018647383064e-06 -1.7704453310061524e-07 -9.937540636138058e-07 -1.8553756211983222e-06 -1.985607296182755e-06 3.730980072364799e-07 -5.261310466434281e-07 6.419907941611281e-07 7.3190926702894e-07 4.524192637173361e-06 -1.6249720040044475e-05 3.4164447033928997e-06 5.691483448798225e-06 -7.243766105889981e-07 -2.5147646527170696e-05 1.6806497439722288e-06
PC2 -8.879413200255074e-06 -4.487595044964828e-06 0.00013006303583264057 4.599963364894743e-06 4.220121860027766e-06 -8.433499909927343e-07 7.841416688874823e-07 2.3468442948984467e-06 1.7548618798903212e-06 6.652987355734305e-07 9.227715315940195e-07 -1.9515709942016833e-06 1.5586119004731992e-07 2.4895402730534142e-06 3.1887151588759432e-06 -3.466552177390095e-07 -2.688598611409804e-06 2.514124901324925e-06 2.1068677280546945e-06 -5.040705057414246e-06 -2.441869431047145e-06 7.618044476895797e-06 -6.568868610940525e-06 3.221362733901006e-05 6.418074959493075e-05 -4.721053793438918e-05 2.3761070570247107e-05 -3.005398192564144e-05
PC3 -4.5057438781820046e-06 3.0710992054322185e-07 4.599963364894744e-06 1.332009311273089e-05 5.697634963152707e-07 3.7509443779497923e-06 -3.9536160115253925e-07 2.9475140041807277e-06 8.739075875589027e-07 -2.069831530051727e-06 4.0997386523005516e-07 -4.876367086979953e-07 6.126904243974849e-07 -2.7559664528642783e-06 5.136188563554175e-07 -7.753915472870474e-07 4.196864762665667e-07 -1.4042085979037388e-06 -1.2802744152653992e-06 1.5618264471256202e-06 1.4274337330612726e-06 -2.4633830026001537e-06 3.615739729830907e-06 1.5734616101235434e-05 1.7188002679123666e-05 -1.5323140000751168e-05 -2.029141510373516e-05 -7.6224777455918655e-06
PC4 4.436214370630428e-06 -5.242462638283608e-07 4.220121860027767e-06 5.697634963152712e-07 1.9886007388298712e-05 4.940061575168578e-06 -1.425995150295378e-06 1.5491103710587783e-06 -2.314165951309141e-06 3.214390898006801e-07 8.587456226098923e-07 1.332357857569854e-06 -2.9629738400032994e-06 -1.0710814116369165e-06 3.2018023916312856e-07 5.322417362615141e-07 -2.1915267741411957e-07 3.886293791731773e-08 -6.745802415226317e-07 -2.585946523945572e-07 8.984742985753337e-08 -6.27014344167943e-06 7.277006103236178e-06 -1.3258179752176101e-05 2.7740177074709573e-05 -4.08072417909917e-05 5.056263120884768e-06 2.0239686883321116e-05
PC5 4.309846321013972e-06 -2.9538812223547105e-07 -8.433499909927326e-07 3.750944377949791e-06 4.940061575168578e-06 4.338208232263739e-05 9.82210916622654e-07 6.218330497650946e-06 -2.030745564407415e-06 -1.7078341104050184e-06 9.332888480261552e-08 -1.993408198162974e-06 1.3479281907743494e-07 -3.795752303966524e-06 9.579994382122131e-07 -7.643752268140789e-07 -5.899563206850453e-07 2.5194416537416394e-06 -3.911717687295818e-07 1.4979801137735182e-06 5.617272513662409e-07 1.3580734399372172e-05 -1.8786258691711142e-05 -7.929632739932079e-06 1.469767557964647e-05 -1.6081349593583409e-06 7.073629902663473e-06 -5.069592258641016e-06
PC6 1.2295427065572632e-05 1.674664994629864e-07 7.841416688874825e-07 -3.953616011525401e-07 -1.425995150295378e-06 9.82210916622655e-07 4.070072433989522e-05 2.0912267867165711e-07 1.3056560688582243e-06 7.81602790565818e-07 -1.370360678995181e-06 -6.661294484896687e-07 4.832533489728502e-07 7.405975388868228e-08 3.4383841057042067e-07 1.1285868206252466e-06 -4.352296186956673e-07 5.416294009361596e-07 -1.6074826697295562e-06 -2.8628520351989946e-06 -7.327495807141243e-07 1.3461846685250203e-05 -3.5935103151438455e-05 -1.889129122863766e-05 -1.3865162544398104e-05 2.445988035058097e-05 1.0122619088220073e-05 -6.4431501336352525e-06
PC7 1.6198232289191467e-06 -7.994574730030088e-08 2.3468442948984475e-06 2.947514004180728e-06 1.549110371058779e-06 6.218330497650944e-06 2.091226786716569e-07 3.365350114282116e-05 2.2266443281870023e-06 -1.6576662462020635e-06 -5.713879352646463e-07 2.4570969099988092e-06 1.1452942668254724e-06 1.7323671156184594e-06 5.060259215162174e-07 -7.865049375284085e-07 -8.150193289782988e-07 3.887404560093667e-07 3.8780250199983556e-07 -9.909344328603858e-08 -3.1234383828587765e-07 2.0538428687571852e-05 2.6969284695803077e-05 1.3757224914670348e-05 -2.5001282289789004e-05 -3.867300755866575e-05 1.2906062464750303e-05 -5.940957081361678e-05
PC8 7.493070183788037e-06 5.829969789594135e-07 1.7548618798903195e-06 8.739075875589035e-07 -2.31416595130914e-06 -2.030745564407413e-06 1.3056560688582232e-06 2.2266443281870027e-06 3.7578792595264e-05 3.4009241996094915e-07 1.9315047329142398e-06 -3.6175728301968913e-06 -5.606153802027005e-07 1.2399867825485228e-07 4.180059997800701e-07 -1.8714311940977214e-06 -7.000939491374454e-07 -1.6906726534701854e-06 -4.2796053497693154e-06 1.5701344534870624e-07 1.6455120204094538e-06 1.6372380878597113e-05 2.613613098701067e-06 1.530296867342514e-05 -4.225854976271243e-05 -8.522796272872565e-06 -1.6903242382783844e-05 -4.7733684952565124e-05
PC9 -2.6369185744242622e-06 7.661901845804186e-08 6.652987355734296e-07 -2.069831530051728e-06 3.2143908980067947e-07 -1.70783411040502e-06 7.816027905658165e-07 -1.6576662462020627e-06 3.4009241996095105e-07 3.111943129085833e-05 -1.918296009160984e-06 1.3544945928627081e-06 -1.2416123247269524e-06 -1.3729027165849647e-07 -2.172583620785104e-06 1.3706249414157646e-06 1.157008648538123e-06 2.338293869511085e-06 -1.001618524228473e-06 -1.31109171739245e-06 -2.217681468462436e-06 2.7314961493721388e-06 -1.0546532562973649e-05 1.382573059914206e-05 2.0230097243430005e-05 1.913793725505147e-05 -2.3695798530641393e-05 -1.0615988455517077e-05
