 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0005444675600567547 1.769763154125261e-06 -8.843456596296454e-07 3.4161821131738614e-07 6.593071608787648e-07 -6.988943502480879e-07 2.5074294470478494e-06 4.784973614590632e-07 2.116049289312433e-06 1.2711627498969627e-06 8.972321563552767e-07 4.706762991683484e-06 -3.197678540726539e-06 2.112067197014931e-06 -1.984347790652362e-06 -2.8210291932120904e-06 -2.581717715553277e-06 -1.7862209855977303e-06 -1.3860128474391108e-06 2.821391858547886e-06 3.572289887184375e-08 4.602208574364772e-06 -9.81373938364591e-06 4.21526362676725e-05 1.5153566104761701e-05 -7.69687017113399e-06 -3.366704843403955e-05 -9.133735691355937e-05
PC1 1.7697631541252609e-06 1.9596315834821076e-06 -1.9207583678526866e-06 -1.9326558538953093e-07 -8.412892674418398e-08 -3.2113880302319523e-07 1.4156804488860338e-07 1.1404141459202446e-07 1.7504922720425673e-07 -1.9099516536218783e-08 1.46253094336327e-07 -2.8443960089659123e-08 6.004445349880804e-07 -8.10609344915682e-08 -3.8100645139369317e-07 -7.251923265660992e-07 -6.255424473151094e-07 2.4030992877669667e-07 -1.0576708180050477e-07 1.617613359399694e-07 -7.325375534016901e-08 3.0928301225090116e-08 -3.86155413387969e-06 1.8952509599926004e-06 -1.1019767569838812e-06 7.881102111165153e-07 -7.544850546380361e-06 -1.5804977635012496e-07
PC2 -8.843456596296464e-07 -1.9207583678526858e-06 4.8300319369120974e-05 1.1034425888669831e-06 1.459117845796835e-06 -4.870166014896822e-07 -1.632161731299004e-07 -3.5309039008709736e-07 1.0667064364102792e-06 -2.923598554132158e-07 3.0831824920403155e-07 -6.768881156109661e-07 -1.0311708473042142e-06 5.669162093773601e-07 -1.086509220498021e-06 3.0337168629509354e-07 -8.443982139806757e-08 7.900780895389934e-07 3.664856551363837e-07 -5.696845844820658e-07 -4.1345330235224733e-07 4.808596524439908e-06 -7.596290259586806e-06 3.117490253918462e-06 3.342790120065738e-05 -9.008450797994827e-06 3.047602962099236e-06 -3.427374233268854e-06
PC3 3.416182113173845e-07 -1.93265585389531e-07 1.1034425888669827e-06 3.809095733710572e-06 1.4564656764391413e-07 1.0562246954085808e-06 9.15797826307863e-09 4.479045995530781e-07 -1.1564168830038634e-07 -9.527821559025912e-07 1.5836475794909027e-07 2.951249817851033e-07 6.697750860785704e-08 -6.419809176776116e-07 4.483348943517094e-08 -5.180349817102913e-08 1.771672824697342e-07 -4.175012110030258e-07 -4.805129419744966e-07 3.8933913181295696e-07 1.1347341154543172e-07 -5.923649047810644e-07 1.5146557320776765e-06 -2.7988222889238836e-07 4.532658857828322e-06 -2.3258824734017743e-06 -2.64623272268519e-06 1.0095379378004596e-06
PC4 6.593071608787646e-07 -8.412892674418393e-08 1.4591178457968356e-06 1.4564656764391413e-07 7.421965286659751e-06 1.7915692124744266e-06 -2.9350201456694544e-07 1.6322858625356145e-07 -1.262523545549796e-06 4.281297331679288e-07 2.713981751240433e-07 2.3156982975092003e-07 -8.6363843852386e-07 -4.410421660205193e-07 -1.7367808014140696e-07 -2.2917585306283413e-07 1.1983725855021913e-07 7.081243962744915e-08 -4.2989719897854683e-07 -2.5994604108597944e-07 1.5085297820525862e-07 -3.4902592461448183e-07 8.367950633332594e-07 -9.41135867374292e-06 8.741374491616442e-06 -1.5098085692054913e-05 5.428492749209127e-06 8.421275943793958e-06
PC5 -6.988943502480895e-07 -3.2113880302319544e-07 -4.870166014896826e-07 1.0562246954085802e-06 1.7915692124744264e-06 1.5216130764220739e-05 4.470257322015574e-07 1.1982677952655213e-06 -9.255059330337948e-07 -4.5241662707063537e-07 -3.827695946665791e-07 -1.2578635951034158e-06 4.344866624788668e-07 -1.1369751565505303e-06 5.971155612114319e-07 -9.27781054021769e-08 -1.5771565258946308e-07 7.321198342754236e-07 -3.375658950351699e-07 3.471230171920052e-07 1.5156586309232662e-07 -2.282245535066304e-06 -9.963369953940996e-07 -2.4480579643128752e-06 6.501135451083646e-06 -6.134187626137864e-06 1.595267106672196e-05 -4.657093450874512e-06
PC6 2.5074294470478486e-06 1.4156804488860343e-07 -1.6321617312990078e-07 9.157978263078568e-09 -2.9350201456694586e-07 4.4702573220155787e-07 1.4820786347188377e-05 -7.768313114240681e-08 4.925400093519505e-07 2.484209489750625e-07 9.848588450031432e-08 -4.0524681517545614e-07 1.0035335287895109e-07 -2.3236548992375378e-07 -2.7124039982274534e-07 -9.674238850444768e-08 -6.723514028329178e-08 2.292341655998276e-07 -4.965911305787727e-07 -2.135431603842576e-07 -5.481994815030397e-07 2.7300381173963684e-06 -6.712484119179147e-06 -2.7943091785311847e-06 -6.156532469198609e-06 1.9428342187716965e-07 6.112592421641664e-06 -1.0759521856759987e-05
PC7 4.78497361459062e-07 1.1404141459202435e-07 -3.530903900870975e-07 4.479045995530782e-07 1.632285862535612e-07 1.1982677952655205e-06 -7.768313114240669e-08 1.2295944728335223e-05 9.044294281593103e-07 -2.40795273195858e-07 -1.1498998596254987e-07 1.3378350573454424e-06 2.1902188445728912e-07 4.7372188510590664e-07 -2.5807197612965295e-07 -4.5983005246252016e-07 -3.2387664511417053e-07 -1.7465999984091687e-07 9.70965111500327e-08 9.318701073535762e-08 -3.0744452847619437e-07 2.9507865888281062e-06 6.634697642360828e-06 -5.166436901019147e-07 -2.2573763643772935e-07 -8.11288414487817e-06 5.762881555406035e-06 -1.2087842943509056e-05
PC8 2.1160492893124303e-06 1.7504922720425662e-07 1.0667064364102786e-06 -1.1564168830038589e-07 -1.2625235455497965e-06 -9.255059330337952e-07 4.925400093519504e-07 9.044294281593102e-07 1.3411737625591364e-05 3.959755983467217e-07 2.7783323551918903e-07 -7.633626544534499e-07 6.109852006170413e-08 1.2683026109918322e-07 -1.1232544258646226e-07 -6.812542419613684e-07 6.427508350698378e-08 1.4021762676373174e-07 -6.508106441451444e-07 -3.124000340206983e-07 3.075525887862708e-07 8.233413302730237e-07 -1.5519979437228547e-06 5.2583609927426915e-06 -6.960244414666829e-06 3.2390144674183716e-07 -6.164803160704971e-06 -1.6645008135923668e-05
PC9 1.2711627498969627e-06 -1.9099516536218754e-08 -2.923598554132155e-07 -9.527821559025912e-07 4.281297331679283e-07 -4.5241662707063584e-07 2.484209489750626e-07 -2.407952731958577e-07 3.9597559834672234e-07 1.1503027767496273e-05 -4.016671448156706e-07 8.405676222196214e-08 -5.199420680659535e-07 -7.008950477437293e-08 -8.427551349522523e-07 2.97918799600464e-07 4.7525925609582773e-07 6.877546191010932e-07 -1.7613883859407384e-07 -1.3539611298007886e-07 -6.333770414755424e-07 1.5555288081680918e-07 -4.416542267953034e-06 4.0965829767929765e-07 7.11670079531678e-06 4.6586218365490215e-07 -4.3732777604976885e-06 -2.6252519711507546e-07
PC10 8.972321563552808e-07 1.4625309433632695e-07 3.0831824920403234e-07 1.5836475794909038e-07 2.713981751240434e-07 -3.8276959466657897e-07 9.8485884500314e-08 -1.1498998596254987e-07 2.778332355191891e-07 -4.016671448156709e-07 1.2236526482653475e-05 -3.9032961141573303e-07 1.3951668996384064e-07 -3.5897150696089953e-07 -7.664513141077482e-08 2.2945680776857123e-07 -1.884057707528385e-07 -4.07043186104829e-08 2.554083867627362e-07 6.367122498961435e-07 -1.294146102267815e-07 -2.303319981673983e-07 -4.38904864983354e-06 2.6415977162035475e-06 4.135753671306235e-06 -7.745230599832544e-07 -1.1111179456898725e-05 -2.6195739096986887e-06
PC11 4.7067629916834875e-06 -2.8443960089658987e-08 -6.768881156109661e-07 2.9512498178510364e-07 2.3156982975092e-07 -1.2578635951034156e-06 -4.052468151754562e-07 1.3378350573454424e-06 -7.633626544534497e-07 8.405676222196196e-08 -3.9032961141573335e-07 1.1460525565224684e-05 -1.782796346855559e-07 -7.601794623678372e-08 -5.118046146097206e-07 2.9659726750852844e-07 2.0912029750625034e-07 3.7241508258202095e-07 -8.527914208932502e-08 5.977765524226527e-07 3.2766451021834494e-07 5.190983733532087e-07 3.8744041956418805e-06 3.2700153042787633e-06 -6.66349529690638e-06 -3.364881131362022e-06 -1.051851454178115e-05 2.978124621527059e-06
