 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.0006946871657089677 -9.797036474518801e-07 -1.2830956753607792e-05 -2.091564808766781e-06 2.9382046190624256e-07 -1.4892002473299054e-06 2.6450963597268143e-06 2.594239238962294e-06 1.2205030588590124e-08 1.2500302939585611e-06 7.582503240196875e-08 3.2857683968587094e-06 -1.9771614565358862e-06 1.4935115011337044e-06 -9.793389870729793e-07 1.4790237839141484e-07 5.059992631172091e-07 8.493680026500916e-07 2.6899040425825587e-06 4.6836411241200365e-06 -2.0580720461774177e-06 -1.7980541781725012e-06 -1.7885385606742272e-05 -2.115594734195508e-05
PC1 -9.797036474518786e-07 2.625133140409808e-06 -1.9724518635147493e-06 1.3069374244306587e-07 -2.25402749830807e-07 -1.1385441307680733e-07 7.655339416973672e-08 -6.860949134728909e-08 5.208549582475407e-07 6.998602441104557e-09 2.001088682126345e-07 -8.35595171170953e-08 6.872086029145673e-07 2.2676135706915608e-07 -3.125626685137723e-07 -6.82417470333221e-07 -5.325201561469559e-07 1.962499046651548e-07 -8.838796291972363e-08 4.514437982771332e-08 3.452727460750285e-07 2.2505221025343288e-07 -5.3973709044663294e-06 -3.298411197358025e-06
PC2 -1.2830956753607782e-05 -1.972451863514748e-06 5.7896746977273983e-05 1.451207838948557e-06 1.6218984831224278e-06 -1.0948986086340348e-06 -3.84973423121223e-07 6.778255393112167e-07 -3.1815082647167676e-07 -6.590634114258703e-08 9.486457412585391e-07 1.631965260941871e-07 1.602531697131483e-08 -5.655075144368033e-07 8.987230191382913e-07 -1.7720574300985224e-07 -1.8520503421534232e-06 9.497269998429038e-07 7.216704907369769e-07 -1.4577756581002536e-06 -1.2205167163567473e-07 7.9973415692262e-06 -7.327698742112103e-06 4.203214904712835e-06
PC3 -2.0915648087667815e-06 1.3069374244306592e-07 1.4512078389485573e-06 5.574180194315053e-06 3.1943402830347655e-07 1.3766844801970829e-06 -3.008255732918414e-08 7.988548638256932e-07 1.003770052504324e-07 -1.0494932628751388e-06 1.0284453614484915e-07 -7.0170494508939e-08 2.4301761122767756e-07 -9.45122564655961e-07 9.95786741106811e-10 -1.4356571425980951e-07 9.390273347567135e-08 -4.4280505883277256e-07 -3.3324409699970113e-07 5.160069999563755e-07 2.6795270064924886e-07 -1.221624510821806e-06 1.3554218395249877e-06 5.39137126805937e-07
PC4 2.938204619062434e-07 -2.2540274983080706e-07 1.621898483122428e-06 3.1943402830347655e-07 9.049215283888873e-06 2.4312268456111317e-06 -8.124208683878801e-07 1.393727301668669e-07 -1.2872870489148976e-06 4.4510018123431293e-07 -4.184792341549134e-08 4.181950088142801e-07 -9.4641686678409e-07 -2.2280312065203135e-07 -5.1437294390619e-08 -9.227397315571693e-08 -1.0702184569287848e-07 4.966784870111328e-08 -3.621809430121253e-07 -9.630025005785964e-10 -4.116503163237872e-08 -4.976625908919151e-06 4.4792245819128274e-06 2.002084519888331e-06
PC5 -1.4892002473299069e-06 -1.1385441307680745e-07 -1.0948986086340335e-06 1.376684480197083e-06 2.4312268456111326e-06 1.8709035694439727e-05 1.6908838569732223e-07 2.6222981592467005e-06 -9.421586185288851e-07 -1.031929247025867e-06 -2.7526155223034104e-07 -1.1050957987750002e-06 -6.213446836182874e-08 -1.5747384085061159e-06 1.7416868382727936e-07 -3.9290405318703104e-08 -1.9832078636167633e-07 9.791200268955619e-07 -3.1470413087093773e-07 8.174305034868679e-07 2.0765110777557532e-07 1.6068676587828933e-06 -2.067706985889436e-06 -3.0529452341028417e-06
PC6 2.645096359726815e-06 7.655339416973674e-08 -3.849734231212238e-07 -3.0082557329183936e-08 -8.1242086838788e-07 1.6908838569732242e-07 1.9030632438220574e-05 3.26312690265759e-07 -5.3142375150988775e-08 2.1612240355431584e-07 1.6359419932383857e-07 7.648219471600506e-08 1.452393427146329e-07 -4.911621242215658e-07 2.3217937914787838e-07 2.254228718083979e-07 -9.531526276221498e-07 6.365358024590176e-07 -4.0858036069278455e-07 -6.215876730213637e-07 -2.7933003565227987e-07 6.136045408061397e-06 -1.0432185032700495e-05 -5.615552174885839e-06
PC7 2.594239238962292e-06 -6.86094913472891e-08 6.778255393112166e-07 7.988548638256937e-07 1.3937273016686712e-07 2.6222981592467014e-06 3.2631269026575927e-07 1.5326702921665873e-05 3.065795290844027e-07 -4.337090446762233e-07 -1.9799989051095444e-07 1.5432353206632746e-06 5.213443854147384e-07 5.680512335033674e-07 -1.0917524215857667e-07 -4.5741183854003e-07 -5.28233948185832e-07 1.6899496592986037e-07 4.22748180560071e-07 -3.5897034441255716e-07 -3.1768568266355226e-07 6.14147955052131e-06 1.612124397182487e-06 -2.179104293846423e-06
PC8 1.2205030588587608e-08 5.208549582475407e-07 -3.1815082647167634e-07 1.0037700525043234e-07 -1.2872870489148974e-06 -9.421586185288852e-07 -5.314237515098839e-08 3.065795290844028e-07 1.6316351038992353e-05 -1.491954207874141e-08 1.1831708936719918e-06 -7.622925033928255e-07 3.518602143959013e-07 2.775202442255958e-07 -2.495470330950778e-07 -6.907840280769805e-08 -1.0088706737738495e-08 -1.4190936599544578e-07 -1.2605439722256001e-06 -8.039066157669468e-08 6.582094714725958e-07 3.449928286929886e-06 -6.919143910469792e-06 -1.28650570940353e-06
PC9 1.2500302939585624e-06 6.998602441104431e-09 -6.590634114258692e-08 -1.049493262875139e-06 4.451001812343132e-07 -1.0319292470258668e-06 2.1612240355431558e-07 -4.337090446762225e-07 -1.4919542078741543e-08 1.4486567514543336e-05 -7.436945926829063e-07 3.9703078860667345e-08 -2.981164013004341e-07 -3.276777677822341e-07 -3.086810768361786e-08 -6.032699011565764e-08 6.034615742755203e-07 2.820481601525379e-07 6.2775530295223e-08 -3.712663261799869e-07 -3.394061415891437e-07 1.690635793268686e-06 1.8129769619005354e-06 -8.453910182539627e-07
PC10 7.582503240196805e-08 2.0010886821263453e-07 9.486457412585391e-07 1.0284453614484911e-07 -4.1847923415491456e-08 -2.752615522303414e-07 1.6359419932383934e-07 -1.9799989051095462e-07 1.1831708936719916e-06 -7.43694592682905e-07 1.3945610021505724e-05 -7.082045514369483e-07 1.2297498860167445e-06 -3.417921283690689e-07 -8.062477295578128e-07 -2.743424415088586e-07 -6.737748322645939e-07 1.5459202327197172e-08 5.341239770000695e-07 6.675746675012907e-07 5.976423920768739e-07 1.988750850729285e-06 -1.8284015177164078e-06 -4.6990071811564274e-06
PC11 3.2857683968587102e-06 -8.355951711709521e-08 1.6319652609418607e-07 -7.017049450893888e-08 4.1819500881428006e-07 -1.1050957987749998e-06 7.64821947160051e-08 1.543235320663274e-06 -7.622925033928249e-07 3.970307886066734e-08 -7.082045514369481e-07 1.3077064703619577e-05 -3.172646214361416e-07 8.300198455876353e-10 -6.740872438275885e-07 3.188618038230458e-07 -3.0662553468854e-08 1.3274484345845992e-07 -8.861012302862402e-08 -1.5469331450565773e-07 3.82584664622718e-07 3.7717533079983976e-07 -2.281160760497421e-06 -2.816205543449393e-06
PC12 -1.9771614565358854e-06 6.872086029145672e-07 1.6025316971315125e-08 2.430176112276779e-07 -9.464168667840897e-07 -6.213446836182799e-08 1.4523934271463287e-07 5.213443854147387e-07 3.5186021439590115e-07 -2.9811640130043416e-07 1.2297498860167447e-06 -3.172646214361418e-07 1.3005150374085688e-05 6.000173891174658e-07 -2.926818950211818e-07 -8.803929756168724e-08 2.2504175526069964e-07 1.26243015510975e-07 4.07146372206091e-07 -3.341406040131071e-07 4.60517941454494e-07 2.883956627427884e-06 -1.79588174807716e-06 -2.584845722464549e-06
