 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.00046555058726785106 1.0340308508907035e-06 4.488806332809282e-07 4.302331240377212e-07 1.4607923906342926e-06 -1.841220916193829e-06 3.665304823477806e-07 1.522799997536333e-06 -3.0132540744763095e-07 1.5322819650882657e-06 -3.231495705005289e-08 6.075855419125237e-07 -1.9084202021036646e-06 1.068906810615151e-06 -1.649820526948114e-06 -1.3552598993646732e-06 -6.288844032627524e-07 3.0149993818602467e-07 -3.454587709797061e-07 1.6605893294576686e-06 1.1298612697305907e-06 -8.107329848703666e-06 1.1200669379885105e-05 1.3756945040354117e-06 -8.262359849838997e-06
PC1 1.0340308508907037e-06 1.5903890177252763e-06 -1.1862772024032288e-06 -1.4525020669926587e-07 -6.81948362961738e-08 -1.6438394160794974e-07 2.777001806832652e-08 1.5440938456482042e-08 6.973928146287142e-08 6.09360986900454e-09 1.3863369404302901e-08 -8.603620421062545e-08 4.1463745300856444e-07 9.887209033530322e-09 -2.3223378052430173e-07 -3.8622351027970314e-07 -3.5133634657941945e-07 6.698749702485312e-08 8.500529467335144e-09 1.0240320586966854e-07 -1.569746546180603e-08 -1.2728695689054158e-06 -1.7865096866337555e-06 -1.0056128929302818e-06 2.90798093659996e-07
PC2 4.4888063328092885e-07 -1.1862772024032293e-06 3.0290999208185634e-05 4.809538605917806e-07 9.498056017613578e-07 -5.752931598063611e-07 -2.5583412248006016e-07 -1.1821067829907578e-07 7.114805130775742e-07 -1.843256374030729e-07 1.8492529185422036e-07 -7.828462845679461e-08 -3.609094302473899e-07 2.194622723287398e-07 -2.5570140724047955e-07 1.8418385403939934e-07 -8.840981463370529e-08 3.0783789581531953e-07 -8.390917412297196e-08 -2.0481322831906448e-07 -1.7904139163999304e-07 1.2019684610673056e-06 -2.0437847787529457e-06 1.663946211867212e-05 -5.782950996647752e-06
PC3 4.3023312403772135e-07 -1.452502066992658e-07 4.809538605917806e-07 3.1446878819568026e-06 5.7673969814876715e-08 7.436646027512559e-07 2.0201505108235527e-08 2.6146761170405166e-07 -1.4963292299962594e-07 -6.361658347736787e-07 1.4839156839715876e-07 2.174811091528959e-07 4.3140967163906846e-08 -2.911141953616497e-07 1.632768225417145e-07 -1.220615814712551e-07 8.73987480566673e-09 -1.5346567420813756e-07 -1.7759122082421573e-07 2.0628789366718317e-07 9.360746748251698e-08 -1.8222312757279472e-07 -8.854051799590897e-08 6.507622126694681e-06 -2.6642477386615132e-06
PC4 1.4607923906342932e-06 -6.819483629617375e-08 9.498056017613577e-07 5.767396981487668e-08 5.917986888098499e-06 1.1075066550060066e-06 -1.354842120968714e-07 1.0721102988414377e-07 -5.231379762937274e-07 4.1354231822199016e-07 1.5161351501108526e-07 2.4032037517089653e-07 -5.407001944978232e-07 -8.027942048220417e-08 -1.0255214228743174e-07 -5.95889912378222e-08 1.288600346421788e-07 -9.482978682113447e-08 -1.6431225271457604e-07 -8.481388312248813e-08 -3.104619231528282e-08 -1.0737209212619902e-06 2.0701456822278555e-06 5.657383957942802e-06 -1.0209565854558873e-05
PC5 -1.84122091619383e-06 -1.6438394160794966e-07 -5.752931598063614e-07 7.43664602751256e-07 1.1075066550060062e-06 1.0504968942084936e-05 2.86786614753581e-07 7.186143500716511e-07 -3.089117106813008e-07 -2.9242994628213566e-07 -1.6943277938457622e-07 -6.287885116853192e-07 3.7811662572733156e-07 -7.353380375178776e-07 3.557565476660897e-07 -3.949721870198196e-08 -4.40677822603574e-08 4.108128824331974e-07 -1.8928451340653907e-07 4.619526148879789e-08 -3.729696430472241e-08 -1.2944517526433186e-07 -3.240647297873812e-06 6.209241801292004e-06 -1.8336643019207715e-06
PC6 3.6653048234778293e-07 2.7770018068326544e-08 -2.558341224800599e-07 2.0201505108235672e-08 -1.3548421209687113e-07 2.8678661475358127e-07 9.874086394449683e-06 2.2341994544771722e-08 7.623069105132934e-08 2.2707641055832173e-07 1.3942272525954368e-07 -2.587435852861354e-07 -6.651860410343103e-08 -1.735218876123777e-07 -1.1732978989577184e-07 -3.9186379376997356e-09 -1.3045195772426377e-07 3.2515169287421844e-07 -2.527576061645302e-07 -4.1659461991721276e-08 -2.3904841495044797e-07 -4.439082505929625e-07 -2.035223438372736e-06 -1.4776565614805327e-06 -3.3327764390021094e-06
PC7 1.5227999975363317e-06 1.544093845648203e-08 -1.1821067829907559e-07 2.614676117040517e-07 1.0721102988414339e-07 7.186143500716511e-07 2.2341994544771573e-08 8.064845448504309e-06 2.7262743048795934e-07 -2.718341208850593e-07 -1.2429482443808958e-07 5.420435332159921e-07 7.867332234285005e-08 4.594140137809991e-07 -1.1676427059468313e-07 -1.8857795755040994e-07 -2.428263080798721e-07 -1.5777443891335737e-07 1.5287909965683248e-07 2.4956840489836634e-08 -1.1691371033330268e-07 -3.5744942850187745e-07 5.947402880685725e-06 -3.1384908110035093e-07 -6.865166776595422e-06
PC8 -3.013254074476311e-07 6.973928146287135e-08 7.114805130775745e-07 -1.4963292299962584e-07 -5.231379762937275e-07 -3.089117106813007e-07 7.623069105132934e-08 2.726274304879593e-07 8.575491603982176e-06 2.625121549269458e-07 5.490728424568006e-08 -4.690047088055132e-07 5.85178864044233e-08 1.433046948194404e-07 -1.4346020198085444e-08 -1.8867098201564472e-07 1.6660763194785064e-07 7.366857840589845e-08 -2.405774751904236e-07 -2.1743987690311343e-07 2.529002262105953e-07 -2.2557167018082564e-06 1.0060134255600583e-07 -3.215705100618474e-06 3.660278745499073e-07
PC9 1.5322819650882657e-06 6.093609869004445e-09 -1.8432563740307292e-07 -6.361658347736786e-07 4.135423182219905e-07 -2.924299462821357e-07 2.2707641055832173e-07 -2.718341208850593e-07 2.625121549269458e-07 7.732989810244011e-06 -2.498320884095465e-07 -9.339660512981658e-08 -1.1843240890050076e-07 -1.8323173184647892e-07 -2.972795817813466e-07 2.6704047231212867e-08 2.0827285513483375e-07 1.718779712126245e-07 -3.9046655905169033e-07 -1.824441427078875e-07 -2.5652996973237293e-07 1.9581033194495225e-08 -4.613807266009113e-06 5.970130610507168e-06 1.0498811971983507e-06
PC10 -3.23149570500523e-08 1.3863369404302861e-08 1.8492529185422039e-07 1.483915683971588e-07 1.516135150110852e-07 -1.6943277938457614e-07 1.3942272525954355e-07 -1.242948244380897e-07 5.490728424568009e-08 -2.4983208840954653e-07 7.862120285152029e-06 -2.4455345116383753e-07 5.383034898872811e-08 -1.991719867251198e-07 -1.3785738228066405e-07 1.9045597706280828e-07 -7.957608366726162e-08 -1.8522763441126742e-07 1.9824108786867856e-07 2.7279702227422433e-07 -6.00290621432067e-08 -1.1010765732751408e-06 -1.4722045663872979e-06 4.5953360814161284e-06 -3.690620348089615e-06
PC11 6.075855419125242e-07 -8.603620421062544e-08 -7.828462845679459e-08 2.174811091528958e-07 2.403203751708966e-07 -6.287885116853198e-07 -2.587435852861353e-07 5.420435332159922e-07 -4.69004708805513e-07 -9.339660512981677e-08 -2.445534511638375e-07 7.413877734664021e-06 -1.2810875608116496e-07 -3.5348269781900736e-08 -1.3523940622305075e-07 1.0997659973091286e-07 -1.9458253992428645e-09 1.4139641224506764e-07 -3.340805082254182e-08 1.5575588127935321e-07 3.1065467649351646e-07 -6.935247894267176e-07 2.2365311202084378e-06 -2.3656836650747612e-06 -4.1788634354381315e-06
