(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal gpp gmp
(Intercept) 0.00844017450274127 -5.04965363518735 -1.31386210924628 1.30412023740532 10.0507065418201 -5.00199396326447 0.000282215972197826 -4.89691650077752e-05 -0.000200460445876113 0.000119036141792514 -0.000262334504981933 0.000155259067600136 5.76840618321602e-05 -0.000191682324255227 -8.9770672318328e-07 2.47932657276629e-05 -0.000148309610523799 -0.00015438251578974 1.33273052606247e-05 -4.22781003129468e-05 -0.000162140717506236 -6.94726179073642e-05 6.4453814874136e-05 -3.09766415722955e-06 0.000118023323551575 8.71641372356977e-05 -0.000289889139409757 -8.396460839048e-05 0.000267697855061227 -2.01581966839141e-05
covarSEX -5.04965363518735 1170862.45269135 20704.0405767998 -20598.4037966905 -2331705.26991722 1161066.17969834 -0.652882157577885 0.632339452463646 -0.0291825614129356 0.214105850096663 -1.18508405736241 0.678189317717466 0.94975653051775 -0.707964901834412 0.170129573029558 0.339449385422113 0.87227462914442 -0.324217506729959 0.558232702527264 -0.324594523106949 0.285905960661813 -1.61678310471744 -0.509286493436947 -1.40332901421311 -0.403657754089738 0.242058837940869 -1.70577409285118 1.82788738394746 -0.146176369766953 -1.73855337047689
covarYOB -1.31386210924628 20704.0405767998 720.605118960265 -716.929851049753 -41228.454697849 20528.3715876522 -0.0307051102614688 0.0170427218654178 0.0296199320014099 -0.0318796023383834 0.0257776685074197 0.00456338188104364 -0.00059805715824701 0.0234105802379575 0.00387024183493701 -0.00703289338300976 0.0524809421585613 0.0237961518125872 0.004866041300289 0.0125242075900467 0.00273302611880021 -0.0451001732453419 -0.0134949245651856 -0.0205264662359055 -0.0100102995173054 -0.0167164606826804 0.0284605571137329 0.0956940952359815 -0.123989877159728 -0.0158330280328113
covarYOBsq 1.30412023740532 -20598.4037966905 -716.929851049753 713.282453572362 41018.6145573705 -20424.1456226283 0.0302667812075376 -0.016744365909045 -0.0291944879458435 0.0318242475833609 -0.0254977959741212 -0.00468749930151111 0.000754243528501641 -0.0232239426252125 -0.00376400383545202 0.0070725970677102 -0.052152602631842 -0.0237162489056285 -0.00465486930897031 -0.0125740128902325 -0.00248899434397294 0.044986791171053 0.0133075466875884 0.0204083502107066 0.00985672476774455 0.0167050120454417 -0.028384920789816 -0.0953533382321017 0.12359439239183 0.0157525573132108
covarSEX_YOB 10.0507065418201 -2331705.26991722 -41228.454697849 41018.6145573705 4643517.94140139 -2312257.19017363 1.29681252165226 -1.25756589478414 0.0699892689611573 -0.42347490047069 2.36735475647268 -1.35179483024317 -1.8742342426683 1.40596651166441 -0.336917916449457 -0.673649256690885 -1.73964264093665 0.648827964601875 -1.10173179839007 0.647319887535858 -0.564637122261272 3.2131618546018 1.00971163281637 2.79482279653227 0.802410321848651 -0.482594965928716 3.38545525839921 -3.6372360918137 0.283585999726927 3.46749832198256
covarSEX_YOBsq -5.00199396326447 1161066.17969834 20528.3715876522 -20424.1456226283 -2312257.19017363 1151412.21242401 -0.644127928738038 0.625337463957092 -0.0407602129403103 0.209443023868194 -1.18252877120053 0.673766152811702 0.92476799605624 -0.698141552444337 0.166813990230909 0.334263037663528 0.867580566877555 -0.324660856667179 0.543644165113169 -0.322786315232506 0.27882016333207 -1.59668527599298 -0.500485026210261 -1.39171695237777 -0.398820794414397 0.240533101594951 -1.68007124617027 1.80971402678654 -0.137444373041462 -1.72920043945719
covarPC1 0.000282215972197826 -0.652882157577885 -0.0307051102614688 0.0302667812075376 1.29681252165226 -0.644127928738038 0.00269151289332766 -0.000465112522704119 -0.000122078674133762 -9.04412075694155e-05 -0.000123235550604265 2.72190374638677e-05 1.57036986056845e-05 4.45940219587883e-05 1.16506658724391e-05 -7.45980256181543e-06 -6.67760069874094e-05 0.000340432271338293 9.56571014702727e-06 -0.000210561867970692 -0.00035034466333847 -0.000307539705008471 8.25732369708518e-05 -6.36412868874437e-06 8.92288197181333e-05 -3.38211633376676e-05 -0.000126989464207482 -0.000103770985176839 -0.000156498837482568 -1.81174606051505e-05
covarPC2 -4.89691650077752e-05 0.632339452463646 0.0170427218654178 -0.016744365909045 -1.25756589478414 0.625337463957092 -0.000465112522704119 0.00233806637536749 0.000146575541087983 0.000209399210985452 -9.36945362305815e-05 -4.7460380465777e-05 -2.91906430198344e-05 0.000120029402439586 -2.6930831386617e-05 2.50389357517689e-05 -1.06118955269952e-05 -7.2642612621681e-05 2.25079075417289e-05 -3.37248192373692e-05 9.0085949327081e-06 -2.19096793081651e-05 4.6528203800714e-05 -1.98932340599504e-05 -5.82871634765254e-05 -2.6307654987907e-05 1.64354227361645e-05 -6.30423012497784e-05 0.000371181524513346 -0.000103443450780858
covarPC3 -0.000200460445876113 -0.0291825614129356 0.0296199320014099 -0.0291944879458435 0.0699892689611573 -0.0407602129403103 -0.000122078674133762 0.000146575541087983 0.00242904075517032 5.73473865437647e-05 0.000387800724028547 6.66920965663471e-06 0.000143571230264775 -5.57021060092953e-05 -0.000324068375593794 8.61565849654744e-05 0.000129288190422355 1.93453083275954e-05 -0.000169822825452723 5.33496553609445e-05 -5.49224939217866e-05 1.2585931201456e-05 -0.000109825233571743 -0.000120400449762857 0.000118546331753579 5.27856874477999e-05 -9.71063724918838e-06 -5.12588438611817e-06 0.000406697470077006 -0.000139129050702514
covarPC4 0.000119036141792514 0.214105850096663 -0.0318796023383834 0.0318242475833609 -0.42347490047069 0.209443023868194 -9.04412075694155e-05 0.000209399210985452 5.73473865437647e-05 0.00277133953420294 0.000481147416130133 -3.91492660222607e-05 5.17409516325674e-05 -0.000228006878545091 0.00016090062517606 6.4980494777543e-05 9.65490387372829e-05 -0.000219412699367603 -3.70507774129206e-05 -6.02722404330037e-05 -3.00691616109756e-05 6.6816462039289e-05 -3.11709347065095e-05 -9.33929116425122e-05 -5.05818965556909e-05 -5.93074761571803e-06 -7.54467446513181e-05 0.000105907404289794 0.000373469701203916 -0.000612053362938265
