 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0006841815251999713 2.1404352226248024e-06 1.79171486354208e-06 -1.4921766132650416e-08 2.0132042487293985e-06 -1.536923660685142e-06 1.5504999729210873e-06 1.5695457463922647e-06 1.9299589087731206e-06 1.4399737815307467e-06 8.430499202471436e-07 2.718319615641626e-06 -3.2044899425842314e-06 1.6399600011551252e-06 -1.4782922318765277e-06 -2.288950045575229e-06 -2.1914066455244406e-06 -7.414952990817238e-07 -6.541502592052909e-07 3.0836770679593022e-06 2.0736660903573917e-07 5.539157256850339e-06 -1.506481712947457e-05 5.5315415858287e-05 3.055563298216204e-05 -9.54506590548428e-06 -4.067072257104962e-05 -0.00011295361233456802
PC1 2.140435222624802e-06 2.364579778125234e-06 -1.8337431422828069e-06 -1.4967806960219194e-07 -3.6140649546337644e-08 -3.6123551084117904e-07 1.0791657058011847e-07 1.4089332144448405e-07 1.0931584062204297e-07 -1.0672913659214151e-07 1.5763630865447147e-07 -4.2966725473412126e-08 5.570074563401943e-07 -1.0758767114826267e-07 -3.205033960441899e-07 -6.461395227898494e-07 -4.897855414966576e-07 1.5977212874469035e-07 -8.818270728598095e-08 1.6308749013217268e-07 -6.945622236337628e-08 -4.333371198790919e-07 -5.0516022637229396e-06 2.263619967620511e-06 -1.3663230813951914e-06 2.1030606044079375e-06 -9.194628573169594e-06 -1.1566562932102149e-07
PC2 1.7917148635420758e-06 -1.8337431422828064e-06 4.50673470009792e-05 9.904410241671628e-07 1.1976242794004188e-06 -4.739143684687809e-07 -1.5979949048264924e-07 -1.1946932718641431e-07 9.848224612257691e-07 -2.6350704422330677e-07 4.43652660552524e-07 -5.400423450144135e-07 -7.761353716955588e-07 5.251313623586429e-07 -8.855547123160245e-07 3.339920988909217e-07 -1.2300019135749938e-08 8.11626499009123e-07 3.8388030871606834e-07 -3.819631841402732e-07 -3.137344439973006e-07 5.750239417262834e-06 -9.810227026674752e-06 2.714744358777292e-06 3.4214722831796915e-05 -9.84203058358923e-06 3.5562510876458015e-06 -3.970198128320566e-06
PC3 -1.492176613265199e-08 -1.4967806960219202e-07 9.904410241671628e-07 4.5537291757290436e-06 1.2945243573589365e-07 9.133735480574242e-07 -4.809105328484468e-08 3.68859335168996e-07 -2.4694341628394944e-07 -8.476147112359083e-07 1.280147702971767e-07 3.1130149816550597e-07 2.1061238919578125e-08 -5.556986777283968e-07 1.038251434250798e-07 -4.735709329886304e-08 1.760844107792993e-07 -2.979987919479517e-07 -3.815450302172658e-07 3.021238665732383e-07 1.105265735315732e-07 -7.834508169826543e-07 2.945996772459992e-06 2.4809408845027763e-07 3.411180051236112e-06 -4.514262973702774e-06 -3.779681028599932e-06 -9.818643400225909e-08
PC4 2.013204248729399e-06 -3.614064954633758e-08 1.1976242794004184e-06 1.2945243573589373e-07 8.354147769230866e-06 1.434154388156129e-06 -3.3064611000246305e-07 1.4970104218074597e-07 -1.1038346527426876e-06 4.4586805437024466e-07 2.479670295669445e-07 1.5978167186861044e-07 -8.377528274597816e-07 -3.8413795468700787e-07 -1.0935074697366816e-07 -1.0716016159326257e-07 3.488685436632881e-08 -4.35382737993832e-08 -3.257935324127929e-07 -2.3899866404358115e-07 1.1109232797148434e-07 -4.595493908258744e-07 9.7670118585801e-07 -8.863710951817786e-06 5.098665853234504e-06 -1.1346257508257737e-05 2.3810579630902527e-06 9.564541249370594e-06
PC5 -1.5369236606851433e-06 -3.612355108411792e-07 -4.7391436846878033e-07 9.133735480574242e-07 1.4341543881561286e-06 1.5117787675630712e-05 4.0143417165166247e-07 9.065712511988831e-07 -6.414213278987911e-07 -3.4054966534929295e-07 -1.9577292694318732e-07 -1.072982794322546e-06 4.820282159704754e-07 -8.736233792861097e-07 4.932658283633882e-07 -1.1883146007981196e-07 -1.7918301915914517e-07 6.672067853416027e-07 -2.8442256440308094e-07 1.6159633242237414e-07 7.833916620042825e-08 -1.1082422047809445e-06 -3.2672005795707248e-06 -3.4769788274937934e-06 5.999946085836973e-06 -1.3824867601154473e-06 1.689372365432347e-05 -3.413816896112278e-06
PC6 1.550499972921084e-06 1.0791657058011852e-07 -1.5979949048264873e-07 -4.8091053284844684e-08 -3.3064611000246284e-07 4.0143417165166295e-07 1.4327104364205688e-05 2.2163852897306085e-08 4.885280794939454e-07 1.619354155301653e-07 1.192126050162102e-07 -4.1367571264672235e-07 2.3435205311074682e-07 -2.9040726108913855e-07 -2.0659718353044277e-07 -3.1259076710264714e-08 -1.897290247276562e-08 2.2083839265956568e-07 -4.539264387915521e-07 -1.8668842329430335e-07 -4.830678615064088e-07 1.855150797382175e-06 -4.337507096855915e-06 -3.4727533785113526e-06 -7.188055259748188e-06 -2.0704843640662566e-06 6.282400501903066e-06 -8.155200376453894e-06
PC7 1.569545746392263e-06 1.4089332144448402e-07 -1.194693271864142e-07 3.6885933516899594e-07 1.4970104218074613e-07 9.06571251198883e-07 2.216385289730575e-08 1.1836367207501294e-05 7.306758182875129e-07 -2.6740004410295667e-07 -2.1171383892007213e-07 1.0614844231301348e-06 2.0096902998672073e-07 4.3455674808262854e-07 -5.374383120874224e-08 -3.5558352022697955e-07 -2.3094073825076424e-07 -8.279001727206498e-08 7.900012480260127e-08 4.0499929616443546e-08 -2.164725082566503e-07 1.8203840297287674e-06 7.854567899938265e-06 -5.171938596326193e-07 -2.0087035656737622e-06 -7.562843869478639e-06 3.8215764031315646e-06 -1.0283671324606914e-05
PC8 1.9299589087731227e-06 1.0931584062204292e-07 9.848224612257694e-07 -2.4694341628394944e-07 -1.1038346527426876e-06 -6.414213278987906e-07 4.885280794939452e-07 7.306758182875137e-07 1.2698280271031895e-05 3.3744436300066427e-07 1.0580296206412514e-07 -6.815030701013531e-07 1.5126667449911724e-07 6.979719459115791e-08 -7.004049813429185e-08 -5.129497794029183e-07 4.388740273300962e-08 7.866905024867836e-08 -5.103224550852184e-07 -3.2611741667197396e-07 2.575748146784062e-07 1.816627085589321e-07 1.3014340793237548e-06 5.2364638541639095e-06 -6.631379707364084e-06 -2.3136832637008007e-06 -4.01133410523029e-06 -1.5067892985147099e-05
PC9 1.439973781530747e-06 -1.0672913659214147e-07 -2.6350704422330635e-07 -8.476147112359084e-07 4.458680543702449e-07 -3.4054966534929274e-07 1.6193541553016525e-07 -2.674000441029568e-07 3.374443630006639e-07 1.1178488244905943e-05 -3.173488550898414e-07 7.936855205862981e-08 -4.783886597574044e-07 -5.830340578448192e-08 -7.332231875526112e-07 3.082240760572227e-07 5.464051561731406e-07 5.564571431703481e-07 -2.5340980156793687e-07 -1.5455350697498538e-07 -5.502611209797965e-07 4.243186740253642e-07 -3.657029536700879e-06 -2.1736874797956052e-07 7.562437799282792e-06 -1.2536574705659288e-06 -2.0444011896573173e-06 -8.697754102100392e-07
PC10 8.430499202471459e-07 1.5763630865447144e-07 4.4365266055252414e-07 1.2801477029717676e-07 2.479670295669445e-07 -1.957729269431874e-07 1.1921260501621022e-07 -2.1171383892007245e-07 1.058029620641248e-07 -3.173488550898416e-07 1.1485152394288663e-05 -3.6644209368492954e-07 8.252905693803573e-08 -3.1792859962298235e-07 2.510759243422599e-08 1.690519301332631e-07 -1.3842160611075768e-07 -1.9214258573394106e-07 1.9297845056995594e-07 4.755910040409058e-07 -2.2361233378480043e-07 1.020596531103136e-07 -4.630956419621585e-06 3.2838801081581434e-06 3.3015749060876765e-06 -9.22841488371006e-07 -1.2203441413634177e-05 -2.65795472237336e-06
PC11 2.718319615641624e-06 -4.2966725473412106e-08 -5.400423450144134e-07 3.113014981655061e-07 1.5978167186861057e-07 -1.0729827943225467e-06 -4.136757126467222e-07 1.0614844231301354e-06 -6.815030701013528e-07 7.936855205862982e-08 -3.6644209368492965e-07 1.1090998108486132e-05 -2.2404340070007007e-07 1.6280164429054643e-08 -3.68574478869813e-07 2.77090700779656e-07 2.430102515011913e-07 3.3920601763795857e-07 1.1285471404610855e-08 4.994171383624707e-07 3.51107533696664e-07 4.555019857887126e-07 3.5347828568881438e-06 1.4616813792159532e-06 -5.703854023751408e-06 -3.993186017229206e-06 -8.136460960240181e-06 3.71193312993527e-06
