 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0005110525120443604 -1.3483943191969416e-06 0.00012413076617611492 1.4917500575015878e-05 -6.8327465717308415e-06 -3.8498440340028454e-06 3.654094197320667e-08 3.2320664847353897e-07 -3.796718167476891e-09 -0.0002875171195022522 3.662643175731272e-06 -0.00021854589663835387 0.0002529854106355912 0.00025413342232489134 -0.00021688663931573074 -0.00018632827578042932 2.6838423204065453e-05 -0.00026357067046334465 -0.0004243579540249641 -0.0001355409725676217 -0.00021724371907788528 -0.00010279309351056583 0.00012474453961863413 -0.00021401595581244196 -0.00011682577339210564 -6.73601811252291e-05 -0.00032751228790126583 0.00036763020216160736 0.0004655098997554614 -6.225052564499697e-07 -8.4292215852564e-06 6.128778219505686e-06 3.993052548031526e-06
yob -1.3483943191978742e-06 3.717011124811364e-07 -5.514117942484338e-08 -1.1748456417076025e-06 -3.165466367824691e-08 8.195299232102811e-09 -6.374252670996957e-11 1.2361537589514668e-09 -6.742881491448682e-12 3.1727546119465357e-06 4.992523953634776e-05 1.3348861802385907e-05 -3.64821556746999e-05 1.0816866835591875e-05 -2.7952637372791318e-05 -3.7714585152790632e-06 -1.7253906235605034e-05 3.181832464421421e-05 1.4683590285010785e-06 -2.8806327278069752e-05 2.4901819704396087e-05 -3.461394921243899e-05 -6.261486744494619e-06 3.561201319959127e-05 2.415020730889222e-05 1.2256952745848944e-06 -7.22482309239988e-06 1.9037174345212574e-05 -4.785045702370079e-05 -6.002314620955711e-08 -2.6371665796516784e-08 -2.5305265795029967e-07 2.9315767517785246e-07
age 0.00012413076617611598 -5.514117942100904e-08 0.00018139793253761603 0.0021053357334163236 -0.00018058575377556834 -4.7606197530460224e-06 3.8887093075840944e-08 4.738164443271346e-06 -3.870365433005066e-08 -3.455110318557604e-05 -6.65492195394498e-05 -0.00015138055878193707 -4.037115259818319e-05 -0.00014002769306585975 5.952048898218838e-05 -8.770031894152519e-05 8.979149477233092e-05 -2.132590223263798e-05 2.1070859536255244e-05 2.8220656905055767e-05 -0.00015195791699093648 3.5873950851586704e-05 4.968849762379117e-05 -0.0001404832963718864 0.0002448577432764521 8.281791076698986e-05 -0.00015765683668472714 -4.6740035882854735e-05 0.00021773834609676424 -1.7616622796943685e-06 2.730420887673879e-06 3.511558521125362e-06 -8.636782623943116e-06
sex 1.4917500577600536e-05 -1.1748456416975325e-06 0.0021053357334200407 0.046979287408624684 -0.0038498629055743155 -5.363397575159319e-05 4.278028682005647e-07 9.774876741946143e-05 -7.791499316263199e-07 -0.00028837738901733883 0.00021851972883078752 -0.0012584969178048063 -0.0007263662881442812 -0.0033370179541024106 0.0011743912885498237 -0.0010277014191172199 0.001264773010528341 -0.0004806835743321003 -0.0001276210269049802 0.0012101948412863654 -0.002775454597423761 -0.0018228155831896899 0.0008024928546530371 -0.004303060980628768 0.002075164182796205 0.0023426554507991713 0.0002013505705869363 -0.002150416456563478 0.0011614285231252002 -6.793063519263783e-06 5.073098102177346e-05 5.6512906423598794e-05 -0.00014653395787886218
age_sex -6.832746571993875e-06 -3.165466367961998e-08 -0.00018058575377594176 -0.0038498629055750333 0.0003267368297558265 4.73807032367322e-06 -3.870482065829206e-08 -8.52915265158085e-06 6.951889701905464e-08 1.7677578925442646e-05 -1.296056427953654e-05 0.00010169585499691364 6.10010947944857e-05 0.0002758599556856856 -9.904291047789764e-05 8.542291861352532e-05 -8.757199429661103e-05 5.415423434868185e-05 1.37638094815924e-05 -7.297235323371458e-05 0.0001786190967017027 0.00014504030700137507 -2.632867761436217e-05 0.0003701363634441462 -0.00012951269276240005 -0.00010167767591185068 7.937648717339416e-06 0.00017868925415715238 -0.0001022944517386579 7.88436231247864e-07 -3.7530491978649125e-06 -4.725058419384074e-06 1.132908590398496e-05
age2 -3.849844034005274e-06 8.195299232201744e-09 -4.760619753047433e-06 -5.3633975751515705e-05 4.738070323665146e-06 1.2838935720673893e-07 -1.0723107561141243e-09 -1.276123924986706e-07 1.0659263403161318e-09 9.497526720832378e-07 2.916553122891924e-06 4.09492279341871e-06 -7.39928585113522e-08 4.38773596607176e-06 -2.204714476841507e-06 2.417343219488968e-06 -2.5895579812947845e-06 1.7590188274795913e-06 -4.1414204826304486e-07 -8.147950856229655e-07 3.7028350635847913e-06 -1.5451490334568334e-06 -1.4139111002677833e-06 4.52306174963225e-06 -4.543075113169601e-06 -8.887735072322716e-07 3.625003434972267e-06 7.313590282335621e-07 -5.9981733627636436e-06 4.653129653775323e-08 -6.604691098476179e-08 -8.088805605674522e-08 2.0715995366155205e-07
age3 3.654094197322795e-08 -6.374252670996404e-11 3.8887093075864164e-08 4.278028682000776e-07 -3.8704820658238856e-08 -1.0723107561144188e-09 9.137321937839852e-12 1.065915258883484e-09 -9.083501956354807e-12 -8.658898152337844e-09 -2.1370895054589784e-08 -3.294903663391796e-08 4.0782587004756255e-09 -3.784503393347174e-08 1.6508646514497148e-08 -2.167038745942595e-08 2.086817329140223e-08 -1.860602081029279e-08 -2.411341661991096e-10 1.1169640734826053e-09 -2.5062132373152373e-08 1.0837325804493739e-08 1.047651890973151e-08 -3.594715105883817e-08 2.5685342353985638e-08 -3.471662216409932e-09 -2.84071677086195e-08 7.730720316364243e-10 4.221785836897855e-08 -3.7599425231284075e-10 5.121453468749571e-10 5.787187581420129e-10 -1.5787755686982478e-09
age2_sex 3.2320664848076405e-07 1.236153758994801e-09 4.7381644432826436e-06 9.774876741950064e-05 -8.529152651582578e-06 -1.2761239249892214e-07 1.0659152588852022e-09 2.2819293178970308e-07 -1.8996422444986986e-09 -3.43130278135444e-07 3.2664764009928893e-07 -2.4255680031527317e-06 -1.3988475347629204e-06 -7.2900597982535914e-06 2.5213367837693097e-06 -1.9916823742414384e-06 1.9487508057702583e-06 -1.8864353828013775e-06 -6.155684436360988e-07 1.2727440497278314e-06 -3.527668461178787e-06 -3.338408865977597e-06 -2.9915405664547883e-07 -9.452549354753543e-06 1.93381054942763e-06 2.740671341405109e-07 -4.78432921515239e-07 -4.871005654628269e-06 2.3874062962280215e-06 -2.0809275327312867e-08 8.888106862082342e-08 1.2338836547653914e-07 -2.7703616576400673e-07
age3_sex -3.7967181675450835e-09 -6.742881491777929e-12 -3.8703654330155e-08 -7.791499316267944e-07 6.951889701908224e-08 1.0659263403185016e-09 -9.08350195637142e-12 -1.8996422444990555e-09 1.612103954044688e-11 2.232480080221159e-09 -2.7190551614741718e-09 1.8952060426362712e-08 8.16581421697392e-09 6.17628553891976e-08 -1.926457959092103e-08 1.3732850852773329e-08 -1.5014823365408735e-08 1.943099755779215e-08 8.199427861966016e-09 -4.6385935842391336e-09 2.1391849253363756e-08 2.352010182162382e-08 9.822005501456743e-09 7.266892147309602e-08 -1.821571120228205e-09 1.6016224970996346e-08 5.934946262430774e-09 4.222879521984804e-08 -1.501134550778396e-08 1.6302310085599633e-10 -6.77743029403963e-10 -1.0209013583950456e-09 2.1576389332609337e-09
PC_3 -0.00028751711950226886 3.1727546119462283e-06 -3.455110318555993e-05 -0.0002883773890161965 1.7677578925337238e-05 9.497526720825842e-07 -8.658898152330806e-09 -3.4313027813244417e-07 2.232480080194641e-09 0.08089070744711828 -0.004924392764403876 0.0012450104811797293 0.006154219304025745 -0.0018139744743216034 0.007255842998680723 0.0076741279261566915 -0.01930024887678016 -0.009014104721895684 -0.008499920782887449 0.010991661292592197 0.006272861097639744 0.018316847176064934 -0.006274015430965288 -0.04036090358741086 -0.009509069259137432 -0.005282948669809578 0.015127207254727765 -0.008016843287403704 0.025362993677754672 -5.431767292088186e-06 3.171719884910882e-06 -3.324713249234518e-05 8.412418691887313e-05
