(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.000992972254226784 0.000761564883424962 9.09088191239879e-05 -9.95047070308907e-05 -5.02282814331824e-05 4.83572846662294e-06 6.88153414964646e-05 -0.000195817439596868 0.000178880685864007 0.000130033375687614
covarage 0.000761564883424962 0.00218418741875665 0.0024237651927912 -0.00348075418511276 -3.33197642093638e-05 8.77268121168309e-05 1.26949292797168e-05 4.58111868463937e-05 4.05874982578083e-05 -0.000138567256016632
covarsex 9.09088191239879e-05 0.0024237651927912 0.00608296305777509 -0.00797953451672075 -1.074937791232e-06 2.91163492319102e-05 3.66168199349154e-05 4.83157832789212e-05 3.40837476027262e-05 -9.67392574208998e-05
covarage_sex -9.95047070308907e-05 -0.00348075418511276 -0.00797953451672075 0.011349924336116 6.97978672200453e-06 -2.21983573372246e-05 -2.15071779614949e-05 -6.44390191796499e-05 -4.35968433253119e-05 0.000121771244840657
covarPC_3 -5.02282814331824e-05 -3.33197642093638e-05 -1.074937791232e-06 6.97978672200453e-06 0.000513826873806242 -3.78094554491594e-05 -1.07957292763689e-06 1.0664056475344e-05 -2.05451333547769e-05 2.4813621113275e-05
covarPC_4 4.83572846662294e-06 8.77268121168309e-05 2.91163492319102e-05 -2.21983573372246e-05 -3.78094554491594e-05 0.000512778035535697 3.93136637697763e-06 -7.39982104804835e-06 1.6892985156215e-05 5.26806838781693e-06
proband 6.88153414964646e-05 1.26949292797168e-05 3.66168199349154e-05 -2.15071779614949e-05 -1.07957292763689e-06 3.93136637697763e-06 0.000690588528608472 -0.00036799186350694 -8.19261615038668e-06 -3.41940034674786e-05
paternal -0.000195817439596868 4.58111868463937e-05 4.83157832789212e-05 -6.44390191796499e-05 1.0664056475344e-05 -7.39982104804835e-06 -0.00036799186350694 0.00401396884829774 -0.00324485673734579 -0.0028057019845723
gpp 0.000178880685864007 4.05874982578083e-05 3.40837476027262e-05 -4.35968433253119e-05 -2.05451333547769e-05 1.6892985156215e-05 -8.19261615038668e-06 -0.00324485673734579 0.0173205908356071 -0.0114120326839548
gmp 0.000130033375687614 -0.000138567256016632 -9.67392574208998e-05 0.000121771244840657 2.4813621113275e-05 5.26806838781693e-06 -3.41940034674786e-05 -0.0028057019845723 -0.0114120326839548 0.0165943364181161
