 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0010445787484494227 -3.521765093916862e-06 0.00026156824613222013 -0.0003540413931916885 1.7113230206171163e-05 -8.037899962827866e-06 7.535021200120856e-08 -1.426668230404623e-07 -1.15393774930029e-09 -0.0002945436852715118 0.00034590941913226436 -0.000530148677362837 -0.00010318781458377503 0.0007359133089771022 -0.0015798465553081083 -0.0002851143070900618 -0.0001542087525025319 -0.00018038022497722078 -0.0006259922114221683 0.00015993875670047448 -0.00035680959700995133 1.1086475823278982e-05 0.00015410875030689658 -0.0006270553024599048 -0.0010818052845166127 -0.0001900193615515319 -0.0009867244545314789 -0.00023929900501454848 0.0021018990621178004 -2.9123811908770344e-06 -3.463303813793155e-05 3.491399794712291e-05 4.486549632017589e-05
yob -3.5217650939233182e-06 1.3138106677946955e-06 1.403374756535763e-06 -2.0225356381866916e-06 -1.9007043611512607e-07 -6.7114139510297515e-09 3.871739622346763e-11 5.658673710469241e-09 -3.358124916610099e-11 2.260279590332126e-06 0.00022084543353787317 5.654891078084466e-05 -0.0001268530179331321 1.8177562410442405e-05 -0.00010922871013526222 -1.2872022687909805e-05 -5.001400034095046e-05 0.00010441052483934803 3.6896215063198465e-06 -0.00010120127200186084 8.583404931266168e-05 -7.952651343887491e-05 -2.881873431293155e-05 0.00012492476819100164 7.106768410612664e-05 -2.450323208605478e-05 -7.978052595832213e-07 8.759844567986822e-05 -0.0002082138722785786 -8.498243469830653e-08 -2.178267259265089e-07 -4.5371421110120915e-08 5.008392542872763e-07
age 0.00026156824613095205 1.4033747565472927e-06 0.0005502992214137801 0.006473588010551191 -0.0005382486691972822 -1.3944136775108868e-05 1.1012487964435766e-07 1.367239172967329e-05 -1.0799000507780909e-07 7.486230085893838e-07 -0.00014691743075298774 -0.000288779769911613 -0.00014680631456718966 -0.00023952855708648626 0.00011104169529615081 -1.4176269766782962e-05 -0.0005088544465209484 -0.00011766177189079887 0.00013358196211434752 -0.00019770017715187263 -1.3924495491327102e-05 0.0002572232645475238 0.00010992691190545514 -0.0002558121296401463 0.0002617892644710621 -0.0003579706330494513 0.0001915055480203544 1.2092681931423304e-05 -7.883678570320561e-05 -2.2330152436109276e-06 -4.629658234572466e-06 1.048784336448235e-05 -6.423888256239217e-06
sex -0.00035404139321557466 -2.022535638026098e-06 0.0064735880105356875 0.15178630496779066 -0.012102169893960454 -0.00015964075149777426 1.2316424856386523e-06 0.00029858287241522457 -2.3094764473040894e-06 -0.002484156686065684 -0.0021124827164225707 -0.004280265214356597 0.004031016204898515 0.0025644034821868523 0.0014634994624628658 0.0037290772767748907 -0.008193648223305303 -0.002603337279416445 0.0069419744142194964 0.0008886282825607141 -0.005078472200541092 0.0023690559412282925 -0.0033393853746112156 -0.0035268154192363123 0.00240280381354601 -0.0050672395658863415 -0.0015225805209053186 -0.0014547857076570292 -0.003301284926027174 8.390047705165146e-07 -5.88500853540027e-05 9.244644665453926e-05 -2.3965981067451804e-05
age_sex 1.7113230208142066e-05 -1.900704361297185e-07 -0.0005382486691962496 -0.012102169893965104 0.0009972553914240404 1.3670059144330898e-05 -1.0799671377286022e-07 -2.5257153952109703e-05 1.9950638893310281e-07 0.00018554682990610857 0.00019171953791669952 0.0003540375635893633 -0.00029906535829973623 -0.0001640820161297757 -9.536982065535352e-05 -0.0002904937061705174 0.0006195821782670801 0.0002986734013401801 -0.0005762709005564003 -6.89370556362907e-05 0.00042209485047085577 -0.00013631027120138294 0.0003364097907729875 0.0003223987256787567 -5.625630805720373e-05 0.000507924371988463 0.00017157272358392115 3.2781374779148725e-05 0.0003279565323698946 9.321591298092177e-07 3.665815719122538e-06 -6.519339045822254e-06 1.8194802599739144e-06
age2 -8.037899962798853e-06 -6.711413951172971e-09 -1.394413677511405e-05 -0.00015964075149825922 1.3670059144364693e-05 3.63470024613874e-07 -2.9357199679809654e-09 -3.564722137246285e-07 2.8790340807401642e-09 2.6539282835982983e-08 8.587099470342154e-06 8.81237419474194e-06 4.605400296089006e-07 9.56240845924204e-06 -5.307237699392236e-06 6.47667542700125e-07 1.0037729613190766e-05 4.878918173106234e-06 -4.867411136400505e-06 3.6961437927726403e-06 1.2613406763737567e-06 -8.457860401005472e-06 -3.2851894267735756e-06 9.015603651514716e-06 -2.3448663149958932e-06 9.958589603991493e-06 -6.211472089053502e-06 -2.667428689696361e-06 -1.3606774486593297e-06 7.169609309731773e-08 9.277667939326509e-08 -1.9900714376675682e-07 1.1409445953672705e-07
age3 7.53502120009934e-08 3.871739622460238e-11 1.1012487964443339e-07 1.231642485643092e-06 -1.0799671377317776e-07 -2.935719967981841e-09 2.4191381866625067e-11 2.879380142838347e-09 -2.372253718781296e-11 -2.8571020093016292e-09 -5.9817660634125e-08 -7.08382811676145e-08 -4.610212098095978e-09 -8.63855908563388e-08 3.085629103991081e-08 -1.5335160856545368e-08 -7.097770488823409e-08 -3.225974614152381e-08 4.9053629254669734e-08 -3.6386548349040687e-08 -1.0057848534945709e-08 6.649383870417694e-08 2.0802607843799344e-08 -6.881858351965982e-08 -2.6177778748347613e-09 -8.887763568546243e-08 4.5499012634812244e-08 4.629648890654587e-08 8.266091018881286e-09 -6.524126691455204e-10 -5.697758909866518e-10 1.1473323352381358e-09 -5.561430864369715e-10
age2_sex -1.4266682309086457e-07 5.658673710796205e-09 1.3672391729652626e-05 0.0002985828724154483 -2.525715395211847e-05 -3.5647221372391416e-07 2.87938014283142e-09 6.548676991077554e-07 -5.277883517193062e-09 -4.676156957592337e-06 -4.579411327829059e-06 -8.573624675301272e-06 6.8699765356121266e-06 2.9233546331867482e-06 1.6402732541877668e-06 6.729553407147155e-06 -1.5183879581199266e-05 -8.342996979984547e-06 1.5086169378596202e-05 1.9827758642729106e-06 -1.1657908529422376e-05 2.8768591849896315e-06 -1.031873295019583e-05 -8.756360718663658e-06 -1.4161882231163462e-06 -1.5812812938702974e-05 -5.479556739120736e-06 1.058018065603165e-06 -9.175584463257982e-06 -3.6383217037220813e-08 -6.255149260282276e-08 1.2862436379937934e-07 -3.4558905185100335e-08
age3_sex -1.1539377488978618e-09 -3.3581249170762053e-11 -1.0799000507768587e-07 -2.3094764473065902e-06 1.995063889332324e-07 2.8790340807354907e-09 -2.372253718776587e-11 -5.277883517194585e-09 4.332389123935728e-11 3.8736804385928885e-08 3.501174768825313e-08 6.398407113239992e-08 -4.933908273807545e-08 -1.5769854005192234e-08 -4.5443713897275485e-09 -4.239666692946697e-08 1.1923759787546765e-07 6.793452360744212e-08 -1.248066773675332e-07 -1.3197345939834864e-08 1.0606275329348395e-07 -2.1162210567110156e-08 9.63994799410115e-08 7.124525849485124e-08 2.6919946367651446e-08 1.4381243692362033e-07 5.7114758998330834e-08 -1.9626531284938817e-08 7.669822856933802e-08 3.806965691209586e-10 2.5524740068941923e-10 -7.433917803202357e-10 2.1186023892283265e-10
PC_3 -0.00029454368527117707 2.2602795903334884e-06 7.48623008946277e-07 -0.0024841566860636564 0.00018554682990587948 2.6539282825908807e-08 -2.8571020092147968e-09 -4.676156957585127e-06 3.873680438586222e-08 0.27982252196476626 -0.006662058675260713 -0.008613392961609265 0.009436359693477487 -0.014723838865775479 0.04188223324940537 0.024781095461708116 -0.0625474912289071 -0.02609505468585379 -0.01857274779276184 0.05877552694890829 0.02823123119419049 0.05642108510346265 -0.035794415432134345 -0.12076323302663661 -0.028432100833614724 -0.02922846994582081 0.04754058223450931 -0.02783560745067373 0.08754084654984391 4.064687894758518e-06 -0.00031856289160924194 0.0003972450951540804 0.0003041556574235489
