(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00115022506397714 0.000929928056137513 0.000262810346566368 -0.000694364433966775 -2.23670815629739e-05 3.71339528695596e-05 3.87731818956177e-05 -0.000158407038164214 0.000116662898966402 0.000126239709754368
covarage 0.000929928056137513 0.00179405267118832 0.00165921403294298 -0.0028682981611855 -3.00147975108457e-05 4.95155183200285e-05 4.63076918975452e-06 9.27468150674461e-06 1.54440470840973e-05 -3.92522036115301e-05
covarsex 0.000262810346566368 0.00165921403294298 0.00282350787607202 -0.00410532215543215 -1.19734974822674e-05 8.68054568656684e-06 -7.64620039484387e-06 3.97792369936699e-05 -1.27408830574162e-05 -5.15416837421515e-05
covarage_sex -0.000694364433966775 -0.0028682981611855 -0.00410532215543215 0.00703953202269228 1.18704684252614e-05 3.61319563168047e-06 1.88482053296995e-05 -5.15349566261136e-05 1.79636846063694e-05 6.28579083169712e-05
covarPC_3 -2.23670815629739e-05 -3.00147975108457e-05 -1.19734974822674e-05 1.18704684252614e-05 0.000412064948739102 -1.16449070997183e-05 -1.83838666632247e-07 -8.07617302051447e-06 7.6146717653279e-06 1.99539133872535e-05
covarPC_4 3.71339528695596e-05 4.95155183200285e-05 8.68054568656684e-06 3.61319563168047e-06 -1.16449070997183e-05 0.000410651107518689 8.95868708980677e-06 -1.00723308337243e-05 1.27411898433121e-05 1.69453678602095e-05
proband 3.87731818956177e-05 4.63076918975452e-06 -7.64620039484387e-06 1.88482053296995e-05 -1.83838666632247e-07 8.95868708980677e-06 0.000517528673492245 -0.000277389446935524 -1.39914919302653e-05 -1.43922553309315e-05
paternal -0.000158407038164214 9.27468150674461e-06 3.97792369936699e-05 -5.15349566261136e-05 -8.07617302051447e-06 -1.00723308337243e-05 -0.000277389446935524 0.00276747156153271 -0.0021376320153154 -0.00196177746417426
gpp 0.000116662898966402 1.54440470840973e-05 -1.27408830574162e-05 1.79636846063694e-05 7.6146717653279e-06 1.27411898433121e-05 -1.39914919302653e-05 -0.0021376320153154 0.00792390935716473 -0.00403122179007979
gmp 0.000126239709754368 -3.92522036115301e-05 -5.15416837421515e-05 6.28579083169712e-05 1.99539133872535e-05 1.69453678602095e-05 -1.43922553309315e-05 -0.00196177746417426 -0.00403122179007979 0.00764166224349726
