(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal
(Intercept) 7.39535519844408e-05 1.33275740371507e-05 3.49779114672155e-06 -7.51366567517431e-07 4.84454691781877e-07 1.76150878000293e-06 -1.22186833115289e-05 1.05790010965741e-05 1.41433460246802e-05
covarage 1.33275740371507e-05 0.000211556506014707 0.000301736644337879 -0.000335567547717822 -4.30995601723719e-06 9.41419979266547e-06 2.33664808123871e-06 -1.02447956632218e-06 -2.76768404840442e-06
covarsex 3.49779114672155e-06 0.000301736644337879 0.000779769499807546 -0.000813920910279112 -5.81396837965355e-06 5.75348228600944e-06 3.37720524796218e-06 1.3241070091931e-06 2.67136627790688e-06
covarage_sex -7.51366567517431e-07 -0.000335567547717822 -0.000813920910279112 0.000930944790268671 9.1623863645612e-06 -4.39517108715139e-06 3.69555566235565e-07 -5.76204733171294e-07 -9.06218340851576e-07
covarPC_3 4.84454691781877e-07 -4.30995601723719e-06 -5.81396837965355e-06 9.1623863645612e-06 6.47435238718953e-05 2.93419971812836e-06 -9.41190021796848e-07 1.82272531490466e-06 2.37198656709289e-06
covarPC_4 1.76150878000293e-06 9.41419979266547e-06 5.75348228600944e-06 -4.39517108715139e-06 2.93419971812836e-06 7.4451986034585e-05 -2.52770033153964e-07 2.36371323271529e-06 1.68164732105463e-06
proband -1.22186833115289e-05 2.33664808123871e-06 3.37720524796218e-06 3.69555566235565e-07 -9.41190021796848e-07 -2.52770033153964e-07 0.000200236115525967 -0.000128466438617749 -0.000117295973694349
paternal 1.05790010965741e-05 -1.02447956632218e-06 1.3241070091931e-06 -5.76204733171294e-07 1.82272531490466e-06 2.36371323271529e-06 -0.000128466438617749 0.000277512225011183 -3.48934848603726e-05
maternal 1.41433460246802e-05 -2.76768404840442e-06 2.67136627790688e-06 -9.06218340851576e-07 2.37198656709289e-06 1.68164732105463e-06 -0.000117295973694349 -3.48934848603726e-05 0.000260611890247575
