 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept -156226324192.42703 -9.536625502181231e-05 0.0008005343397030595 581804406227.4133 -6244822595.696849 -1.993113880606345e-05 1.711204067957593e-07 456999035.1814544 -10362282.53604915 -0.00861071445169683 -0.012164325467562584 -0.008775116629047529 0.009902434471364574 0.012528504495245788 -0.012963355726191539 -0.010922675881246867 -0.006275302381984831 -0.012945127026193735 -0.001290013303056501 -0.00255247007980314 -0.03438699315064244 0.0006798473213699365 -0.0009618112252007487 -0.021172005768877383 -0.024290059323710773 0.005092595479775019 -0.006733845732167882 -0.00880339606935934 0.03859365936777428 -5.723198133814183e-05 -0.00042293247712002984 0.0004204715058736022 0.00044656679425020767
yob -0.00017760159576244998 2.2211298706596196e-06 2.2462646929943475e-06 0.0004743324351961272 -5.540233041064128e-06 -2.2556582352139698e-08 2.2680372206398138e-10 4.2012310360583456e-07 -9.56814529491275e-09 1.7055262656333198e-05 0.00039933467744122204 3.729565786726054e-05 -0.00021111292386358392 2.174776773613936e-06 -0.00018764066612957726 -1.5410885033773068e-05 -3.0451105983895614e-05 0.0002349609571420769 -3.3631857795018546e-05 -0.00025547321211294454 0.00012528490504672317 -0.00011427420055844062 -2.4791000563083487e-06 0.0001932418558629691 0.00020721711967160817 -8.015944375823882e-05 -0.00010268828377225133 0.0001481436712019641 -0.0004003215780843671 -6.612492229801497e-07 4.379939317409657e-07 -1.1433630389093565e-06 7.448363502178598e-07
age -0.0131431708131828 2.2462646929867957e-06 7.695195024036293e-05 0.03601177426854122 -0.0004084236756661556 -2.3201556993225728e-06 2.0807501416421633e-08 3.1606413402442767e-05 -7.246609677598529e-07 -4.261353541685042e-05 0.00032405159201464234 -0.0003258382243255964 1.55859533249482e-06 -0.00043248826123428184 -3.5440377325750824e-05 -0.0004189913197904651 -9.561903100311518e-05 -0.00023225788140103146 0.0001778561157286038 -0.0003732671820498335 0.0003119512698917408 -0.00023376501843907146 3.4031079377410786e-05 0.0002762356318149627 0.0005697142482419917 -0.0007015360070143632 -0.0007112007681040433 0.00038483080005920434 -0.00015808905355859404 -4.337242363027942e-06 1.3384509596508149e-06 -4.643583093858597e-06 1.3189171845793041e-06
sex 424762179085.7633 0.00017655290953132123 -0.0013585578688074655 -825684592128.9923 10230044440.89344 5.577094666146028e-05 -5.663896088803624e-07 -900823795.8903509 20387466.78411855 0.016336452229875155 0.020182982369813477 0.023003365402162818 -0.02162533723674495 -0.015995478544985457 0.01740011871361961 0.03044532812462905 0.012322958727105846 0.030292842195387845 0.00512748945897598 0.009985600329053854 0.05949247258377863 -0.00024637646208286863 0.00034115359796838517 0.03317818649216402 0.0359062966144762 -0.003714822844335783 0.021790791849052752 0.007684218785613712 -0.07723141491208228 0.000126307518551114 0.0006797923417541121 -0.0006913332977376459 -0.0007650244318770641
age_sex -5937422839.76709 -2.8014183044433594e-06 1.33514404296875e-05 14261824773.139648 -200908765.10198975 -4.76837158203125e-07 4.6566128730773926e-09 13689786.763925552 -301415.7450518608 -0.00023651123046875 -0.00034332275390625 -0.00026702880859375 0.0002899169921875 0.0003204345703125 -0.000286102294921875 -0.000335693359375 -0.0001773834228515625 -0.0003814697265625 -0.0001068115234375 -9.1552734375e-05 -0.000946044921875 3.4332275390625e-05 -1.049041748046875e-05 -0.0005645751953125 -0.000640869140625 0.0001373291015625 -0.0001983642578125 -0.0002288818359375 0.001132965087890625 -1.430511474609375e-06 -1.0728836059570312e-05 1.1563301086425781e-05 1.0848045349121094e-05
age2 0.000416096394918807 -2.255658235190094e-08 -2.320155699322581e-06 -0.0011408969270754288 1.2937898282131594e-05 7.467210845199146e-08 -6.94756585461837e-10 -1.0014317059996357e-06 2.2968553658269394e-08 8.762217473890986e-07 -3.4982662877448357e-06 1.0760470160655405e-05 -7.290969093001223e-06 1.7498745880808798e-05 -5.542072352477864e-06 1.4295783664942793e-05 7.037245910708354e-07 1.285215844670866e-05 -1.3064965700042706e-05 8.152541784583137e-06 -8.150262992791602e-06 5.6803127539615235e-06 -1.4054016503575112e-06 -8.387416705256245e-06 -1.2714232092084144e-05 1.763883635326137e-05 1.6720014159500367e-05 -1.722887836245013e-05 1.3940207621091114e-06 9.670948928604848e-08 -1.7450410222184368e-08 1.6004831220653498e-07 -1.1210737646012468e-07
age3 -3.8144522190819742e-06 2.2680372206179057e-10 2.0807501416421467e-08 1.046428234410745e-05 -1.1872635062786992e-07 -6.947565854618293e-10 6.66433685941762e-12 9.187358316682193e-09 -2.1078278855234525e-10 -8.686717421830907e-09 5.841911558239122e-08 -9.796642754261785e-08 6.877232285237645e-08 -1.6047336055661737e-07 3.58873826671308e-08 -1.5297102490349337e-07 -5.742817603921832e-10 -1.1171357666375369e-07 1.5755726166778355e-07 -8.735170392207605e-08 6.860259221224942e-08 -5.381120890994191e-08 4.4989761619863964e-09 1.0120155709572886e-07 1.0862177523338992e-07 -1.4023939450468083e-07 -1.4887417142520059e-07 2.0774055763911237e-07 -3.75355960991021e-08 -6.986895086195501e-10 1.2986568242782788e-10 -1.6789920761451783e-09 1.4692900336210374e-09
age2_sex 423221995.8380617 2.019624708115694e-07 -1.8418083603300116e-06 -1178125245.446372 13355800.131927997 5.7736667430311874e-08 -5.396179261195682e-10 -1007421.8258857544 23157.581033765553 1.8736374070068976e-05 2.4371129523245557e-05 2.2834122586129004e-05 -2.346965627316909e-05 -2.1089898407280615e-05 2.3255990340652265e-05 2.9106794292367432e-05 1.3829936928117463e-05 3.169055066409909e-05 3.514625623043256e-06 8.754373161905979e-06 7.062965711536301e-05 -7.104594024680496e-07 8.455744206012967e-07 4.16508911421409e-05 4.620339876876406e-05 -6.331062620748522e-06 1.994651543584504e-05 1.3521091807993845e-05 -8.499570786520659e-05 1.4120780178529165e-07 8.629063571680146e-07 -8.407214260338832e-07 -9.454499203587084e-07
age3_sex -9037339.235812178 -4.367400130720303e-09 3.960807595000117e-08 25271197.01142615 -276804.59289959085 -1.235353791472972e-09 1.1485226527814809e-11 21865.727580520004 -503.18977873810235 -4.0206649655672807e-07 -5.272581353565827e-07 -4.903213035945942e-07 5.109393219797698e-07 4.4498285641133364e-07 -4.866881726016117e-07 -6.191157972958231e-07 -2.974928761420489e-07 -6.800615697031044e-07 -8.380422157146259e-08 -1.8492636754280836e-07 -1.5144101022415313e-06 1.852896806421066e-08 -1.235264537614044e-08 -9.024697386568486e-07 -9.902098521373756e-07 1.2927891116695998e-07 -4.2077712117058785e-07 -2.9943054600497293e-07 1.829160350600247e-06 -3.042747206622829e-09 -1.8272094349472447e-08 1.7802341865614162e-08 1.9968028543462314e-08
PC_3 0.003647567179432264 1.7055262656342983e-05 -4.261353541627634e-05 -0.009611981783338207 0.00011830851919221076 8.762217473708954e-07 -8.686717421663861e-09 -8.871200609774898e-06 2.0721805282637625e-07 0.49525009631241246 -0.03797737570206997 0.028913401429559293 0.1187096115584614 -0.007860724167906012 0.050327852911820736 0.02583796263004086 -0.05474725487352434 -0.09209868711342586 -0.03783151174002771 0.1480688255873458 0.01948785588624686 0.09315174981001705 -0.06519432305973749 -0.23931252781232634 -0.055135518711234295 -0.062234127279739475 0.07052060906944894 -0.06375489089037249 0.25407093491265276 -0.0002112696832107623 -0.0004908019096372891 0.00040845539427966995 0.0006305835031017849
