(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000774527995806392 0.000656313561783765 0.000187139333216324 -0.000288966293450862 -3.1959640008652e-05 2.92971551143479e-05 3.7406640639171e-06 -0.000124277104496066 0.000151568977315241 0.000145301496443371
covarage 0.000656313561783765 0.00177644129338649 0.00195152494531324 -0.0028515111984984 -2.42996640927367e-05 5.42572083639905e-05 -3.60654457216912e-06 1.69144526726789e-05 2.30068353523703e-05 -3.69009453340702e-05
covarsex 0.000187139333216324 0.00195152494531324 0.003672765041249 -0.00500044608444675 -2.27866366364212e-05 3.90400520571292e-05 4.31596876216404e-06 8.96277652351269e-06 9.21259241380642e-05 -9.45886613950174e-05
covarage_sex -0.000288966293450862 -0.0028515111984984 -0.00500044608444675 0.00746782932384215 3.06449486791018e-05 -2.09443713189999e-05 2.44862468055037e-05 -1.57103283282033e-05 -9.75687693876045e-05 0.000113814340423711
covarPC_3 -3.1959640008652e-05 -2.42996640927367e-05 -2.27866366364212e-05 3.06449486791018e-05 0.000317687932953962 -3.22594288400929e-06 2.31449328135963e-06 -2.54651359395373e-05 3.03326078030957e-05 2.80032529893304e-05
covarPC_4 2.92971551143479e-05 5.42572083639905e-05 3.90400520571292e-05 -2.09443713189999e-05 -3.22594288400929e-06 0.000376693513543894 2.8013084316886e-06 -1.96384240282145e-05 -6.34291166381354e-06 3.90154156807375e-05
proband 3.7406640639171e-06 -3.60654457216912e-06 4.31596876216404e-06 2.44862468055037e-05 2.31449328135963e-06 2.8013084316886e-06 0.000446719431411468 -0.00022532647634294 -4.02788765935632e-05 1.08196134929837e-05
maternal -0.000124277104496066 1.69144526726789e-05 8.96277652351269e-06 -1.57103283282033e-05 -2.54651359395373e-05 -1.96384240282145e-05 -0.00022532647634294 0.00239097593159315 -0.0017808039423791 -0.00181947261954797
gmm 0.000151568977315241 2.30068353523703e-05 9.21259241380642e-05 -9.75687693876045e-05 3.03326078030957e-05 -6.34291166381354e-06 -4.02788765935632e-05 -0.0017808039423791 0.00666580814270943 -0.00333045497606603
gpm 0.000145301496443371 -3.69009453340702e-05 -9.45886613950174e-05 0.000113814340423711 2.80032529893304e-05 3.90154156807375e-05 1.08196134929837e-05 -0.00181947261954797 -0.00333045497606603 0.00668572360072121
