 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.949375476378666e-05 -1.1637892886063916e-07 -5.409448813651714e-07 9.112027206038097e-09 -3.441172825689893e-11 1.527221831198081e-05 -3.398422442907546e-05 -1.3516816246281958e-05 -7.355803197920375e-05 9.921916098262728e-05 -0.00012275419929822951 9.518490936957992e-05 -7.294585283916942e-05 -2.3472403351358212e-05 -0.0001399806666475053 4.9419224183546864e-05 -6.298543855665797e-05 -7.703573802604482e-05 -3.903970232469247e-05 -8.411511875885643e-05 -2.849349721165785e-05 -1.0431852208555913e-05 -6.364981084311638e-05 -0.0001421373337614195 0.00014474040763233552 6.024840423866134e-07
yob -1.1637892886064012e-07 2.164596285902456e-07 3.5531102619548255e-08 3.5775129956038367e-09 -2.4786895516951283e-11 -2.494987551739546e-07 2.234841826028768e-05 8.546352965818534e-06 -1.5553582164114897e-05 -5.672880376647834e-06 -6.886263110377335e-06 -1.0408176497814222e-07 -9.580264277837302e-06 1.2532484648060609e-05 -5.324603489984655e-06 -1.3691859252515514e-05 1.583268357524533e-05 -1.168518776627142e-05 -6.414730219415232e-06 2.122743147753018e-05 7.6045504463338504e-06 -1.9133211849237476e-06 -1.773543664125413e-06 1.2503186149444312e-05 -2.716393595293764e-05 1.656613116937037e-08
age -5.409448813653351e-07 3.553110261951148e-08 1.0214084435650628e-05 -2.2155002820994277e-07 1.46512532439022e-09 -1.0544450197229757e-05 1.6780529237356784e-05 9.835602738846814e-06 -2.0005473029701667e-05 3.41096548741577e-05 -2.4030129698520304e-05 -7.6258794351107565e-06 -2.3636474866798544e-05 1.3028828994931621e-05 3.89838830174019e-06 1.719724859119845e-05 -6.0546036187329865e-06 1.829166307424381e-05 -2.1322570823478864e-05 9.726472090533098e-06 -1.2817395296969038e-06 -2.012291141681243e-05 -1.0155658049395467e-05 -4.549184534117257e-06 3.375833404185314e-05 -6.99946615996866e-08
age2 9.112027206054705e-09 3.57751299560467e-09 -2.215500282099445e-07 5.089608221643636e-09 -3.4709128312134655e-11 2.899526864555176e-07 2.9354332436664944e-07 -2.6613129836523554e-08 1.2082315950156168e-07 -6.255406771622423e-07 3.6026397478392273e-07 5.8902072822245034e-08 1.8049998428262152e-07 3.6340910321445795e-09 -2.241577183706643e-07 -5.884093466892979e-07 3.5363865373633566e-07 -5.555372424283918e-07 3.951294599375252e-07 2.0466814532948024e-07 3.3550326102052496e-07 3.969992795266529e-07 1.4907556757855762e-07 2.2573867254827377e-07 -1.3024310273056303e-06 2.832752070290205e-09
age3 -3.441172825688428e-11 -2.478689551695785e-11 1.4651253243902434e-09 -3.470912831213494e-11 2.4264708799099977e-13 -2.3334275775160497e-09 -2.7383222174252685e-09 1.893763458425205e-10 -1.0422742196757073e-09 3.761777934051236e-09 -2.676039099473664e-09 2.461916809199145e-10 -5.072229349303395e-10 -3.622707850831603e-10 1.1096874421184444e-09 3.6080281449123283e-09 -2.125310567504984e-09 3.245388019105421e-09 -3.1139079844358737e-09 -1.7362180463155715e-09 -3.2274828523947493e-09 -2.645797127221877e-09 -1.0102702660228495e-09 -1.2202753542753233e-09 9.362557034125611e-09 -2.5756285830487698e-11
PC_3 1.527221831198104e-05 -2.494987551738991e-07 -1.0544450197230523e-05 2.899526864555327e-07 -2.3334275775161357e-09 0.049568248069687564 0.001577552305532214 0.002315760092011316 0.0010530822010470435 -0.007007423280590386 0.0033819324563918664 0.00812090077287901 -0.006139577874212927 -0.002153869121076692 -0.001879194067684412 0.0036708853165418596 0.008049394267688349 0.006220956458382155 -0.004113680742036607 -0.016992524563975365 -0.0005513643685589693 -0.0014741764543423827 0.004853619852655734 -0.0031581242374190167 0.010991877461739026 6.90091995341287e-06
PC_4 -3.3984224429075224e-05 2.2348418260287658e-05 1.678052923735739e-05 2.9354332436663446e-07 -2.7383222174251696e-09 0.0015775523055322153 0.17154514110637897 -0.00813099978093644 0.008986804353559337 -0.010069749434389859 -0.0004998849065945739 -0.005187009364294096 -0.0015521414853227238 -0.01402394293796206 0.003918909550254579 0.009382064372290725 -0.019028924268452697 -0.010971522720902635 0.013056828822985561 0.010620587930930774 -0.004982878919635294 0.00585681628860922 -0.005473824215352637 -0.00042510728118458547 0.007854633853926438 6.162282562059565e-05
PC_5 -1.3516816246282086e-05 8.546352965818495e-06 9.835602738848925e-06 -2.6613129836570422e-08 1.8937634584283392e-10 0.0023157600920113157 -0.008130999780936437 0.22435804906976856 -0.0037902680203935903 -0.007034084490838004 0.0006322109557297908 0.005304850910796917 -0.015106290435955827 -0.0015801996153848186 -0.01766402942966789 -0.012706184676438513 0.0004536556056897708 -0.01662334992980746 0.013450023466116926 -0.02578154151862042 0.006785748532999117 0.0043969392870736755 0.0003403151184158612 -0.004568317987456989 0.017020337540948442 -2.2970337982670516e-05
PC_6 -7.355803197920368e-05 -1.555358216411479e-05 -2.0005473029706187e-05 1.2082315950166375e-07 -1.0422742196763829e-09 0.001053082201047048 0.00898680435355934 -0.0037902680203935834 0.2789468220970665 0.0035006240626104805 0.014193868723957363 -0.013960803250875559 -0.008984723586851576 0.007090508206254371 -0.014250569596597248 -0.000919610771703096 -0.0002880042033866091 -0.024275283370789304 0.013906561968691344 0.028935572733827294 -0.0077538573833832915 -0.0002396903330687599 -0.008883767900365961 -0.0025916944721090353 -0.013383200059078912 8.394774517050431e-06
PC_7 9.921916098262576e-05 -5.672880376647991e-06 3.410965487415751e-05 -6.255406771622357e-07 3.7617779340511525e-09 -0.007007423280590383 -0.010069749434389905 -0.007034084490838015 0.003500624062610497 0.348738298123417 0.014630230845502802 -0.0008747018057127746 -0.016062056658928257 0.01951227964288745 0.004876770889072749 0.0320353006474259 0.010801859887265501 -0.03699642948861201 -0.02531576017010217 0.028171809649199395 -0.009558177120795439 -0.011610814494141709 0.0002504796539201292 0.009952613511457905 -0.016799790410583073 -3.82769228955709e-05
PC_8 -0.00012275419929822878 -6.886263110377241e-06 -2.403012969852243e-05 3.602639747839691e-07 -2.6760390994739527e-09 0.0033819324563918677 -0.0004998849065945639 0.0006322109557297913 0.014193868723957353 0.01463023084550282 0.37439513596479795 0.018768409978806442 0.01265499082646884 -0.008791990501811694 -0.0036547083015226003 -0.01897263939248229 0.015856569795484155 0.03233916829072497 -0.01930888125454264 0.012322144248812733 0.022944106486536848 0.007522099681283905 -0.006117296832411586 0.004353265445307859 -0.014727453041698441 -2.2935827350289695e-05
PC_9 9.518490936957964e-05 -1.0408176497816812e-07 -7.625879435107983e-06 5.8902072822180025e-08 2.4619168092035537e-10 0.008120900772879006 -0.005187009364294109 0.005304850910796918 -0.013960803250875571 -0.0008747018057127745 0.01876840997880643 0.5034352520308015 0.01145368361358723 -0.0004186113899708946 -0.030172674928896637 0.023480903313722087 -0.004046330609231043 -0.002053263202007062 -0.022630120326634903 -0.012033235241882594 -0.012360189105149742 -0.0036705129855064585 -0.002774782864156785 -0.013278649034623266 0.028144195647470963 -5.374448611344908e-06
PC_10 -7.294585283916938e-05 -9.580264277837251e-06 -2.3636474866798233e-05 1.804999842826123e-07 -5.072229349302567e-10 -0.006139577874212937 -0.0015521414853227427 -0.015106290435955832 -0.008984723586851583 -0.016062056658928275 0.012654990826468848 0.011453683613587222 0.5941790641401514 0.027032977185335184 -0.0052094952176862785 -0.0051821441773758845 -0.0022993759399574133 0.017967162752606573 0.00259081933844093 -0.006487392541628404 0.020540438860771365 0.007023594479704473 -0.013523562739798699 0.005623866512655208 -0.01220029409365321 -6.155298271955724e-05
