(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00403794704562048 0.00208425735842974 -0.00106512111625192 0.00232849514496734 0.000118875287856924 0.000125102252701155 0.000364041410662378 -0.000415502006768496 0.000262073089207852 0.000348311445845482
covarage 0.00208425735842974 0.00458256332998471 0.00458397734361335 -0.00734106941346849 -2.57013062089341e-05 0.000175706569070117 4.80873148553401e-05 3.18447096538142e-05 -0.000262727075022848 0.000164093717433085
covarsex -0.00106512111625192 0.00458397734361335 0.0121700818639792 -0.0180900771770563 2.3158961225496e-06 8.30171594309385e-05 3.3449457757611e-05 0.000136116327735934 -0.000243446986571662 -6.37431971411193e-07
covarage_sex 0.00232849514496734 -0.00734106941346849 -0.0180900771770563 0.029637025263509 1.55166575857204e-05 -5.60431007546085e-05 2.37782845100122e-05 -0.000167887184223421 0.000308546241812279 -2.53878527246435e-05
covarPC_3 0.000118875287856924 -2.57013062089341e-05 2.3158961225496e-06 1.55166575857204e-05 0.00127390147607453 -7.10643413591971e-06 1.50054603400987e-06 7.18707522095339e-06 -6.30220648678658e-05 0.000106336094277389
covarPC_4 0.000125102252701155 0.000175706569070117 8.30171594309385e-05 -5.60431007546085e-05 -7.10643413591971e-06 0.00133286085098881 2.58453322751231e-05 -5.2603035145316e-06 5.55552322138722e-05 -1.8924765170669e-05
proband 0.000364041410662378 4.80873148553401e-05 3.3449457757611e-05 2.37782845100122e-05 1.50054603400987e-06 2.58453322751231e-05 0.00164328595603001 -0.000868195652963318 -4.38362575047989e-05 -6.98743256417042e-05
paternal -0.000415502006768496 3.18447096538142e-05 0.000136116327735934 -0.000167887184223421 7.18707522095339e-06 -5.2603035145316e-06 -0.000868195652963318 0.0090155633125273 -0.00715748988236283 -0.00627788131850514
gpp 0.000262073089207852 -0.000262727075022848 -0.000243446986571662 0.000308546241812279 -6.30220648678658e-05 5.55552322138722e-05 -4.38362575047989e-05 -0.00715748988236283 0.0283936870729728 -0.0153717046744174
gmp 0.000348311445845482 0.000164093717433085 -6.37431971411193e-07 -2.53878527246435e-05 0.000106336094277389 -1.8924765170669e-05 -6.98743256417042e-05 -0.00627788131850514 -0.0153717046744174 0.0269303498555902
