 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.969402627147471e-05 -1.1043528842387221e-07 -5.138175211032993e-07 8.689438562892848e-09 -3.237704328242954e-11 1.7705939372678718e-05 -2.688207246709488e-05 -1.612010930632447e-05 -7.346473025045921e-05 9.304520008968403e-05 -0.00012457859211537097 9.616172528214503e-05 -7.854097746157626e-05 -2.826704480298715e-05 -0.00014199832456134083 4.5906433598759345e-05 -6.665899587688947e-05 -7.208861463822328e-05 -3.118907737279697e-05 -8.500502914469985e-05 -2.822356824015457e-05 -1.215874855327264e-05 -6.242107991585095e-05 -0.00014145414035992781 0.00015130725431564606 -1.9717975961802186e-06 2.222448864648416e-06 3.050518345513259e-06
yob -1.1043528842387651e-07 2.1554495435516127e-07 3.57465089483265e-08 3.5551606583079086e-09 -2.464436350777244e-11 -2.0233302674328282e-07 2.2373004582806036e-05 8.457114620376989e-06 -1.5489445842771763e-05 -5.750560909665041e-06 -6.898586891566938e-06 -7.386271969272443e-08 -9.642888569130491e-06 1.2384510149824601e-05 -5.349301577220783e-06 -1.3694714099461339e-05 1.568670272812478e-05 -1.1549930512469798e-05 -6.2485021455433446e-06 2.1101746214715453e-05 7.5694382817996204e-06 -1.9356612975150473e-06 -1.746937073298541e-06 1.2447208312833672e-05 -2.6902792697698586e-05 -3.075609895688803e-08 4.502205750292036e-08 5.1632640980494e-08
age -5.138175211033632e-07 3.574650894838763e-08 1.0170003156540414e-05 -2.2058255987272917e-07 1.4586722356922265e-09 -1.0289701438896513e-05 1.7246016176241604e-05 9.58910922823952e-06 -1.9915060793931438e-05 3.3497709427807055e-05 -2.4117766800555906e-05 -7.5259261193572275e-06 -2.4014812447513275e-05 1.2585010677124548e-05 3.6603955158201922e-06 1.6926103465997045e-05 -6.335562328855775e-06 1.8585321180751583e-05 -2.0555965973753408e-05 9.639985849071864e-06 -1.2235038691770038e-06 -2.0197661742274313e-05 -1.0050110251911274e-05 -4.562539437142373e-06 3.413284342734731e-05 -2.716452599094005e-07 1.1496128755060544e-07 3.0256861969310065e-07
age2 8.689438562893442e-09 3.5551606583065284e-09 -2.20582559872734e-07 5.067154364159352e-09 -3.4555017555043995e-11 2.854604883034865e-07 2.8391692803371693e-07 -2.342299959454481e-08 1.2022407356763831e-07 -6.156609392100294e-07 3.6166641988329635e-07 5.773753236525532e-08 1.871729457791328e-07 9.489085220604888e-09 -2.1971506141463273e-07 -5.829502216149838e-07 3.567625882867936e-07 -5.58864363133157e-07 3.829518751205345e-07 2.0421917271100597e-07 3.3309300225444474e-07 3.978248474731784e-07 1.4751537953434786e-07 2.2532806237661936e-07 -1.3045578354424434e-06 5.913574966525699e-09 -1.6141680446546208e-09 -4.789705250145766e-09
age3 -3.237704328236995e-11 -2.464436350776333e-11 1.4586722356922764e-09 -3.455501755504441e-11 2.4156445527977473e-13 -2.307269216976771e-09 -2.685039264355075e-09 1.7310818527892465e-10 -1.0374481131206373e-09 3.7098714082878553e-09 -2.6788206240914387e-09 2.5013650545281906e-10 -5.41620806355525e-10 -3.896692123263004e-10 1.0875441176534014e-09 3.5772791609797804e-09 -2.1393027454336457e-09 3.2597058139943223e-09 -3.0491994684852926e-09 -1.7312942572999885e-09 -3.2090137846368715e-09 -2.6467312668630334e-09 -1.0010225401203112e-09 -1.2178964262406444e-09 9.361053136814197e-09 -4.096365081952191e-11 8.59413048736356e-12 2.309381659365532e-11
PC_3 1.770593937267786e-05 -2.023330267433442e-07 -1.0289701438897772e-05 2.8546048830350936e-07 -2.3072692169769054e-09 0.049350527812169885 0.0016290114803533663 0.002282528812289734 0.001046621646893197 -0.0070228401954776825 0.003345238851657011 0.008095511649834911 -0.00616096138494206 -0.0021858201614690155 -0.0018932082897235155 0.003625981385610767 0.007977572665884645 0.006231127362303118 -0.004029333549465032 -0.01692455723684255 -0.000547996262174208 -0.0014822964191871998 0.004839146608356322 -0.0031431900589718414 0.011003419804620947 -1.5039098592844403e-05 1.923977967298943e-05 2.566609431111654e-05
PC_4 -2.6882072467096083e-05 2.2373004582806025e-05 1.7246016176232937e-05 2.8391692803391016e-07 -2.685039264356379e-09 0.001629011480353363 0.17088857085905784 -0.008160832353039677 0.008936230547346838 -0.010162306331192405 -0.0005547415034517501 -0.005118069515417492 -0.0016857068280571083 -0.014077152660990045 0.0038371607206878736 0.009245914660233074 -0.01903878986368162 -0.010809810673453898 0.013169647128021588 0.010527168094128332 -0.004964708371317539 0.005790304679845016 -0.005421457915804299 -0.0004180878217180761 0.008006353370663131 -1.6654641161405592e-06 6.593139769628147e-05 6.261460900773355e-05
PC_5 -1.6120109306324542e-05 8.457114620377016e-06 9.589109228237424e-06 -2.342299959449586e-08 1.7310818527858907e-10 0.002282528812289737 -0.008160832353039686 0.2233095750576052 -0.00376789992511221 -0.006948256945509926 0.0006508004967765675 0.005259451343727278 -0.01498083721963712 -0.0015249804814263675 -0.017555565251813125 -0.01260231981923996 0.0004914031143484309 -0.01658824908913135 0.013323552074146726 -0.025638489160508884 0.006760568102028915 0.004390700503387772 0.0003258900580480733 -0.004551280797546289 0.016861966163609146 2.422659216405303e-06 -3.205844552142594e-05 -1.9214039187591515e-05
PC_6 -7.346473025046008e-05 -1.5489445842771898e-05 -1.991506079392574e-05 1.2022407356750086e-07 -1.0374481131196656e-09 0.0010466216468931928 0.008936230547346805 -0.0037678999251122016 0.2776075793902678 0.003492231649268667 0.014132999593013855 -0.013906063750465344 -0.008935448252876725 0.0070640292172089005 -0.01418156559669317 -0.0009018865372394545 -0.00027789283610778263 -0.02416698982798824 0.01383901685623442 0.02880958380670004 -0.007712398350634997 -0.00023963813243250498 -0.008846931768345483 -0.002581976640515468 -0.013339071263806198 1.2128679941011136e-05 -1.128735991321337e-05 3.995060176787146e-06
PC_7 9.304520008968507e-05 -5.750560909664812e-06 3.34977094278044e-05 -6.156609392099535e-07 3.7098714082872754e-09 -0.007022840195477665 -0.010162306331192405 -0.006948256945509923 0.0034922316492686538 0.347173831463024 0.014608193880381004 -0.0009026354305698456 -0.015871916555566353 0.019520326642587748 0.004904888678529134 0.03195772910486944 0.01083007413171229 -0.036912803859500944 -0.025343443756692334 0.02807362493672954 -0.009508535630263005 -0.011523111203323898 0.00022659593995696015 0.00990459198951367 -0.01687464681195248 1.3152118342532338e-05 -5.207593274072793e-05 -5.2588378604324803e-05
PC_8 -0.0001245785921153701 -6.898586891567113e-06 -2.411776680055171e-05 3.616664198831899e-07 -2.6788206240906678e-09 0.0033452388516570044 -0.0005547415034517682 0.0006508004967765588 0.014132999593013857 0.014608193880380994 0.37261640783904776 0.018672356479094435 0.012641653090311468 -0.008709511871707215 -0.0036129796998211395 -0.018857227644191024 0.01581461362898482 0.032148766579037834 -0.019281153112744663 0.012275323023584674 0.022836291557988112 0.007503906432767657 -0.006095082950109006 0.004332174214813818 -0.014717784727280416 -1.8903260857460764e-06 -1.7810544990786556e-05 -2.513559471627157e-05
PC_9 9.616172528214481e-05 -7.386271969272075e-08 -7.525926119357673e-06 5.77375323652652e-08 2.501365054527453e-10 0.008095511649834911 -0.005118069515417475 0.005259451343727275 -0.013906063750465353 -0.0009026354305698625 0.018672356479094432 0.5010518883337718 0.011369607673481075 -0.0004502396753040124 -0.030045364705483062 0.023324992201849463 -0.004054980817075739 -0.0020184081288949895 -0.022499862847709273 -0.012008851390164717 -0.01232098232845776 -0.0036587708272976887 -0.0027469805776381964 -0.013207443791903797 0.02808720337201392 -2.23645871872913e-05 3.8689179393505606e-05 -5.138599532078112e-06
PC_10 -7.85409774615769e-05 -9.64288856913065e-06 -2.4014812447506366e-05 1.8717294577896804e-07 -5.41620806354365e-10 -0.006160961384942072 -0.00168570682805716 -0.014980837219637125 -0.008935448252876729 -0.015871916555566336 0.01264165309031147 0.011369607673481056 0.5914464427897052 0.027006762817136907 -0.005129207736844549 -0.0050888797625023765 -0.002208152604871963 0.017789397820395604 0.0024242451713239713 -0.006428573827992767 0.0204447850921153 0.007029918155023152 -0.013478010389645665 0.0055975512407239565 -0.012290694139891912 -9.404091086181415e-06 -4.514537488373213e-05 -6.117723486320091e-05
