 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.5106328987192171e-05 6.657230864313422e-08 -1.0186572966452595e-06 -1.0786599608576378e-05 7.926950468349747e-07 2.06096715501166e-08 -1.0500064182356494e-10 -1.7304991510389687e-08 1.1631094645492226e-10 -1.9274326333506108e-05 -2.75028424324785e-06 -2.797687288319748e-05 -5.057096402238351e-05 0.00011305332132187052 -8.204886593193656e-05 5.686570344988299e-05 -7.258476091699376e-05 -1.327896402800316e-06 -0.00010555134407368355 -6.5918890076485824e-06 -5.093286412923335e-05 -6.814283488578923e-05 -1.3774484890672582e-05 -6.426250205817887e-05 -3.102412418990279e-06 2.412265021687734e-06 -1.6951807858787998e-05 -9.628138548113866e-05 0.00010429372601637806 -4.259087090515304e-08
yob 6.657230864316751e-08 1.032144894542637e-07 1.6291658504299572e-07 7.258708454041741e-07 -6.254936234730126e-08 -5.757652476566837e-10 -2.371427268333839e-12 9.510923175798042e-10 -3.254547879340724e-12 -1.1592196676314874e-07 9.683282614495605e-06 1.502756835704466e-06 -5.361848108597261e-06 -3.0035212696296486e-07 -5.303599988735509e-06 2.2231724642062416e-07 -4.6989183175083336e-06 6.187694165246799e-06 -3.0284055455868217e-06 -5.281357074668778e-06 5.217514598637757e-06 -4.846137072546561e-06 -1.900025099441823e-06 9.259464559323675e-06 4.074076339676795e-06 2.865640337744708e-07 -9.39633932515833e-07 3.4142492709883126e-06 -1.4078144967297221e-05 -5.148096822420499e-09
age -1.0186572966324013e-06 1.62916585042654e-07 2.6020226791478787e-05 0.0003630043125805952 -2.549397020973513e-05 -5.380744601980071e-07 3.4446451630741903e-09 5.309619727188315e-07 -3.4032592903312904e-09 -4.2234784423532625e-08 2.7253463172839907e-05 1.671485164005397e-05 -5.323088493101327e-07 6.112022256196414e-05 -3.2146459576425025e-05 9.391960071147086e-06 -3.273215785564237e-05 1.8060480146365636e-05 3.8205068195640955e-06 1.7328851713390652e-05 -2.0448197152175476e-05 -2.0061921932233924e-05 -2.3516463071050797e-05 -2.127399233419004e-06 7.762741229895494e-06 1.1510589392655388e-06 -3.0368017914372826e-06 -9.258890156669968e-06 2.8015133614557517e-05 4.051165363731224e-08
sex -1.0786599608469079e-05 7.258708453946042e-07 0.00036300431258040584 0.009317601930781863 -0.0006251329699666646 -7.296508135111662e-06 4.566437171673529e-08 1.2667265551313324e-05 -7.964522843742509e-08 0.00010215281898900435 0.0002334582332399918 0.0001275087415447586 0.00026757367891537857 0.0002953940044748344 -0.00016661449772166893 2.672650087606442e-05 -0.00032601509791152294 3.7049869789568336e-05 0.0002227155691843842 -0.00014746255895919458 -0.00017890358929863913 -0.0004674587217577184 -1.4076057718723906e-05 -0.00011285070137947923 2.1202494019807766e-05 0.00020354011806679936 0.00022474080206867823 0.00018136247304366342 0.00024080444461731183 -2.2028710485866035e-06
age_sex 7.926950468178372e-07 -6.254936234695807e-08 -2.5493970209720514e-05 -0.0006251329699666495 4.407365304756473e-05 5.298357516930062e-07 -3.3977252049225606e-09 -9.23035496489257e-07 5.945005061482553e-09 -9.9384259588605e-06 -5.948442359345053e-06 3.2976145713073085e-07 -1.5245569666429145e-05 -1.526081181538966e-05 4.921010758661469e-06 -5.2545542359045395e-06 1.1473004803289477e-05 -4.041947903616219e-06 -2.018308497948053e-05 1.079291766309999e-05 1.628784587668869e-05 2.745787476589011e-05 2.1139474104721023e-06 1.1680547254633775e-05 5.900441366125384e-07 -1.5192485083847445e-05 -1.2571324066400754e-05 -8.785235690409795e-06 -2.711265164182717e-05 2.2617672870579652e-07
age2 2.0609671549796422e-08 -5.757652476497914e-10 -5.380744601979662e-07 -7.296508135115e-06 5.298357516932761e-07 1.1503466294797853e-08 -7.538311269229748e-11 -1.1332268162820524e-08 7.422952866931917e-11 2.9023125571872023e-08 -3.777862816891176e-08 -7.678381354494011e-08 -1.2386061069565031e-08 -1.0557450431083378e-06 3.7027306612152074e-07 -2.1523624284666326e-07 3.824192114418205e-07 -2.1398644498806792e-07 -2.547058416923485e-07 -5.059093860629505e-07 5.074914787213934e-07 2.193969690272122e-07 5.604606768655027e-07 3.349964851736171e-07 2.5831920045901483e-08 -5.86968466696125e-09 4.3280894930900725e-08 2.5571125638901334e-07 -1.104149623676424e-06 4.4351469336850197e-10
age3 -1.0500064182324594e-10 -2.371427268388406e-12 3.44464516307368e-09 4.5664371716754086e-08 -3.397725204924104e-09 -7.538311269229287e-11 5.034461546552489e-13 7.419981398730913e-11 -4.949283517831284e-13 -5.939206831371411e-10 -1.1474100568998833e-09 -6.115180832899745e-10 -3.414906676152209e-10 6.190166431677642e-09 -1.7623853474164806e-09 1.4868610828330678e-09 -1.6879163977286638e-09 1.041005696723202e-09 2.0953468519441776e-09 3.5076143548210673e-09 -3.3870946680874257e-09 -9.367244150446005e-10 -4.276343224155857e-09 -2.9041851382632813e-09 -8.429223291124694e-10 -5.315295021247677e-11 -2.1254243994887027e-11 -1.6710241029045634e-09 8.771429972740143e-09 -1.1080600846571592e-11
age2_sex -1.7304991509713715e-08 9.510923175706918e-10 5.309619727184946e-07 1.2667265551312665e-05 -9.230354964892318e-07 -1.1332268162814171e-08 7.419981398727226e-11 1.983645483343853e-08 -1.3045682704888846e-10 2.346352342470708e-07 -5.7056029195840055e-09 -1.6747830012694558e-07 2.650082845735254e-07 2.412475648730433e-07 -2.163310325497668e-08 1.704381877867848e-07 -1.1146221370046227e-07 9.927413712966259e-08 5.110942080547067e-07 -1.7355616847231692e-07 -3.9174904447668195e-07 -4.874496822547201e-07 -1.0067109057836112e-07 -3.095238406780658e-07 -2.7155284870617384e-08 3.3866283569694083e-07 2.632815780614579e-07 1.1533774155784019e-07 7.263661258886234e-07 -5.268351949674921e-09
age3_sex 1.1631094645248773e-10 -3.254547879339926e-12 -3.4032592903289536e-09 -7.964522843741852e-08 5.945005061482224e-09 7.422952866927405e-11 -4.949283517828633e-13 -1.3045682704888492e-10 8.737990080287685e-13 -1.5172824350387782e-09 5.858049674703293e-10 1.919883678700333e-09 -1.4085372377996287e-09 -1.1908246490074383e-09 -1.7600298428930345e-10 -1.4015416193231674e-09 2.346686372817116e-10 -6.712068897541377e-10 -3.775081245713534e-09 7.785061820154439e-10 2.764675314228596e-09 2.710909221313442e-09 9.235565907811731e-10 2.2462782985364744e-09 1.0040483643825608e-10 -2.300528480388278e-09 -1.9147379200008803e-09 -5.699239486249574e-10 -5.465871158498728e-09 3.6036346274878e-11
PC_3 -1.927432633349853e-05 -1.1592196676307179e-07 -4.223478443099238e-08 0.00010215281898884237 -9.93842595884864e-06 2.9023125572036218e-08 -5.939206831382239e-10 2.3463523424681572e-07 -1.5172824350370992e-09 0.036664251086224606 0.0005768772917643594 0.0004268045838075537 0.00143009898251623 -0.005225106483634851 0.0018309918475719008 0.0035913473791748165 -0.004965462373678374 -0.0023706885512060774 -0.0034192742492478315 0.0031965759498902425 0.006784498256770641 0.004756891797408358 -0.0035666836633211525 -0.013739445117063785 0.0002450418906886679 -0.0008608437249822696 0.002680948264181015 -0.003608190001799921 0.009351070078418955 7.994491285555576e-06
PC_4 -2.7502842432455763e-06 9.683282614495666e-06 2.725346317289581e-05 0.0002334582332406812 -5.948442359395385e-06 -3.7778628170116096e-08 -1.1474100568919387e-09 -5.705602918497274e-09 5.858049674631748e-10 0.0005768772917643496 0.12668335693545074 -0.0026251434961706063 0.010853568328844857 -0.005032031909145101 -0.001235520723129514 -0.00526600752855722 -0.0007297411623672501 -0.011504784757343067 0.0020931395260630134 0.010941988341694792 -0.015407915470739627 -0.004293970920598803 0.010092443297040779 0.005017465046263992 -0.0038839724084030257 0.003363738494916399 -0.0018371195594245292 -0.004947860062416866 0.008539143348114562 3.252091352277531e-05
PC_5 -2.7976872883202697e-05 1.502756835704455e-06 1.6714851640095477e-05 0.00012750874154536843 3.29761457086922e-07 -7.678381354583e-08 -6.115180832841314e-10 -1.6747830012601602e-07 1.919883678694281e-09 0.0004268045838075493 -0.002625143496170606 0.16411012892318047 -0.0014877030987658854 -0.004125665309020763 -0.0030375613056087825 0.004896042489637008 -0.012080198942283694 -0.0028913253055030197 -0.013507515806503957 -0.0027140269358386757 -0.0018063573381883495 -0.008301089225467162 0.00703263601477533 -0.01758715452079486 0.004317661534209162 0.0017878700422814834 -0.0009598869157324971 -0.0079828929570514 0.010230442137361195 -9.367902274346681e-06
PC_6 -5.057096402237789e-05 -5.361848108597137e-06 -5.323088493037085e-07 0.00026757367891570854 -1.524556966645047e-05 -1.2386061069674357e-08 -3.414906676146255e-10 2.6500828457394173e-07 -1.408537237802163e-09 0.0014300989825162395 0.010853568328844867 -0.0014877030987658821 0.2060037984147126 0.0023738562393952035 0.00650510351303179 -0.009946516787721165 -0.0074488175503428745 0.008025593991355067 -0.014404811663851456 -0.0040563573110151485 0.005587266769700534 -0.01963516264380412 0.008633615340270092 0.014416893737220169 -0.0006784626109353762 0.0008798712112687501 -0.005299074946153394 -0.0027732786221772725 -0.011166851695544135 3.887411987089899e-06
