 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.2500230923763809 3.0091445745274493e-05 -0.6320299063215297 -12.6790973498766 0.6135605874640672 0.01017058188173882 -5.4260223712694134e-05 -0.009845295408798917 5.2377533489366836e-05 0.00021739212205936444 0.016690110149613035 -0.008226182864527138 -0.0035081904095062067 0.028224455407008523 -0.006667206806732719 0.004066298256825326 -0.0006848704021979465 0.02399964559092555 -0.01869248626261522 -0.0005173987082276719 0.004366951962660528 -0.03514499845866363 -0.0049209118637899155 -0.013224703857957874 0.02236365027515163 -0.005088960982899445 -0.0038698853255203372 -0.006955184159901454 0.036156026434286725 -0.00013566625894107886 0.00013139984884557074 0.0004451428106835888 -0.0003258210878213335
yob 3.009144571677515e-05 3.042619383870628e-06 -6.748322052565014e-05 -0.0012399647989741248 5.635889270583781e-05 1.0858162697739968e-06 -5.577367693335064e-09 -8.488172929901972e-07 4.237587590924338e-09 0.00011009765670476736 0.0003414357920735576 3.054683240400996e-05 -0.0005378474034574659 -0.0001319032822845798 -0.00015478665943448701 -1.1343232894769693e-06 -0.00015870019946185492 0.00022411097952597148 7.814088235148292e-06 -0.00034974454730275675 0.00034043295146732235 -0.0002766199937056689 1.1866199097421627e-05 0.0003191542901447732 6.170221551826097e-05 -2.7555385881990884e-05 8.179496769755781e-05 0.00026037377281430777 -0.0005193348786932581 -1.5570578812475666e-08 -4.1546063344282635e-07 -8.679675453213507e-06 1.0646714384629622e-05
age -0.6320299062795235 -6.748322040579438e-05 1.7071016182626402 34.866250565477806 -1.7062589058826239 -0.027705150575468674 0.00014907112061026705 0.027689439631827552 -0.00014898223648869292 -0.004169813213085806 -0.042478584531044264 0.00976271640901611 -0.00041423675041390003 -0.04460979993955737 -0.0007100348586856606 -0.0007923262874243802 0.0021200275496413784 -0.05459661002367313 0.04658562930397594 -0.000252393798050458 -0.0020425939280140355 0.08538589577716038 0.008405792938957289 0.02141842043428568 -0.05220926929880539 0.0227351037953199 0.00788836556837726 0.026511857620683345 -0.09344038364839523 0.0004106619120600265 -0.0005620203042616703 -0.0008742461907499701 0.0010178682839651926
sex -12.679097348782799 -0.0012399647983201072 34.86625056489621 731.5956541287968 -35.83721624970647 -0.5647366779127864 0.0030327076848823604 0.5822455857360057 -0.0031369031921547495 -0.1568965262645094 -0.844039092782966 0.13079923492589832 -0.13923152179616924 -0.6825381346584268 -0.120935294797799 0.01678232707059875 0.06306447424974963 -0.9661182677088052 1.0394771836949817 -0.11928763324715165 0.10130906545726463 1.4252850483099668 0.2797967221466676 0.5467411157043457 -0.9208969847526075 0.44394395610998866 -0.0434400904677631 0.4668848199041393 -1.8130540115802065 0.007695163865878804 -0.011583195724681243 -0.008886164737944817 0.01335725687653999
age_sex 0.6135605874018842 5.6358892550664784e-05 -1.7062589058298134 -35.837216249197795 1.7597410909193092 0.02769159181530524 -0.0001489993446899445 -0.028660063714047373 0.0001547851186900353 0.0073311262534784035 0.04166601824942502 -0.004468333858935695 0.009367987399679612 0.029626243844491515 0.00746892538801194 -0.0019363330752500457 -0.003240638191488419 0.046186991072307795 -0.04979517322762559 0.005189137464346577 -0.007772241214195732 -0.0683804012811918 -0.01274720613354125 -0.02447670248650236 0.042814582343709995 -0.02378214133291084 0.0007781364383608829 -0.0233163461544251 0.08862292552121466 -0.00038499128187220884 0.0005628328413328446 0.0005164775227091923 -0.0007460601652607568
age2 0.01017058188094849 1.0858162696412517e-06 -0.027705150575186018 -0.5647366779163336 0.027691591815875015 0.00045052575191973385 -2.4288706783077765e-06 -0.00045027282120596595 2.42743930734014e-06 6.0008397256485423e-05 0.0007008847802416897 -0.0001324236824519925 1.8330254613516752e-05 0.0006906727956659013 2.0799767086234835e-05 -4.61567256441145e-06 -3.772339412778979e-05 0.0008770305900692086 -0.0007334414442242241 -1.0530656706254898e-05 2.1697756312517563e-05 -0.0014100174823007954 -0.00010815067978635648 -0.00029058669763531097 0.0008261040694825166 -0.0003978263330206456 -0.0001720419593602125 -0.00045648331422818307 0.0015332482705789259 -6.869488317819204e-06 9.1474048251769e-06 1.5256506946320422e-05 -1.762202173485362e-05
age3 -5.426022370791426e-05 -5.577367684865323e-09 0.00014907112060724725 0.0030327076848700387 -0.0001489993446914695 -2.4288706782833413e-06 1.3120205579623892e-08 2.4275324221325278e-06 -1.3112623478534313e-08 -2.782762120240415e-07 -3.801319118987311e-06 5.653868673885915e-07 -1.8004995449480009e-07 -3.5660554947252577e-06 -1.7191253711549268e-07 1.0005325353068799e-07 2.100758507682925e-07 -4.633512713823898e-06 3.834188214928044e-06 1.0326808869581951e-07 -5.992351262121564e-08 7.724610737569697e-06 4.1707732323849436e-07 1.2686595241492607e-06 -4.326389955927347e-06 2.2594269733419415e-06 1.1650562804397309e-06 2.6292428781455915e-06 -8.394384431958175e-06 3.798051539696219e-08 -4.960834663482633e-08 -8.695065134570408e-08 1.003575359832227e-07
age2_sex -0.009845295407634415 -8.488172930324842e-07 0.027689439630563473 0.5822455857193307 -0.028660063713635338 -0.00045027282119016067 2.427532422072554e-06 0.0004679220510701796 -2.533384043739402e-06 -0.00011409619240716526 -0.0006820828847227663 4.007723804211109e-05 -0.00019114672844979636 -0.00042263929832315604 -0.00014345151853247586 4.664642590593015e-05 5.5800426090770205e-05 -0.0007287278656141992 0.0007902185546663546 -7.325963508371658e-05 0.00016734242812985927 0.0010898697967773824 0.00018977516354710055 0.00035964502744963785 -0.0006561935321726802 0.00041282486594891967 7.173101019279218e-06 0.00038367425525721226 -0.0014393539784414966 6.3646248675609e-06 -9.08469659917623e-06 -9.44053087813211e-06 1.341066330831052e-05
age3_sex 5.237753348231999e-05 4.237587578386455e-09 -0.00014898223647968783 -0.003136903192018988 0.00015478511868556572 2.4274393072192297e-06 -1.3112623478019e-08 -2.5333840437028497e-06 1.3750520557076203e-08 5.941150877687143e-07 3.704624363434513e-06 -3.627804476115608e-08 1.225389217040114e-06 1.9777400523870226e-06 8.815441394204841e-07 -3.102941623596711e-07 -3.1852631736163666e-07 3.7950071927013504e-06 -4.158689638688676e-06 3.370211928132267e-07 -1.0904089365984726e-06 -5.7744066933104255e-06 -9.164746420987784e-07 -1.7340173077565891e-06 3.313347623937367e-06 -2.329564031838709e-06 -1.2501849873137305e-07 -2.08272313742937e-06 7.763228209503336e-06 -3.4705387292157744e-08 4.8671669975689534e-08 5.522934140578981e-08 -7.82300476205859e-08
PC_3 0.00021739212156821503 0.00011009765670469673 -0.0041698132121915496 -0.15689652624790584 0.00733112625276115 6.000839724312177e-05 -2.782762119582739e-07 -0.00011409619239709808 5.941150877231022e-07 0.3904118892583655 -0.0017990258166871006 -0.05197847406768443 -0.10228989777497946 -0.044386235774791304 0.10620130709701119 -0.04505034499352124 -0.16562915075904305 -0.0387371105958796 -0.00329846255321099 0.08205760907532089 0.0682973789317152 0.10292417635225642 -0.12416147629392525 -0.19228302405132894 -0.018367429942458664 -0.0565999043885943 0.15900894143713815 -0.06426640131401423 0.09742860701789381 4.8939046926663266e-05 -0.0003202262657629958 -0.0004667582294133445 0.001136177760313903
PC_4 0.016690110148292768 0.00034143579207047243 -0.04247858453027892 -0.8440390927812899 0.041666018249947125 0.0007008847802362403 -3.801319118995325e-06 -0.0006820828847412409 3.7046243635886024e-06 -0.0017990258166694303 1.5502769175660767 -0.007106741926286724 0.09698056814485316 0.15984507259063652 -0.049468383514939165 -0.04256368393157654 0.10672004956488244 -0.2221960243201521 0.0523540023384068 0.17305355768304995 -0.08931551078401348 -0.011323554499161666 0.18367989428562037 0.18698364739066511 -0.2668635790018086 0.01689265792553267 -0.22024922337328992 0.04491360198114183 0.1725381007627605 1.4885310783153375e-05 -0.0010246293474434193 0.00048126289046177294 0.0014195377781347602
PC_5 -0.008226182868837273 3.05468324036475e-05 0.009762716421300426 0.13079923518413722 -0.004468333871685023 -0.0001324236826522586 5.653868684709527e-07 4.007723825086679e-05 -3.627804589483615e-08 -0.051978474067737555 -0.007106741926594252 1.7832749359913838 0.11080366493996345 0.248905410389732 -0.010546261447455543 -0.13156242634275944 -0.1374438966046665 0.02877035193099593 -0.21567236104382542 -0.15725662343305077 0.14246185805304235 -0.110099196378738 0.07418299281507171 -0.21006330634514053 -0.004576411448966567 0.015809875790890077 -0.13042151254395926 0.016232920932415355 0.16303142632220147 -0.00028710229111772776 0.00012752250996841665 -0.002000825708923134 0.002141951097206254
PC_6 -0.0035081904127854356 -0.0005378474034579485 -0.000414236741789391 -0.13923152161956812 0.00936798739109748 1.833025447438995e-05 -1.8004995375066986e-07 -0.00019114672831150966 1.2253892163013678e-06 -0.10228989777500522 0.09698056814463824 0.11080366494001927 2.6831242218966733 0.0972365988324346 -0.2895546886613993 0.32748601777647085 -0.24987125871851942 -0.016825019807484496 -0.03636071098293714 -0.15619448763683338 -0.021410114787350814 -0.4295506118285628 0.21528843626474484 0.2603652286090793 -0.04884130674086503 -0.03666063209810458 -0.30579295720993294 0.03513682478010853 -0.11688603231334158 0.00033920193676479444 -0.000339727756548251 0.006535893909282203 -0.006371407791216895
PC_7 0.02822445541548069 -0.00013190328228636862 -0.044609799965217405 -0.6825381352052192 0.02962624387179419 0.000690672796087812 -3.566055497024613e-06 -0.00042263929877528337 1.9777400548694174e-06 -0.04438623577467441 0.1598450725912855 0.24890541038987876 0.09723659883270246 3.0916177122711885 -0.11682475099273028 -0.04278100538416428 -0.324635421903858 0.010923050429615845 0.24622799613279944 0.12738664443334197 0.4790345459453979 -0.3102024301429534 -0.03567002262724466 0.1753779235932607 -0.17051783326464243 -0.06373444535255436 -0.22879579464790847 0.13302669199364045 0.008025093273053388 -0.0002577343873910637 0.0020553985323200088 0.0015396306737406364 -0.005615102169386292
PC_8 -0.006667206809173664 -0.00015478665943537538 -0.00071003485238338 -0.1209352946687413 0.007468925381769776 2.0799766984944674e-05 -1.7191253657593126e-07 -0.00014345151843238535 8.81544138888519e-07 0.10620130709699063 -0.04946838351509298 -0.010546261447382844 -0.28955468866138545 -0.1168247509929522 3.5551833816891736 -0.18889553810959264 0.39511449577150903 0.2634674402491061 -0.44778618563879086 -0.1037659230176452 -0.11960747498235973 0.45957040934606225 -0.2822965345392498 0.014100264506116678 0.24623147914176047 0.0835079266988834 0.13166839305730083 0.030534346613264755 -0.23897551666307787 -0.00028669210350038677 6.936223413853503e-05 -0.004317642157525306 0.003823083274858231
PC_9 0.004066298259204677 -1.1343232892270895e-06 -0.0007923262939100937 0.016782326935574667 -0.0019363330686441292 -4.61567245940103e-06 1.0005325296687095e-07 4.66464257987479e-05 -3.102941617829744e-07 -0.045050344993493995 -0.04256368393141866 -0.1315624263427751 0.3274860177764906 -0.04278100538402072 -0.18889553810956872 4.426078958630646 0.7068373079650622 -0.11870673804193659 -0.2602974997363379 0.02950068118639829 -0.07907316482338451 -0.13414047730028217 -0.3259742042509734 -0.3737466037849474 -0.09515981985041949 0.04589020870520993 -0.26363947259530685 -0.22766865600783837 0.22628364319957306 0.00012596683268666504 0.0015415245085490643 -0.006834551554374366 0.004634120732735524
PC_10 -0.0006848704001615161 -0.00015870019946163946 0.0021200275442075887 0.0630644741368211 -0.0032406381859901466 -3.772339404014097e-05 2.1007585029954989e-07 5.580042600200002e-05 -3.1852631688644127e-07 -0.16562915075902146 0.10672004956501364 -0.137443896604701 -0.2498712587185086 -0.32463542190371275 0.39511449577152324 0.7068373079650665 6.659617335139307 0.5844839302827108 -0.9270011000169568 -0.47369894127630296 -0.2740143999583281 0.25814826133654084 0.0455000634202136 -0.27888318987428584 0.307630509588704 0.2494453944194922 0.03382338823577027 -0.11653637547954251 -0.30783138918127007 -0.0007013526327570406 0.0018263954200765887 -0.003093881123387026 0.0014912626581256724
PC_11 0.023999645596505255 0.00022411097952386344 -0.054596610042466145 -0.9661182681186009 0.04618699109311759 0.0008770305903822548 -4.633512715551344e-06 -0.000728727865964454 3.795007194654703e-06 -0.03873711059577777 -0.22219602431966817 0.028770351931311028 -0.016825019807143866 0.010923050429229449 0.26346744024936947 -0.11870673804213835 0.5844839302825255 5.217830303044919 -0.5852198579603648 0.16892346829709423 -0.4317898194253697 0.4876780950069734 -0.04200950264923624 0.40470752249639197 -0.6830436928679475 -0.18432195719202896 0.2535657779025296 -0.07039472426708288 0.6069302941184913 0.0003284930586481425 0.0007133804032065565 -0.009990689860836798 0.008842472362034596
PC_12 -0.018692486264024026 7.814088236381277e-06 0.04658562931125635 1.0394771838639594 -0.04979517323662219 -0.0007334414443505303 3.834188215651147e-06 0.0007902185548244085 -4.158689639605056e-06 -0.003298462553267105 0.052354002338204704 -0.21567236104415607 -0.03636071098321393 0.24622799613340313 -0.4477861856389958 -0.26029749973614197 -0.9270011000167837 -0.5852198579600203 5.713415629713178 0.09953959073433558 0.5609545930629488 0.24437872358077647 0.1341350138591203 -0.19280620506343304 0.3695177015347063 0.00760495479647245 -0.11220675948053674 0.2395684087884307 0.01350438057672097 -0.00042222704332243365 0.000990964216691999 -0.0029485927128969185 0.0014737513443096374
PC_13 -0.0005173987161628352 -0.0003497445473032374 -0.000252393776059325 -0.11928763278604508 0.00518913744171712 -1.0530657063051482e-05 1.0326809061507046e-07 -7.325963471535707e-05 3.37021190824924e-07 0.08205760907523495 0.1730535576825139 -0.15725662343298846 -0.15619448763696667 0.1273866444329399 -0.10376592301774581 0.0295006811864131 -0.4736989412762755 0.16892346829645727 0.0995395907349851 5.682531322453587 -0.25225888437280136 -0.9800842729253475 -0.3034945770763105 0.08739038547851713 0.6611607136004967 0.31932283994307226 -0.14694606016963946 -0.2259631485814831 -0.26065219927864436 0.00016367950620665511 0.0005517213982977635 -0.00031282934286908185 -0.003159107769815934
PC_14 0.004366951968625346 0.0003404329514682518 -0.0020425939441922445 0.10130906512159808 -0.007772241197785655 2.1697756574436715e-05 -5.992351402712086e-08 0.00016734242786379378 -1.0904089351680652e-06 0.06829737893177307 -0.0893155107836142 0.14246185805296913 -0.02141011478730505 0.4790345459457803 -0.11960747498230814 -0.07907316482337252 -0.27401439995833615 -0.43178981942484157 0.5609545930624553 -0.25225888437289146 5.853216045386284 0.37705221582920834 -0.11841067559537904 -0.026222660102149346 -0.3748580734589961 -0.3250167252040996 -0.41769223839440295 -0.29543038571681773 0.2916816277156289 -0.0010392383783555715 -0.0007470533925550786 -0.008798264517748884 0.011375991604392193
PC_15 -0.03514499846212559 -0.0002766199937052734 0.08538589579176935 1.4252850486399313 -0.06838040129843444 -0.0014100174825500897 7.724610738976091e-06 0.0010898697970753658 -5.774406695013214e-06 0.10292417635216372 -0.01132355449955544 -0.11009919637922756 -0.4295506118290151 -0.31020243014213733 0.4595704093457266 -0.1341404772999984 0.2581482613367888 0.48767809500734327 0.24437872358089455 -0.9800842729262523 0.3770522158299533 8.151514201998232 -0.7500196427774641 -0.3362740243243722 0.37392020417019883 -0.2563994729936904 -0.05729069741926913 0.3750384921297632 -0.3548835043011563 -0.0002798939991960449 0.0009862716884218839 0.006516575472424637 -0.006702495681253258
PC_16 -0.004920911863705694 1.1866199097669615e-05 0.00840579293948826 0.27979672216121887 -0.01274720613441581 -0.00010815067979686515 4.1707732330512123e-07 0.0001897751635639799 -9.164746422042774e-07 -0.12416147629393484 0.18367989428560036 0.074182992814987 0.21528843626470143 -0.03567002262708984 -0.2822965345392908 -0.3259742042509286 0.04550006342025543 -0.04200950264912308 0.13413501385908558 -0.3034945770764664 -0.11841067559527828 -0.7500196427775301 6.096101690258002 0.1890773902115805 -0.21582096994012195 -0.05077330142591323 0.03493672597625386 -0.04400899702533495 0.007623751449944283 -0.0001812723863928149 0.00015709607874038746 0.003633393042518622 -0.0024652556341975143
PC_17 -0.013224703859238476 0.0003191542901451398 0.02141842043935243 0.5467411158172995 -0.024476702492364964 -0.00029058669772128175 1.2686595246318512e-06 0.0003596450275503278 -1.7340173083287154e-06 -0.1922830240513606 0.18698364739052706 -0.21006330634527257 0.2603652286089678 0.17537792359349622 0.01410026450602403 -0.3737466037848503 -0.2788831898741965 0.4047075224965065 -0.19280620506338836 0.0873903854782133 -0.02622266010193052 -0.33627402432434045 0.18907739021160597 7.413562728103571 -0.5258949322672707 -0.1989550063350168 -0.27561496234261806 -0.35498959661893764 -0.005353737894983178 -0.0006243171208443537 -0.0017507329516286757 -0.004377528329245673 0.008255127993668001
PC_18 0.022363650276663632 6.170221552040239e-05 -0.05220926930594961 -0.9208969849157307 0.042814582352333666 0.0008261040696057476 -4.32638995662906e-06 -0.0006561935323232504 3.313347624805656e-06 -0.018367429942409513 -0.26686357900161 -0.004576411448669037 -0.04884130674063143 -0.1705178332651461 0.24623147914194699 -0.09515981985059382 0.30763050958855287 -0.6830436928682114 0.3695177015346848 0.6611607136010385 -0.3748580734594165 0.373920204170245 -0.21582096994014915 -0.525894932267231 7.323151243370048 0.35805629104536474 0.2945172457927056 -0.40451424040346823 0.1226769943102101 -4.430683987515095e-05 0.003059057017374817 -0.00768039721432042 0.0023398546782092385
PC_19 -0.005088960979110184 -2.7555385881512822e-05 0.022735103786495736 0.4439439559339717 -0.02378214132461721 -0.0003978263328813969 2.259426972613816e-06 0.0004128248658196142 -2.3295640311717907e-06 -0.056599904388570134 0.016892657925739442 0.015809875790704704 -0.03666063209819579 -0.06373444535202068 0.08350792669883045 0.04589020870528787 0.2494453944195486 -0.1843219571915188 0.007604954796111925 0.3193228399427776 -0.3250167252039062 -0.25639947299427407 -0.05077330142597955 -0.19895500633521687 0.3580562910456933 6.883103955316712 0.11572026762769552 0.07893185654693834 0.22070178066165366 0.0010769636681855373 0.002283383267284596 -0.010955717253642545 0.006265208830081193
PC_20 -0.0038698853242284262 8.179496769775045e-05 0.00788836556485016 -0.04344009054108972 0.0007781364419492105 -0.00017204195930306833 1.1650562801327916e-06 7.173100961045986e-06 -1.2501849841803108e-07 0.1590089414371542 -0.22024922337320152 -0.1304215125439753 -0.3057929572099371 -0.22879579464783192 0.13166839305730824 -0.2636394725953079 0.033823388235761864 0.2535657779026333 -0.11220675948063877 -0.1469460601696344 -0.4176922383943996 -0.057290697419428674 0.03493672597622717 -0.2756149623426657 0.29451724579280425 0.1157202676276506 9.174274193024491 -0.6705234751691258 -0.7910479827147797 9.166140345584886e-05 -0.0008932211312199723 0.002432767764129224 -0.0003817718398636871
PC_21 -0.006955184158088732 0.0002603737728152924 0.026511857617314703 0.46688481984166935 -0.02331634615170423 -0.00045648331417752047 2.6292428778943996e-06 0.0003836742552186183 -2.0827231372520884e-06 -0.06426640131401135 0.04491360198121393 0.016232920932231026 0.03513682477999752 0.13302669199406322 0.030534346613187484 -0.22766865600775107 -0.11653637547947461 -0.07039472426672867 0.23956840878823008 -0.22596314858177644 -0.2954303857166006 0.37503849212941914 -0.044008997025368986 -0.35498959661905866 -0.4045142404032793 0.07893185654701701 -0.6705234751690737 8.042827705187758 0.3983582874597561 4.0658120361720424e-05 -0.00010540377036649418 0.0003127434306262729 -0.0005762679286515747
PC_22 0.036156026429610445 -0.0005193348786960568 -0.09344038364130378 -1.813054011461216 0.0886229255165916 0.0015332482704778867 -8.394384431489498e-06 -0.001439353978386328 7.76322820931499e-06 0.09742860701791323 0.1725381007626221 0.16303142632283546 -0.11688603231295339 0.008025093271634672 -0.2389755166627971 0.22628364319925295 -0.30783138918153696 0.6069302941173323 0.013504380577293347 -0.26065219927751515 0.29168162771484185 -0.35488350430012067 0.0076237514500130926 -0.00535373789464696 0.1226769943096836 0.2207017806613084 -0.7910479827149501 0.39835828745968255 7.28219081349565 -8.716835786688572e-05 2.5115303550902383e-05 0.0011386579231189272 -0.0005730532189671925
proband -0.0001356662589169475 -1.5570578806449348e-08 0.00041066191202006417 0.007695163865176155 -0.00038499128184330504 -6.869488317235301e-06 3.798051539416503e-08 6.364624867182554e-06 -3.470538729061773e-08 4.893904692660739e-05 1.4885310784003688e-05 -0.0002871022911207695 0.0003392019367629696 -0.00025773438738400397 -0.0002866921035019644 0.00012596683268801994 -0.0007013526327559468 0.00032849305865351473 -0.00042222704332518226 0.00016367950620178076 -0.0010392383783521789 -0.0002798939992011579 -0.00018127238639320813 -0.0006243171208460642 -4.430683987249003e-05 0.0010769636681872213 9.16614034566166e-05 4.065812036185995e-05 -8.71683578665221e-05 0.00018737430926954194 -8.647658078847014e-05 2.2109593001863825e-05 -5.6197472137158495e-05
