 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.011356210509865882 -9.684092343409187e-06 0.0012821726651126636 -0.0010985577047352424 -6.802810743355984e-06 -4.865474371995115e-05 5.389134737824241e-07 3.4809892895202144e-06 -5.8022722113509674e-08 -0.00326781245466938 0.0006913162239914366 0.00040993413583030944 0.0018053439862312874 -0.0015094424139624168 -0.003477804847918368 0.004761029502498663 0.0006459035732838366 0.0008455185063692092 5.9168528332520975e-05 0.0011736013196285496 -0.0052856798302391775 -0.006907816443596345 -0.007674395447959281 0.0006357317116715219 -0.012655331760920797 -0.0051588660241453565 4.3699208358132366e-05 0.010197372924289174 0.0062305495423111675 -2.4975901259241063e-05 -4.916400893923348e-05 -4.6486099323306736e-05 -7.551683594505297e-05 0.00011716822787870946 4.8854537984808656e-05 0.00010889510638615559
yob -9.684092343396705e-06 2.838032502647005e-06 2.7223429850448798e-06 1.0838691003597204e-05 -1.2729421518174247e-06 1.3221027258862492e-09 -2.2365660279317762e-10 1.8661150338901815e-08 3.0703340932045534e-11 5.019387237704458e-05 0.00046523598769554096 2.8638380007401674e-05 -0.0002750207759766586 0.00015380217328925008 -0.00041504180014960873 -0.00010621894128775855 -0.00017741789856602744 0.00029724134802159473 -9.157301659899091e-05 -0.00023422939667925007 0.00021449023640428624 -0.00018886127724377725 -2.600892178184628e-05 0.00012965768810792238 0.0001126986277401174 -9.908032659908546e-05 -0.00012402614163538607 9.307188258110735e-05 -0.0003882312991248494 1.134984213889604e-07 -5.671800121621998e-07 -8.614739131062164e-07 -2.51122880155507e-07 1.1490686672234571e-06 -1.5460702189339483e-06 1.6327879274902457e-06
age 0.00128217266511414 2.722342985021923e-06 0.0006593908531613977 0.006156796074930732 -0.0006552818564441461 -2.0627431227326553e-05 1.9627236963330786e-07 2.056842944453044e-05 -1.9578396683070134e-07 -0.00025407144984202986 2.9156193182755867e-05 -0.00034187624067186635 -0.0009092503086385772 -0.0011721375238371821 -0.0010662007513609724 0.00010949901339830566 -0.002357261950467039 -0.000751163370868441 0.0019220212021224456 6.260507357703902e-05 -0.0004415152163752347 0.0004074554805280922 0.00034066327687525883 0.0006048718137472417 -0.0016450073392700517 -0.002799207757312599 -0.0007448605182687596 0.0022215065557875664 0.0012966689705199627 -9.206712519359724e-06 -2.0148113439721115e-05 6.6148275412563795e-06 -4.669794718076248e-05 8.150762238474151e-05 -2.1074372347114945e-05 1.1441451014519718e-05
sex -0.0010985577047195596 1.083869100342725e-05 0.00615679607493079 0.13367312942394022 -0.012712060173760796 -0.00018156832694344037 1.65546698584378e-06 0.00036987644989767304 -3.3408016957433165e-06 0.0062321281349634015 0.0008255096808211137 -0.01667977023642513 -0.016810663751580017 -0.008143181605624729 -0.01104928463389148 0.009300519023426206 -0.02542378547653473 -0.02587337117205192 0.004768851175883862 -0.004211311597895867 0.008474576252861984 0.00852592266612601 -0.014907199368443256 -0.022861488025311124 -0.0016140349561467751 -0.024321327144186895 0.012051174786582852 0.037449995143564174 0.013028240946120522 -3.025847814158111e-05 -0.00032837782216563064 4.3700816815126894e-05 -0.0001935870335955185 0.0007844381643842806 -0.0003411013654553279 0.00032286506957116565
age_sex -6.802810744766588e-06 -1.272942151790459e-06 -0.000655281856443755 -0.012712060173755606 0.0013045201361656404 2.055210643156509e-05 -1.957706368100128e-07 -4.008062636252716e-05 3.7671176613539005e-07 -0.0004571576915065197 -2.985797333880644e-06 0.0010415469786625373 0.0019800199144577777 0.0009456964362559695 0.001078493669167803 -0.0008856463151962693 0.0025031349850326155 0.002470943168291468 -0.0010501648181825435 0.0006130896742952848 -0.001113105398615597 -0.0008205627031879247 0.0011717409813872379 0.00242950787849617 0.00029716641991285717 0.002965552313705223 -0.0006604984843983495 -0.003378143507094968 -0.001501540117593544 4.62734625134636e-06 3.2848462776680585e-05 -1.0815896640441291e-05 2.1493579005962512e-05 -7.828625682033131e-05 2.8672346870459015e-05 -1.8612699134179214e-05
age2 -4.865474371998667e-05 1.322102726449815e-09 -2.0627431227317415e-05 -0.00018156832694332051 2.055210643156474e-05 6.786308346825839e-07 -6.689407616117794e-09 -6.762741061196443e-07 6.6679674458338355e-09 9.903530152475856e-06 1.0267486625581204e-05 2.7606397881422755e-06 2.3178318344744745e-05 4.4592867764978976e-05 2.2674997943182016e-05 -1.4086346489810204e-05 5.2433114245403235e-05 2.460049664417598e-05 -7.176188471073405e-05 -3.7225768565594103e-06 1.7105492304546677e-05 -1.167744603112656e-05 -3.0038157308160066e-06 -1.102466097062223e-05 7.002747972742745e-05 9.217081837281614e-05 1.1158776506151422e-05 -8.035473248098191e-05 -4.393183582849458e-05 2.752651919885675e-07 5.280289360863538e-07 -2.665693206628252e-07 1.367677991117269e-06 -2.241420419265853e-06 5.793810017430895e-07 -2.9205463907616204e-07
age3 5.389134737826697e-07 -2.2365660280079228e-10 1.96272369633148e-07 1.6554669858417653e-06 -1.9577063680991556e-07 -6.6894076161155426e-09 6.775720369354772e-11 6.667493371128156e-09 -6.754690799292149e-11 -1.0700885598316638e-07 -7.917976461155528e-08 2.632070083864999e-08 -2.2860344618789047e-07 -4.382016357338439e-07 -2.1606637715481855e-07 2.247758068167142e-07 -3.639615658918456e-07 -1.8379364311173126e-07 7.005407977222893e-07 3.0006362715123043e-09 -1.6552404342972807e-07 6.638831344005477e-08 -9.735655911702759e-08 3.884572689261026e-08 -7.88707126823862e-07 -9.253209590382071e-07 -4.0902650408733704e-08 8.917492723870905e-07 4.1521901880624844e-07 -2.464970423596603e-09 -4.125717294353387e-09 2.95081829136486e-09 -1.2518564444960183e-08 1.91169780071762e-08 -5.219272023971316e-09 2.474280429874199e-09
age2_sex 3.4809892895480873e-06 1.866115033852297e-08 2.0568429444507607e-05 0.00036987644989737467 -4.008062636251286e-05 -6.762741061193165e-07 6.667493371127976e-09 1.2847150147491697e-06 -1.2471827439835455e-08 9.395592408556691e-06 -1.999880921978918e-06 -1.678209254383692e-05 -6.450451919249269e-05 -3.306969234222579e-05 -3.0347625959494327e-05 3.150597766145472e-05 -6.886309474088522e-05 -6.905337548756177e-05 4.321014285130595e-05 -2.3564828567168245e-05 3.4436283147951415e-05 2.789942911085757e-05 -3.176590083010432e-05 -7.697479635008115e-05 -1.7190617825542113e-05 -0.00010453037116305738 1.0735394254723979e-05 0.0001020473561491278 5.243168659555691e-05 -1.4082613711481422e-07 -9.322055152585981e-07 4.649676533944728e-07 -6.237888872827936e-07 2.2360247380521933e-06 -8.010966597917412e-07 2.8630817459254165e-07
age3_sex -5.802272211389532e-08 3.0703340961747147e-11 -1.9578396683039493e-07 -3.340801695739453e-06 3.7671176613514304e-07 6.667967445828283e-09 -6.754690799289691e-11 -1.2471827439831988e-08 1.2429219154400169e-10 -6.20373223804189e-08 4.2347728716983025e-08 5.8434093728183715e-08 6.113625918798139e-07 3.517580294316385e-07 2.582108342725739e-07 -3.645857973630475e-07 5.509652777989779e-07 5.863374509739146e-07 -4.59990978334952e-07 2.7193164596016924e-07 -3.016025443095611e-07 -2.951366125564699e-07 3.0782675206224993e-07 7.603930769184807e-07 2.509057411285781e-07 1.0519799928093246e-06 -6.437605085810703e-08 -1.011485283237998e-06 -5.668845503206056e-07 1.3646091725280796e-09 7.854578408718836e-09 -5.169256030833741e-09 5.435233337171591e-09 -1.9385910382078398e-08 7.016593583224088e-09 -9.004899026519339e-10
PC_3 -0.003267812454669617 5.019387237704222e-05 -0.00025407144984238565 0.006232128134956978 -0.00045715769150580544 9.903530152488119e-06 -1.0700885598329283e-07 9.39559240853312e-06 -6.203732238018432e-08 0.6226557107460615 -0.09197812150281025 0.023852324325202436 0.1318847968829188 0.039243982383771775 0.0311775363969914 -0.0011402771833765354 -0.10127933313855414 -0.08909315036727945 -0.009722803722711901 0.09285477101998162 -0.018686994647161524 0.18817543235709686 0.07274052085042282 -0.4145297588361405 -0.09619572522701693 -0.04772708044435952 0.11099968672456213 -0.11591951694128673 0.25137128139911574 -0.0003346208612934417 5.478618466834308e-06 -0.0010626737650061009 0.0001747364590773795 0.0003987142957182624 0.0022363866526364175 -0.00011965446646597876
