 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.281926842026263e-05 4.5528299004113875e-08 -3.6761522047543653e-06 -2.8389689427683476e-05 1.817550391073434e-06 7.437599870266649e-08 -4.4549282863173586e-10 -3.730620508902132e-08 2.3630175851773694e-10 3.572079667629535e-07 5.126020787685008e-06 4.046049753473949e-06 -3.541353148569615e-05 5.651713525928295e-05 -8.096538160556164e-05 4.3227426821532346e-05 -4.534336632483765e-05 -1.4820629763832603e-05 -9.127184832101811e-05 -1.0942040240642418e-05 -2.8351166103936883e-05 -6.241349511054013e-05 7.71697705819915e-06 -5.258679297906578e-05 -1.48495295384045e-05 1.2852126884964168e-05 -5.180514583061823e-05 -5.2018356921848145e-05 7.571952567298952e-05 -1.8448812714809745e-07
yob 4.5528299004119513e-08 1.182997845168138e-07 1.686242051275036e-07 8.785756486673003e-07 -7.056612106388387e-08 -2.785980945366754e-10 -4.502417243427125e-12 9.22247967418251e-10 -1.9136843646520744e-12 8.327488226797437e-07 8.825162532958503e-06 6.703648122063295e-07 -7.508288804565552e-06 -1.8144883821383416e-06 -4.185247397366598e-06 2.8125343606880513e-09 -3.1700637897088677e-06 5.940806578948977e-06 -2.3996319866151658e-06 -5.903864450490978e-06 7.365499828904817e-06 -6.271930453752636e-06 -2.8256401158557905e-06 9.969997293953914e-06 3.3912344165188294e-06 1.512957958706104e-07 -2.4882498841278684e-06 4.161537222867897e-06 -1.4529769522440428e-05 -1.4760835011274286e-08
age -3.6761522047543344e-06 1.6862420512768616e-07 4.809632154139095e-05 0.0007059289954270058 -4.7748809986076296e-05 -9.748208365940015e-07 6.137418018228683e-09 9.715564620351612e-07 -6.120115868220727e-09 -3.2637411636934812e-06 -5.760259448710236e-06 -1.4466916331567555e-05 -3.476084930845168e-05 3.7069357449759955e-06 1.1616070340732435e-05 2.3602827338968302e-05 1.1365958609091326e-05 4.437957332892627e-06 1.562688732647185e-05 -3.894997765127233e-06 -1.6688481104181816e-05 6.273366241937921e-06 -3.574189870289097e-05 1.5321156525833484e-05 1.6178669594855e-05 -2.6369891902530727e-05 -6.057560160639688e-06 -2.3569926425041242e-05 -6.472655325488273e-06 -4.5358880944599394e-08
sex -2.8389689427378273e-05 8.785756486680194e-07 0.0007059289954266558 0.016942878296709273 -0.0011127365687113322 -1.3993136524388936e-05 8.650471460320823e-08 2.221595686101806e-05 -1.3801621536371605e-07 6.904868073098099e-07 3.866365533046789e-05 -0.00014016707225320135 -0.00018493211907506872 -0.0001245689257042586 0.0002471845721275271 0.00041948101694526423 0.00021587002377824967 0.0003327568961486016 8.258948085962907e-05 -0.0003796633889492388 -0.00011833022986258043 0.00010165378914034734 -0.0001514532281067645 2.6349135581921346e-05 0.0005554189895012652 3.3279100408683705e-05 -8.963789615607708e-05 -0.00023930202343400207 -0.0006197605420140795 7.331087255983557e-07
age_sex 1.8175503910620648e-06 -7.056612106387249e-08 -4.7748809986054856e-05 -0.0011127365687114178 7.566617865028035e-05 9.704335640609782e-07 -6.114949830105879e-09 -1.5490244751282508e-06 9.809519606343948e-09 -4.6874495351220354e-07 5.974567101555282e-06 1.800594134321448e-05 1.3444453133158798e-05 6.7489293251138805e-06 -2.2749097305893146e-05 -2.802455377536207e-05 -1.9482526930103623e-05 -1.51285643170923e-05 -8.585573566312487e-06 2.035722964914392e-05 8.619955077312025e-06 -6.3478801664722625e-06 1.2988364807724705e-05 3.7768730968855213e-06 -3.167879384982272e-05 -3.739793696246103e-06 1.0730805901513542e-05 1.9229359180358214e-05 3.53645252092833e-05 7.984567014894486e-08
age2 7.437599870267892e-08 -2.7859809453561547e-10 -9.748208365940337e-07 -1.3993136524397254e-05 9.704335640614927e-07 2.0263787092944856e-08 -1.3001975055763366e-10 -2.0178793290929564e-08 1.2947442177014235e-10 1.6774068751706816e-07 5.607220746649218e-07 4.338254397289195e-07 5.69529113735605e-07 -2.4515808861803264e-08 -3.865912072996282e-07 -5.324394474971645e-07 -4.143925839223003e-07 1.59783267245974e-07 -4.90980066810271e-07 -2.2073354871949017e-07 4.807756506443833e-07 -3.47323381049454e-07 8.067115180182013e-07 2.7939301563359915e-08 -1.0427947714266817e-07 5.614008581838283e-07 5.8608462540312655e-08 5.798599248897406e-07 -4.234036062672544e-07 2.5716489180971773e-09
age3 -4.454928286316122e-10 -4.5024172434238505e-12 6.1374180182290935e-09 8.650471460326722e-08 -6.114949830109562e-09 -1.3001975055763759e-10 8.479297241300841e-13 1.2943496538931245e-10 -8.43969815925247e-13 -1.7322559732220821e-09 -4.741780679816535e-09 -3.294972368050502e-09 -3.86641544159534e-09 4.656000437740493e-11 2.4992886806513004e-09 3.638209433747174e-09 3.147785308695108e-09 -1.8038433590149492e-09 3.48847425163675e-09 2.34120580824232e-09 -3.126531365133454e-09 2.736599419870008e-09 -5.990036499890735e-09 -1.1210726887226453e-09 -3.756153349096557e-10 -3.6404338707990586e-09 -3.9064362385147267e-10 -3.6625015173586658e-09 4.565780425032558e-09 -2.676929073889327e-11
age2_sex -3.730620508905732e-08 9.222479674081698e-10 9.715564620347662e-07 2.221595686102168e-05 -1.5490244751283694e-06 -2.0178793290920095e-08 1.2943496538924364e-10 3.239778640089504e-08 -2.0890416563803503e-10 6.2043908959899055e-09 -2.448910351601713e-07 -4.785454654472748e-07 -2.96425365109055e-07 -1.4306203267407146e-07 5.581511437437233e-07 5.79951838410383e-07 4.381773678471174e-07 2.1783084301375465e-07 2.5422643505790635e-07 -2.6377147445584474e-07 -1.6132710002397947e-07 1.5797260599435099e-07 -3.597635361873959e-07 -1.671396281163223e-07 5.561690594153576e-07 8.68006700446356e-08 -2.7553256410591386e-07 -4.123554653184856e-07 -5.768328338714977e-07 -2.9342224489184793e-09
age3_sex 2.3630175851492463e-10 -1.913684364645894e-12 -6.120115868218586e-09 -1.3801621536374784e-07 9.809519606345351e-09 1.2947442177008812e-10 -8.439698159248487e-13 -2.089041656380486e-10 1.3692789588088239e-12 1.342070360034688e-10 2.1449083759412444e-09 3.5448937570390838e-09 2.0282586039907512e-09 1.0896954590803957e-09 -3.986299038733265e-09 -3.6483530190951905e-09 -2.9031554831202103e-09 -1.013363278412318e-09 -2.128730702119507e-09 8.637198190620021e-10 7.567387880081664e-10 -1.1874332279128918e-09 2.8324610013112036e-09 1.374995140035113e-09 -3.0639244194524996e-09 -6.061699998274137e-10 2.0277246583870915e-09 2.3614070914665615e-09 2.907226287866377e-09 2.4458346152350022e-11
PC_3 3.572079667627802e-07 8.327488226796664e-07 -3.263741163694975e-06 6.904868072561658e-07 -4.687449535083796e-07 1.677406875170989e-07 -1.7322559732222875e-09 6.204390895908221e-09 1.3420703600400688e-10 0.031747624215373645 0.0006052869613955178 0.0017314227447124849 -5.900578066719115e-05 -0.004814317679047276 0.0021319464093008697 0.0037627117220255654 -0.004625440351073728 -0.0007556491223666349 -0.0014700170431101837 0.0007417106819572489 0.00546889442146342 0.00370595014232391 -0.0018040488560399535 -0.011199272358101853 0.0005138638536509117 -0.0006663630012877879 0.00398286944271811 -0.0006793067565185712 0.006326302504820129 6.784816928040125e-06
