(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000634047187373592 0.000480160921456923 0.000126971546611367 -0.000168002071136654 -1.61031305962171e-05 1.44675926641692e-06 3.37037835652107e-05 -0.000139173957559919 0.000142701764218137 0.000180411237488537
covarage 0.000480160921456923 0.00151972091574319 0.00174629023437884 -0.00242632297110367 -1.92374165781249e-05 6.12912503285259e-05 -2.65772992169212e-07 -5.76963015902188e-06 -1.35607036645358e-05 1.92208309076102e-05
covarsex 0.000126971546611367 0.00174629023437884 0.00437973371341551 -0.00552993045175007 -1.06870985106458e-05 2.49765411626668e-05 1.49943363896973e-05 1.03594358687135e-05 2.0314250504884e-05 -3.91278931434105e-05
covarage_sex -0.000168002071136654 -0.00242632297110367 -0.00552993045175007 0.0075923129487817 1.4040159563596e-05 -1.18207654411609e-05 1.98889817606242e-06 -9.70889876904492e-06 -6.6692557450416e-06 2.9087771389755e-05
covarPC_3 -1.61031305962171e-05 -1.92374165781249e-05 -1.06870985106458e-05 1.4040159563596e-05 0.000368787024774095 -2.2192974884059e-05 1.14424763064518e-06 -1.84076184818943e-05 1.34178299028149e-05 2.92910988771061e-05
covarPC_4 1.44675926641692e-06 6.12912503285259e-05 2.49765411626668e-05 -1.18207654411609e-05 -2.2192974884059e-05 0.000399707609153751 3.5180927342687e-06 -1.52793742311151e-05 4.34387065024551e-06 2.71948583305511e-05
proband 3.37037835652107e-05 -2.65772992169212e-07 1.49943363896973e-05 1.98889817606242e-06 1.14424763064518e-06 3.5180927342687e-06 0.00050667809821576 -0.000253459311310495 -2.85924771713069e-05 -2.70884704276188e-05
maternal -0.000139173957559919 -5.76963015902188e-06 1.03594358687135e-05 -9.70889876904492e-06 -1.84076184818943e-05 -1.52793742311151e-05 -0.000253459311310495 0.00279620573506488 -0.00195164455684442 -0.00222933784481033
gmm 0.000142701764218137 -1.35607036645358e-05 2.0314250504884e-05 -6.6692557450416e-06 1.34178299028149e-05 4.34387065024551e-06 -2.85924771713069e-05 -0.00195164455684442 0.00851337221017128 -0.00486531623216425
gpm 0.000180411237488537 1.92208309076102e-05 -3.91278931434105e-05 2.9087771389755e-05 2.92910988771061e-05 2.71948583305511e-05 -2.70884704276188e-05 -0.00222933784481033 -0.00486531623216425 0.00894775933032734
