 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
PC_8 -0.0007867486139872283 -5.556862851657577e-05 -7.742950842899118e-05 5.709554855094316e-07 -7.3868023366721096e-09 0.014232314677953722 -0.01571768928916309 -0.007101177003282211 0.051590079431286746 0.014162600523643357 1.123373910735248 0.07422945599386367 0.01927925110069887 0.025675893091727894 0.012265592743233375 -0.014633504742012866 0.052773786852534386 0.08249989583260851 -0.07161365696863711 0.044263453352534204 0.08604174764800891 0.03413336653515529 -0.002253444126238325 0.015318314937947193 -0.04414649398569548 -0.00011274924426512112 0.00012297514122377594 -0.00012013183016613067 -0.00026828759692919154
PC_9 0.00017179192583832093 -4.2716414414454705e-06 -1.093831545103837e-05 8.889869866610071e-08 -3.261523075791766e-10 0.01465038071462752 -0.0057937311361094205 0.012947521577116738 0.0022506897185074187 0.04990713295418669 0.07422945599386367 1.4522727591520723 0.10150619996520391 -0.0059641870272973616 -0.10055089672569117 0.08925606933879772 -0.0037960589225622503 -0.017853345209555057 -0.06964225731725898 -0.02314529472676339 -0.07878245591960571 -0.042337572952283645 -0.01792740281413237 -0.07783511200707482 0.08992113087478516 -0.0001194888487534416 -2.684808179559667e-05 -2.26601491259937e-05 -1.1963578439434765e-05
PC_10 5.375252569646339e-05 -3.872371298014397e-05 -4.737086946371506e-05 -4.387860901330121e-07 8.56786110712772e-09 -0.028209188500913182 0.005215713339292543 -0.03207584673189165 0.002826429096876217 -0.05360825824064743 0.019279251100698717 0.10150619996520382 1.8088010068919542 0.1427717546188759 -0.07642303423650773 -0.024952463447992748 -0.030480598629030874 0.0011665975964515113 0.03474324272015533 0.012523109589189781 0.11766181689549572 0.06882076816319546 -0.00021375255175584148 -0.024731275340063752 -0.07380150914457986 -0.00011162338985557054 -8.333659934624032e-06 -0.0001535600956705292 -0.0001000177733712303
PC_11 0.00013519904119818003 5.67661476327403e-05 0.0001385084582641887 -3.1268642950175914e-06 3.0478037086521086e-08 -0.015492914743191146 -0.022686956280694184 -0.027623584152687973 0.02545284171059958 0.0775489659283791 0.025675893091727412 -0.00596418702729773 0.14277175461887548 1.6107930108052713 0.02826374486585363 0.08468151929606146 0.041097242638158386 0.05713420238872652 -0.013398590078290659 0.04418767049613126 -0.1455178738095786 -0.060855823003840105 0.02616575793636269 -0.06873561683433779 0.1569425329824287 -2.3191559756621338e-07 3.077490878607817e-05 0.0003946077438459123 -0.0006485560627832471
PC_12 -0.000549582794905205 6.267405057905814e-06 -6.933335278053431e-05 1.698209241156077e-06 -1.2892354272391468e-08 -0.010417969232173306 0.01938875423093531 -0.05060878402761617 -0.0433665874719768 0.03025671254136762 0.012265592743233756 -0.10055089672569129 -0.0764230342365077 0.028263744865853573 1.8943034947693684 0.06270317914488935 0.04204829273902339 -0.04620282626661756 0.05851940339323235 0.06067978898262997 0.08893725494859517 0.027613396442868133 0.03400485589764763 0.0564877850298667 0.011354564250394309 8.866574615654221e-05 2.899494913918064e-05 -5.309613348924915e-05 -0.0002024428793146191
PC_13 0.0006577747149928503 -6.653597249086964e-05 1.4665800803416694e-05 -1.3145896208386424e-06 1.003201901120283e-08 0.025868904477630628 0.03990637053385935 -0.014259946898698335 -0.010581362361669728 0.053463195299827584 -0.014633504742012856 0.08925606933879772 -0.024952463447991603 0.08468151929606232 0.06270317914488899 1.8675785056496306 0.14241729291375127 -0.0820028041066663 -0.042136184896865804 0.10945826658445162 0.12308279744413786 0.032329908707438904 -0.09674567372626469 -0.024363912391221886 -0.09412952469789662 -0.00015594338154264667 0.00019557400261815405 -0.0006375629902145849 0.00024227461696377337
PC_14 0.00020140171320970124 5.0913652260714195e-05 9.04631257186648e-05 -2.7191249631887625e-06 3.157636019421201e-08 0.012809112816456527 -0.052837383858758045 0.004109752901247163 0.04188167813839165 0.03895102852906504 0.05277378685253433 -0.0037960589225622524 -0.030480598629030912 0.04109724263815835 0.04204829273902343 0.1424172929137513 1.8875476561748212 0.06522701638190816 -0.04581674386659491 0.041672739132167444 0.005286954839587722 -0.031076381627010378 -0.016324305207736457 -0.12804709787963328 0.11202470261203591 -2.6528630583067703e-05 -0.0001649146676855925 4.505355090439449e-06 0.00019154127462295265
PC_15 -0.00023277370878568057 -4.029396703435991e-05 8.225301754942352e-05 -2.097284246064943e-06 1.0135285461378023e-08 0.03462124287544527 -0.029973991752907013 -0.03072934494763056 -0.10471975326318232 -0.11293005249472923 0.08249989583260843 -0.017853345209554998 0.0011665975964511486 0.05713420238872714 -0.04620282626661883 -0.0820028041066659 0.06522701638190838 2.174167090141347 -0.05182046748038738 0.03530130569126874 0.04048591073027671 -0.02825248587670034 0.039949392376794596 0.010331030101457367 -0.08748394900648106 4.213474647729758e-05 0.0005693539797355599 -0.00025967780927459275 -0.0004052157284941098
PC_16 -7.014875512943668e-05 -1.2726665515957152e-05 6.654046289434991e-06 -7.557399311378343e-07 7.309979737069747e-09 -0.01523179618964351 0.036083032160297346 0.018832705794613505 0.03952346302974576 -0.0567124759495761 -0.07161365696863692 -0.06964225731725918 0.034743242720155006 -0.013398590078289698 0.058519403393232375 -0.04213618489686664 -0.04581674386659519 -0.05182046748038749 2.329404847006805 0.014929115471737978 -0.02739504118335678 0.0542647392341525 0.05782914516975877 0.04441521328694988 -0.01198848907109102 0.00020323933506190397 0.00028028470387087673 -0.00036050552206047656 0.00017011727165945566
PC_17 -0.000374315465165635 7.674630005636027e-05 1.039454199814478e-05 1.051049038593104e-06 -7.13677635519026e-09 -0.05801082570659655 0.04430884160008042 -0.0722497721093416 0.08443236355977601 0.08046425689692767 0.04426345335253397 -0.02314529472676361 0.012523109589190095 0.044187670496131655 0.060679788982629775 0.10945826658445157 0.041672739132167555 0.03530130569126895 0.014929115471738618 2.5349953987254428 -0.021809637868346957 -0.0021157018510172603 -0.09044422725193153 -0.08066806180387259 -0.0840437935286999 -0.00012943606328577755 -0.00010513942825378692 -9.455751625573483e-05 0.00038289416734858296
PC_18 -0.0006806421623160931 3.503732736920041e-05 1.1353044052743618e-05 7.049417977327625e-07 -1.0012128249566416e-08 -0.016026315725327662 -0.028769873359900593 0.0008620946177018904 -0.013279142363364449 0.01126221472364704 0.08604174764800902 -0.07878245591960571 0.11766181689549673 -0.14551787380957856 0.08893725494859521 0.12308279744413717 0.005286954839587639 0.04048591073027805 -0.02739504118335587 -0.0218096378683474 2.325189043324729 0.14986828361459945 -0.049837368639312395 -0.11794565933841591 0.0613280409255959 -0.00013783232101774408 0.00031056334308164033 -0.0006219029939083578 0.00023613114141293545
PC_19 -2.408069427979093e-05 -1.9348091523390434e-05 -1.3287293753428713e-06 -1.1054152028851157e-06 1.2537981781752818e-08 -0.013470914604750694 0.01745444710632392 0.00493974184439409 -0.006573446982230047 -0.008281351124953014 0.034133366535155196 -0.042337572952283596 0.06882076816319493 -0.060855823003840084 0.02761339644286691 0.03232990870743852 -0.031076381627010423 -0.0282524858767004 0.05426473923415163 -0.002115701851017764 0.149868283614599 2.261737392895701 -0.007556151834265353 0.047912290475978205 0.13132244907283255 0.00017749420066760915 0.00012264932207947264 -0.00026533480325735553 -0.0002205906552119412
PC_20 -0.00038634989646844 1.3793957791060395e-05 5.5631224051344375e-05 -2.579494438708175e-06 2.6261688178773904e-08 0.022699455944310963 -0.02447887978064229 -0.015142261539649966 -0.041474825366897436 -0.05016208662871466 -0.0022534441262382497 -0.017927402814132496 -0.00021375255175697078 0.026165757936362347 0.034004855897647485 -0.09674567372626468 -0.016324305207736485 0.03994939237679501 0.05782914516975825 -0.09044422725193144 -0.0498373686393118 -0.007556151834264984 2.5608795783023113 0.12058880842453748 -0.05122462485309134 0.00013200617222769881 -0.00012812992431644317 0.0004885888699277044 -0.000318030952366468
PC_21 -0.00031599068639836907 4.719733754093734e-05 4.7239515751651516e-05 -1.8365162910708018e-06 2.231970989154606e-08 -0.018231531826090663 0.006061102010588495 -0.01475001670786611 0.013269297256945492 0.027103961396692126 0.015318314937947294 -0.07783511200707494 -0.0247312753400641 -0.06873561683433828 0.05648778502986707 -0.024363912391221924 -0.12804709787963336 0.01033103010145776 0.04441521328694955 -0.08066806180387286 -0.11794565933841546 0.04791229047597828 0.12058880842453745 2.823090253541504 0.09889737082852043 -4.935384249229706e-05 -0.00018702779281815253 0.0005563575796576417 -0.000275556682868106
PC_22 0.0012852286048467667 -0.00011177521936552036 0.00019903218718868074 -6.813784339366688e-06 5.302592063583334e-08 0.044605280857898194 0.04951052344089511 0.05298799792423115 -0.054759944486955446 -0.07225534100687968 -0.04414649398569548 0.08992113087478518 -0.07380150914458085 0.15694253298242825 0.011354564250394633 -0.09412952469789655 0.11202470261203577 -0.08748394900648103 -0.011988489071092338 -0.08404379352869933 0.06132804092559604 0.13132244907283214 -0.05122462485309095 0.0988973708285209 2.5854498439044287 0.00026086836360801423 0.00019445884016793737 0.00044550937436334194 -0.0008023886274378944
proband 1.190292746015757e-06 3.985866000027195e-08 -4.2694223900277584e-07 1.2765280156450187e-08 -9.348913600999878e-11 1.834777918405099e-05 0.00011364339442633802 -3.745653959585116e-05 -1.211621515734239e-05 -7.076647456052523e-05 -0.00011274924426512034 -0.00011948884875344482 -0.00011162338985567781 -2.319155975664296e-07 8.866574615659312e-05 -0.000155943381542654 -2.652863058306939e-05 4.213474647731154e-05 0.0002032393350618062 -0.0001294360632859263 -0.00013783232101771892 0.000177494200667505 0.00013200617222770085 -4.935384249230485e-05 0.00026086836360801645 5.9239266020546947e-05 -3.0458896343899534e-05 -2.5883479888375964e-06 -3.3403023436513333e-06
maternal -1.716611378105402e-05 -1.7258628833840496e-07 -9.767504573890028e-08 6.276796651603792e-09 -9.420056792259663e-11 -0.0001761460015972868 -8.621975307838212e-05 0.00010167606909044943 2.724180607859115e-05 0.00046473135039307644 0.0001229751412237371 -2.6848081795549447e-05 -8.333659934488236e-06 3.0774908786030154e-05 2.8994949139119046e-05 0.0001955740026181508 -0.00016491466768558187 0.0005693539797350844 0.0002802847038708635 -0.00010513942825333782 0.0003105633430808063 0.0001226493220800809 -0.00012812992431643388 -0.00018702779281814627 0.00019445884016828293 -3.045889634389946e-05 0.0003205816235055812 -0.00024059949127287568 -0.00023193609098178
gpm 1.8184895516290426e-05 6.969364106405435e-08 7.537144172904555e-07 -1.1868047564307067e-08 8.073190685941636e-11 0.00020380746898921535 0.00020381336662443785 -0.00011870973723882807 9.441055078709818e-05 -0.000338608599396626 -0.00012013183016613362 -2.266014912604987e-05 -0.00015356009567129515 0.00039460774384549887 -5.309613348882688e-05 -0.0006375629902145347 4.505355090436234e-06 -0.0002596778092752373 -0.00036050552206081857 -9.455751625564317e-05 -0.000621902993907967 -0.0002653348032570457 0.0004885888699276385 0.000556357579657634 0.00044550937436353834 -2.588347988837752e-06 -0.00024059949127287633 0.0006808453943362388 -0.00024066358820863285
gmm 2.0078317981501603e-05 3.148653612096264e-07 -7.312688405894233e-07 1.2384484456038983e-08 -3.46361929042293e-11 0.00017447642039762965 0.00011174395828392299 -0.00010844956796977626 -4.991031340307013e-06 -0.0005231135203288368 -0.00026828759692918536 -1.1963578439487854e-05 -0.00010001777337049478 -0.00064855606278297 -0.00020244287931410143 0.00024227461696379153 0.00019154127462292107 -0.0004052157284939892 0.00017011727166060619 0.00038289416734863684 0.00023613114141362107 -0.00022059065521203404 -0.00031803095236644153 -0.0002755566828680371 -0.000802388627437989 -3.3403023436511436e-06 -0.0002319360909817794 -0.00024066358820863377 0.0006728287129133116
