 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0018811998452465404 -2.351037615760217e-06 0.0005728464304017395 0.0005748432151007999 -6.022920078950484e-05 -1.668068066500847e-05 1.5169714909971444e-07 1.8992031476259892e-06 -1.824291380531713e-08 -0.001164382846785202 0.0008515185362318131 -0.002578537958729315 0.0004771002253942537 0.0016084019625264494 -0.000819770472341742 -0.0018334742174086617 5.870829350692157e-05 -0.000571894153640219 -0.001359536596960461 -0.0006716676645111773 -0.0011719274938020471 -0.0010508247884663399 0.0009127263180564581 -0.0007054950398274729 0.00044626122446288945 3.6090077238896114e-05 -0.000130275961083955 0.0017703086228682539 0.00040117475972637477 -2.98515718476187e-08 -3.122498458426247e-05 2.2602004967084322e-05 1.518888842815549e-05
yob -2.3510376157520198e-06 1.3020693946571918e-06 2.9929148667094707e-06 -6.546797055390225e-07 -7.899991305714953e-08 -3.8132514624671934e-08 2.3877976134357385e-10 -2.6643042414264517e-09 6.326122160998113e-11 -1.0325901095858143e-05 0.00022703628428176367 4.6474964504029875e-05 -3.8731209567297224e-05 7.426238145030862e-05 -0.00012471771686329926 -2.1982127757272488e-05 -9.18984816332894e-05 9.45330434836184e-05 -1.796229164512117e-05 -0.00013320835344437975 5.4327751553783735e-05 -9.121288528508158e-05 2.4946196149921705e-05 0.00013063414137013722 7.622455365769384e-05 3.828220940411952e-05 3.0396289267564757e-05 0.00010833527703898054 -0.00020492437977283166 -2.6921750016769416e-07 -1.273206404270035e-07 -1.0006324018305434e-06 1.0449200208552582e-06
age 0.0005728464303764876 2.992914866537328e-06 0.001047705330324742 0.012821352286701716 -0.0010334418886903654 -2.6236719769786237e-05 2.0760882843492082e-07 2.5950844265983713e-05 -2.053800998301915e-07 -6.400116411070589e-05 0.000339657842685237 -0.0002850917940165367 -0.0003865969060762854 0.000196294174258059 -0.0006205740070191779 -7.525328909781769e-05 0.00019598979398648367 0.0002484553489001728 0.0005307878383601004 -0.0008742756314410066 0.0001810213231813771 0.0007812220856492142 0.00024368257291070794 0.00027282716630411583 -0.000204524486677546 0.0005033463622836449 8.006881432154144e-05 0.0007867658468671533 -0.0007695549482670863 -4.152586761878741e-06 -2.0239057280837652e-07 -1.1647120640962891e-05 1.1185538803052485e-05
sex 0.0005748432145219368 -6.546797080417775e-07 0.012821352286257163 0.2733334596545633 -0.021595932747137114 -0.00031513769933593573 2.4497386233386874e-06 0.000533909269155612 -4.172064864124708e-06 -0.0007344443437920555 -0.0036935880267605645 0.002584134838476954 -0.0028538594703780918 -0.006627927169207592 0.0004565642241711767 0.0040895968629518645 -0.0047125708799278885 -0.008207793401823446 0.005321103775654443 -0.0150994489250647 0.007175616375070688 0.006498351359647548 0.0027391764080017694 0.002179812854366684 -0.007622211462625512 0.007454030035808783 0.0013439316121945863 -0.0005282859102685518 -0.004219047603471159 -4.742636464044228e-05 6.249976205105652e-06 -0.0001199050678091952 0.0001445407553807997
age_sex -6.022920074178568e-05 -7.899991285515343e-08 -0.0010334418886531445 -0.021595932747123497 0.0017488635354561402 2.595507315753378e-05 -2.0544788422644407e-07 -4.413358988352348e-05 3.5084705203547617e-07 6.453545723601716e-05 0.0004296436430912904 -9.494085243774854e-05 0.00014777990540663038 0.00044220777799846493 -6.44203748139432e-05 -0.0003410400136989559 0.00031080577378119254 0.0005466101526863509 -0.0004904652245119164 0.0013489128467164444 -0.0006251624320083639 -0.0004591411335258951 -7.741862269649251e-05 -4.220584080943135e-05 0.000550723807330028 -0.00041852965984620833 1.5897487758465037e-05 4.987924413332827e-05 0.00023946267717053847 4.6594479390169984e-06 -1.5694428505640917e-06 9.18436970593869e-06 -8.842189997266329e-06
age2 -1.668068066433201e-05 -3.8132514621889014e-08 -2.623671976977249e-05 -0.00031513769934699124 2.5955073158459825e-05 6.713277347494234e-07 -5.4085328125679215e-09 -6.649707025103399e-07 5.3572605012091874e-09 2.0331640634952293e-06 4.4929982015182086e-08 1.1460718976065226e-05 8.229637717968614e-06 1.682067863365356e-07 1.0329547196629193e-05 4.670004785532487e-06 -8.379534639070334e-06 -3.848715210264062e-06 -1.4566352453612627e-05 1.9200130090713127e-05 -2.975526292413997e-06 -2.050400020333019e-05 -4.874120771792891e-06 -4.877984199552712e-06 7.134543756794066e-06 -8.24163318258683e-06 1.3983941664098494e-06 -1.859109253721079e-05 1.5166606967251808e-05 1.2042890492331588e-07 -2.426334630491787e-08 2.8348243761442007e-07 -2.086326285317118e-07
age3 1.51697149094412e-07 2.3877976131348184e-10 2.076088284347288e-07 2.4497386234257823e-06 -2.0544788423374092e-07 -5.408532812565856e-09 4.429935996899645e-11 5.357089144701214e-09 -4.3873577690694935e-11 -2.4731235473698167e-08 -8.178766132557951e-09 -1.1485551762399983e-07 -5.5485385008669035e-08 -1.6522468763480652e-08 -6.946174697724153e-08 -6.307874532837368e-08 7.341638501459454e-08 1.3032313213586532e-08 1.1102927418297779e-07 -1.5867747116218023e-07 2.2057613499621713e-08 1.4580597677715974e-07 2.6574371619640933e-08 5.461333004061794e-08 -6.369169073727207e-08 4.031245590212396e-08 -3.2021916793015353e-08 1.5514424512516962e-07 -1.3479100759055842e-07 -1.0429556883586802e-09 3.877072571846401e-10 -2.2255336118587096e-09 1.138089522381881e-09
age2_sex 1.899203146380487e-06 -2.664304245584153e-09 2.5950844265014172e-05 0.0005339092691549246 -4.413358988349566e-05 -6.649707024862145e-07 5.357089144511068e-09 1.135048571883581e-06 -9.176650667486203e-09 -1.738802841750728e-06 -1.3307256443956509e-05 2.1800176724752709e-07 -2.026982260118485e-06 -9.669718532086435e-06 2.732629922459926e-06 9.03700191181986e-06 -7.489485601641925e-06 -1.3566816691284826e-05 1.2140387081522672e-05 -3.5539590436144644e-05 1.7821975853521855e-05 1.0470820780915549e-05 -3.5935215839553126e-06 9.79446691206485e-07 -1.3242935096047636e-05 6.827984419549757e-06 -4.348737859344186e-06 -4.339997059737494e-06 -6.744589414254712e-06 -1.1905343502695231e-07 7.334566926533404e-08 -2.2760414176737192e-07 1.4855491167000334e-07
age3_sex -1.824291379553084e-08 6.326122165497938e-11 -2.0538009982226495e-07 -4.172064864116718e-06 3.508470520350495e-07 5.357260501011838e-09 -4.387357768913913e-11 -9.176650667481007e-09 7.537711106884408e-11 1.523135268384487e-08 1.218759201088579e-07 1.2435177082198586e-08 4.8236272078760335e-09 7.021934715935776e-08 -2.8680263976361462e-08 -7.67938154440115e-08 5.750611627449274e-08 1.204459055863054e-07 -8.584051353243769e-08 2.949929610931085e-07 -1.584680387997642e-07 -7.41786175783211e-08 8.185136244740393e-08 -2.4042197843956363e-08 1.1365031868412445e-07 -2.9124761187057222e-08 7.117078189750078e-08 7.094746286232027e-08 7.304500152694047e-08 9.456406672921824e-10 -8.455809976094561e-10 1.7481311135450356e-09 -6.058070389508026e-10
PC_3 -0.001164382846783468 -1.0325901095850728e-05 -6.400116410793973e-05 -0.000734444343761769 6.453545723354899e-05 2.0331640634252805e-06 -2.473123547314011e-08 -1.7388028416880464e-06 1.523135268334299e-08 0.27322548374682165 -0.007707245826142039 -0.03606726959365399 0.05456119757235337 -0.013770089587854134 0.018762813113944794 0.017114013526168797 -0.0767160931521484 -0.015344792697786854 -0.08678242910030717 0.04779680469126583 0.07123575846580979 0.05235266217204993 -0.04308848345422841 -0.18400751152824482 -0.023309735898572638 -0.009994611607641892 0.03930967280767746 -0.03807404053372808 0.09293631935676254 -6.077930991113617e-05 -2.4472311628172115e-05 0.0002803042710484294 9.581282556088826e-05
