(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.0275706447902905 0.0240410735589212 0.00785104788821794 -0.0228873968976314 0.000391191148005709 0.000249173513622726 0.000417115309469239 -0.00133368932369373 0.000796469909734448 0.0015242475390543
covarage 0.0240410735589212 0.0316245687917328 0.0208316437407891 -0.0510410486628671 2.5995434963448e-05 5.59354433401337e-05 0.000118052550086706 -0.00048016005444838 -0.000224899044632034 0.000693468826433125
covarsex 0.00785104788821794 0.0208316437407891 0.0241670488469858 -0.0509091299727569 -0.000116803050837505 6.70198825968374e-05 0.00012080439287758 -0.000424210089412019 -8.82913024731974e-05 0.000516298409030471
covarage_sex -0.0228873968976314 -0.0510410486628671 -0.0509091299727569 0.117926792135324 0.000162047277379842 0.000136129010426814 -5.11933473021717e-05 0.000794141018598243 0.000203871993895042 -0.00101620209585039
covarPC_3 0.000391191148005709 2.5995434963448e-05 -0.000116803050837505 0.000162047277379842 0.00244389072247832 5.11547933771385e-05 -2.28716370359224e-05 -0.000153053120668208 6.96612423847729e-05 0.000272113811950165
covarPC_4 0.000249173513622726 5.59354433401337e-05 6.70198825968374e-05 0.000136129010426814 5.11547933771385e-05 0.00253333715452177 7.59806101335161e-05 -7.95158255655988e-05 9.02160504367586e-05 7.88614872759805e-05
proband 0.000417115309469239 0.000118052550086706 0.00012080439287758 -5.11933473021717e-05 -2.28716370359224e-05 7.59806101335161e-05 0.00274532837631982 -0.00160743117665519 -9.12284483918858e-05 0.000128381275299595
maternal -0.00133368932369373 -0.00048016005444838 -0.000424210089412019 0.000794141018598243 -0.000153053120668208 -7.95158255655988e-05 -0.00160743117665519 0.0126788785714585 -0.00831997701108902 -0.00966451398556361
gmm 0.000796469909734448 -0.000224899044632034 -8.82913024731974e-05 0.000203871993895042 6.96612423847729e-05 9.02160504367586e-05 -9.12284483918858e-05 -0.00831997701108902 0.0185945964735596 -0.0029260009576015
gpm 0.0015242475390543 0.000693468826433125 0.000516298409030471 -0.00101620209585039 0.000272113811950165 7.88614872759805e-05 0.000128381275299595 -0.00966451398556361 -0.0029260009576015 0.0202273874244323
