 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0011718890657077805 -2.6420945198537514e-06 0.0001506726548502779 -5.483554367938913e-06 5.785469390068366e-08 -0.0007288158703080747 5.322819286898909e-05 -0.0005100268807328403 0.00013413427143912145 0.0011466957606627317 -0.0005514500297765692 -0.00042898607108835326 -0.00014076499431868496 -0.0002879981523956875 -0.000773992571766057 0.0004077909676939601 -0.0007291156534860525 -0.0006327654097073181 0.000416426784546349 -0.0009188096162345491 0.0001872237392930269 0.0006054651302356366 0.0001262767553042771 0.0009656025687608216 0.0015540304202121258 2.7234689625132635e-06 -2.5896421051865216e-05 1.248484611815643e-05 1.755441771001829e-05
yob -2.6420945198528476e-06 1.0304753074332578e-06 -8.398968395329115e-08 1.726516774954405e-08 -9.923495140456441e-11 1.5549617011970616e-05 0.00012306364414990746 4.217664219458073e-05 -9.754035550099456e-05 1.3276988746239429e-05 -8.132369229896525e-05 1.0102405392183533e-06 -4.536601993760743e-05 9.031582923186613e-05 6.87386765858307e-06 -9.143933305511813e-05 8.490095747006384e-05 -7.906510016820183e-05 -1.0464835208077693e-05 8.849733437144757e-05 4.900336523152923e-05 -2.2199326887708222e-05 3.7849483040653976e-07 4.251863907270794e-05 -0.00015364777949422034 -1.4916824530379844e-07 3.922823978044471e-09 -3.301460710940697e-07 5.043271930088017e-07
age 0.0001506726548502668 -8.398968395364861e-08 5.624550200646316e-05 -1.6794714885748902e-06 1.5023714254977985e-08 -5.842635622628624e-05 -7.128132783595582e-05 -0.0001505202380223579 -2.1765212741389967e-05 0.00020341314097755558 -0.00010308503326848297 -6.297509389203142e-05 -9.570259986856107e-05 0.00023224292562105007 3.7781984014131553e-06 0.0001876254614061821 -8.546647321258019e-05 0.00017428886848308708 2.663076587161637e-07 0.0002506998745478265 0.00013891227634850104 0.0001223973726840841 -2.7132889778787207e-05 4.7728408752509055e-05 0.00023213660238801987 -9.155154878268785e-07 -2.0323376477780085e-06 -2.6379036304009896e-06 5.133313577603057e-06
age2 -5.483554367938635e-06 1.7265167749553566e-08 -1.679471488574921e-06 5.266741107390779e-08 -4.862487618426707e-10 1.7089323954352957e-06 4.972109277986337e-06 5.473079249456406e-06 -1.4994190288861125e-06 -3.5847782096985515e-06 8.249067570378559e-07 1.557364850748284e-06 6.087824064753153e-07 -4.242066808516646e-06 -3.027031327722218e-07 -6.008476682799e-06 3.6740439208753725e-06 -4.3387598698427096e-06 -1.73955441332463e-06 -4.7838089276303845e-06 -2.584131147447705e-06 -4.670710043639937e-06 -5.474349836690894e-07 -3.6773708648158557e-06 -7.507000995430397e-06 2.6989727364596678e-08 5.6067966569210454e-08 6.461216529726018e-08 -1.2000807329619638e-07
age3 5.7854693900682355e-08 -9.923495140465638e-11 1.50237142549785e-08 -4.862487618426779e-10 4.6160953022333115e-12 -1.591678581019474e-08 -3.610760985818443e-08 -4.8570823076379236e-08 1.010155474074072e-08 2.800856956644381e-08 -7.70518162155104e-09 -1.6421681273902133e-08 4.908433219112312e-10 3.4469386678236956e-08 2.8473408178478164e-09 4.3337825360648895e-08 -2.8561169367708074e-08 1.990015136019867e-08 2.4386933828298184e-08 3.429596743746701e-08 2.3688640210748437e-08 4.440728732413439e-08 1.318519512633633e-08 5.521978296600688e-08 5.24056880160357e-08 -2.3947903395835604e-10 -4.672266987918388e-10 -5.387048343173852e-10 8.871393695802494e-10
PC_3 -0.000728815870308025 1.5549617011970914e-05 -5.842635622627479e-05 1.7089323954349077e-06 -1.5916785810190935e-08 0.2028611520506673 -0.012275372692655637 0.00719856094591733 0.016535361369466307 0.0027692008759298238 0.01974540892932063 0.028113036669545496 -0.043208733944879285 -0.020804855064749477 -0.02058759264464947 0.03272393837796636 0.010302058218999377 0.04280960923153509 -0.012038462797319321 -0.08678212444689523 -0.0190072861863261 -0.015428746399620424 0.025419155802087555 -0.03146555272018034 0.05871168845763176 6.213219892599372e-06 -7.241087827002503e-05 0.00011348904357443757 0.00010781212197966518
PC_4 5.322819286905933e-05 0.0001230636441499083 -7.128132783593574e-05 4.972109277985725e-06 -3.610760985817789e-08 -0.01227537269265568 0.6530959717376846 -0.0026937184278202557 0.1088343043315377 -0.04037446089000385 -0.021305035856449356 -0.001651580544105773 0.003155896795793361 -0.035680869936627356 0.03019060908184075 0.049478591898724 -0.054125139093453775 -0.06510145583197452 0.06711143726389932 0.04371954288851373 -0.023589031202240807 0.024950112866770298 -0.038994594980120714 0.005736662078440863 0.0912886392683319 0.0001054077352580114 -7.803576403629322e-05 0.00012203009076805446 0.00031547063114074865
PC_5 -0.0005100268807328029 4.2176642194581676e-05 -0.0001505202380223536 5.4730792494561905e-06 -4.857082307637665e-08 0.007198560945917347 -0.002693718427820065 0.8476630228870105 -0.007196670573454661 -0.05380456934017285 -0.05039343240864188 0.05197664731241842 -0.07430584066353621 -0.08294089314447471 -0.08383614586701939 -0.008844135966438937 -0.034859040956090305 -0.044654051222111676 0.03901549791493394 -0.1460797427975434 -0.016467540064399874 0.0006670604869997429 -0.0166867378474952 -0.04485786552487734 0.09004317577598218 -7.192049336657937e-06 -0.0002229702638036245 -0.0001172265449268515 0.00027384434965818514
PC_6 0.0001341342714390723 -9.75403555009945e-05 -2.176521274140825e-05 -1.4994190288855545e-06 1.0101554740735792e-08 0.016535361369466314 0.10883430433153786 -0.007196670573454605 1.1161495256609104 0.045276892708477776 0.08655146455427828 -0.008547880178445658 0.024193079401455448 0.029932888408321784 -0.058487679323675074 0.01826611074548995 0.10414870234175548 -0.15304002218880464 0.03274672106258548 0.13912042189356036 -0.026993800127970844 0.019269768763545476 -0.08121239617882009 0.023868659648578466 -0.05444259341798317 -1.3414400426967648e-05 -0.0002678134893037555 0.000388632733917574 -5.104423453158064e-05
PC_7 0.0011466957606625508 1.3276988746238765e-05 0.00020341314097751186 -3.5847782096971e-06 2.80085695664297e-08 0.00276920087592985 -0.040374460890004085 -0.05380456934017272 0.04527689270847776 1.49357516377031 -0.0075603754220627635 0.10087183717080371 -0.07800411286650309 0.12375672011636842 0.11311189405565958 0.10255912921208755 0.030753501201907354 -0.18573161491023243 -0.07433485067298597 0.16102699257675826 0.009595796649511329 -0.01088634311285925 -0.06303412067571872 0.047623326108909424 -0.14932571383867388 -0.00011128824032468005 0.0003556082943002335 -0.00012136557494033273 -0.0006645465678858078
