(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.0391760681851704 0.0344278457266962 0.0106621987761808 -0.0329542081473707 -7.41547698884048e-05 0.000396310592693954 0.000544764391751028 -0.000593728614931644 0.000202837425112363 0.000485943587329312
covarage 0.0344278457266962 0.0449952615114885 0.0292883473512052 -0.0726081356114743 -0.00024430193465063 0.000229652457873081 3.13896329091553e-05 0.000727859468831531 -0.000827283609742376 -0.00074212052446801
covarsex 0.0106621987761808 0.0292883473512052 0.0353428996922242 -0.0735548389897767 -0.000214757891583438 1.96722001646949e-05 2.97700620804568e-05 0.000775067251901306 -0.000781330346266643 -0.000649485159732516
covarage_sex -0.0329542081473707 -0.0726081356114743 -0.0735548389897767 0.169687197483471 0.000451731976711312 0.000245618783377301 0.000155558749240415 -0.00145642622581359 0.00166045341565354 0.00119806297991513
covarPC_3 -7.41547698884048e-05 -0.00024430193465063 -0.000214757891583438 0.000451731976711312 0.00356541124463966 -0.000111676012079044 -2.62472866789112e-05 -0.000103934847395665 7.56946606355641e-05 0.000183710897886786
covarPC_4 0.000396310592693954 0.000229652457873081 1.96722001646949e-05 0.000245618783377301 -0.000111676012079044 0.0034808454984998 9.75069116529763e-05 -6.76957840274473e-05 -8.08515839055044e-05 0.000299507416417631
proband 0.000544764391751028 3.13896329091553e-05 2.97700620804568e-05 0.000155558749240415 -2.62472866789112e-05 9.75069116529763e-05 0.00425603163210163 -0.00243948919794913 3.49752447286234e-05 -0.00011177200516351
paternal -0.000593728614931644 0.000727859468831531 0.000775067251901306 -0.00145642622581359 -0.000103934847395665 -6.76957840274473e-05 -0.00243948919794913 0.0214500293750632 -0.0162387524227486 -0.0147478190002937
gpp 0.000202837425112363 -0.000827283609742376 -0.000781330346266643 0.00166045341565354 7.56946606355641e-05 -8.08515839055044e-05 3.49752447286234e-05 -0.0162387524227486 0.042167722257957 -0.0131510250793961
gmp 0.000485943587329312 -0.00074212052446801 -0.000649485159732516 0.00119806297991513 0.000183710897886786 0.000299507416417631 -0.00011177200516351 -0.0147478190002937 -0.0131510250793961 0.0404593283885136
