 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.00167483778465339 -1.0098618581128705e-06 -0.0015216080680430322 2.346669471058568e-05 -1.1837562974291145e-07 -0.00023056381220205646 -0.00028664247796736565 -0.00019581493292962853 -0.00014506217804094172 0.000746373325400728 -0.00039651641030872707 0.0003299421575053791 -0.0003999271247950823 0.00014135797435816001 -0.0003749141557610161 7.380071556998311e-05 -0.00022169939527152182 -5.855935485043602e-05 -0.00033744274696109023 -0.00047484976745185094 -0.00048455328213108844 0.00026631619066110843 -0.00024150161342484426 -0.000704452580869881 0.0002881028878316628 -1.1143480443064126e-07
yob -1.0098618581168274e-06 3.3798277934888174e-07 1.544714024650137e-06 -2.0074399562307633e-08 1.0362284859027211e-10 6.681279055568425e-06 2.503388497412375e-05 6.478570653634569e-06 -3.458164351023573e-05 -1.561860183917073e-05 -1.6437101773845076e-06 1.6923042974151456e-06 -1.3682012247007332e-05 1.8482848818542554e-05 -9.947009427118235e-06 -2.544179992769094e-05 3.25603722555523e-05 -2.8909848910612745e-05 -7.041345900845409e-06 3.542802661982043e-05 1.4948599071896341e-05 3.722034934978717e-07 -8.168235477866073e-06 2.2437574300575122e-05 -4.623193485181645e-05 7.89805229346764e-08
age -0.001521608068042439 1.5447140246453426e-06 0.0014727905659998035 -2.304314638764211e-05 1.1789350214502749e-07 0.00023798672724164368 0.0003631604684158017 0.00025841963795426376 4.161294060040999e-06 -0.0005594793831885057 0.0002115546151720755 -0.00019895505163670507 0.00023777338129366143 -0.00018316244848433488 0.00023257680804836787 -2.127155944448848e-05 8.623350302411749e-05 -9.831836865009872e-05 0.0002651457470540087 0.00043099470032668074 0.00041680946198589325 -0.0002891927603880311 0.0001278789457111271 0.000601187971663295 -0.00016820078754269867 1.107097313613056e-06
age2 2.3466694710572684e-05 -2.0074399562237484e-08 -2.3043146387638884e-05 3.622684971138962e-07 -1.8619819731589896e-09 -3.41639328651664e-06 -5.352226821593672e-06 -4.2202547309983215e-06 -4.4740406329572426e-07 8.444709863881397e-06 -3.2230291946878692e-06 3.0915166517953334e-06 -3.9740551620194525e-06 3.380840304649898e-06 -4.0739279971550145e-06 -9.757015784173157e-08 -5.395946539972267e-07 1.0978457631211013e-06 -4.041200658924729e-06 -6.3468978932414764e-06 -5.8748954109643796e-06 4.727267579799609e-06 -2.102723190682993e-06 -9.38568069508632e-06 1.8955642765129398e-06 -1.6658553966302075e-08
age3 -1.1837562974282867e-07 1.0362284858984838e-10 1.1789350214499475e-07 -1.8619819731587347e-09 9.614826641130366e-12 1.5976226839424563e-08 2.7370597425909876e-08 2.298549996468493e-08 1.5533839047628039e-09 -4.1815527166418906e-08 1.524860069584161e-08 -1.535655626574676e-08 2.090737069936842e-08 -1.8927450177029806e-08 2.174628453606192e-08 1.1112566479317109e-09 5.777790183567011e-10 -5.204571482013685e-09 1.9223518851504414e-08 3.223651175343059e-08 2.701306739320082e-08 -2.5311425037262935e-08 1.0526273779243663e-08 4.879975682494976e-08 -7.742873338793548e-09 7.974376273136596e-11
PC_3 -0.0002305638122026151 6.681279055568338e-06 0.0002379867272422813 -3.416393286527136e-06 1.597622683948089e-08 0.06387220779101696 0.0020423411773667637 0.0020748592719049865 -0.004784675480640352 -0.013597402212468718 0.005671041956902321 0.007787569979298351 -0.010201795443078499 -0.0011375507226828545 -0.0007095243398715649 0.003182779028857787 0.014955595084333025 0.006228418852421073 -0.006356783670401057 -0.022542124642585187 0.00252058226034582 -0.001332801674348755 0.007655579543568647 -0.0022765582703280687 0.013490554006358745 1.283649595109317e-05
PC_4 -0.00028664247796785083 2.5033884974123364e-05 0.00036316046841642464 -5.352226821604216e-06 2.7370597425967818e-08 0.002042341177366716 0.22848823656677464 -0.010193056853921337 0.006980736514052534 0.00028235814375115044 -0.005022757530654578 -0.011175060140217248 -0.0010002356111302945 -0.021479821797425306 0.004642723924614286 0.018397943343653463 -0.029261254119988176 -0.010710632418843603 0.017511763788565667 0.014849068683274019 -0.010254926183855363 0.006134250119514026 -0.006960915346963208 -0.00031663385336217815 0.009322985697460024 9.855798919457608e-05
PC_5 -0.0001958149329291333 6.478570653633441e-06 0.0002584196379538835 -4.220254730992933e-06 2.2985499964660208e-08 0.0020748592719048112 -0.010193056853921563 0.3001216886628598 -0.003541077327736793 -0.0013934508987266728 -0.0012436271555517223 0.004757934639991627 -0.02587144369586273 0.009491600939454102 -0.027177825911517982 -0.022177029797676922 0.0013813764454866794 -0.021301113213253394 0.02007471768984603 -0.03477232251294267 0.013648726475161884 0.007618481464451383 0.0010359332360050885 -0.0030506642114635943 0.024683440090458402 -2.226311741039449e-05
PC_6 -0.00014506217804105857 -3.458164351023569e-05 4.161294060167186e-06 -4.47404063297768e-07 1.5533839047736153e-09 -0.004784675480640345 0.006980736514052554 -0.003541077327736767 0.37223797796543107 0.01150542019706634 -0.004865277411999514 -0.017165106791641092 -0.017607513567731176 0.011538243474943444 -0.014434048938113052 -0.0005638412173457729 -0.008744741385126611 -0.035532227118127126 0.023099665066200058 0.03751174808891716 -0.009960965041911744 -0.0002543880655499649 -0.009131992431140264 -0.0034964536321299986 -0.017361955685411913 5.5182368754066e-06
PC_7 0.0007463733254008648 -1.5618601839169262e-05 -0.0005594793831888518 8.444709863888007e-06 -4.1815527166458776e-08 -0.013597402212468534 0.0002823581437512607 -0.0013934508987268688 0.011505420197066372 0.45775071976306614 0.015217387460961764 -0.014185880771969226 -0.029248746498160373 0.018431921872722218 0.012813050638838922 0.046918882692350894 0.014961519600197728 -0.04270116351363627 -0.029527190162409744 0.043552203783955336 -0.019253300496485073 -0.01945028695323389 0.003434676070996793 0.008009707491287096 -0.017396238718964053 -6.017641113790688e-05
