 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0008708421153762003 -2.439074630315459e-06 0.00020523240999793143 -0.0006772700096529749 5.050409489837926e-05 -6.2705245194148e-06 5.8593013164006114e-08 -1.1813808679110737e-06 8.7634948653491e-09 -0.0001566055987948737 0.00018587535757300452 -0.0016213336853794595 0.0002057569679145659 0.0021727443293864685 -0.0015004489446510689 -0.0006583325627441445 -0.00023015630251073561 0.0004592410286181343 -0.0005463591386091796 -0.0003208920051408406 -0.000162798363763036 -0.0002422030140728543 0.00012198731150163137 -0.0010279236993595195 2.3003300606997075e-05 0.00025820384338507573 -0.0008713732716729977 -0.000498223738296304 0.0014672012175884607 -4.63830369156753e-06 -3.029267722876871e-05 3.365651493882093e-05 3.92596848976152e-05
yob -2.4390746303108727e-06 1.0636804420073413e-06 1.7812189077883103e-06 -5.18167722987046e-06 3.0511204745872776e-07 -1.3068743662857404e-08 4.9789594805398874e-11 -1.1095034673241934e-08 1.1811414750548277e-10 -1.6927650521595334e-05 0.00023166190248024787 5.631115888491502e-05 -3.951045825150479e-05 4.4148774527215074e-05 -0.00012201506742435137 -1.7481627566112477e-05 -6.422703278138124e-05 7.894559986028099e-05 -1.6993619179308267e-05 -8.759026447542193e-05 5.163312497304983e-05 -5.98558737128283e-05 -9.165326016143966e-08 9.925461871080441e-05 5.676689914510947e-05 -1.919794879832863e-05 2.074118605765591e-05 6.742856486558586e-05 -0.00019321178604961544 -2.2684824655659465e-07 -3.180772638180643e-07 1.9507563944774022e-07 2.3100488752239016e-07
age 0.00020523240999230426 1.7812189076712415e-06 0.0004918189517586957 0.006023843613847213 -0.00048634540464210287 -1.2196729631694548e-05 9.49363094964252e-08 1.210638127075559e-05 -9.426861339983762e-08 -6.154254019704745e-05 8.69690189295307e-05 9.66766250629431e-05 2.9516390334585865e-05 0.0003001719632011804 -0.0004621226513019139 -0.00015320761862029633 -0.0004538945465878347 0.00011661777678464461 0.0005858481666056995 -0.0003977032004722629 0.00042432856753949876 0.00036746567382796915 -6.64005759803754e-05 -9.388866175104728e-05 0.00027566992326796325 -0.00014505377304891256 -0.00014313314422159293 -2.1714905137198573e-05 -0.00015827551683154944 -4.217762270083682e-06 -4.198335829155101e-06 -9.03583185412704e-06 1.4100750395555678e-05
sex -0.0006772700098156816 -5.181677230368405e-06 0.006023843613716432 0.1424782695657146 -0.011208739880980678 -0.00014579793174539972 1.1092678346898805e-06 0.0002741747668161677 -2.108983896443552e-06 -0.002965741851153691 -0.004088691785110756 0.002857890287078113 -0.0004943321996420395 -2.302708820745465e-05 0.003893944264197033 0.0006020469718496776 -0.006817275129936632 0.001977936595332499 0.003255814008475385 -0.007612226926686673 4.3169874499735985e-05 0.00642734379280658 -0.0020837040050920327 0.002246354493803726 0.0010229178498955024 -0.0014851817102329592 0.0028280337523482082 -0.006583799699239629 0.0004124974251328985 -3.6636285005060025e-05 -2.1268612393703653e-05 -0.00016794067587554425 0.00021222748045859912
age_sex 5.050409491067062e-05 3.0511204754634713e-07 -0.00048634540463188573 -0.011208739880991213 0.0009100122356488204 1.212484912126194e-05 -9.44935919692503e-08 -2.2834160172203776e-05 1.7931530579913957e-07 0.00022705873451775603 0.0003875428250768978 -0.00016743162772321784 6.877919086667838e-05 0.000160259353207357 -0.00031616833240675476 -2.55927205559371e-05 0.0004770552102248621 -0.00018607424526009023 -0.0003258350776038001 0.0005601473885435315 4.997686631912076e-05 -0.0005520080099475222 0.00014960049426362032 -0.00017701717689820218 1.9618707409426594e-05 0.00016451574937013418 -5.683890105445524e-05 0.0005849872873095153 -4.647816265244868e-05 3.1895451767476058e-06 2.316538443868931e-06 9.684557432052703e-06 -1.4446689454321187e-05
age2 -6.27052451923632e-06 -1.3068743661617791e-08 -1.2196729631702262e-05 -0.00014579793174886597 1.2124849121533661e-05 3.1151720228146904e-07 -2.481718901626845e-09 -3.0998015634912195e-07 2.469599896659896e-09 1.041337424223551e-06 5.167813690231305e-06 3.5615047331448363e-07 -6.397413577252539e-07 -1.2509044994322158e-06 6.6488725703681826e-06 4.281848213632717e-06 7.730022010937922e-06 -3.0593035942791454e-06 -1.655419337801e-05 7.497570154304838e-06 -9.327283330215101e-06 -1.1295827127222031e-05 5.868920683935949e-07 3.3013524206417207e-06 -4.136783575958511e-06 3.4567627542395243e-06 5.175427518566899e-06 7.894083418754268e-07 -4.889136218699773e-07 1.0906749744249591e-07 1.1095529895507246e-07 1.8489776512268442e-07 -3.37892062787568e-07
age3 5.859301316256216e-08 4.978959479679755e-11 9.493630949654295e-08 1.1092678347184577e-06 -9.449359197149582e-08 -2.4817189016282927e-09 2.017933463374741e-11 2.4708374198363227e-09 -2.008878728724437e-11 -1.0154006503659814e-08 -4.4782170657994455e-08 -1.2725576004424187e-08 -4.2069764660701853e-10 -1.1028971098154586e-08 -4.982247389384676e-08 -4.4302913453221196e-08 -4.9248929240206964e-08 3.986708583435391e-08 1.3840633488681766e-07 -5.7961602840232357e-08 6.552880049062436e-08 9.203629887693375e-08 -3.879344663626214e-09 -1.828233101063164e-08 2.1819359984821193e-08 -2.7898333789577925e-08 -5.1265634672452316e-08 1.2584732790640748e-10 3.3807394974136104e-09 -9.033432690436854e-10 -9.21900591105149e-10 -1.1922426084871223e-09 2.6211714001478747e-09
age2_sex -1.1813808682446884e-06 -1.1095034674506739e-08 1.2106381270506802e-05 0.00027417476681664926 -2.2834160172221347e-05 -3.0998015634249117e-07 2.4708374197814124e-09 5.862860387436894e-07 -4.6963705667799495e-09 -5.895034711360204e-06 -1.01880154642653e-05 3.1805259927392426e-06 -2.0512701639874685e-06 -7.780845738432163e-06 7.856039764749786e-06 -1.731190476207646e-07 -1.1089823939885718e-05 5.7123050216501645e-06 8.8651455429743e-06 -1.2409535858433358e-05 -3.000617993480577e-06 1.4607571874723079e-05 -4.861584044418922e-06 5.0881937092731476e-06 -2.261476763244858e-06 -5.645106433532599e-06 -2.3331175049172402e-06 -1.5612741884663588e-05 5.754845889759696e-08 -7.560504359285638e-08 -6.82282995441896e-08 -1.8746706737149523e-07 3.326240202519075e-07
age3_sex 8.763494867938393e-09 1.1811414751798923e-10 -9.426861339793088e-08 -2.1089838964487183e-06 1.7931530579939003e-07 2.469599896608962e-09 -2.0088787286821817e-11 -4.69637056678277e-09 3.830917975767666e-11 4.99287689752145e-08 8.294186784599762e-08 -2.0593157487645995e-08 1.749001540230715e-08 8.458046766130532e-08 -5.8228474124267895e-08 1.0140533073187063e-08 8.321550618045286e-08 -5.4347172734277614e-08 -7.365466476382255e-08 8.792359707139427e-08 4.0126060160762675e-08 -1.2172649548846424e-07 5.529770579415956e-08 -4.5692079371091896e-08 2.999459776960234e-08 5.351025287041835e-08 4.431484831959926e-08 1.24149453333098e-07 1.0068021054162289e-08 5.687151707531045e-10 5.897769792435242e-10 1.212942867872255e-09 -2.52295892164588e-09
PC_3 -0.00015660559879171834 -1.692765052157433e-05 -6.154254019313092e-05 -0.002965741851128099 0.00022705873451540524 1.0413374241206208e-06 -1.015400650281802e-08 -5.895034711295414e-06 4.992876897466735e-08 0.21146271396427044 0.002458906771568292 -0.04333352910961625 0.03782795454509309 -0.01960047595754857 0.03168736265090305 0.011093441128191314 -0.06060273290538298 -0.015819212077738586 -0.058111971264061674 0.051366391290386275 0.06691747913000196 0.04834242904324238 -0.04304560222895428 -0.13607197049087819 -0.021389122599825533 -0.021566224148270093 0.02387014290450832 -0.047267415596531054 0.07557995316427747 -6.81378264141311e-06 -0.0002898940242280682 0.0003405990154623228 0.0003074489315053164
