 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.018729199029780177 3.4712099813209925e-06 -0.028297933486784773 0.0004971100276321958 -2.8732711520352595e-06 -0.003398711420885051 0.0025342956760252746 -0.004350305316649401 -0.003654463655659065 0.013333754223496646 -0.007212067934912623 0.004603781787245921 0.0008458961842400571 0.006463233706430251 0.0007505750231661155 -0.004442717147121862 0.004143574879449066 -0.010040692102197497 0.0015517576678221543 -0.001073197226549032 0.0034611600738315264 0.0007107758445860292 -0.0067642309570772234 0.00033288146426805243 0.003301297707712913 -8.899072814211114e-07 -9.60255992678742e-05 0.0005078704089208052 -0.0002914832047409102
yob 3.471209981323625e-06 3.5766999413442055e-06 -1.3538690380417735e-05 2.8669387144994797e-07 -1.6203272117880656e-09 0.00013236209162504882 0.0003975261852583461 -3.6113685007042545e-06 -0.0006544786829306333 -0.00014923044125991373 -0.00018556114813583752 3.3631158129538364e-05 -0.00022804851269536615 0.00025329048456977475 2.8878868457011326e-05 -0.00043132976817674757 0.00043866833483023414 -0.0003198353229327723 -5.154979050790034e-05 0.00035430771846925565 6.709796350922499e-05 -4.049145749141218e-05 0.0001310238192884076 0.0002875698455545648 -0.0005699132738688051 1.47676403833103e-08 -1.00768094473925e-06 -1.1138877541984228e-05 1.4255943745269443e-05
age -0.02829793348678579 -1.3538690380411826e-05 0.053296435795876514 -0.0009656073262962594 5.76385651337565e-06 0.0038064962122421877 -0.0010406741998538662 0.006502845850355174 0.010809869030725231 -0.017690595883831064 0.007140190816008695 -0.003923402910778684 -0.0018998575173505747 -0.009924629194635376 -0.0033526547649442894 0.007260097098761927 -0.011799628890076916 0.02100083953314198 -0.004479320062702422 -0.0033718943392677747 -0.011245215076697304 -0.0012286518040378754 0.010822767849044831 0.004972659438903474 -0.005522935779238207 3.2344509833373246e-05 1.304203032358433e-06 -0.0004752395602193793 0.00036594315301940187
age2 0.0004971100276322198 2.8669387144970355e-07 -0.0009656073262962639 1.7565332962937656e-05 -1.0526542269274414e-07 -6.514525526178153e-05 2.3499846725806463e-05 -0.0001136261055172546 -0.00020884148114042858 0.0003163670390391127 -0.00012944245543738083 6.329194375691172e-05 3.265404136998943e-05 0.000174686975005497 5.9320643822442504e-05 -0.00012512442646333275 0.0002276657177854935 -0.00039432046904471255 8.378782798172367e-05 7.671968241584803e-05 0.00020436903434601953 1.769880696937926e-05 -0.00020506916570624072 -0.00010862318600422116 0.00010914734841324035 -6.342096227722554e-07 6.300426263706719e-08 7.75561396293239e-06 -5.704931983770411e-06
age3 -2.8732711520353645e-06 -1.620327211791589e-09 5.763856513375682e-06 -1.0526542269274447e-07 6.333451601456398e-10 3.80482663756623e-07 -1.215691653616555e-07 6.484524205445686e-07 1.264319283581013e-06 -1.8741410066957108e-06 7.449045187187372e-07 -3.3186989190541225e-07 -2.041250116547922e-07 -9.864248620815028e-07 -3.369684587287974e-07 6.762854547992021e-07 -1.3847747565925779e-06 2.3984414201321758e-06 -5.158785208528598e-07 -5.197246012018509e-07 -1.2255495269323269e-06 -8.465193757860649e-08 1.2916883682553243e-06 7.83764570668603e-07 -7.383460217045498e-07 4.110474347409377e-09 -1.063818701819308e-09 -4.241457965105803e-08 3.013717769019357e-08
PC_3 -0.0033987114208841834 0.0001323620916250479 0.0038064962122404187 -6.51452552617492e-05 3.8048266375642906e-07 0.47297309827550643 -0.007021184417234066 -0.061063948749154114 -0.12344666563742762 -0.0487646698001904 0.11029420240386874 -0.04209504782841311 -0.20366589065825172 -0.04765434308922557 0.0032161732265605343 0.08854421738414042 0.10137890089154686 0.1334194328789302 -0.1454979013598511 -0.22904559137448752 -0.019871728984443136 -0.06964458474845424 0.19780728048461194 -0.06214391068623242 0.12463661627575974 9.225039669870907e-05 -0.00040245179350340574 0.0010372804273567158 -0.00027286175671510475
PC_4 0.0025342956760239198 0.0003975261852583386 -0.0010406741998506199 2.3499846725745826e-05 -1.215691653613018e-07 -0.007021184417233268 1.8576322898319384 -0.03313850466037012 0.09507407041448578 0.1729135689499241 -0.08451320821168797 -0.05909497604423332 0.16140726926312832 -0.20649183582579989 0.057600938210854075 0.22062432360119624 -0.1629767121262484 -0.005612624112565481 0.21063995810574146 0.2013692352048614 -0.3109052318258083 0.020186317146630148 -0.2320265170661946 0.06305494218447477 0.20204577330521514 0.00022891392942903568 -0.0011543226518950743 0.002554023830768806 -0.000589353844029276
PC_5 -0.0043503053166497035 -3.6113685007076066e-06 0.006502845850356002 -0.00011362610551726836 6.484524205446437e-07 -0.061063948749153385 -0.03313850466036999 2.176948143744259 0.11887020234667844 0.30252607366620676 -0.01077594354329422 -0.14785321098490528 -0.1466428926583781 0.05442611131288018 -0.2689257635859688 -0.1601523915565744 0.1842837059343312 -0.12010661243561142 0.10164853307455111 -0.3145142038684855 0.04288498765249362 0.046741566810713855 -0.1419272373647993 0.014491586199888006 0.22637147845969102 -0.0003951463763779368 0.0001497500132826447 -0.0003015463273898831 0.0005728758683838947
PC_6 -0.003654463655659851 -0.0006544786829306465 0.010809869030726062 -0.0002088414811404443 1.2643192835811009e-06 -0.12344666563742732 0.09507407041448311 0.1188702023466771 3.1641174632764417 0.11195384095522214 -0.3341488648106876 0.32767728286429487 -0.20995444467846305 0.05905848832205025 -0.06438283278854473 -0.13944767079152046 -0.07522392355526744 -0.4663994651837178 0.27450878799276723 0.2807169519629607 -0.04857326755500369 -0.0017463539887517645 -0.3240365480921419 0.10262198966688946 -0.1319524418363852 0.0004192699779104143 -0.0002349152472494192 0.007278263327214001 -0.007327847884140114
PC_7 0.013333754223494957 -0.00014923044125991837 -0.017690595883826953 0.00031636703903903927 -1.8741410066952771e-06 -0.04876466980019046 0.17291356894992754 0.3025260736662085 0.1119538409552221 3.700885169279962 -0.05272313133753322 -0.018606200613500948 -0.3214317795543103 0.024282354996113642 0.20504284228327205 0.11729446004227943 0.48287974635795494 -0.3459268689734729 -0.0845239603685932 0.18527130820097407 -0.19478220190169399 -0.05097346582728742 -0.25616882987066253 0.1512246260750361 0.014165945815431532 -0.00035406812871372097 0.002766556665335093 -0.00103412074840183 -0.004080097039695211
