 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.007367037331455908 -3.612261739248146e-07 0.0005867385782787888 -2.3745241151097413e-05 2.772244119379545e-07 -0.0024948392146425824 0.0004303117304474609 -0.001759422017972696 0.0008120596410160374 0.002105841866079965 -0.0035144002961926277 -8.267381731833625e-05 0.0026402480705694036 0.001324890241638219 -0.0046975616169390505 0.002529637513164623 -0.004124941237265388 -0.003362372053456268 -0.006016659954887713 -0.0024936805820551015 -0.005191524905149196 -5.7185590996732656e-06 0.00021109530687218628 0.004270132932209878 -0.0007785188048081294 1.0007714848543188e-06 -4.0741605060699184e-05 -6.17970683367555e-05 4.037356215825019e-05 -2.176691459044927e-06 7.389543838851776e-05 7.325052116082301e-05
yob -3.6122617392785096e-07 2.2190063959142152e-06 1.049958684478322e-06 6.766170479036237e-09 3.850126230789147e-12 2.419457241344295e-05 0.000298892382814433 2.7194845463132132e-05 -0.0002349990917826603 0.00010409388331163627 -0.0002521765081309118 -4.7658815839766624e-05 -0.00015370577797345076 0.0002482545086073368 -1.6220452298716188e-05 -0.00021864202864455665 0.00018233315581422441 -0.00013517020609002644 -2.3363890233323307e-05 0.00011988685045774212 0.00012072742127765284 -0.0001265253519359671 -6.575351563530794e-05 6.180887546856453e-05 -0.00033400209573344983 -1.114989808057558e-07 -4.430289257885491e-07 -5.377120300243851e-07 1.6488259270988038e-06 -2.5088041925613585e-07 1.30405059431645e-07 3.176245843322414e-07
age 0.0005867385782789263 1.049958684478596e-06 0.00011225915886436933 -3.7733530076482865e-06 3.757942783135046e-08 -0.0001162554942391236 -1.1429254490392457e-05 -0.00044221484041760353 0.00026842840063885854 0.0002490155123425757 -0.0004859905149014752 -0.0004018707358472835 0.00019261369151946098 0.0009090469007938819 -0.00012856725389075776 0.0003398383781759273 -0.00019554919879670617 0.00020051884324513713 -0.0001930243874206531 0.0009579007083243855 -0.000165880606449482 7.53364958540676e-05 5.953224349269935e-05 0.000766729024401908 6.340841033342925e-05 -2.084232647613638e-06 -4.5750083488487935e-06 -4.267299262864183e-06 5.918388280243674e-06 1.4485273114639607e-06 6.232962107352071e-06 1.7872974881986635e-06
age2 -2.374524115110112e-05 6.766170479024795e-09 -3.7733530076481264e-06 1.337373025570306e-07 -1.3776684610788863e-09 3.662451336671914e-06 6.376070435245541e-06 1.523845835364134e-05 -1.3689183179625159e-05 -2.693219326334078e-07 1.1376093361909113e-05 1.2325008805789466e-05 -1.5625948712562923e-05 -2.4017284712305002e-05 3.213697892066698e-06 -1.5026500662010759e-05 1.1746007897117555e-05 -3.631702280364868e-06 9.163753000548766e-06 -2.4875129047555937e-05 1.3309161611573593e-05 -4.541725642237294e-06 -8.438974773162876e-06 -3.116915741237227e-05 1.5857515478403812e-06 4.962433987483017e-08 8.989385771895473e-08 1.4481757947553804e-07 -1.4081034953183901e-07 3.43842770819568e-08 -1.9837311331537097e-07 -7.813192408286978e-08
age3 2.77224411937984e-07 3.850126230909317e-12 3.757942783134737e-08 -1.3776684610788357e-09 1.4613379665146006e-11 -4.230943978652217e-08 -3.952146428920244e-08 -1.4934210627546803e-07 1.1338324513166684e-07 -5.612562785177792e-09 -1.2753068299261016e-07 -1.1667200800685128e-07 1.8566975774779794e-07 2.32631152812761e-07 -4.070885919903705e-08 1.4466121906086099e-07 -1.2695353415949772e-07 -1.2987802520801692e-08 -1.3844903481590702e-07 1.955526194095338e-07 -1.6499861732435763e-07 2.98674718562738e-08 1.0262418818739271e-07 3.335897938088035e-07 -8.607068886283433e-08 -3.4429378769915405e-10 -4.737109464103992e-10 -1.451926630102081e-09 1.1012650505144918e-09 -9.376169684600466e-10 1.9411672318538657e-09 9.157995769605489e-10
PC_3 -0.00249483921464282 2.4194572413442782e-05 -0.00011625549423913033 3.6624513366723732e-06 -4.230943978652892e-08 0.47856096029376144 -0.0797019926017895 0.024410327394078207 0.06642665208716102 0.03660627571511507 0.03645944257804544 0.020974337674691847 -0.0825016797338293 -0.050908491569741775 -0.03249147363548343 0.09169653792735216 0.02517332222667419 0.14521161027185972 0.0029689359055584566 -0.19234621532026067 -0.050662152907459186 0.00016748050540469313 0.05198963587630978 -0.12208943604168812 0.16802922588595348 -7.410190137002493e-05 -0.00032609071933145943 -0.0004986278492908319 0.0001282712367856892 0.0005698781722551985 0.0007717374268395584 0.00025525417698741106
PC_4 0.000430311730446794 0.0002988923828144332 -1.1429254490445963e-05 6.376070435247947e-06 -3.9521464289231506e-08 -0.07970199260178928 1.4170820040753591 -0.014975640515634296 0.306822292143091 -0.12697893722136866 -0.1274749326562461 -0.01261847964763988 0.04466131415925951 0.0594691740685908 0.0943309939560177 0.1575939401879101 -0.06849397431864965 -0.18237276417536274 0.13227417701509675 0.06565516355564306 -0.08417247266728944 0.04918082662159623 -0.08903310421133334 0.07109435826311918 0.22739421713212424 0.0001446573302378133 -0.00046928174070830935 -0.00020941715806513486 0.00047194184132430875 0.0012790866631100255 0.00018706057904674606 0.0011606317054424112
PC_5 -0.0017594220179732196 2.7194845463131187e-05 -0.0004422148404175985 1.5238458353642025e-05 -1.493421062754808e-07 0.024410327394078283 -0.014975640515634804 1.9437469486702939 -0.09561569578486966 -0.25145936488780196 -0.205978064937225 0.2599928215718608 -0.13248119310843284 -0.3288282365919562 -0.13965677259827616 0.007305077234965837 -0.14820545851653835 -0.09287466451010952 0.061081913567821465 -0.40474088139777736 -0.13174064969917276 -0.06461422759404849 -0.043313090335205175 -0.11086248165753902 0.2837052296874902 0.0002730669246302667 -0.0014293011627921595 0.00036866523757662987 0.0001228008720168711 0.0012636735706564514 -0.0005220779397232352 -0.0007681629063315239
PC_6 0.0008120596410172904 -0.00023499909178265982 0.0002684284006389555 -1.3689183179629372e-05 1.1338324513171622e-07 0.06642665208716099 0.30682229214309104 -0.09561569578487013 2.5425509855219794 0.15739468853777697 0.24614627525762234 -0.12825260968658395 0.24297305417922538 0.1309546216920082 -0.10049541859169195 0.13421381550512634 0.3665525147153515 -0.4182282636013574 0.0990230801521954 0.30273191736695515 -0.07098702899082783 0.01875503821077478 -0.26059143266139473 0.16887455935209597 -0.21109525564966614 -0.0001869475478330115 -0.0004217319070070688 -0.0007616230374963557 -0.0006022068647904747 2.3649739871255794e-05 0.0010924818040518817 1.570023464660737e-05
PC_7 0.0021058418660802143 0.00010409388331163604 0.00024901551234259603 -2.6932193263435457e-07 -5.612562785168042e-09 0.03660627571511487 -0.12697893722136808 -0.25145936488780246 0.1573946885377768 3.4946768418777463 -0.02990770151644044 0.40225557410633883 -0.1774640928412968 0.36323062886211344 0.2540958782981035 0.17522879742232444 0.06836160967736274 -0.38866928610044926 -0.2036928983902563 0.5849772599343654 0.1876782109025877 0.05590333209556676 -0.47162523740494755 0.07294160006378807 -0.5511177100416557 0.0007365897432426396 0.0007337153373480206 -0.00017239513811097577 -0.000584017407420528 -0.0017297896130594396 0.0004197393731717352 -0.0011502063213697765
PC_8 -0.0035144002961926954 -0.0002521765081309129 -0.00048599051490142846 1.1376093361907897e-05 -1.2753068299260164e-07 0.036459442578045474 -0.12747493265624654 -0.2059780649372262 0.24614627525762328 -0.029907701516439865 3.716361329150732 0.43942259431381847 -0.07968076685750096 0.25749682786177325 0.2731778955525193 0.13477190516542423 0.25244323688119513 0.2512095455152551 -0.37093376386879384 0.32408335924066367 0.45991750904551676 0.10239972362945496 0.25415780987343883 0.027542177987739235 -0.21582635925243354 -0.0003795001201715201 -0.0003302598877870553 0.0004101711450617691 -0.002780253496813959 0.0018075618659526668 -0.0005123095281632328 -0.0010358675649008431
PC_9 -8.267381731859663e-05 -4.7658815839766725e-05 -0.00040187073584728054 1.232500880578993e-05 -1.16672008006859e-07 0.020974337674691448 -0.012618479647641118 0.25999282157185793 -0.12825260968658375 0.40225557410633983 0.4394225943138168 4.837352940636996 0.33239287478745944 -0.0157067849519956 -0.4858582212180446 0.36088074188436925 0.06055632107584993 -0.056461922882128014 -0.16707902058669147 0.03386441121776048 -0.29504248564404506 -0.17954608437418193 -0.10524784141065466 -0.35018586600410084 0.3741951917877446 -0.0005912937480166653 0.0010054694181943103 -0.001608841331536737 -0.003565338936645088 0.0017752374156540223 0.0014830413889934688 0.001449851170667152
PC_10 0.002640248070569239 -0.0001537057779734506 0.00019261369151934345 -1.5625948712559047e-05 1.8566975774776747e-07 -0.08250167973382987 0.044661314159259446 -0.13248119310843243 0.2429730541792241 -0.1774640928412964 -0.07968076685750383 0.33239287478745927 6.190850019292107 0.856584452977218 -0.3759466703053754 0.05882575284337469 -0.1589667386295808 0.002466033506495661 0.19824961888049444 0.3148182519149577 0.39173012870640783 0.4098537877803177 0.02757221201747615 -0.18793299718024162 -0.5903854167698885 -5.842218358721807e-05 0.0004261471956875468 -0.0012771425323653334 0.0018864974563693932 -0.001817533125191265 0.0005318832884358834 0.00036291845391368306
PC_11 0.001324890241639046 0.00024825450860733864 0.0009090469007938958 -2.4017284712306334e-05 2.3263115281278334e-07 -0.05090849156974203 0.059469174068590376 -0.3288282365919561 0.1309546216920062 0.36323062886211394 0.25749682786177247 -0.01570678495199641 0.8565844529772193 5.097949375546734 0.3587149889771072 0.7439009554622266 0.3384722915159178 0.014830225855007496 0.021836118523424167 0.17263541606055632 -0.28513111834693144 -0.11374174628559156 0.07538053731389009 -0.6020705074846524 0.3540119409595942 0.0005542621828269362 0.0013501252671908304 -0.0008918804596398826 -0.0009571515215976924 -0.002367141166237592 0.0009682207802138958 -0.0010095881875936351
PC_12 -0.004697561616939477 -1.6220452298716367e-05 -0.0001285672538907721 3.213697892067784e-06 -4.07088591990509e-08 -0.03249147363548252 0.09433099395601713 -0.13965677259827658 -0.10049541859169155 0.2540958782981044 0.27317789555252003 -0.4858582212180442 -0.37594667030537327 0.3587149889771089 6.645754550224123 0.29741565788660473 0.22497332218805768 -0.12079784456689678 0.2364482083696459 0.5241607691593345 0.31204612569239326 -0.015761249011840298 0.017252896228166437 0.2000365711376856 -0.022282156873838204 0.0002747243509081618 -8.966993119210906e-05 -0.00033394020985129223 -0.0010081079384063212 0.0011717898657862126 0.0004187704134942777 -0.0013558994607034457
PC_13 0.002529637513165589 -0.00021864202864455525 0.00033983837817598106 -1.5026500662013277e-05 1.4466121906089413e-07 0.09169653792735218 0.15759394018791045 0.00730507723496757 0.13421381550512704 0.17522879742232372 0.13477190516542398 0.3608807418843692 0.05882575284337592 0.7439009554622265 0.29741565788660523 6.204459694310026 1.09705714798507 -0.19480061592384956 0.07531537168895269 0.8446603450565621 0.318309792696379 0.1271885165811048 -0.2839733168281482 -0.14202755689024069 -0.49460806390551787 -0.00012973656741907302 -0.0015322723361575093 0.0005156446772546053 0.0011562574601391474 0.0007348243165208982 -0.002622928865393806 0.0022515325983345417
PC_14 -0.004124941237266124 0.00018233315581422393 -0.0001955491987967392 1.174600789711936e-05 -1.269535341595214e-07 0.025173322226674028 -0.06849397431864797 -0.14820545851653757 0.3665525147153535 0.06836160967736328 0.2524432368811957 0.06055632107585089 -0.15896673862957875 0.3384722915159183 0.22497332218805788 1.0970571479850706 6.4064093361026275 0.3872488282033539 -0.3845997479961444 0.33735768851062853 0.2678919214357303 -0.007829743974232715 -0.14406197796905817 -0.49176119416604525 0.4375026152298663 0.00019689071119199185 0.000763371856698937 0.0007292912200772184 -0.003385679652803026 0.0012486923690827993 -0.0006075265743204971 -0.00039748827685269315
PC_15 -0.0033623720534551385 -0.00013517020609002696 0.00020051884324530093 -3.6317022803708125e-06 -1.2987802520738642e-08 0.14521161027185953 -0.1823727641753623 -0.0928746645101105 -0.4182282636013576 -0.38866928610044865 0.25120954551525393 -0.05646192288212981 0.0024660335064960715 0.014830225855007255 -0.12079784456690051 -0.1948006159238468 0.3872488282033535 6.511221054971425 0.047528801672763014 0.05769165158741975 0.1941289975137327 -0.1406963291842667 0.2820172034108259 -0.12746241776674283 -0.5949448376157421 0.00048778671580439756 0.0029773793231102435 -0.00011577221331695674 -0.00213213517884877 -0.004055553437632239 0.00023329868656900792 0.0010854392921817169
PC_16 -0.006016659954887069 -2.33638902333248e-05 -0.00019302438742049152 9.163753000543561e-06 -1.3844903481585776e-07 0.002968935905558365 0.13227417701509653 0.06108191356782042 0.09902308015219712 -0.20369289839025656 -0.3709337638687939 -0.1670790205866902 0.198249618880491 0.02183611852342469 0.2364482083696436 0.07531537168895173 -0.38459974799614505 0.04752880167276277 8.101983913850065 -0.10627288087413576 0.028354300568924323 0.2565437567875879 0.23546092344893527 0.1570224906941416 -0.05905061617387663 0.0005496771050912732 -0.0021037475998842235 0.0021754836485174314 0.002918122086717369 0.0016656244347722474 -0.0016310098448503929 -0.0008304404406127766
PC_17 -0.002493680582053119 0.00011988685045774292 0.0009579007083245616 -2.4875129047563107e-05 1.9555261940961666e-07 -0.19234621532026064 0.06565516355564252 -0.40474088139777814 0.3027319173669552 0.5849772599343653 0.3240833592406626 0.03386441121776125 0.31481825191496027 0.17263541606055788 0.524160769159334 0.8446603450565624 0.33735768851062764 0.05769165158741921 -0.1062728808741375 8.612903393241567 0.2966718987592875 0.21652785886291356 -0.32941807594586475 -0.23745277916886826 -0.2554205381094881 -0.00011174563048208219 -0.0014255481171483553 -0.0009516949708514229 0.0032753622998974758 -0.00033721432857061057 -0.000587121165789168 0.0004881256960949988
PC_18 -0.005191524905149176 0.00012072742127765093 -0.00016588060644939144 1.3309161611571184e-05 -1.6499861732433817e-07 -0.050662152907459276 -0.0841724726672887 -0.1317406496991721 -0.07098702899082675 0.18767821090258638 0.4599175090455172 -0.29504248564404695 0.39173012870640916 -0.28513111834693045 0.3120461256923946 0.3183097926963813 0.2678919214357293 0.19412899751373078 0.028354300568929378 0.29667189875929145 7.206074283012355 0.2809786350291949 -0.15365649940835163 -0.5599612177159288 0.35383864772723944 -0.0011153071973596337 -0.0003095914384851673 0.0015363017416194244 -0.0015903726343893265 0.0024503997420603084 -0.0024629498165271027 0.0010655631833451135
PC_19 -5.718559099317531e-06 -0.00012652535193596697 7.53364958541222e-05 -4.541725642239742e-06 2.9867471856298336e-08 0.00016748050540507891 0.049180826621594835 -0.06461422759404727 0.018755038210772467 0.05590333209556772 0.10239972362945315 -0.17954608437418393 0.40985378778031734 -0.11374174628558822 -0.015761249011840648 0.12718851658110314 -0.007829743974231054 -0.14069632918426392 0.25654375678758745 0.21652785886291476 0.2809786350291889 7.774557254562859 0.013505664403630248 0.130692966661898 0.5743997161226134 0.00025621700712822937 -0.00195747445542298 -0.0017833137666118473 0.0007264990862750322 0.0014335029128902733 0.0004067484449049528 0.0023255326123570014
PC_20 0.00021109530687203078 -6.575351563530714e-05 5.9532243492637754e-05 -8.438974773160936e-06 1.0262418818737533e-07 0.0519896358763105 -0.08903310421133334 -0.043313090335205 -0.26059143266139373 -0.47162523740494766 0.2541578098734395 -0.10524784141065355 0.02757221201747438 0.0753805373138897 0.017252896228167183 -0.2839733168281505 -0.1440619779690577 0.2820172034108222 0.23546092344893618 -0.32941807594586564 -0.15365649940835485 0.013505664403630374 8.072940661890497 0.7353864508095159 -0.030009529729684944 -6.66763362686605e-05 0.0004546167572891659 0.00036199425105919506 -0.0008897975364835982 0.0005680701724515764 0.002391702481762331 -0.0022337897229110035
PC_21 0.004270132932210428 6.18088754685671e-05 0.0007667290244018255 -3.116915741237069e-05 3.3358979380879825e-07 -0.12208943604168787 0.0710943582631196 -0.11086248165753858 0.16887455935209433 0.07294160006378843 0.02754217798773914 -0.3501858660040998 -0.1879329971802409 -0.6020705074846526 0.2000365711376852 -0.14202755689024074 -0.49176119416604464 -0.12746241776674427 0.15702249069414043 -0.2374527791688701 -0.5599612177159291 0.1306929666618969 0.7353864508095157 9.59390251720886 0.4259111160383201 0.00013655858333844247 0.0005975656430809893 -0.0005472318354371763 0.0006523754068215822 -0.001306742179606701 0.0011085346224048546 -0.0009074419247268869
PC_22 -0.0007785188048064607 -0.0003340020957334508 6.340841033369148e-05 1.5857515478309724e-06 -8.607068886273561e-08 0.16802922588595376 0.22739421713212374 0.2837052296874858 -0.2110952556496652 -0.5511177100416536 -0.21582635925243474 0.3741951917877439 -0.5903854167698879 0.3540119409596003 -0.022282156873838242 -0.494608063905519 0.4375026152298668 -0.5949448376157394 -0.05905061617387913 -0.25542053810948584 0.35383864772723655 0.5743997161226163 -0.03000952972968796 0.4259111160383225 8.313443638682982 0.0014979980315010099 -0.00215351968930855 0.0001892964013871051 0.001349465941547438 0.0026302284437664724 0.002195113366589061 -0.0022196422688796477
proband 1.0007714848479394e-06 -1.1149898080570197e-07 -2.0842326476141326e-06 4.9624339874850615e-08 -3.4429378769938436e-10 -7.41019013700474e-05 0.00014465733023812883 0.00027306692463023813 -0.00018694754783298847 0.0007365897432423637 -0.0003795001201715045 -0.0005912937480171429 -5.8422183587018753e-05 0.0005542621828269721 0.00027472435090892264 -0.00012973656741892655 0.0001968907111919321 0.00048778671580502775 0.000549677105091322 -0.00011174563048201666 -0.0011153071973594273 0.00025621700712893795 -6.66763362684468e-05 0.00013655858333846477 0.0014979980315005222 0.0002820717022373912 -0.00013816057707751147 -0.00013186535038679786 4.047233188154294e-06 -3.091090145927085e-06 -1.0079412891429161e-05 -6.742870183318941e-06
paternal -4.07416050607109e-05 -4.43028925788461e-07 -4.5750083488499286e-06 8.989385771900047e-08 -4.737109464109022e-10 -0.00032609071933148675 -0.00046928174070815377 -0.0014293011627919115 -0.0004217319070072267 0.0007337153373479135 -0.00033025988778701503 0.001005469418194105 0.0004261471956873814 0.001350125267190742 -8.966993119134597e-05 -0.0015322723361570166 0.0007633718566988737 0.0029773793231101593 -0.0021037475998842256 -0.0014255481171483006 -0.00030959143848425624 -0.001957474455423718 0.0004546167572897958 0.0005975656430810128 -0.0021535196893090643 -0.0001381605770775118 0.0010046257333119583 6.437295450557225e-05 -0.000780397284930563 -0.000652388656214379 6.916307011944293e-06 -4.063991863688208e-05
maternal -6.179706833675553e-05 -5.377120300245213e-07 -4.2672992628632035e-06 1.4481757947550717e-07 -1.4519266301018314e-09 -0.0004986278492908153 -0.0002094171580651016 0.00036866523757616155 -0.0007616230374959199 -0.00017239513811102714 0.00041017114506194594 -0.0016088413315369487 -0.0012771425323651452 -0.00089188045963988 -0.0003339402098501749 0.0005156446772543972 0.0007292912200772189 -0.00011577221331725648 0.002175483648517572 -0.0009516949708512126 0.0015363017416193422 -0.0017833137666110701 0.00036199425106016114 -0.0005472318354370595 0.00018929640138763693 -0.0001318653503867978 6.437295450557067e-05 0.0009527312274074356 7.996314849589416e-06 -2.491037534208499e-05 -0.0006465640245120752 -0.0006848912053421671
gpp 4.0373562158256334e-05 1.6488259270987519e-06 5.918388280243812e-06 -1.4081034953185026e-07 1.1012650505146535e-09 0.00012827123678572726 0.00047194184132423573 0.0001228008720165642 -0.0006022068647899792 -0.0005840174074205854 -0.0027802534968141258 -0.0035653389366456733 0.0018864974563685619 -0.0009571515215978214 -0.0010081079384069895 0.0011562574601387777 -0.0033856796528029687 -0.0021321351788489112 0.0029181220867173147 0.0032753622998973045 -0.001590372634390445 0.0007264990862745021 -0.0008897975364837685 0.0006523754068215971 0.0013494659415474442 4.047233188153996e-06 -0.0007803972849305626 7.996314849589733e-06 0.002705028794733278 -0.0013019392257806797 -1.2045762387116647e-05 -8.086545915884105e-09
gmp -2.1766914590307764e-06 -2.5088041925631997e-07 1.4485273114665418e-06 3.438427708186175e-08 -9.3761696845909e-10 0.00056987817225519 0.001279086663109595 0.0012636735706552675 2.3649739871631514e-05 -0.0017297896130593295 0.0018075618659529182 0.0017752374156531396 -0.001817533125190816 -0.002367141166237401 0.0011717898657879013 0.0007348243165200552 0.0012486923690827104 -0.004055553437631863 0.001665624434772265 -0.0003372143285702098 0.0024503997420605213 0.0014335029128925746 0.0005680701724517492 -0.0013067421796065998 0.002630228443765847 -3.0910901459265715e-06 -0.0006523886562143793 -2.4910375342087733e-05 -0.0013019392257806795 0.0025083052848293083 7.880625014109167e-06 4.9189664293480954e-05
gpm 7.389543838852772e-05 1.3040505943164215e-07 6.232962107352288e-06 -1.9837311331539006e-07 1.9411672318541573e-09 0.0007717374268395534 0.0001870605790464507 -0.0005220779397237436 0.0010924818040519652 0.0004197393731720225 -0.000512309528163258 0.0014830413889928946 0.000531883288435739 0.0009682207802141386 0.00041877041349432174 -0.0026229288653933282 -0.0006075265743204359 0.00023329868656873419 -0.001631009844850443 -0.000587121165789204 -0.0024629498165269015 0.0004067484449052316 0.0023917024817619254 0.001108534622404849 0.0021951133665880423 -1.007941289142896e-05 6.916307011946288e-06 -0.0006465640245120769 -1.2045762387116649e-05 7.880625014105903e-06 0.0014783174360658896 -0.0002929868454668689
gmm 7.325052116081575e-05 3.1762458433225843e-07 1.7872974881968318e-06 -7.813192408281038e-08 9.157995769599834e-10 0.0002552541769874014 0.0011606317054425332 -0.0007681629063306213 1.570023464637789e-05 -0.0011502063213697901 -0.0010358675649010248 0.0014498511706676576 0.0003629184539152039 -0.0010095881875935428 -0.001355899460703974 0.002251532598334836 -0.00039748827685278537 0.0010854392921816934 -0.0008304404406127417 0.0004881256960947524 0.0010655631833448207 0.002325532612357178 -0.002233789722910431 -0.0009074419247268584 -0.0022196422688797093 -6.7428701833192164e-06 -4.063991863688236e-05 -0.0006848912053421658 -8.08654591528815e-09 4.9189664293480954e-05 -0.0002929868454668705 0.0015540811722982858
