(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000790469090165208 0.000613911612514073 0.00016869120271196 -0.000443490236389521 -9.56490151429957e-06 3.51693141082689e-05 1.7055694919267e-05 -8.48494662927614e-05 9.53522096642764e-05 0.000114861023735658
covarage 0.000613911612514073 0.00123641993589252 0.00117773481340608 -0.00198161553825323 -1.52075034800862e-05 2.96570660329761e-05 3.11143855761441e-06 1.20008686683675e-05 -3.30270241558815e-05 1.47843451344138e-05
covarsex 0.00016869120271196 0.00117773481340608 0.00202953437377864 -0.00287923116706704 -1.18325796240875e-05 6.37254543210061e-06 -5.62960353924328e-06 5.57220401527987e-06 -3.93948173306667e-06 -1.32252084565169e-05
covarage_sex -0.000443490236389521 -0.00198161553825323 -0.00287923116706704 0.00484629054749741 1.17004951090445e-05 9.86162809707646e-06 1.61870517841985e-05 -6.20728531853296e-06 1.30413750620179e-05 9.35382391930947e-06
covarPC_3 -9.56490151429957e-06 -1.52075034800862e-05 -1.18325796240875e-05 1.17004951090445e-05 0.000304895237481766 -3.27126826661847e-06 1.86413479672031e-06 -1.27249234769557e-05 1.14864813435397e-05 1.61139652663268e-05
covarPC_4 3.51693141082689e-05 2.96570660329761e-05 6.37254543210061e-06 9.86162809707646e-06 -3.27126826661847e-06 0.000321216108688626 7.3086641716095e-06 -4.86715868952171e-06 4.89429911443822e-06 1.37941282017623e-05
proband 1.7055694919267e-05 3.11143855761441e-06 -5.62960353924328e-06 1.61870517841985e-05 1.86413479672031e-06 7.3086641716095e-06 0.000379607578711934 -0.000196240661638449 -2.3752131688546e-05 -9.65503557583452e-06
maternal -8.48494662927614e-05 1.20008686683675e-05 5.57220401527987e-06 -6.20728531853296e-06 -1.27249234769557e-05 -4.86715868952171e-06 -0.000196240661638449 0.00193417582512706 -0.00139203694127924 -0.00143641564698699
gmm 9.53522096642764e-05 -3.30270241558815e-05 -3.93948173306667e-06 1.30413750620179e-05 1.14864813435397e-05 4.89429911443822e-06 -2.3752131688546e-05 -0.00139203694127924 0.00366535119128413 -0.00108003045294144
gpm 0.000114861023735658 1.47843451344138e-05 -1.32252084565169e-05 9.35382391930947e-06 1.61139652663268e-05 1.37941282017623e-05 -9.65503557583452e-06 -0.00143641564698699 -0.00108003045294144 0.00370926796389097
