"PGS","PHENO","GEN_MOD","VAR","proband","paternal","maternal","gpp","gmp","gpm","gmm"
"ADHD_Demontis","EA","3","gpp",-1.76934395652963e-05,-0.000901579103642163,-1.32198029145489e-05,0.00361316109707565,-0.00109600671898245,-0.000341079535998857,-0.000170816761286279
"ADHD_Demontis","EA","3","gmp",1.92908622776136e-05,-0.000819598409924077,-5.53877008460212e-06,-0.00109600671898245,0.00310391904771726,-0.000252839536053261,6.35078466728479e-05
"ADHD_Demontis","EA","3","gpm",2.30580491889092e-06,0.000117435130908932,-0.000769754039260614,-0.000341079535998857,-0.000252839536053261,0.00280819671418177,-0.000797200136572221
"ADHD_Demontis","EA","3","gmm",-2.67553836310318e-05,-8.3981294920092e-05,-0.000626384294376888,-0.00017081676128628,6.35078466728478e-05,-0.000797200136572222,0.00268440696982272
"ADHD_Demontis","EA","3m","proband",0.000363613798844447,NA,-0.000122286109843935,NA,NA,-6.07967132071498e-05,-9.52476085483743e-05
"ADHD_Demontis","EA","3m","maternal",-0.000122286109843935,NA,0.000481524884088982,NA,NA,-0.000215437461979837,-5.42053940826945e-05
"ADHD_Demontis","EA","3m","gpm",-6.07967132071498e-05,NA,-0.000215437461979837,NA,NA,0.00147153290051313,-0.000832627425972896
"ADHD_Demontis","EA","3m","gmm",-9.52476085483743e-05,NA,-5.42053940826946e-05,NA,NA,-0.000832627425972896,0.00142957391762927
"ADHD_Demontis","EA","3p","proband",0.000458868458199184,-0.000166281192342025,NA,-0.000151279138384839,-5.08055372147161e-05,NA,NA
"ADHD_Demontis","EA","3p","paternal",-0.000166281192342025,0.000654764398503359,NA,-0.00017591319968006,-0.000252009784360808,NA,NA
"ADHD_Demontis","EA","3p","gpp",-0.000151279138384839,-0.00017591319968006,NA,0.00216516905485117,-0.00123030492817606,NA,NA
"ADHD_Demontis","EA","3p","gmp",-5.08055372147159e-05,-0.000252009784360808,NA,-0.00123030492817606,0.00198473957912103,NA,NA
"ADHD_Demontis","COG","1","proband",0.000325644853694069,NA,NA,NA,NA,NA,NA
"ADHD_Demontis","COG","2","proband",0.000412583847629309,-0.00017010286033854,-0.000129057814424758,NA,NA,NA,NA
"ADHD_Demontis","COG","2","paternal",-0.00017010286033854,0.000516746532516429,3.51669453348958e-05,NA,NA,NA,NA
"ADHD_Demontis","COG","2","maternal",-0.000129057814424758,3.51669453348959e-05,0.000439512927213851,NA,NA,NA,NA
"ADHD_Demontis","COG","3","proband",0.00106091034607225,-0.000564761971155975,-0.000518640492300382,-1.12123967838855e-05,-5.50213292321834e-06,2.81831731043372e-05,-2.46189578926594e-05
"ADHD_Demontis","COG","3","paternal",-0.000564761971155975,0.00201640950326872,0.000461400634315919,-0.00135647785439227,-0.00105476239851961,0.000259757486746978,-0.000240668175766051
"ADHD_Demontis","COG","3","maternal",-0.000518640492300381,0.000461400634315919,0.00176796532573571,-0.000155106564037958,0.000114178115566551,-0.00104989707136441,-0.00095210866235484
"ADHD_Demontis","COG","3","gpp",-1.12123967838854e-05,-0.00135647785439227,-0.000155106564037958,0.00521978264066929,-0.00156594751499883,-0.000452434483226722,2.46149292674679e-05
"ADHD_Demontis","COG","3","gmp",-5.50213292321806e-06,-0.00105476239851961,0.000114178115566551,-0.00156594751499883,0.00423326333675212,-0.000502853396000006,4.04947004190481e-05
"ADHD_Demontis","COG","3","gpm",2.8183173104337e-05,0.000259757486746977,-0.00104989707136441,-0.000452434483226722,-0.000502853396000006,0.00386912883176602,-0.00110521985262264
"ADHD_Demontis","COG","3","gmm",-2.46189578926597e-05,-0.000240668175766051,-0.000952108662354838,2.46149292674677e-05,4.0494700419048e-05,-0.00110521985262264,0.00389691275312306
"ADHD_Demontis","COG","3m","proband",0.000536583122551671,NA,-0.000179492673031485,NA,NA,-6.41016623943666e-05,-0.000159416229520398
"ADHD_Demontis","COG","3m","maternal",-0.000179492673031485,NA,0.000672867535098105,NA,NA,-0.000288264808340758,-6.23907862288822e-05
"ADHD_Demontis","COG","3m","gpm",-6.41016623943663e-05,NA,-0.000288264808340758,NA,NA,0.00209847390761219,-0.00122992907931849
"ADHD_Demontis","COG","3m","gmm",-0.000159416229520398,NA,-6.23907862288822e-05,NA,NA,-0.00122992907931849,0.00211017338432898
"ADHD_Demontis","COG","3p","proband",0.000653560373688059,-0.000231015957730443,NA,-0.000224362759139374,-6.57270124702946e-05,NA,NA
"ADHD_Demontis","COG","3p","paternal",-0.000231015957730443,0.000909076087265533,NA,-0.000259186578435585,-0.000347224064268556,NA,NA
"ADHD_Demontis","COG","3p","gpp",-0.000224362759139373,-0.000259186578435584,NA,0.00334916429176237,-0.00197065629761282,NA,NA
"ADHD_Demontis","COG","3p","gmp",-6.57270124702945e-05,-0.000347224064268556,NA,-0.00197065629761282,0.00296910845956551,NA,NA
"ADHD_Demontis","AFB","1","proband",0.000688972467305786,NA,NA,NA,NA,NA,NA
"ADHD_Demontis","AFB","2","proband",0.00121771515297453,-0.000682244205231683,-0.000541663673172211,NA,NA,NA,NA
"ADHD_Demontis","AFB","2","paternal",-0.000682244205231684,0.00125083142109905,0.000257722170598874,NA,NA,NA,NA
"ADHD_Demontis","AFB","2","maternal",-0.000541663673172211,0.000257722170598874,0.00107754111602209,NA,NA,NA,NA
"ADHD_Demontis","AFB","3","proband",0.00265095390717612,-0.0014636213212576,-0.00123888570899191,7.9313041569203e-05,-4.45025985008957e-05,-0.000192302450247061,5.27473896734931e-05
"ADHD_Demontis","AFB","3","paternal",-0.0014636213212576,0.00415430201000051,0.00086656169500953,-0.00263062430384462,-0.00191146978267725,0.000428844556181799,-7.87074899467164e-06
"ADHD_Demontis","AFB","3","maternal",-0.00123888570899191,0.00086656169500953,0.00384655445463754,0.000528830763307277,-0.000393282507212047,-0.00233971155751067,-0.00193964475672085
"ADHD_Demontis","AFB","3","gpp",7.9313041569203e-05,-0.00263062430384462,0.000528830763307276,0.00984694672306536,-0.00307784390710794,-0.00177037370834821,-0.000572783672824535
"ADHD_Demontis","AFB","3","gmp",-4.45025985008977e-05,-0.00191146978267725,-0.000393282507212046,-0.00307784390710794,0.00775314067385978,-0.000187563721076856,2.19141752598619e-05
"ADHD_Demontis","AFB","3","gpm",-0.000192302450247062,0.0004288445561818,-0.00233971155751067,-0.00177037370834821,-0.000187563721076856,0.00768722153886637,-0.00145433262992893
"ADHD_Demontis","AFB","3","gmm",5.27473896734927e-05,-7.87074899467112e-06,-0.00193964475672085,-0.000572783672824535,2.19141752598618e-05,-0.00145433262992893,0.0064529198363771
"ADHD_Demontis","AFB","3m","proband",0.00121472754846551,NA,-0.000417137924161547,NA,NA,-0.000350510783165909,-0.000250222902801298
"ADHD_Demontis","AFB","3m","maternal",-0.000417137924161547,NA,0.00146257304208097,NA,NA,-0.000521175153051983,-0.00024617778971777
"ADHD_Demontis","AFB","3m","gpm",-0.00035051078316591,NA,-0.000521175153051982,NA,NA,0.00409180489783234,-0.00223124200296361
"ADHD_Demontis","AFB","3m","gmm",-0.000250222902801298,NA,-0.00024617778971777,NA,NA,-0.00223124200296361,0.00383408844467494
"ADHD_Demontis","AFB","3p","proband",0.00154426280317108,-0.000677573160391371,NA,-0.000281472340665964,-0.000304119518552691,NA,NA
"ADHD_Demontis","AFB","3p","paternal",-0.000677573160391371,0.00195603421099254,NA,-0.000727263355490063,-0.000542636247744943,NA,NA
"ADHD_Demontis","AFB","3p","gpp",-0.000281472340665963,-0.000727263355490064,NA,0.00610798258840067,-0.00344262176394679,NA,NA
"ADHD_Demontis","AFB","3p","gmp",-0.000304119518552692,-0.000542636247744943,NA,-0.00344262176394678,0.0054711132797398,NA,NA
"ADHD_Demontis","NEB","1","proband",0.000388929565809623,NA,NA,NA,NA,NA,NA
"ADHD_Demontis","NEB","2","proband",0.000603628875795925,-0.0003012259601268,-0.000231806748538069,NA,NA,NA,NA
"ADHD_Demontis","NEB","2","paternal",-0.000301225960126801,0.0006483295754835,6.57652663127017e-05,NA,NA,NA,NA
"ADHD_Demontis","NEB","2","maternal",-0.000231806748538069,6.57652663127016e-05,0.000549448671159743,NA,NA,NA,NA
"ADHD_Demontis","NEB","3","proband",0.00179679545797601,-0.000968384162589985,-0.000928903045726457,-4.76734667983132e-05,3.92800777579383e-05,-8.40494701815346e-06,-9.10121985234717e-09
"ADHD_Demontis","NEB","3","paternal",-0.000968384162589984,0.00243765796636936,0.0007166968211025,-0.00145685155686502,-0.00116734682009939,0.000209040222709451,-0.000193253801356296
"ADHD_Demontis","NEB","3","maternal",-0.000928903045726458,0.0007166968211025,0.00236395470674423,9.289066771601e-05,-0.000129043853010494,-0.0013523492198265,-0.00117244722428574
"ADHD_Demontis","NEB","3","gpp",-4.76734667983146e-05,-0.00145685155686502,9.289066771601e-05,0.00587263064014646,-0.00189741429744997,-0.000911957478822337,-0.00013988966876474
"ADHD_Demontis","NEB","3","gmp",3.92800777579382e-05,-0.00116734682009939,-0.000129043853010493,-0.00189741429744997,0.00481575892314156,-0.000303555237462172,6.74415808255529e-05
"ADHD_Demontis","NEB","3","gpm",-8.40494701815253e-06,0.000209040222709451,-0.0013523492198265,-0.000911957478822339,-0.000303555237462172,0.00475058647981739,-0.0011435096762337
"ADHD_Demontis","NEB","3","gmm",-9.10121985191601e-09,-0.000193253801356296,-0.00117244722428574,-0.00013988966876474,6.74415808255538e-05,-0.0011435096762337,0.00421471115540406
"ADHD_Demontis","NEB","3m","proband",0.000779512555055035,NA,-0.000272164877175751,NA,NA,-0.00019706221508751,-0.000188346141411013
"ADHD_Demontis","NEB","3m","maternal",-0.000272164877175751,NA,0.000847395367410132,NA,NA,-0.000300584914845171,-0.000113436417269522
"ADHD_Demontis","NEB","3m","gpm",-0.00019706221508751,NA,-0.000300584914845171,NA,NA,0.00262581946959906,-0.0015260363226064
"ADHD_Demontis","NEB","3m","gmm",-0.000188346141411013,NA,-0.000113436417269522,NA,NA,-0.0015260363226064,0.0024902141104949
"ADHD_Demontis","NEB","3p","proband",0.00096148796024726,-0.000373511369753468,NA,-0.000269807736706885,-0.000150202103252736,NA,NA
"ADHD_Demontis","NEB","3p","paternal",-0.000373511369753468,0.00112439993940835,NA,-0.000383022937074218,-0.000365996037032209,NA,NA
"ADHD_Demontis","NEB","3p","gpp",-0.000269807736706885,-0.000383022937074218,NA,0.00381426945964376,-0.00215125691229466,NA,NA
"ADHD_Demontis","NEB","3p","gmp",-0.000150202103252736,-0.000365996037032209,NA,-0.00215125691229466,0.00345007349584542,NA,NA
"ADHD_Demontis","CPD.Max","1","proband",0.000217431246993416,NA,NA,NA,NA,NA,NA
"ADHD_Demontis","CPD.Max","2","proband",0.000299248116253392,-0.000130020333228399,-0.000110608640123851,NA,NA,NA,NA
"ADHD_Demontis","CPD.Max","2","paternal",-0.000130020333228399,0.000348475246173217,2.71914873642034e-05,NA,NA,NA,NA
"ADHD_Demontis","CPD.Max","2","maternal",-0.000110608640123851,2.71914873642035e-05,0.000304094747824542,NA,NA,NA,NA
"ADHD_Demontis","CPD.Max","3","proband",0.000665351689365899,-0.000358062559750326,-0.000321311160444843,-8.43523649667699e-06,1.2982519617766e-05,-1.65613908304053e-07,-1.92297338987589e-05
"ADHD_Demontis","CPD.Max","3","paternal",-0.000358062559750327,0.00115807979274505,0.000271422284797224,-0.000717313225347593,-0.000620347843404631,8.47602832194098e-05,-5.77920464270108e-05
"ADHD_Demontis","CPD.Max","3","maternal",-0.000321311160444843,0.000271422284797224,0.00100392240980577,-1.15083430567592e-05,-4.28461586975464e-06,-0.000598359537534387,-0.000493732964761249
"ADHD_Demontis","CPD.Max","3","gpp",-8.43523649667669e-06,-0.000717313225347592,-1.15083430567594e-05,0.00285379415919947,-0.000878100548676696,-0.000307303900619109,-0.000108639155346069
"ADHD_Demontis","CPD.Max","3","gmp",1.29825196177661e-05,-0.000620347843404632,-4.28461586975465e-06,-0.000878100548676695,0.00242912292834313,-0.000192844305846163,2.25015681369225e-05
"ADHD_Demontis","CPD.Max","3","gpm",-1.65613908303916e-07,8.47602832194096e-05,-0.000598359537534387,-0.000307303900619109,-0.000192844305846163,0.00223367481565521,-0.000636132413029695
"ADHD_Demontis","CPD.Max","3","gmm",-1.92297338987587e-05,-5.77920464270109e-05,-0.000493732964761249,-0.00010863915534607,2.25015681369229e-05,-0.000636132413029695,0.00210145425756764
"ADHD_Demontis","CPD.Max","3m","proband",0.000356975149616413,NA,-0.000123425909209471,NA,NA,-6.93438542635391e-05,-8.83848529188049e-05
"ADHD_Demontis","CPD.Max","3m","maternal",-0.000123425909209471,NA,0.000427943256371709,NA,NA,-0.000167568138369476,-5.58471562909981e-05
"ADHD_Demontis","CPD.Max","3m","gpm",-6.93438542635392e-05,NA,-0.000167568138369476,NA,NA,0.00133190937971327,-0.000778555797696361
"ADHD_Demontis","CPD.Max","3m","gmm",-8.83848529188048e-05,NA,-5.5847156290998e-05,NA,NA,-0.000778555797696361,0.00129327753238712
"ADHD_Demontis","CPD.Max","3p","proband",0.000401497740480538,-0.000147091309090085,NA,-0.000130946622188245,-4.98140234919785e-05,NA,NA
"ADHD_Demontis","CPD.Max","3p","paternal",-0.000147091309090085,0.000522033200235618,NA,-0.000147699988135888,-0.000183694410726271,NA,NA
"ADHD_Demontis","CPD.Max","3p","gpp",-0.000130946622188245,-0.000147699988135888,NA,0.0017551221345526,-0.00100663113625506,NA,NA
"ADHD_Demontis","CPD.Max","3p","gmp",-4.98140234919784e-05,-0.000183694410726271,NA,-0.00100663113625506,0.00159629245071881,NA,NA
"ADHD_Demontis","CPD.Cur","1","proband",0.000213338280412267,NA,NA,NA,NA,NA,NA
"ADHD_Demontis","CPD.Cur","2","proband",0.000306600944161302,-0.00013714575182102,-0.000118537130274662,NA,NA,NA,NA
"ADHD_Demontis","CPD.Cur","2","paternal",-0.00013714575182102,0.000341505126956775,3.03232563384918e-05,NA,NA,NA,NA
"ADHD_Demontis","CPD.Cur","2","maternal",-0.000118537130274662,3.03232563384919e-05,0.000299364575787531,NA,NA,NA,NA
"ADHD_Demontis","CPD.Cur","3","proband",0.000482506390797518,-0.000260374960310743,-0.000234659281299809,-3.54221735782984e-06,7.11924802083469e-06,1.67793742838672e-06,-1.20769036539071e-05
"ADHD_Demontis","CPD.Cur","3","paternal",-0.000260374960310743,0.000776867392143445,0.000193136258337112,-0.000478112627134896,-0.000404520199504077,5.49538885577944e-05,-4.23498086981393e-05
"ADHD_Demontis","CPD.Cur","3","maternal",-0.000234659281299809,0.000193136258337112,0.000675910637304402,-1.15154077008539e-05,4.05548553624708e-07,-0.000396950538874657,-0.000330284071452378
"ADHD_Demontis","CPD.Cur","3","gpp",-3.54221735782999e-06,-0.000478112627134895,-1.1515407700854e-05,0.00189770918047755,-0.000588510164541746,-0.000200316748759727,-6.96570224264566e-05
"ADHD_Demontis","CPD.Cur","3","gmp",7.11924802083466e-06,-0.000404520199504077,4.05548553624726e-07,-0.000588510164541745,0.00160685434482996,-0.000138284407353998,2.1680895095784e-05
"ADHD_Demontis","CPD.Cur","3","gpm",1.67793742838669e-06,5.49538885577945e-05,-0.000396950538874656,-0.000200316748759728,-0.000138284407353998,0.00149020392633059,-0.000431793547998972
"ADHD_Demontis","CPD.Cur","3","gmm",-1.20769036539072e-05,-4.23498086981393e-05,-0.000330284071452378,-6.96570224264564e-05,2.16808950957841e-05,-0.000431793547998972,0.00139702674717382
"ADHD_Demontis","CPD.Cur","3m","proband",0.00030084185684756,NA,-0.000104349358266131,NA,NA,-5.98987893916392e-05,-7.36229165043539e-05
"ADHD_Demontis","CPD.Cur","3m","maternal",-0.000104349358266131,NA,0.000355682199041533,NA,NA,-0.000136631536569425,-4.81678429163952e-05
"ADHD_Demontis","CPD.Cur","3m","gpm",-5.9898789391639e-05,NA,-0.000136631536569425,NA,NA,0.00110993157048018,-0.000650478939531482
"ADHD_Demontis","CPD.Cur","3m","gmm",-7.36229165043541e-05,NA,-4.81678429163954e-05,NA,NA,-0.000650478939531481,0.00107712223200424
"ADHD_Demontis","CPD.Cur","3p","proband",0.000305357253794904,-0.000112510453775332,NA,-9.90359685485852e-05,-3.90881403660212e-05,NA,NA
"ADHD_Demontis","CPD.Cur","3p","paternal",-0.000112510453775332,0.000383027290768964,NA,-0.000109494233526384,-0.000129703098152896,NA,NA
"ADHD_Demontis","CPD.Cur","3p","gpp",-9.90359685485851e-05,-0.000109494233526384,NA,0.00129158270092501,-0.000743744541703754,NA,NA
"ADHD_Demontis","CPD.Cur","3p","gmp",-3.90881403660211e-05,-0.000129703098152896,NA,-0.000743744541703754,0.00117177653580039,NA,NA
"ADHD_Demontis","CESD","1","proband",0.000220643426954469,NA,NA,NA,NA,NA,NA
"ADHD_Demontis","CESD","2","proband",0.000317889300847998,-0.000142880478102961,-0.000123333070028243,NA,NA,NA,NA
"ADHD_Demontis","CESD","2","paternal",-0.000142880478102961,0.000354171439133096,3.26949768020935e-05,NA,NA,NA,NA
"ADHD_Demontis","CESD","2","maternal",-0.000123333070028243,3.26949768020935e-05,0.000309641129070184,NA,NA,NA,NA
"ADHD_Demontis","CESD","3","proband",0.000889036001268204,-0.000480148634945748,-0.000434115723136111,-3.80453969571059e-07,9.51987072999176e-06,1.17321742855365e-06,-1.89807734648932e-05
"ADHD_Demontis","CESD","3","paternal",-0.000480148634945748,0.00135231140249688,0.000351676321882949,-0.000830930403508524,-0.000684400460125611,8.98092321570555e-05,-7.40646631979164e-05
"ADHD_Demontis","CESD","3","maternal",-0.00043411572313611,0.000351676321882949,0.00117789473209871,-2.47235258759123e-05,2.55609385195109e-06,-0.00068162005817381,-0.000570650339496109
"ADHD_Demontis","CESD","3","gpp",-3.80453969570938e-07,-0.000830930403508524,-2.47235258759118e-05,0.00325235414972267,-0.00100350185551216,-0.000361713669477566,-0.000102987860956294
"ADHD_Demontis","CESD","3","gmp",9.51987072999253e-06,-0.000684400460125611,2.55609385195055e-06,-0.00100350185551216,0.0027392559266709,-0.000238160015371475,2.84435592931291e-05
"ADHD_Demontis","CESD","3","gpm",1.17321742855354e-06,8.98092321570554e-05,-0.00068162005817381,-0.000361713669477566,-0.000238160015371475,0.00256714947591391,-0.000739287147582414
"ADHD_Demontis","CESD","3","gmm",-1.89807734648938e-05,-7.40646631979161e-05,-0.000570650339496108,-0.000102987860956294,2.8443559293129e-05,-0.000739287147582415,0.00238641092010916
"ADHD_Demontis","CESD","3m","proband",0.000417687358736742,NA,-0.000146294789033602,NA,NA,-9.21659501917002e-05,-9.76776915704284e-05
"ADHD_Demontis","CESD","3m","maternal",-0.000146294789033602,NA,0.000466489088806622,NA,NA,-0.000166203878053655,-7.53024897027646e-05
"ADHD_Demontis","CESD","3m","gpm",-9.21659501917004e-05,NA,-0.000166203878053654,NA,NA,0.00144680344622338,-0.000846201068554459
"ADHD_Demontis","CESD","3m","gmm",-9.76776915704283e-05,NA,-7.53024897027648e-05,NA,NA,-0.000846201068554459,0.00139964407832996
"ADHD_Demontis","CESD","3p","proband",0.000514242771596616,-0.000190116277234874,NA,-0.00016348998272122,-6.89966928870594e-05,NA,NA
"ADHD_Demontis","CESD","3p","paternal",-0.000190116277234874,0.000636175194587931,NA,-0.000197216947254627,-0.00021230126999575,NA,NA
"ADHD_Demontis","CESD","3p","gpp",-0.00016348998272122,-0.000197216947254627,NA,0.00211480869619362,-0.0011970094728744,NA,NA
"ADHD_Demontis","CESD","3p","gmp",-6.89966928870595e-05,-0.000212301269995749,NA,-0.0011970094728744,0.00190939430822093,NA,NA
"ADHD_Demontis","BMI","1","proband",0.000221792474973738,NA,NA,NA,NA,NA,NA
"ADHD_Demontis","BMI","2","proband",0.00028769577550536,-0.000118752688604176,-9.81131289315447e-05,NA,NA,NA,NA
"ADHD_Demontis","BMI","2","paternal",-0.000118752688604176,0.000357365428748102,2.37674087832404e-05,NA,NA,NA,NA
"ADHD_Demontis","BMI","2","maternal",-9.81131289315447e-05,2.37674087832404e-05,0.000309693231336947,NA,NA,NA,NA
"ADHD_Demontis","BMI","3","proband",0.000859569111808796,-0.000460439715553869,-0.000411764219756826,-1.9504009160729e-05,2.1858298474253e-05,4.65381446000863e-06,-2.97661473867734e-05
"ADHD_Demontis","BMI","3","paternal",-0.000460439715553869,0.00164710958956225,0.000359005303135446,-0.00101633057423409,-0.000923517473413656,0.000133498714035443,-9.8860123764708e-05
"ADHD_Demontis","BMI","3","maternal",-0.000411764219756826,0.000359005303135446,0.00142281444357547,-1.66332921169484e-05,-5.62948125477653e-06,-0.000867097245910582,-0.00070797384806519
"ADHD_Demontis","BMI","3","gpp",-1.95040091607289e-05,-0.00101633057423409,-1.66332921169485e-05,0.00406505130966539,-0.00123581420418153,-0.000367753247353847,-0.000198235214855964
"ADHD_Demontis","BMI","3","gmp",2.18582984742526e-05,-0.000923517473413656,-5.62948125477633e-06,-0.00123581420418153,0.00349185159545416,-0.000292229660460214,8.57991012816755e-05
"ADHD_Demontis","BMI","3","gpm",4.65381446000821e-06,0.000133498714035444,-0.000867097245910582,-0.000367753247353846,-0.000292229660460215,0.00315652499216799,-0.000902773650620705
"ADHD_Demontis","BMI","3","gmm",-2.97661473867732e-05,-9.88601237647079e-05,-0.00070797384806519,-0.000198235214855964,8.57991012816759e-05,-0.000902773650620705,0.00302474799736501
"ADHD_Demontis","BMI","3m","proband",0.000413616166183292,NA,-0.000141334122165583,NA,NA,-7.02015474669761e-05,-0.000107517329377711
"ADHD_Demontis","BMI","3m","maternal",-0.000141334122165583,NA,0.000524697386212416,NA,NA,-0.000219724141451623,-5.25185969570571e-05
"ADHD_Demontis","BMI","3m","gpm",-7.02015474669761e-05,NA,-0.000219724141451623,NA,NA,0.00161001482786181,-0.000935645241225753
"ADHD_Demontis","BMI","3m","gmm",-0.000107517329377711,NA,-5.25185969570571e-05,NA,NA,-0.000935645241225752,0.00156775998983318
"ADHD_Demontis","BMI","3p","proband",0.00050163554734451,-0.000182063990174968,NA,-0.000166935456660028,-5.53719577434885e-05,NA,NA
"ADHD_Demontis","BMI","3p","paternal",-0.000182063990174968,0.00069677892188977,NA,-0.00017876248570434,-0.000260402283259913,NA,NA
"ADHD_Demontis","BMI","3p","gpp",-0.000166935456660028,-0.00017876248570434,NA,0.00232318188686569,-0.00134159322417486,NA,NA
"ADHD_Demontis","BMI","3p","gmp",-5.53719577434885e-05,-0.000260402283259913,NA,-0.00134159322417486,0.00213033383195423,NA,NA
"ADHD_Demontis","DBP","1","proband",0.000217265348645758,NA,NA,NA,NA,NA,NA
"ADHD_Demontis","DBP","2","proband",0.000301745074664357,-0.000132129434192856,-0.00011261281836694,NA,NA,NA,NA
"ADHD_Demontis","DBP","2","paternal",-0.000132129434192856,0.000348770125046175,2.80646105052754e-05,NA,NA,NA,NA
"ADHD_Demontis","DBP","2","maternal",-0.00011261281836694,2.80646105052754e-05,0.000304373035941305,NA,NA,NA,NA
"ADHD_Demontis","DBP","3","proband",0.000841625112187581,-0.000453639200198271,-0.000407770849419132,-7.42868740508307e-06,1.40141455825153e-05,-5.69986923328654e-07,-2.24347777007046e-05
"ADHD_Demontis","DBP","3","paternal",-0.000453639200198271,0.00140644292739862,0.000339546398733294,-0.000871180754978684,-0.000739857940706582,9.88448636857835e-05,-6.77823030055991e-05
"ADHD_Demontis","DBP","3","maternal",-0.000407770849419132,0.000339546398733294,0.0012209615471371,-1.4897013732163e-05,-4.42705950070795e-06,-0.000721895845939162,-0.00059848475062235
"ADHD_Demontis","DBP","3","gpp",-7.42868740508308e-06,-0.000871180754978684,-1.48970137321629e-05,0.00345547106144444,-0.0010674539532602,-0.00038626948378723,-0.000120900671520083
"ADHD_Demontis","DBP","3","gmp",1.40141455825158e-05,-0.000739857940706582,-4.42705950070822e-06,-0.0010674539532602,0.00293145752589345,-0.000232843134042588,1.85905363270104e-05
