"PGS","PHENO","GEN_MOD","VAR","BETA","SE"
"ADHD_Demontis","HGT","1","proband",-0.0228645250936682,0.0138312857587686
"ADHD_Demontis","HGT","2","proband",-0.0204296790490662,0.0147088142896008
"ADHD_Demontis","HGT","2","paternal",0.00269197122174544,0.0178370910627169
"ADHD_Demontis","HGT","2","maternal",-0.0166345149608727,0.0164333346024864
"ADHD_Demontis","HGT","3","proband",-0.0275120866706822,0.0249013152316129
"ADHD_Demontis","HGT","3","paternal",-0.00736311940495789,0.0405853116609016
"ADHD_Demontis","HGT","3","maternal",0.0243708890852399,0.0374993423812054
"ADHD_Demontis","HGT","3","gpp",0.00757811263337257,0.0636877749797646
"ADHD_Demontis","HGT","3","gmp",0.0563110495954251,0.0597069303722799
"ADHD_Demontis","HGT","3","gpm",-0.0406626765373099,0.0558320615352793
"ADHD_Demontis","HGT","3","gmm",-0.0475175235181041,0.0551908074023466
"ADHD_Demontis","HGT","3m","proband",-0.026102825051949,0.0178017478475078
"ADHD_Demontis","HGT","3m","maternal",0.00528274063795496,0.0223417647385402
"ADHD_Demontis","HGT","3m","gpm",-0.0239162613492835,0.0381188846488987
"ADHD_Demontis","HGT","3m","gmm",-0.0228127919102621,0.0375276850620505
"ADHD_Demontis","HGT","3p","proband",-0.0259254493960046,0.0198951942522008
"ADHD_Demontis","HGT","3p","paternal",0.00483233155775744,0.0265840228382205
"ADHD_Demontis","HGT","3p","gpp",-0.0122858463604406,0.0473057262207427
"ADHD_Demontis","HGT","3p","gmp",0.0534657184534371,0.0457711549262273
"ADHD_Demontis","EA","1","proband",-0.116404310635453,0.0145775892821509
"ADHD_Demontis","EA","2","proband",-0.0944708232997417,0.0162359798259514
"ADHD_Demontis","EA","2","paternal",-0.0295682114973873,0.0187646643849679
"ADHD_Demontis","EA","2","maternal",-0.0527226278750224,0.0172810334295199
"ADHD_Demontis","EA","3","proband",-0.0854580888214418,0.0274814137846534
"ADHD_Demontis","EA","3","paternal",-0.0400162726589432,0.0382388222098841
"ADHD_Demontis","EA","3","maternal",-0.065256825838956,0.0355257480787221
"ADHD_Demontis","EA","3","gpp",-0.010361179813059,0.0601095757519187
"ADHD_Demontis","EA","3","gmp",0.00564106139319438,0.0557128265996015
"ADHD_Demontis","EA","3","gpm",0.0347279749727619,0.0529924212900464
"ADHD_Demontis","EA","3","gmm",-0.01487472039909,0.0518112629630152
"ADHD_Demontis","EA","3m","proband",-0.109884898517194,0.0190686601218976
"ADHD_Demontis","EA","3m","maternal",-0.0432934316750152,0.0219436752639339
"ADHD_Demontis","EA","3m","gpm",-0.0219945682117727,0.038360564392526
"ADHD_Demontis","EA","3m","gmm",-0.0143139849247166,0.037809706658863
"ADHD_Demontis","EA","3p","proband",-0.120214549187745,0.0214212151429181
"ADHD_Demontis","EA","3p","paternal",-0.0236335398170539,0.0255883645140396
"ADHD_Demontis","EA","3p","gpp",0.00369583172646506,0.0465313771003091
"ADHD_Demontis","EA","3p","gmp",-0.00922626925435202,0.0445504161498075
"ADHD_Demontis","COG","1","proband",-0.0593693354607754,0.018045632537932
"ADHD_Demontis","COG","2","proband",-0.0385382143036912,0.0203121600926467
"ADHD_Demontis","COG","2","paternal",-0.021801625579653,0.0227320595748918
"ADHD_Demontis","COG","2","maternal",-0.0526993587645726,0.0209645636065684
"ADHD_Demontis","COG","3","proband",-0.00284572822611266,0.0325716187204789
"ADHD_Demontis","COG","3","paternal",-0.0781991451889676,0.0449044485910775
"ADHD_Demontis","COG","3","maternal",-0.0728802714429171,0.0420471797595951
"ADHD_Demontis","COG","3","gpp",-0.00785197335569785,0.0722480632312679
"ADHD_Demontis","COG","3","gmp",0.00598399740594905,0.0650635330792305
"ADHD_Demontis","COG","3","gpm",-0.0118093501454728,0.0622023217554298
"ADHD_Demontis","COG","3","gmm",0.0123623946996226,0.0624252573332547
"ADHD_Demontis","COG","3m","proband",-0.0304712086851094,0.0231642639112852
"ADHD_Demontis","COG","3m","maternal",-0.0476040767502055,0.0259396903431422
"ADHD_Demontis","COG","3m","gpm",-0.00540558194115272,0.0458091028902792
"ADHD_Demontis","COG","3m","gmm",-0.0500555199513148,0.0459366235625669
"ADHD_Demontis","COG","3p","proband",-0.0556010505654068,0.0255648268855484
"ADHD_Demontis","COG","3p","paternal",0.0031449672405659,0.0301508886646071
"ADHD_Demontis","COG","3p","gpp",-0.0566317158326693,0.0578719646440517
"ADHD_Demontis","COG","3p","gmp",-0.0179113349454236,0.0544895261455402
"ADHD_Demontis","AFB","1","proband",-0.106473359482146,0.0262482850355178
"ADHD_Demontis","AFB","2","proband",-0.0687706272698095,0.0348957755749106
"ADHD_Demontis","AFB","2","paternal",-0.0238876130412821,0.0353670951747391
"ADHD_Demontis","AFB","2","maternal",-0.0673760889282099,0.0328259214040077
"ADHD_Demontis","AFB","3","proband",-0.0632089902072377,0.051487415036843
"ADHD_Demontis","AFB","3","paternal",-0.0674043263286504,0.0644538750580639
"ADHD_Demontis","AFB","3","maternal",-0.0430642928891978,0.0620205970193575
"ADHD_Demontis","AFB","3","gpp",0.149698408268386,0.0992317828272039
"ADHD_Demontis","AFB","3","gmp",-0.0599498741099292,0.0880519203303357
"ADHD_Demontis","AFB","3","gpm",-0.0468992733563283,0.0876768016003456
"ADHD_Demontis","AFB","3","gmm",-0.0154643151806544,0.0803300680715328
"ADHD_Demontis","AFB","3m","proband",-0.0766033429110759,0.0348529417476562
"ADHD_Demontis","AFB","3m","maternal",-0.0502904849143676,0.0382436013220639
"ADHD_Demontis","AFB","3m","gpm",0.0120704602878823,0.063967217368214
"ADHD_Demontis","AFB","3m","gmm",-0.0456541923553399,0.0619200165106158
"ADHD_Demontis","AFB","3p","proband",-0.0994568591620058,0.0392971093487941
"ADHD_Demontis","AFB","3p","paternal",0.0144951969715731,0.0442270755419408
"ADHD_Demontis","AFB","3p","gpp",0.070565877005745,0.0781535833369185
"ADHD_Demontis","AFB","3p","gmp",-0.120366745686133,0.073966974250268
"ADHD_Demontis","NEB","1","proband",0.0187009018739651,0.0197212972648764
"ADHD_Demontis","NEB","2","proband",0.0154505068317125,0.0245688598798545
"ADHD_Demontis","NEB","2","paternal",0.0250884003631993,0.0254623167736854
"ADHD_Demontis","NEB","2","maternal",-0.020086695608046,0.0234403214815783
"ADHD_Demontis","NEB","3","proband",-0.024029593932047,0.0423886241576206
"ADHD_Demontis","NEB","3","paternal",0.0509719692448407,0.0493726439070196
"ADHD_Demontis","NEB","3","maternal",-0.00731786563111743,0.048620517343445
"ADHD_Demontis","NEB","3","gpp",-0.108801789374631,0.0766330910256559
"ADHD_Demontis","NEB","3","gmp",0.0333330345532223,0.0693956693399636
"ADHD_Demontis","NEB","3","gpm",-0.0243800247988852,0.0689244984009125
"ADHD_Demontis","NEB","3","gmm",0.052921599181219,0.0649208067987764
