 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0005399641084641055 1.2153679530901353e-06 3.8603655571385145e-07 2.2521194116702642e-07 1.0694899877973048e-06 -2.487558414347783e-06 2.1840825862961424e-07 1.8539842990118158e-06 -2.463037508772912e-07 1.93486249678642e-06 -7.71761437994544e-08 7.664022908238744e-07 -2.3393542046054836e-06 1.997645994077573e-06 -2.0877149669507964e-06 -1.407210017608561e-06 -5.618457903668584e-07 1.0352447730746092e-07 -4.3329590217435703e-07 2.1647192485878495e-06 1.29137700921921e-06 1.5752289018242266e-05 -0.0001241534825770228 0.00020401815359538788 -7.006738674201947e-06
PC1 1.2153679530901346e-06 1.8421170824132132e-06 -1.359945436398817e-06 -1.042953220045e-07 -9.464548049895865e-08 -2.2195985062878776e-07 -1.2342115921593291e-08 5.0834811629600815e-08 5.03547340974172e-08 1.1735207177028073e-08 -2.6922085908449e-09 -1.3639103323122783e-07 5.026654576971322e-07 3.971486257313704e-08 -3.01679640251076e-07 -4.74168937771524e-07 -4.080179342433816e-07 8.167281381223193e-08 1.4782241279956198e-08 1.1685159061033621e-07 -3.394532018173041e-08 2.2320442271526828e-06 6.335060161943175e-07 3.7432052293893084e-06 2.454173102790513e-06
PC2 3.860365557138535e-07 -1.359945436398818e-06 3.5858623383634495e-05 5.388458900388288e-07 1.114109368872839e-06 -7.462584842006739e-07 -2.5470500290608137e-07 -1.453588922153928e-07 9.465496345683446e-07 -2.8485326132299133e-07 2.249003301398202e-07 -2.081880210699644e-08 -4.564577524558954e-07 1.5724419797555265e-07 -1.335970476206151e-07 1.0428894562231403e-07 -1.9498056365059308e-07 4.0074549515700396e-07 -1.323167336413305e-07 -2.417721847678379e-07 -1.6304555908905033e-07 -2.0485000285095827e-06 2.1679803252594592e-06 -1.448046987898091e-06 1.5023287658797554e-06
PC3 2.2521194116702594e-07 -1.0429532200450003e-07 5.388458900388285e-07 3.637940682975878e-06 8.316738827793784e-08 8.344947919805233e-07 5.8558056599560366e-08 3.0155763486620273e-07 -1.73558301057372e-07 -7.628647183026122e-07 1.4875074112222343e-07 2.782125011662102e-07 4.821715024840355e-08 -3.17724399152081e-07 1.9080022141015095e-07 -1.561501050547556e-07 -2.8828901672193414e-08 -1.7590713113078034e-07 -2.2884678560396003e-07 2.378680721567055e-07 1.183729566165225e-07 8.095248403260527e-07 2.336308791132783e-06 -6.923337016809021e-06 8.32574294280277e-06
PC4 1.0694899877973044e-06 -9.464548049895857e-08 1.114109368872839e-06 8.316738827793787e-08 6.77011411255815e-06 1.323027116039398e-06 -1.3848313369643617e-07 1.1038946752916524e-07 -6.401743606688594e-07 5.191388449959752e-07 1.261066099896035e-07 2.3753601895287504e-07 -6.176805925679297e-07 -7.517833176548101e-08 -1.3665464957905944e-07 -5.194889259642017e-08 1.7945145797680049e-07 -8.543414240539298e-08 -1.921020778969217e-07 -9.494509548067649e-08 -2.7046522718245734e-08 -1.3651774101603915e-06 3.6013624273300855e-06 -3.647538135756405e-06 2.184074117894311e-06
PC5 -2.4875584143477822e-06 -2.219598506287876e-07 -7.462584842006741e-07 8.344947919805229e-07 1.3230271160393974e-06 1.239355091979799e-05 3.4770823304891544e-07 8.381768088821932e-07 -3.8264631968911026e-07 -3.4083324273065737e-07 -2.1164470971286946e-07 -7.585239026455594e-07 4.827837502673794e-07 -9.680049765861999e-07 4.860863170344676e-07 -6.383030803679282e-08 -5.477401455014786e-08 5.258452052362851e-07 -2.406862263904602e-07 1.1476422532002836e-07 -4.4538731928934816e-08 -7.242421265099304e-07 9.279874613731858e-07 -4.520194180909069e-06 -1.4898309902374772e-06
PC6 2.1840825862961647e-07 -1.2342115921593321e-08 -2.547050029060816e-07 5.855805659956043e-08 -1.3848313369643622e-07 3.4770823304891555e-07 1.1676184071399417e-05 5.96814228603372e-08 6.991403155727307e-08 2.6578313937191977e-07 1.198870989501385e-07 -3.381534619162705e-07 -7.122285288947827e-08 -3.065622151999245e-07 -1.188351899469903e-07 -3.747909132588822e-08 -1.4816551525074562e-07 4.2196113445618853e-07 -3.1150642799714235e-07 -4.678025359061138e-08 -2.731307048784035e-07 -1.3258137836879882e-07 5.238986619453449e-07 -7.214617176023616e-06 6.236706486951803e-06
PC7 1.8539842990118166e-06 5.083481162960083e-08 -1.4535889221539334e-07 3.015576348662028e-07 1.1038946752916509e-07 8.381768088821931e-07 5.968142286033758e-08 9.487160809114308e-06 3.708935520724902e-07 -2.8610522622614425e-07 -1.841414377484897e-07 6.842131148483269e-07 1.0574601406218852e-07 6.184832363220209e-07 -1.6119513100828044e-07 -2.5071785116562586e-07 -3.2025547750162915e-07 -1.910204529077361e-07 1.595640530287386e-07 5.4207684944588865e-08 -1.3635439967319383e-07 -2.7062576977447143e-07 -4.0871217833876355e-06 2.3988201794115787e-06 7.162547445207893e-06
PC8 -2.4630375087729047e-07 5.035473409741718e-08 9.465496345683442e-07 -1.7355830105737203e-07 -6.401743606688592e-07 -3.826463196891104e-07 6.991403155727316e-08 3.7089355207249e-07 1.011555409520389e-05 3.135453169564845e-07 5.935888166328053e-08 -6.16882053303209e-07 3.227898200201676e-08 1.534078201772438e-07 -1.6162922147145e-08 -1.826476641344842e-07 1.5466963740760268e-07 7.188361127922766e-08 -2.674015457894464e-07 -2.867748606091161e-07 3.2283370149355e-07 1.9166096344836962e-07 3.4745654549741044e-07 7.7130486440859e-07 8.070907492616162e-07
PC9 1.934862496786421e-06 1.1735207177027999e-08 -2.848532613229914e-07 -7.628647183026123e-07 5.191388449959752e-07 -3.408332427306577e-07 2.6578313937191967e-07 -2.8610522622614425e-07 3.135453169564844e-07 9.14935887713034e-06 -3.184859091675126e-07 -1.2679830822946014e-07 -1.421371799910705e-07 -2.3310046903342416e-07 -3.6076558469457553e-07 2.673879780991012e-08 2.5231183705260086e-07 2.0593277219727227e-07 -5.015979881669964e-07 -2.254570187599974e-07 -2.9202954359077847e-07 -9.602745907153006e-07 3.7790237769985998e-06 2.903031247768512e-06 -5.056949723370427e-06
PC10 -7.717614379945662e-08 -2.6922085908449223e-09 2.249003301398204e-07 1.4875074112222335e-07 1.261066099896036e-07 -2.1164470971286932e-07 1.1988709895013867e-07 -1.841414377484896e-07 5.935888166328073e-08 -3.1848590916751265e-07 9.379538401863218e-06 -2.959132762375675e-07 1.0752041415805876e-07 -2.7228855524577885e-07 -1.6026617629974692e-07 2.588896447203797e-07 -7.784879085755907e-08 -2.069947346000127e-07 2.52191611825909e-07 3.482783863465855e-07 -7.523605892621127e-08 2.4065861308976697e-06 -1.3158392093651902e-06 2.3032188354106755e-06 -6.51005623777716e-06
PC11 7.664022908238736e-07 -1.3639103323122788e-07 -2.0818802106996622e-08 2.7821250116621033e-07 2.3753601895287506e-07 -7.585239026455591e-07 -3.3815346191627043e-07 6.842131148483271e-07 -6.168820533032093e-07 -1.267983082294603e-07 -2.959132762375675e-07 8.742531507315203e-06 -1.8765815271264902e-07 -6.378881025615596e-08 -1.7565053346541174e-07 1.5861943588858713e-07 3.5671137812220564e-09 1.873512444607437e-07 -1.3541527433645824e-08 1.836118739847462e-07 3.5799082403178906e-07 -3.860842107171629e-07 -3.562621810824459e-06 1.4880544056499518e-06 1.7346308609871705e-06
