 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0002174349590534023 3.5749800305601077e-07 -2.1056981021211788e-06 -3.74734254745789e-07 -4.168543728408646e-07 -2.6800061797276856e-07 1.1854250819172864e-07 5.342686151210083e-07 7.614213737882687e-08 6.478903020091064e-07 1.3483128541895157e-07 1.5423504578378776e-07 -1.033807387026294e-07 2.5311461670056717e-07 -1.0549712651449071e-07 -4.246806898548857e-07 -2.4368386950591475e-07 1.3291852716283346e-07 -1.694959705956962e-07 6.348639783836692e-07 1.634383698921343e-07 2.1864511915556204e-06
PC1 3.5749800305601056e-07 7.212013327269068e-07 -6.201077180340987e-07 5.64618547245603e-08 -7.318447312626855e-08 -2.936971970192561e-08 -1.3133976884370216e-09 4.036540349119609e-08 9.154938415221697e-08 -1.0375938361334661e-08 4.5732112407569866e-08 -3.9086906251902914e-08 2.3377651455860732e-07 8.608092478631478e-09 -9.776844449781552e-08 -1.7546047240681574e-07 -1.5038712821919844e-07 2.360215712889837e-08 6.129455580271176e-08 1.8731583314144573e-08 7.3551688955481714e-09 1.81594915991286e-06
PC2 -2.105698102121178e-06 -6.20107718034099e-07 1.734645022407142e-05 2.0785036231886626e-07 5.708344547853196e-07 -2.1003082673406264e-07 -8.36826140692541e-08 4.2608490365739434e-08 8.919596554902811e-08 -3.9297723653122714e-08 4.892640725321341e-09 5.847732741486222e-08 -2.2026976273875989e-07 -2.9614847462472818e-08 -1.7204291132262005e-07 7.8311220231945e-08 -1.7371068899907085e-07 1.7902656784634166e-07 -1.788456449003736e-08 -6.232768512176403e-09 -3.9908774288774945e-09 -6.099627273851296e-07
PC3 -3.7473425474578884e-07 5.64618547245603e-08 2.0785036231886628e-07 1.539844730711752e-06 2.9667501943832658e-08 2.422889452944528e-07 8.165282095530643e-09 6.13012999511015e-08 -5.915174255301837e-08 -3.2576184661564673e-07 4.4350662280796844e-08 1.4485039764142665e-07 6.222521989139469e-08 -1.7229962955914633e-07 -9.063987844439635e-10 8.612468862408221e-09 2.131327496909057e-09 -1.1782491434685587e-07 -1.3156499317458307e-07 1.1527266071984203e-07 2.5212871672440763e-08 1.1216364146724069e-06
PC4 -4.16854372840864e-07 -7.318447312626858e-08 5.708344547853197e-07 2.9667501943832638e-08 2.743460210013491e-06 4.505457674114563e-07 -1.8775847169503224e-07 -2.870881309621849e-08 -3.624598840095831e-07 2.512022625520421e-07 8.302066115694521e-08 1.0952076187558081e-07 -1.9739673295881163e-07 3.776064711302944e-08 -1.0744441285921205e-07 -3.474802909072136e-08 8.420480589371844e-08 -8.613937276019444e-10 -1.0220561972990885e-07 -6.203276361595026e-08 5.174066392685319e-09 -6.758614836598686e-08
PC5 -2.680006179727683e-07 -2.93697197019256e-08 -2.1003082673406288e-07 2.4228894529445286e-07 4.505457674114563e-07 4.850563783922051e-06 6.356380268425248e-08 5.172297132077746e-07 1.5271527511936014e-08 -6.055695931725159e-08 -8.788285283136011e-08 -3.022864441594142e-07 1.691179808907866e-07 -2.6299408477823084e-07 1.8388536734009908e-08 7.024033523523424e-08 -7.107223096120951e-08 2.709808370419557e-07 -1.1306875716611345e-07 7.615249109869968e-08 7.588845168440628e-08 -7.231566319976914e-07
PC6 1.1854250819172857e-07 -1.3133976884370493e-09 -8.368261406925394e-08 8.165282095530662e-09 -1.8775847169503227e-07 6.356380268425247e-08 5.8444348502238305e-06 3.496530590333644e-08 5.67024429603031e-09 1.1488812246926906e-07 -1.7978970165704882e-08 -1.4299296714412597e-07 1.6809430790444956e-08 -1.9512858389688827e-07 3.083441550837202e-09 -4.620987380518426e-08 -6.739779366767598e-09 2.478979951819927e-07 -6.299717821807718e-08 -4.2852272338099513e-08 -8.258078155231938e-08 -6.203130984346975e-07
PC7 5.342686151210077e-07 4.036540349119608e-08 4.260849036573942e-08 6.130129995110153e-08 -2.8708813096218492e-08 5.172297132077745e-07 3.496530590333639e-08 4.819266230926875e-06 2.633055476430978e-07 -7.501866732654513e-08 -3.336195971776563e-08 3.764120145121754e-07 5.844241647922304e-08 3.111149580694605e-07 -7.316723685492897e-08 -1.521642776712318e-07 -1.2576447644944674e-07 -1.2664410289780013e-08 7.389302558616754e-08 -6.613623402290785e-08 -1.0282826875453625e-07 3.4432698886827044e-07
PC8 7.614213737882694e-08 9.154938415221701e-08 8.919596554902807e-08 -5.915174255301837e-08 -3.624598840095831e-07 1.5271527511935918e-08 5.670244296030235e-09 2.633055476430978e-07 4.8935254831744744e-06 2.91630148210697e-08 1.7143217048954534e-07 -2.3390390410835306e-07 9.420603673908945e-08 -5.5324944280287215e-08 6.061691457559318e-08 -1.0102452045544819e-07 3.8322995984059565e-08 9.919882809617111e-08 -4.743937331599004e-08 -4.463791110750981e-08 8.734630544330395e-08 1.8921499764187345e-07
PC9 6.478903020091065e-07 -1.037593836133467e-08 -3.929772365312266e-08 -3.2576184661564663e-07 2.5120226255204194e-07 -6.055695931725156e-08 1.1488812246926913e-07 -7.50186673265451e-08 2.9163014821069782e-08 4.6650483185139105e-06 -3.817039540410913e-08 -1.3469831876261528e-07 -6.039874770102258e-08 -1.6374943565141242e-07 -6.245451333630495e-08 6.050097369775487e-10 9.292391349110714e-08 1.3371059596132886e-07 -1.5201277754322196e-07 -7.55219548899209e-08 -9.480738493920448e-08 3.7833135619694556e-07
