 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0004666079702990796 1.2040596043750173e-06 -5.265967828879697e-07 8.729130681078709e-08 1.1584044025561987e-07 -2.169151750625648e-06 1.312415620136209e-06 1.1582819036235288e-06 -5.600488808985307e-08 1.6708448919364045e-06 3.629369048197323e-07 2.3718201038252838e-06 -2.7622712129933566e-06 2.4656714494855418e-06 -2.549847972678214e-06 -2.172620391463668e-06 -1.0476698013110315e-06 -5.489383799672467e-07 -9.489690141148959e-07 2.4062910190067507e-06 8.3218680025544e-07 1.3245082764308954e-05 -0.00011800040661286065 0.0001858350677983556 -2.5337484800597345e-06
PC1 1.2040596043750177e-06 1.6533998498611669e-06 -1.473362764252403e-06 -1.0414826392670958e-07 -1.1251040618438929e-07 -2.0762623648626964e-07 2.178634962684328e-08 5.26797368716084e-08 5.8721300794002964e-08 5.1141253547154524e-08 -1.6525120291143133e-08 -1.3989598894178177e-07 5.657530388656371e-07 6.647267332049372e-08 -3.6167127350387935e-07 -5.452600693264422e-07 -5.161265248800292e-07 1.3333065719996292e-07 5.8283167681353875e-09 1.2265083230555629e-07 -3.4098788387985227e-08 2.5684300273386167e-06 1.2786749806553663e-07 3.8906336096960806e-06 2.5495907780192835e-06
PC2 -5.265967828879672e-07 -1.473362764252403e-06 3.976824964465346e-05 6.777831762556776e-07 1.3623724354486193e-06 -8.83636526283467e-07 -3.5000081532768425e-07 -2.9520039458062906e-07 1.190206982125425e-06 -3.4423767995403795e-07 1.8653357931653476e-07 -1.7850646579797965e-08 -7.266840033277396e-07 9.435091331860959e-08 -2.075446996570872e-07 -3.291692273905686e-10 -2.124835663353499e-07 5.086542810235423e-07 -3.371616579781648e-07 -3.7645844737641144e-07 -2.1398866425811198e-07 -2.119183320765684e-06 2.1428499242386904e-06 9.497723899852084e-07 -4.2331196809545017e-07
PC3 8.729130681078662e-08 -1.0414826392670949e-07 6.777831762556775e-07 3.3042921200428824e-06 1.1300351249775947e-07 9.381444584968448e-07 1.1679370386908619e-07 3.857733350483667e-07 -1.0015786591550999e-07 -8.609988143261089e-07 1.8049097557731035e-07 2.838976998074747e-07 6.484399865750103e-08 -3.909616821965722e-07 1.5756864756702865e-07 -1.701121600454083e-07 -1.598824642150693e-08 -2.6377960425755206e-07 -3.1449387640906083e-07 3.184839766423129e-07 1.4112991179397717e-07 9.12589288821585e-07 2.0251189531788357e-06 -8.02410494122666e-06 8.977883824764354e-06
PC4 1.1584044025562057e-07 -1.1251040618438934e-07 1.36237243544862e-06 1.1300351249775956e-07 6.3559047855216904e-06 1.5764067866024326e-06 -1.1401725061274027e-07 1.310439528988463e-07 -7.699346760759651e-07 5.301001134225041e-07 1.1309106042114552e-07 2.483822495740554e-07 -6.859497779947072e-07 -1.3345862262488732e-07 -1.8009709750918206e-07 -1.0892918787284182e-07 2.2384842490038293e-07 6.526732778177171e-09 -3.275819099279138e-07 -1.457611969342763e-07 2.586381795898518e-08 -1.1818190297978205e-06 3.880714550474587e-06 -5.369308410647504e-06 3.2970530378182757e-06
PC5 -2.169151750625649e-06 -2.0762623648626964e-07 -8.836365262834678e-07 9.38144458496845e-07 1.576406786602433e-06 1.3133892923644156e-05 4.571771914794348e-07 1.0927019770323956e-06 -6.145274878753718e-07 -4.552086579188057e-07 -3.151441000860471e-07 -9.773095279611947e-07 4.788957087254712e-07 -1.2390924511255732e-06 5.654093966876937e-07 -7.04039260640977e-08 -6.256949350170933e-08 6.745485149541633e-07 -3.1819654104184843e-07 2.414282699382838e-07 -2.427211986534323e-08 -4.524409219002346e-07 8.203263863030133e-07 -5.724117406807031e-06 -1.1905980029481433e-06
PC6 1.3124156201362104e-06 2.1786349626843327e-08 -3.500008153276841e-07 1.1679370386908615e-07 -1.1401725061274021e-07 4.5717719147943483e-07 1.2540195283206012e-05 4.8037280968066906e-08 7.165317339938823e-08 3.4149633136023227e-07 1.0502806088645358e-07 -3.7362500180928346e-07 -1.4689229934486485e-07 -4.091331563850777e-07 -1.0938647439546995e-07 -7.244395214645698e-08 -2.002327046912958e-07 4.4401734417921113e-07 -3.1250704371499666e-07 -1.366818002668823e-07 -2.8427314855191764e-07 2.2696931023164703e-07 8.502710064920462e-07 -8.282978627141846e-06 6.383684759720427e-06
PC7 1.1582819036235288e-06 5.267973687160838e-08 -2.9520039458062954e-07 3.8577333504836645e-07 1.3104395289884604e-07 1.0927019770323958e-06 4.803728096806667e-08 1.0222082156660972e-05 4.963113618541299e-07 -3.429416921303716e-07 -1.6206405229753805e-07 9.089719135334909e-07 1.141942855809207e-07 7.336188392281067e-07 -3.115892932003918e-07 -3.072695677476332e-07 -4.2296450753902415e-07 -2.4292374714113834e-07 1.6662040729518086e-07 6.35651208190412e-08 -1.6351544414929622e-07 -1.0257459022007795e-06 -4.117374759405929e-06 1.9464958992857927e-06 7.924177745836539e-06
PC8 -5.600488808985254e-08 5.872130079400291e-08 1.1902069821254246e-06 -1.0015786591551007e-07 -7.699346760759653e-07 -6.145274878753717e-07 7.165317339938839e-08 4.963113618541297e-07 1.1042519667536544e-05 3.446686458812038e-07 2.078067750089922e-07 -7.144826996649571e-07 -6.169041564197334e-08 1.8465330936023908e-07 -2.053220270708657e-08 -2.8767265057910564e-07 1.6347912726214943e-07 1.26294450940418e-07 -2.987326933966404e-07 -2.7714038951535124e-07 4.1634356010638737e-07 -3.407863148583607e-07 1.0601862995911358e-06 7.950356203528518e-07 1.0482346310726715e-06
PC9 1.6708448919364058e-06 5.114125354715441e-08 -3.442376799540375e-07 -8.609988143261085e-07 5.301001134225043e-07 -4.552086579188056e-07 3.41496331360232e-07 -3.429416921303716e-07 3.446686458812034e-07 9.816057617538882e-06 -4.4847994717839686e-07 -1.3524812158328987e-07 -2.1918255459602382e-07 -2.648582319419671e-07 -4.3197075023426553e-07 3.4735825144070505e-08 1.4887906303235174e-07 2.630403281918356e-07 -5.020919117342031e-07 -2.3275320200788933e-07 -3.6014147778094914e-07 -2.6223321370896355e-07 3.5945501213191956e-06 3.230660332659378e-06 -5.062476738952904e-06
