 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00039046779504326405 6.384925030616882e-07 -2.74172561890377e-06 -5.675477283202618e-07 8.923187293567828e-07 -2.5780063204698106e-07 9.548064463892059e-08 1.7017441614511737e-06 7.421344771691808e-07 4.3295094369916937e-07 -6.215475646842246e-07 3.200697928812435e-07 -5.070886925745192e-07 8.050405372969675e-07 4.0240673373198784e-07 -9.925414816848107e-07 -2.3090157999717488e-07 -4.289907072227316e-07 5.309550914777877e-07 1.285983148728735e-06 2.0080213323957745e-07 -3.44303770782402e-06 -5.656090096053255e-05 7.662182194631453e-05 4.5911974105096866e-05
PC1 6.384925030616881e-07 1.3727956549428617e-06 -1.0184688991011576e-06 3.3080568419593095e-08 -7.3365057624502e-08 -2.213228530707832e-07 2.2155560434762966e-08 1.3455485938076092e-07 1.4021720410602535e-07 -5.8825387258171506e-08 1.3691777292415387e-07 -8.396328890392251e-08 3.0703841905965485e-07 -7.144855458008029e-08 -1.3076290156158065e-07 -2.9350824048378277e-07 -2.2152065564871086e-07 -2.450219743978232e-08 -9.770324492235006e-09 8.357721269515728e-08 1.0654601912252286e-08 2.1388706526529796e-06 1.2029780625921252e-06 2.7320153631982605e-06 -1.3792721111652026e-06
PC2 -2.7417256189037692e-06 -1.0184688991011573e-06 2.6077504945728545e-05 4.0650089137751914e-07 9.020035669478821e-07 -1.599926643315945e-07 -4.512616074340785e-08 -2.1172535489080826e-07 2.4063578619033347e-07 -3.036293370124411e-08 -1.956816535763224e-08 -1.1353265961102916e-07 -1.859326188659046e-07 2.6410915557776303e-07 -3.5057320423847003e-07 3.183579863806007e-07 -7.286293888735452e-08 5.980059071179001e-07 2.9957322173486474e-08 -2.658008713088075e-07 9.803496532760673e-08 -1.3487869134667067e-06 2.0806644460218182e-07 6.512327184665456e-06 -8.929763898660486e-06
PC3 -5.675477283202624e-07 3.3080568419593134e-08 4.065008913775194e-07 2.7604367942482515e-06 4.589987062515785e-08 4.912616633379332e-07 5.312277373949289e-09 1.1349991239929856e-07 -1.0698928942112847e-07 -4.4866664659096516e-07 2.1708404221218306e-08 1.427200097499522e-07 1.2769308158556974e-07 -3.783274355600047e-07 -4.0469350874822823e-08 -1.471241786384237e-08 2.1594113208434212e-08 -1.403477779565489e-07 -2.89559588359153e-07 2.0563248847903424e-07 4.807919109538565e-08 1.5409134854325762e-06 2.1713519095071343e-07 1.5423910160138472e-06 2.344756189371329e-06
PC4 8.923187293567829e-07 -7.336505762450208e-08 9.020035669478829e-07 4.589987062515788e-08 4.767250133404644e-06 9.770687760739214e-07 -3.0216888413043427e-07 7.318077442474361e-08 -7.284290630322655e-07 1.5723859634830563e-07 1.5647370243977943e-07 -1.5499956081348603e-08 -4.0452583880534604e-07 -1.7777562281727887e-07 -6.240149401528142e-08 -2.0925636072700902e-08 6.38175551522781e-08 1.0448451717949129e-07 -1.501068200893843e-07 -1.1452240972811896e-07 1.1673208158000308e-08 -1.0977933128728905e-06 2.303271674354288e-06 2.9767582804790893e-07 -2.4721215563999464e-06
PC5 -2.578006320469806e-07 -2.213228530707834e-07 -1.5999266433159428e-07 4.912616633379336e-07 9.770687760739218e-07 8.675104706933193e-06 1.3385232910807987e-07 7.30497491557308e-07 -4.4243385557784e-07 -1.5167147181088902e-07 -2.1547426631924373e-07 -6.050768666449112e-07 3.0083114483073407e-07 -4.991346785801503e-07 2.2189873949774483e-07 -1.9405924102762766e-08 -7.307676212811324e-08 3.778006144070652e-07 -1.1510490630051488e-07 2.7506475872774607e-07 9.595421118136983e-08 -1.2848209714189784e-06 2.499795811074871e-07 -6.18421348258403e-06 5.240606723307296e-06
PC6 9.54806446389193e-08 2.215556043476303e-08 -4.512616074340802e-08 5.3122773739492045e-09 -3.0216888413043443e-07 1.338523291080798e-07 8.45961493857772e-06 -4.2535066473341684e-09 8.348019496451192e-08 9.548184634190025e-09 3.667810758187786e-08 -1.5902461432255643e-07 8.181757187585214e-08 -2.7570390955468107e-07 -2.9150464640682065e-08 4.2357176665492356e-08 -1.994621662825724e-08 2.4196797659456277e-07 -8.687941699450613e-08 -2.1136081964093312e-08 -2.383356559062127e-07 -1.1794064601132485e-06 8.062709501299326e-07 4.8989876536208315e-08 -4.2862895013951305e-07
PC7 1.7017441614511742e-06 1.345548593807609e-07 -2.1172535489080815e-07 1.1349991239929855e-07 7.31807744247437e-08 7.304974915573081e-07 -4.253506647334222e-09 6.931606230479623e-06 3.7513005120946836e-07 -1.310483733472394e-07 -8.01253877518775e-08 5.156986139383424e-07 9.045083861393414e-08 2.80292243187474e-07 -2.8159024171116208e-08 -3.1594214792736795e-07 6.789926589056753e-09 -2.50930464680497e-08 5.474777802682128e-08 7.662774638490797e-09 -1.5602895223892334e-07 2.9044669120882017e-07 2.640391683205396e-06 -6.587233484520578e-06 4.147817953095687e-06
PC8 7.421344771691804e-07 1.4021720410602535e-07 2.406357861903334e-07 -1.0698928942112855e-07 -7.284290630322655e-07 -4.4243385557783993e-07 8.348019496451191e-08 3.7513005120946857e-07 7.5174432285405924e-06 1.2337511192281165e-07 1.648903584558896e-07 -2.0138543066273176e-07 2.473499003087586e-07 -4.082283526886503e-09 -5.4245513702080485e-08 -1.96374653955337e-07 9.015183226973346e-08 9.003789450059379e-08 -1.5109912592482723e-07 -2.098108740026887e-07 1.6420770420056752e-07 1.5414858429367832e-06 -2.3225119083218355e-06 1.5451509163066902e-06 -1.6868177216372988e-06
PC9 4.3295094369916837e-07 -5.8825387258171487e-08 -3.03629337012442e-08 -4.486666465909653e-07 1.572385963483056e-07 -1.5167147181088912e-07 9.548184634190182e-09 -1.3104837334723933e-07 1.2337511192281173e-07 6.758521348569097e-06 -4.727439962442945e-08 -1.477745728950054e-07 -1.2335156047592473e-07 -6.44508597227441e-09 -2.4258063286520054e-07 1.3991219451580921e-07 2.8054157719016445e-07 2.5121134952421705e-07 -1.825754028710922e-07 -1.3812999519110012e-07 -1.9385483883174398e-07 -1.4272855236587135e-07 -1.6671981893223668e-07 -2.458701165413712e-06 4.986238380431096e-06
