 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0015118340628051986 -9.768511828294499e-07 -1.0181964182494194e-05 -4.265392569304943e-06 2.7456156036588895e-06 5.035437386164613e-06 9.596142045786518e-06 2.4535703020815305e-06 8.421677521598432e-06 -2.026740136604949e-06 1.035256237711701e-06 1.6468818180058103e-05 -8.6669088822492e-06 6.304988750108659e-06 -5.372706881252546e-06 -6.146930930200233e-06 4.071477025606066e-07 1.5041017815250568e-06 6.338694968932214e-06 9.143765540572834e-06 4.576602428426543e-07 5.873403123936222e-05 -0.00029145631876550693 -0.00038281933097458764 0.00043821474335173013 0.00010492633002703976 0.00029237664149506205 0.00019363824733774143
PC1 -9.768511828294488e-07 5.9860709551978855e-06 -4.09916661051532e-06 3.6437854138208384e-07 -4.5620139294951434e-07 -5.89511891553147e-07 -1.9459533651495151e-07 -5.0158065575068286e-08 2.0195950909923328e-07 2.384195947269941e-07 4.6098117397964565e-07 -4.058309309623676e-07 2.017701739769013e-06 -1.5245570779440274e-07 -1.0981658229641213e-06 -1.7976345433047893e-06 -1.947096355471439e-06 4.2669363448809926e-07 -5.604018079380544e-07 6.675147738511827e-07 8.110221477018762e-07 4.530451212993905e-06 -1.280268123937074e-06 1.7153886092304894e-05 2.229360194793129e-05 5.6637425547533685e-06 -2.980546368377164e-06 -9.814580625522565e-06
PC2 -1.0181964182494158e-05 -4.09916661051532e-06 0.00012730303595257568 4.229251917531074e-06 4.440221580042455e-06 -1.423595027332909e-06 1.3259989177881786e-06 1.218763172653697e-06 1.865161673587048e-06 3.650617373716015e-07 1.337414919472788e-06 -1.5132257793579942e-06 5.22405458403203e-07 2.514120278957639e-06 3.535879406893258e-06 -4.27381048580738e-07 -2.3210292241527484e-06 3.0780250331336017e-06 1.7057570003994147e-06 -5.354519359261289e-06 -2.317313225444346e-06 -1.40094284767187e-05 3.7477404468536344e-07 4.606803446221622e-05 5.580199798216445e-05 -5.3883283431150077e-05 3.1074231126413236e-05 -7.786533292308156e-05
PC3 -4.265392569304944e-06 3.6437854138208384e-07 4.229251917531076e-06 1.3125913416781664e-05 6.457598023225293e-07 3.5524112702526366e-06 -4.7505506704960346e-08 2.9042230089362705e-06 6.674598417958964e-07 -2.0666556192409293e-06 2.0772471037053334e-07 -6.494188287804379e-07 6.373253385852045e-07 -2.6321872610588055e-06 6.639856491116142e-07 -7.660481241095642e-07 5.198453023777978e-07 -1.4629467029075564e-06 -1.0575799532641107e-06 1.5435889261049707e-06 1.3681992647934765e-06 -3.6202908284239405e-06 5.3342632073404005e-06 -2.8978228863094493e-06 -2.8185749139776026e-05 3.2159736486719506e-05 2.627042749818922e-05 4.208636798691903e-06
PC4 2.7456156036588845e-06 -4.5620139294951397e-07 4.440221580042454e-06 6.457598023225282e-07 1.935187375006468e-05 4.507241760340765e-06 -1.1622990385897225e-06 1.3310286336636218e-06 -2.2949802757749405e-06 1.1662691448093272e-07 1.0053839297012634e-06 1.211224153007173e-06 -2.916717298184687e-06 -1.1890204653922218e-06 3.734129065182508e-07 7.39639853594682e-07 -1.4768698384399364e-07 2.8501264106317884e-07 -8.470721325884784e-07 -7.450203480416697e-08 6.94575792729462e-08 -4.9294544318078166e-06 2.119371649937311e-06 3.1345043803700446e-05 -1.8380421115848153e-05 1.2990510626463072e-05 1.172951115688471e-05 -4.2975503808265154e-05
PC5 5.035437386164615e-06 -5.895118915531471e-07 -1.4235950273329067e-06 3.5524112702526387e-06 4.5072417603407695e-06 4.295137849034403e-05 7.452232403907187e-07 6.43226593298257e-06 -2.0862303717379294e-06 -1.5556825986048283e-06 1.680726207741437e-07 -1.6396070017851473e-06 2.7842997569298522e-08 -3.8873729569650865e-06 1.0719985977308236e-06 -5.882535390900184e-07 -4.853964079322251e-07 2.188702874838016e-06 -3.7683750982293184e-07 1.6538463139716102e-06 5.808402505897847e-07 -1.1627966298556483e-05 6.921737837092754e-07 -1.782784636760895e-05 1.1346852761959031e-06 -1.5973029639848482e-05 -2.977107420590119e-05 6.43558221408812e-05
PC6 9.596142045786531e-06 -1.9459533651495146e-07 1.3259989177881793e-06 -4.7505506704960836e-08 -1.1622990385897227e-06 7.452232403907204e-07 3.9823000108456736e-05 -1.788257640077386e-09 7.97412016286952e-07 9.070192143435199e-07 -1.4597989378093716e-06 -6.437218665125024e-07 3.4858796610199056e-07 -2.598708122918845e-07 5.652552406462335e-07 1.534698009524507e-06 -4.916372448030246e-07 4.888277016245088e-07 -1.0702949414934786e-06 -2.5510742704096197e-06 -1.33371172854863e-06 -1.8389922612540087e-05 4.188052764510585e-05 -1.1242295598642006e-05 -5.083853104472352e-05 -1.340848573164031e-05 4.600935886944251e-05 -1.0211570458846559e-05
PC7 2.453570302081534e-06 -5.0158065575067896e-08 1.2187631726536976e-06 2.9042230089362692e-06 1.3310286336636218e-06 6.432265932982565e-06 -1.7882576400792272e-09 3.279912921711526e-05 1.7420838278925257e-06 -1.384590037908587e-06 -8.360705725325511e-07 2.612768382448931e-06 1.0719786043089144e-06 1.5659643291710528e-06 2.0372477606122813e-07 -6.093477165931831e-07 -8.971013605176652e-07 2.521443784563397e-07 7.475320367264752e-07 -2.62197878101154e-07 -5.305302650838933e-09 -6.566523893670059e-06 -1.463205936252584e-05 -1.5624535390625624e-05 -3.8647284142213896e-07 4.714247165098605e-05 -3.099978325171795e-05 5.431745010963567e-05
PC8 8.421677521598433e-06 2.0195950909923294e-07 1.865161673587047e-06 6.674598417958969e-07 -2.2949802757749396e-06 -2.086230371737928e-06 7.97412016286951e-07 1.7420838278925244e-06 3.638336628359332e-05 2.4546491216006737e-07 1.5249256269410642e-06 -3.6322465055468527e-06 -7.025628320930751e-07 -3.908744836839734e-07 8.006077047799344e-08 -1.507601636927393e-06 -8.524295496354844e-07 -1.6464801776206827e-06 -3.5596270359493335e-06 -1.2592615153228318e-07 1.3279831688695655e-06 3.228073557586976e-06 -2.2404090174471163e-05 -2.179441525304379e-05 1.579524614140477e-05 1.3296060968256537e-05 1.8955365302264023e-07 -4.449113683791958e-06
PC9 -2.0267401366049453e-06 2.3841959472699424e-07 3.650617373715999e-07 -2.0666556192409285e-06 1.1662691448093198e-07 -1.5556825986048274e-06 9.07019214343519e-07 -1.384590037908587e-06 2.4546491216006774e-07 3.069439611059577e-05 -2.234737372109699e-06 1.3249534853539486e-06 -1.0984175708572015e-06 2.724275228266493e-07 -2.0021970791288296e-06 8.919307477145088e-07 1.0738943262542204e-06 2.220276714867728e-06 -1.0248560725419277e-06 -1.2805840853134973e-06 -1.7891870060294327e-06 1.1175816379431258e-06 2.7286871044631042e-05 -2.0733091386608397e-05 6.0019464696221355e-06 -1.838800204098267e-05 -2.1639422794683833e-06 3.8986071620418156e-05
PC10 1.0352562377116936e-06 4.609811739796459e-07 1.3374149194727879e-06 2.077247103705334e-07 1.005383929701263e-06 1.6807262077414377e-07 -1.4597989378093705e-06 -8.360705725325511e-07 1.5249256269410636e-06 -2.2347373721096992e-06 3.5620656777268456e-05 1.4414453198052147e-07 1.2607288237191692e-06 -6.434428694504621e-07 -1.0829323650013373e-06 1.5861183809384453e-06 -1.4771657159828264e-06 -2.64590771482211e-07 1.0989059076563686e-07 2.0349204093202306e-06 -6.836562563116246e-07 -7.345010678662764e-07 1.548477324643412e-05 3.224899707930408e-05 -1.6365538320316654e-05 -3.519203540840729e-05 -3.5971555340559046e-05 -2.4036212407543177e-06
PC11 1.6468818180058093e-05 -4.058309309623679e-07 -1.5132257793579953e-06 -6.49418828780438e-07 1.211224153007173e-06 -1.639607001785149e-06 -6.437218665125028e-07 2.6127683824489284e-06 -3.632246505546851e-06 1.3249534853539486e-06 1.4414453198052276e-07 2.937306132802587e-05 -7.423698369094883e-08 2.2815653847818966e-07 -1.0324487369493535e-06 1.9896882397797396e-06 1.6765560111173367e-06 4.644006672741373e-07 5.134883079930855e-07 1.1380114366269782e-06 4.723998693275203e-07 -9.204739362941887e-06 2.1898399456520707e-06 5.74596292038306e-06 1.717083400576991e-05 -2.019593832424491e-05 -1.4030754610043168e-05 1.416749606311131e-05
PC12 -8.666908882249194e-06 2.0177017397690126e-06 5.22405458403202e-07 6.373253385852038e-07 -2.916717298184687e-06 2.784299756929849e-08 3.48587966101992e-07 1.0719786043089148e-06 -7.025628320930754e-07 -1.098417570857201e-06 1.2607288237191688e-06 -7.423698369094824e-08 2.6403418031440797e-05 1.3473261285968642e-06 -8.061694309130883e-07 -2.0104474842158957e-06 -1.715505363597226e-07 7.085798568042105e-07 -1.7022843097331807e-07 2.7433781200798377e-07 1.3363481527789342e-06 -5.223550941076737e-06 5.182502248354169e-06 2.354299532936815e-05 1.0771863482620225e-05 -1.7974944313226642e-06 -1.531605440638569e-05 -1.444195389993432e-05
PC13 6.304988750108669e-06 -1.5245570779440213e-07 2.5141202789576363e-06 -2.6321872610588055e-06 -1.1890204653922205e-06 -3.8873729569650865e-06 -2.598708122918852e-07 1.565964329171052e-06 -3.908744836839735e-07 2.7242752282664886e-07 -6.434428694504623e-07 2.2815653847818953e-07 1.347326128596863e-06 2.827667868376407e-05 -4.194953390606797e-07 3.893282847829082e-06 1.3768476954625467e-06 3.7741491946642154e-07 -9.58439553931033e-07 -1.9530849875959667e-06 3.973733913308626e-07 2.459979986373915e-06 5.4242762135494575e-06 6.0382136070095e-06 1.3242187048220335e-05 -4.4170765703279855e-06 1.244104642274561e-06 4.92562423198989e-07
