 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0006817049342889029 5.94103803148748e-07 -1.7186522625022001e-06 2.6845864699110522e-08 1.1260625042473413e-06 -5.001976245318186e-06 3.912669974725991e-06 2.6624228226039532e-06 5.848677463630307e-07 1.0732664048742865e-06 -6.228340807391069e-07 5.941259751609831e-06 -4.374490868733185e-06 3.4233981518217226e-06 -2.9282255369086555e-06 -1.9975339634135316e-06 1.6503090363152686e-07 1.6592647351012071e-06 8.38109055951559e-07 3.7842978767113313e-06 -6.158862877026298e-07 2.6139193284806388e-05 -0.00017382048578173966 0.00026915702239365124 5.181828818329369e-06
PC1 5.941038031487475e-07 2.493808752164216e-06 -2.178565064060133e-06 -8.17468217050826e-08 -2.475646812478961e-07 -3.568093013818821e-07 2.2182457168451215e-08 -1.5609386691927844e-07 -3.176662489091473e-08 5.8932958393669616e-08 -9.769305752215878e-09 -3.3862141302282816e-07 8.34987191321569e-07 1.306484268109118e-07 -5.471822488679598e-07 -7.880664526630595e-07 -7.997091292817649e-07 1.8574760787121966e-07 -6.191176089647079e-08 1.8295063323887144e-07 -1.9197303438830337e-08 4.005908719696726e-06 -2.0682318044880754e-07 5.112438991532153e-06 3.92439234911831e-06
PC2 -1.7186522625021952e-06 -2.1785650640601335e-06 5.879531045082236e-05 1.1381686810566355e-06 2.1997563702292236e-06 -6.449812045037256e-07 1.3815409595400512e-07 -1.2346154122414212e-07 1.0994575521645618e-06 -2.5987353111369454e-07 4.913964648878919e-07 5.011704834943151e-07 -8.211858138673047e-07 -1.2204960271974888e-07 9.955541868713744e-07 -3.416520582221545e-07 -1.3711964727140894e-06 1.2250024716248667e-06 -3.360455027010295e-07 -4.312124011760201e-07 -4.558973425688305e-07 -1.0529881006127803e-05 -5.085110449189959e-07 1.0268039064767435e-05 5.280391526050936e-06
PC3 2.684586469910981e-08 -8.174682170508278e-08 1.1381686810566362e-06 5.150052789439732e-06 1.2908088451019734e-07 1.4774902176624774e-06 1.1470511764268663e-07 7.780535926373809e-07 -1.7391922212762062e-07 -9.952776698232146e-07 1.5527383497029188e-07 3.793345436347717e-07 1.1288838703805843e-07 -7.909274556752517e-07 -3.909246415377645e-08 -4.794314241546777e-07 9.633515242792359e-08 -5.316741362962772e-07 -3.5813763673228074e-07 4.245880765734235e-07 2.532859590608179e-07 -5.031836296506123e-07 4.292817445233028e-06 -1.1148888434964046e-05 1.45370003225964e-05
PC4 1.1260625042473443e-06 -2.4756468124789617e-07 2.199756370229223e-06 1.290808845101972e-07 8.869048355767643e-06 2.2166025696929153e-06 -1.3167851837907024e-07 4.1917296916707273e-07 -1.2349553086569036e-06 8.825051558268801e-07 -8.551890893742553e-09 5.222944451769402e-07 -1.012809837703914e-06 -1.6368946874129897e-07 -1.4414632408868468e-07 2.7453925765256676e-07 3.477084007441637e-07 -4.156478778215899e-08 -2.2719465774624237e-07 -2.2287041246478608e-07 -1.676639216509378e-08 -1.0060830142739603e-06 7.559698820775333e-06 -8.855902761547892e-06 2.518905810963359e-06
PC5 -5.001976245318178e-06 -3.568093013818821e-07 -6.449812045037264e-07 1.4774902176624772e-06 2.216602569692915e-06 1.9623928275666192e-05 9.378995069869817e-07 2.6052075662540944e-06 -7.585134402276929e-07 -8.888860016489537e-07 -5.613365276060673e-08 -1.3022601676630312e-06 7.034259389055381e-07 -1.4959231680388872e-06 6.691489258480006e-07 5.675165426026198e-08 -4.514502108473854e-07 9.081493569959992e-07 -4.626404776492358e-07 -2.0334163326182066e-08 -2.2157506436811434e-08 -9.9572443550814e-07 6.883916414534281e-07 6.270021385376892e-06 -8.96198324857641e-06
PC6 3.912669974725989e-06 2.218245716845111e-08 1.381540959540055e-07 1.1470511764268684e-07 -1.3167851837907008e-07 9.378995069869814e-07 1.866086929207892e-05 5.157961523631626e-08 -4.108861235721087e-07 7.670567400741405e-07 -2.159709502758405e-07 -2.3319297819054704e-07 -1.8719770847601532e-07 -9.03125842313508e-07 1.3649644999676232e-07 -1.9218294355309515e-07 -5.438650424409535e-07 1.250121450249764e-06 -4.63001114151827e-07 -4.865142125379479e-07 -4.185356725468882e-07 -6.710392013239872e-07 6.455117255432215e-06 -1.6437289233127807e-05 7.2967256564662584e-06
PC7 2.662422822603951e-06 -1.5609386691927838e-07 -1.2346154122414292e-07 7.780535926373811e-07 4.191729691670734e-07 2.605207566254096e-06 5.157961523631642e-08 1.5583451951773667e-05 5.275507794520072e-07 -8.021298596119706e-07 -1.294348644063162e-07 1.4349739491421307e-06 3.4779749132458417e-07 1.3303282986169595e-06 -4.4570948940785037e-07 -1.1050712589347431e-07 -5.632416108592523e-07 -2.3124597576209004e-07 2.826847437288703e-07 -1.8338125821647732e-07 -3.891086131220243e-07 -3.00094564266981e-06 -8.078166423534807e-06 8.749141131378127e-06 1.5696062570612063e-05
PC8 5.848677463630265e-07 -3.176662489091469e-08 1.099457552164561e-06 -1.7391922212762017e-07 -1.2349553086569038e-06 -7.585134402276929e-07 -4.1088612357210894e-07 5.275507794520078e-07 1.687426901586192e-05 3.674249382944931e-07 5.506125409872182e-07 -8.772565490352961e-07 7.134369490955644e-09 4.2668523316013e-07 -1.7063411160260187e-07 -1.3037720399835048e-07 -9.28246410710916e-08 -4.1646923976193515e-08 -1.1311008938665924e-06 -5.0872190195244484e-08 4.350747325805536e-07 -4.0255293886820395e-06 2.8015037450412413e-06 -1.1690945233102911e-06 1.342080956473761e-06
PC9 1.0732664048742888e-06 5.8932958393669695e-08 -2.598735311136952e-07 -9.952776698232144e-07 8.825051558268803e-07 -8.888860016489541e-07 7.670567400741404e-07 -8.021298596119702e-07 3.674249382944943e-07 1.3901081423054273e-05 -1.29850799568882e-06 -1.0407370340708876e-07 -3.899504890936054e-07 -5.10994299342738e-07 -3.422516410197619e-07 -1.218297296915854e-07 9.964656390136747e-08 5.351606742226057e-07 -5.553262750179193e-07 -5.054571788839851e-07 -5.020991380372363e-07 4.786600112437158e-07 8.42847462845168e-06 1.4569050128791829e-06 -9.22547034514173e-06
