 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.000289594181009402 3.484337534898405e-07 -2.208001903906506e-06 -3.602288915428173e-07 9.031642704799495e-09 -3.364952310200853e-07 -4.7207561780205546e-07 7.53849225690003e-07 9.481775509615863e-10 8.1707610075611e-07 -1.4119844035015463e-07 -4.7461239032171733e-07 5.995656684462627e-08 1.7813592753638152e-07 9.272827054319198e-08 -4.416164984967129e-07 -1.2223021382332858e-07 2.2929959255499952e-07 -7.208503762633147e-08 6.184411473832117e-07 3.705514738703546e-07 3.7322004617459805e-06
PC1 3.4843375348984044e-07 9.312935790930438e-07 -6.44350983682448e-07 6.732351716590425e-08 -6.662168902337485e-08 -4.647952757128183e-08 -1.6578386965834396e-08 5.457521062902847e-08 1.0162442557697493e-07 -2.7334986108346712e-08 4.4006963834396866e-08 -4.398311785976684e-08 2.297746059379119e-07 1.0977412744793508e-08 -9.820982581260552e-08 -1.7866899327226794e-07 -1.435462512006241e-07 1.4445037151400813e-08 5.617559404294593e-08 2.9194715371762403e-08 1.4167885282145172e-08 1.8279808744858983e-06
PC2 -2.208001903906504e-06 -6.44350983682448e-07 1.768034346464598e-05 1.9113490065819304e-07 5.559133244270863e-07 -2.396071426308396e-07 -5.928509192137766e-08 3.468386796105057e-08 9.757579366449019e-08 8.186406457450784e-08 -3.965404805729409e-09 9.368410470214631e-08 -1.0432587553965922e-07 1.2674161437642005e-08 -1.5009970048853004e-07 1.0746444177223e-07 -1.7051608499347992e-07 1.4761180481509604e-07 -2.6862552892206065e-08 9.704929185792202e-09 5.592940007407175e-09 -7.737061453373938e-07
PC3 -3.602288915428174e-07 6.732351716590422e-08 1.911349006581931e-07 1.9488217268324954e-06 1.4723363461479139e-08 2.450381850116224e-07 4.123287614405656e-09 5.416204520516097e-08 -6.929075275732228e-08 -3.1348214054680657e-07 4.492440976263517e-08 1.2595968143393273e-07 7.58437506399315e-08 -1.5847827162152755e-07 1.1121614644972715e-08 -1.7222166479617905e-08 1.8493443052962574e-09 -9.962747361234901e-08 -1.303585867668633e-07 9.964683616384706e-08 3.174239426561314e-08 1.1929695882861924e-06
PC4 9.031642704799214e-09 -6.662168902337485e-08 5.559133244270861e-07 1.4723363461479114e-08 3.2577670866232932e-06 4.0500634126293466e-07 -2.1481953239512166e-07 -2.6509235961629178e-08 -3.2973128932060477e-07 2.4889070004750155e-07 9.209416753203786e-08 9.10288110433283e-08 -2.0535781262483607e-07 5.420834405416696e-08 -8.31285618637829e-08 -1.3816576238493058e-08 5.223783465711092e-08 -9.360304420169878e-09 -6.202924466433333e-08 -7.429737602659958e-08 -2.8318373044894734e-08 -1.0288306653579789e-07
PC5 -3.364952310200845e-07 -4.6479527571281856e-08 -2.396071426308395e-07 2.450381850116225e-07 4.050063412629349e-07 5.265656013629553e-06 2.5324181920903214e-08 4.523184618574567e-07 6.731215119959965e-08 -4.550676740133728e-08 -6.98614684086318e-08 -2.9492630588737257e-07 1.703356306841041e-07 -2.1093950325156903e-07 3.7290468534363747e-08 5.998362892324264e-08 -5.858777614615676e-08 2.1892079187597457e-07 -9.624699423905699e-08 7.356602994095613e-08 8.805433707103791e-08 -7.122504063845131e-07
PC6 -4.720756178020557e-07 -1.6578386965834462e-08 -5.928509192137777e-08 4.123287614405642e-09 -2.1481953239512148e-07 2.5324181920903224e-08 6.032790379830789e-06 7.421586079080863e-10 8.110573970114875e-09 6.467165866489494e-08 7.073111836004121e-09 -1.4116267850787786e-07 1.87661500016928e-08 -1.61435617548054e-07 -1.8778275126681744e-08 -1.8002072239242945e-08 -2.7784963589470813e-08 2.503151986202586e-07 -7.141508311128272e-08 -2.9595134005179247e-08 -9.996322431659671e-08 -5.443361808000279e-07
PC7 7.538492256900035e-07 5.4575210629028476e-08 3.4683867961050466e-08 5.416204520516093e-08 -2.650923596162917e-08 4.523184618574567e-07 7.421586079081268e-10 5.032786701324077e-06 2.1643022828262132e-07 -7.885922483705668e-08 -3.1871451487969715e-08 3.315194990022872e-07 8.071249602353096e-08 2.697990891976498e-07 -1.6787100722790183e-08 -1.5873914102272106e-07 -8.430660132977581e-08 -2.2703647609759622e-08 6.127028753567917e-08 -3.660225393404006e-08 -1.0333248304876307e-07 5.53948230612848e-07
PC8 9.481775509615077e-10 1.016244255769749e-07 9.757579366449019e-08 -6.929075275732233e-08 -3.2973128932060477e-07 6.73121511995997e-08 8.110573970114862e-09 2.1643022828262135e-07 5.067597734483389e-06 3.0022764170089557e-09 1.1174995642189221e-07 -2.1940555886721045e-07 1.1295104385493326e-07 -6.486215706147989e-08 6.341172344180411e-08 -7.460989881022455e-08 3.190937801906538e-08 6.266562361462474e-08 -3.2117872718665834e-08 -5.983030783007348e-08 8.685308230115295e-08 1.8512265986364722e-07
PC9 8.1707610075611e-07 -2.733498610834669e-08 8.186406457450779e-08 -3.134821405468064e-07 2.488907000475015e-07 -4.5506767401337254e-08 6.467165866489489e-08 -7.88592248370567e-08 3.002276417008986e-09 4.796705695462895e-06 -3.4553960502035045e-08 -1.358829345573416e-07 -4.4070505625225646e-08 -1.2645679214520907e-07 -4.611215952215617e-08 3.314047362722276e-08 1.2419941386600866e-07 1.2479494484448265e-07 -1.7599393656617714e-07 -7.968859990510883e-08 -7.215514012563566e-08 1.339236544931245e-07
PC10 -1.411984403501551e-07 4.40069638343969e-08 -3.965404805729511e-09 4.4924409762635174e-08 9.209416753203785e-08 -6.986146840863168e-08 7.073111836004211e-09 -3.187145148796975e-08 1.1174995642189224e-07 -3.4553960502034985e-08 4.4164117976141346e-06 -1.954540566779931e-07 1.2830937165358487e-07 -1.814730682176769e-07 -9.472791405939496e-08 -8.017628685845841e-08 -1.4541297791102867e-07 2.3172301082037755e-08 1.6701378182184445e-07 1.4177975001246902e-07 2.7994141715678672e-08 6.773816345900992e-07
