 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0005358661764980139 -2.7264334967342466e-07 -2.3757614817911544e-05 1.202844871527553e-06 -1.6206688470468995e-07 2.206931480405939e-06 2.595273464049091e-06 4.929289858531668e-07 5.364817469176817e-07 1.6759392821513748e-06 -4.522056604731931e-07 1.483942474863247e-06 -1.1140184747974117e-07 -8.638809843902889e-07 -1.4391345160761038e-06 -1.8518094724922062e-06 9.837021461911984e-07 -2.536762572621617e-06 -1.2075521832196329e-06 1.1245181236035508e-06 -1.727584846151762e-06 -5.180185127263807e-06 -2.2518840199039544e-05 3.059517791703978e-06 8.121038644077805e-05 -5.3881109707052e-05 -3.679235462170276e-05 4.782335399072483e-05
PC1 -2.7264334967342387e-07 1.8760432844937054e-06 -1.541258860698455e-06 -2.5896079880347986e-07 -1.1475923980846794e-07 -2.3987757304845683e-07 1.2767922977435924e-07 1.3244590182010857e-08 2.289652463459194e-08 3.1209142746979196e-08 1.0785798483128505e-07 3.691666964086564e-08 5.998720177019077e-07 -1.4814066145454127e-07 -2.632757748241057e-07 -7.072338583276715e-07 -6.581250325192157e-07 3.0264553899225573e-07 7.173075149278609e-08 1.747651324178286e-07 5.7377642370509626e-08 3.157616020729668e-07 9.462607299268657e-07 2.5028039666351737e-06 -4.28022398971819e-07 3.821875527001367e-06 -3.8220208442112625e-06 -4.991108292302774e-07
PC2 -2.3757614817911547e-05 -1.5412588606984551e-06 4.6159863715451336e-05 9.101002374409823e-07 1.3578866625562824e-06 -5.608777659492603e-07 -3.9937347037631117e-07 -8.258948806674774e-07 1.1684568976280766e-06 -6.72461956274027e-08 4.329083572898588e-09 -3.0697829972134044e-07 -1.345935566894659e-06 8.024887957663667e-07 -1.2695401025583583e-06 -9.040178780929539e-08 1.6539685589673278e-07 6.84591268101147e-07 1.0627176500269926e-07 -7.373346300133792e-07 -3.1518236148553367e-07 3.3716350188250336e-06 6.551728847348163e-07 -4.537157430509835e-06 -1.6194334941532518e-05 4.0219124814844404e-06 2.1950191041861247e-05 1.9434659417378853e-06
PC3 1.2028448715275518e-06 -2.589607988034798e-07 9.101002374409825e-07 3.857509234278888e-06 2.088468128641882e-07 1.2050589163124823e-06 -3.524346919489646e-10 5.503918681375323e-07 -1.5121610212488097e-07 -1.0101453830038998e-06 -5.336432140987541e-08 4.7640191729071587e-07 4.81838276713997e-08 -7.155851354815064e-07 9.537213388109891e-08 -6.6856370358039184e-09 2.3315997784522252e-07 -5.238369070741671e-07 -5.676176941414791e-07 4.962361942524554e-07 1.1520951108060188e-07 -1.179144486985595e-06 -2.8111502621180544e-06 -1.7831598425136702e-06 7.257165114400461e-07 -2.4671115826363516e-06 -3.7507770248960713e-06 1.4763049774838306e-06
PC4 -1.620668847046898e-07 -1.1475923980846785e-07 1.357886662556282e-06 2.0884681286418825e-07 7.10980244390613e-06 1.7744036020901335e-06 -3.347332142782121e-07 2.5423077369890406e-07 -1.2939635302697413e-06 3.684597083066559e-07 2.9781570074867397e-07 2.8380380028905323e-07 -9.010077119072745e-07 -6.022907114927717e-07 -3.151014615836775e-08 -4.397871655565728e-08 1.2523058300182916e-07 1.0204005963955382e-07 -5.234740929249404e-07 -1.8473908718405406e-07 9.335885473162046e-08 -6.850747215094387e-07 -4.315645121666239e-06 -2.5373104129842513e-06 7.15550138955237e-06 3.3006625022059664e-06 -5.316357701840782e-06 1.017046343644304e-05
PC5 2.206931480405935e-06 -2.398775730484569e-07 -5.608777659492604e-07 1.2050589163124827e-06 1.774403602090133e-06 1.4912333888689165e-05 2.9298916318196466e-07 1.0827636190456115e-06 -9.332391083989627e-07 -6.311710764895893e-07 -5.541413152652509e-07 -1.0497451148722193e-06 4.4499201295939304e-07 -1.3891172420346666e-06 4.7330162224322386e-07 1.134156688857884e-07 1.5387379835711656e-08 7.790462827175872e-07 -2.879031456643541e-07 3.143586867146319e-07 -7.010394288767545e-08 -9.451878554776542e-07 1.5044879600469401e-06 -3.669689720902875e-06 1.6982858521790836e-06 -8.474214852789452e-06 -1.314409906813623e-06 1.4300119521292762e-05
PC6 2.5952734640490905e-06 1.2767922977435932e-07 -3.993734703763106e-07 -3.5243469194896206e-10 -3.3473321427821236e-07 2.929891631819643e-07 1.4369112372428075e-05 -1.9054866781081994e-07 1.4928250195186248e-07 2.8479005826345276e-07 -1.0194639678789313e-08 -3.797215745660234e-07 -1.5801274132220746e-07 -2.2963465041207404e-07 -3.133669206618425e-07 -2.3088207730708598e-07 -8.614252609046004e-08 2.9363040089053024e-07 -2.962361165709604e-07 -2.868276156617072e-07 -4.896084779271381e-07 1.8502277211769466e-06 -4.0832029362264015e-06 -5.4242545643434835e-06 -7.823711891172577e-07 8.196453564879452e-06 1.2133369764828711e-05 4.410109735715278e-06
PC7 4.929289858531654e-07 1.3244590182010884e-08 -8.258948806674775e-07 5.503918681375323e-07 2.5423077369890406e-07 1.0827636190456118e-06 -1.9054866781082015e-07 1.2312011498614166e-05 1.0267227232922905e-06 -2.868657634295022e-07 -1.0967782145370631e-07 1.4119883953075212e-06 3.8853274197585336e-07 3.196716276584135e-07 -4.1019088663169153e-07 -4.602388957708442e-07 -3.250930725428979e-08 -5.563348825558021e-07 7.391017387647217e-08 1.4426488284976457e-07 -4.5282975457571026e-07 4.429856242087392e-06 -2.2257549707846903e-06 -5.550066128184177e-06 5.185931021525431e-06 -3.4317198768146642e-06 2.5216077459361948e-06 -7.651268992153921e-06
PC8 5.364817469176779e-07 2.2896524634591972e-08 1.1684568976280772e-06 -1.5121610212488124e-07 -1.2939635302697409e-06 -9.332391083989627e-07 1.4928250195186226e-07 1.0267227232922901e-06 1.3892649478845078e-05 4.5990450304632366e-07 5.299708448386222e-07 -8.681366303711409e-07 1.9534408627728047e-07 -1.8216170960109388e-07 -4.957563507129105e-07 -4.6600721258431596e-07 4.2986192220578136e-07 9.62235364953761e-08 -8.410510823327882e-07 -1.6823694052177507e-07 1.0741797282818678e-07 -4.918458059777783e-07 5.941002804933059e-06 7.625469066459051e-07 -1.4504452683909017e-07 -4.115245585915436e-06 -7.418779338660942e-06 4.335044601764625e-06
PC9 1.675939282151376e-06 3.120914274697912e-08 -6.724619562740313e-08 -1.0101453830038996e-06 3.684597083066561e-07 -6.311710764895894e-07 2.847900582634526e-07 -2.8686576342950215e-07 4.5990450304632313e-07 1.1606437965181888e-05 -2.3409730820252628e-07 -3.430827167444416e-08 -4.4352099776397915e-07 1.1041909074155317e-07 -9.536776683740578e-07 3.095361029868957e-07 2.754433562758718e-07 5.67736725143625e-07 -4.169489831969441e-07 -2.2150020992415885e-07 -7.172335521127998e-07 4.342361759529227e-08 2.3618825360372436e-06 -4.349988682391866e-06 -1.0995399984379328e-05 8.850884855543136e-06 8.356009311025428e-06 6.363285892549326e-06
