 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0007745555102824926 -9.992116722810834e-08 -2.4044647078152845e-05 1.8906520560500538e-06 1.4357591449561686e-06 7.195701069219762e-07 2.1212471513637305e-06 1.9618417806653752e-06 -4.091553307495124e-07 2.109546791999379e-06 -1.4031394156363226e-06 3.9774548953248733e-07 -2.7397405506828775e-07 -2.040501740738834e-06 -1.7768865769473196e-06 -1.456778851982266e-06 1.5914734790297903e-06 -1.4589013404433818e-06 -8.971121076413922e-07 9.531313440166548e-07 -1.0326782467174993e-06 -8.142994601160516e-06 -5.9024129924152225e-06 4.095597311035034e-06 9.798025145399744e-05 -9.941692061634356e-05 -6.163327073065144e-05 7.330938073770971e-05
PC1 -9.992116722810761e-08 2.5820182454925463e-06 -1.6031560821951175e-06 -3.965521522594654e-07 -5.931463282670123e-08 -3.161882388689374e-07 5.515467928108074e-08 8.761670256238166e-08 7.915191414048868e-08 -5.738991114596454e-09 1.3406742748327334e-07 -1.5092844639282503e-09 6.304695785645429e-07 -1.6846178733741222e-07 -2.641592091355749e-07 -7.309480054284083e-07 -6.403327593403731e-07 2.280609141540427e-07 5.230260627124001e-08 1.8632063037183928e-07 4.17904526336143e-08 4.188018309100006e-07 1.0785960695259918e-06 3.4497113364375444e-06 -1.1699930052013454e-06 5.379369767683748e-06 -5.787355005786184e-06 -2.1727521603922047e-07
PC2 -2.4044647078152862e-05 -1.6031560821951169e-06 4.827519160403727e-05 8.173781057707142e-07 1.3293147494062488e-06 -5.904423178530772e-07 -4.0738028495233175e-07 -4.88742662934405e-07 1.0582375000790245e-06 -2.7839832453597647e-07 3.168717768204816e-09 -6.829361411705729e-08 -1.0559298876021697e-06 9.001879453891427e-07 -1.1126229283923172e-06 -1.2146646367021862e-09 1.2386377526387107e-07 7.668948252938376e-07 2.0742796694330823e-07 -4.480029362502228e-07 -2.720426712317133e-07 2.2414959140664216e-06 -6.665521340406974e-07 -3.6160050893854384e-06 -1.3216769068889885e-05 5.6308910168236965e-06 2.254105181110146e-05 7.691353348472984e-07
PC3 1.8906520560500536e-06 -3.9655215225946537e-07 8.17378105770714e-07 5.0159587585221e-06 1.7354011147295642e-07 1.2647370714806447e-06 -3.9523483624439056e-09 5.000009304688796e-07 -2.423768506948952e-07 -1.0219277135299688e-06 -3.504147673590348e-08 4.6633835484472694e-07 8.013867683120181e-08 -7.398918325917891e-07 1.1096276371543529e-07 -1.8549371286415584e-08 2.721697027507916e-07 -3.8194854843094196e-07 -5.690881552760409e-07 4.344445085901087e-07 1.1750747777473624e-07 -1.0639039447694132e-06 -3.7953729328117762e-06 -2.905642397300351e-06 1.348571458082865e-06 -3.507824619615675e-06 -4.205897587837759e-06 1.926595487763239e-06
PC4 1.4357591449561686e-06 -5.9314632826701106e-08 1.3293147494062488e-06 1.7354011147295655e-07 9.402231536974654e-06 1.658739612901616e-06 -4.364052034019442e-07 2.575485635896532e-07 -1.2763897916849245e-06 4.438510113040499e-07 3.9162140765199575e-07 2.9224477186214155e-07 -1.01234266250738e-06 -7.080740438638021e-07 4.95386093315829e-08 1.4055737556559188e-08 8.821922764168787e-08 -7.802814683732655e-08 -4.562764672382657e-07 -1.262176076150628e-07 9.184530143424614e-08 -2.129348067397307e-07 -6.4226194331235565e-06 -2.570938085533116e-06 1.0386584112384402e-05 4.025767006126032e-06 -7.452780548892381e-06 7.528853834005726e-06
PC5 7.195701069219779e-07 -3.161882388689376e-07 -5.904423178530772e-07 1.2647370714806449e-06 1.6587396129016155e-06 1.6842963429067816e-05 4.158023234532671e-07 9.962817392406743e-07 -6.8985557111344e-07 -5.803898760756001e-07 -4.0257543803526623e-07 -8.777534044880614e-07 5.958413942003358e-07 -1.2160956694192141e-06 4.385918145602059e-07 7.36572087193505e-08 -5.8068539550175875e-09 7.504640330705299e-07 -1.9156669610162113e-07 1.7999156970281732e-07 -1.853473644027466e-07 -4.0565485841234456e-07 3.2898496271342554e-07 -3.2688412375836327e-06 2.377341385260663e-06 -7.3345473829888915e-06 -8.135660264136303e-07 1.273658317435265e-05
PC6 2.1212471513637314e-06 5.515467928108053e-08 -4.0738028495233196e-07 -3.952348362443775e-09 -4.364052034019443e-07 4.1580232345326735e-07 1.5817671623796337e-05 -3.5848325381451645e-08 2.5933001848088675e-07 2.639203919470956e-07 1.062991262132148e-07 -4.208681099951424e-07 -2.6853507982554406e-08 -1.2782986737069205e-07 -2.6976360431683537e-07 -1.6203591981917433e-07 -9.262133838793623e-08 2.987030375004735e-07 -4.012587879506944e-07 -2.4488161031478547e-07 -5.737894628948127e-07 1.6270628293291805e-06 -3.5843936492130462e-06 -7.453939992896107e-06 -2.8825041069633973e-06 6.381255186938913e-06 1.4367940499985278e-05 5.874134744876512e-06
PC7 1.961841780665374e-06 8.761670256238161e-08 -4.88742662934405e-07 5.000009304688798e-07 2.575485635896535e-07 9.96281739240675e-07 -3.58483253814519e-08 1.345140421580049e-05 9.122123149100605e-07 -2.510548781715119e-07 -1.1570180533104445e-07 1.2268360644638594e-06 3.8421321102183225e-07 2.3281551761599289e-07 -2.9882168787120955e-07 -4.976994091084434e-07 8.800355569882477e-08 -4.0389963882352886e-07 7.246489123319973e-08 6.125895787267106e-08 -4.7229093255263865e-07 3.060144602161916e-06 -3.2374722897439512e-06 -4.967745224934292e-06 5.714266831768403e-06 -1.5788234970654314e-06 2.759222187018612e-06 -5.999018732450894e-06
PC8 -4.091553307495187e-07 7.915191414048867e-08 1.058237500079025e-06 -2.4237685069489507e-07 -1.2763897916849247e-06 -6.898555711134401e-07 2.593300184808865e-07 9.12212314910061e-07 1.4905091404450829e-05 3.2272118572251913e-07 3.1988364751223685e-07 -8.004742408435231e-07 3.990040915943384e-07 -1.0212935336844198e-07 -5.049298603932115e-07 -4.244315589275736e-07 3.831597887695693e-07 1.1233437869804591e-07 -7.938911033693211e-07 -2.539378896065008e-07 8.497915185220742e-08 3.8357496807128646e-07 3.530458662925181e-06 1.3050337284740834e-06 2.8067079825112046e-07 -3.844971287826778e-06 -7.478210282268793e-06 4.451912682662075e-06
PC9 2.1095467919993785e-06 -5.738991114596538e-09 -2.7839832453597583e-07 -1.0219277135299681e-06 4.438510113040499e-07 -5.803898760755994e-07 2.639203919470962e-07 -2.5105487817151165e-07 3.2272118572251945e-07 1.2897134874609825e-05 -2.401532766175529e-07 -8.289350672749269e-08 -4.3288521497768334e-07 7.74495492660856e-08 -8.631318968374037e-07 3.997948374827754e-07 4.1334194775004105e-07 4.6688284198620336e-07 -5.188838991694232e-07 -3.043323391239937e-07 -7.285241182671401e-07 3.4812609884934264e-08 1.6018041628039305e-06 -4.190455294334144e-06 -8.808514306035517e-06 9.632994872100976e-06 8.725054490875181e-06 4.596034086815816e-06
