 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0006667690220750886 -1.2397581659152609e-07 -2.415619060202651e-05 1.6460967149437317e-06 7.743525382158724e-07 1.1253898865280664e-06 2.2511347067696017e-06 1.6896957096319998e-06 -1.1091313538752564e-07 1.9917214518878107e-06 -1.127371025682389e-06 9.139055984630771e-07 -2.553435267835924e-07 -1.6646139814148455e-06 -1.7854610314695507e-06 -1.529207094909916e-06 1.285023848449534e-06 -1.8981899312865454e-06 -9.825849793834304e-07 1.1149909752594842e-06 -1.298537292816372e-06 -8.531488411781559e-06 -1.0526002063474158e-05 4.825694102891566e-06 8.91538660917043e-05 -7.931211708065397e-05 -5.159589726760242e-05 6.062688697503229e-05
PC1 -1.239758165915254e-07 2.259023588191534e-06 -1.5993466349288805e-06 -3.47225952851525e-07 -8.456780565904414e-08 -3.01405124432007e-07 7.410034926033922e-08 7.742768267789227e-08 6.07107038508593e-08 9.474802460245722e-09 1.3088506316267934e-07 1.2011725117685823e-08 6.235889203307818e-07 -1.5491351865943366e-07 -2.6712434187312177e-07 -7.304254909017403e-07 -6.415428816696281e-07 2.486619115326723e-07 5.347157962181848e-08 1.8111647444266245e-07 4.356482694537538e-08 4.0421922548472995e-07 1.0875232526511198e-06 2.8738937091092783e-06 -1.0155012647923017e-06 4.632577379093323e-06 -4.80580387654139e-06 -2.9566916337239225e-07
PC2 -2.4156190602026506e-05 -1.5993466349288805e-06 4.772815703964784e-05 8.537449866105638e-07 1.3543099960017001e-06 -5.745864278563358e-07 -3.6155278045101273e-07 -6.291751243415729e-07 1.1095119548084981e-06 -2.3506725074230214e-07 -3.726317586460512e-08 -1.339293402688548e-07 -1.1617355064830424e-06 9.119502680998591e-07 -1.1454897372730083e-06 -3.822084618668942e-08 9.151301039346966e-08 7.134135583770235e-07 1.6767111773451277e-07 -5.670643800924113e-07 -3.1317240805065574e-07 2.6919835786797894e-06 4.325002099373514e-07 -4.075631371632879e-06 -1.4827162303316912e-05 4.78528472499598e-06 2.2624344568808967e-05 1.448339017741615e-06
PC3 1.6460967149437325e-06 -3.4722595285152524e-07 8.537449866105635e-07 4.476194217316255e-06 1.9699845708541437e-07 1.2421517104197799e-06 6.919367723809911e-09 5.184883410911926e-07 -2.2971041095187677e-07 -1.0181865195973176e-06 -3.1018733458812316e-08 4.7374120947285905e-07 7.052978872252108e-08 -7.377709765940884e-07 1.0957749340261106e-07 -2.333221048239307e-08 2.74034641055188e-07 -4.2657049438121775e-07 -5.660031775561179e-07 4.5516090903505983e-07 1.1168491654445668e-07 -1.0569134309390252e-06 -3.4543183345751467e-06 -2.3491076324666167e-06 1.2796596324103372e-06 -2.9790912821813624e-06 -4.070398556783858e-06 1.6948543098596277e-06
PC4 7.743525382158719e-07 -8.456780565904416e-08 1.3543099960017e-06 1.969984570854144e-07 8.459273208282825e-06 1.7421546710235655e-06 -3.963369865187213e-07 2.630524044276546e-07 -1.2988117791080602e-06 4.413482241984722e-07 3.4754027794665413e-07 2.838986550842607e-07 -9.58500613218254e-07 -6.758923776246514e-07 1.3844206091791817e-09 -1.603200573936753e-08 1.0708095887105465e-07 -1.6900657581572028e-08 -4.941667947334994e-07 -1.5002338305429482e-07 7.904720040806423e-08 -4.947819439740824e-07 -5.559210656477117e-06 -2.452353957468181e-06 9.301668992251757e-06 3.5511671059033805e-06 -6.687866789611804e-06 8.361147344843825e-06
PC5 1.1253898865280666e-06 -3.014051244320073e-07 -5.745864278563357e-07 1.2421517104197799e-06 1.7421546710235664e-06 1.6156108149341163e-05 3.861347442393899e-07 1.0386188511537405e-06 -8.195575376524051e-07 -5.989849883305177e-07 -4.7501598478129834e-07 -9.692856720635017e-07 5.42976858071034e-07 -1.2929624152674175e-06 4.611763605360495e-07 1.0556988278128155e-07 1.1361745889497489e-08 7.778076392195177e-07 -2.390240007146094e-07 2.354499021549227e-07 -1.4603536163065066e-07 -5.542849553512359e-07 7.918116093171581e-07 -3.46452888248982e-06 2.344822930371817e-06 -7.669652142559906e-06 -9.426807732386041e-07 1.3292892515581627e-05
PC6 2.251134706769602e-06 7.410034926033939e-08 -3.6155278045101326e-07 6.919367723809606e-09 -3.9633698651872127e-07 3.861347442393901e-07 1.5345759121890236e-05 -9.899620128861843e-08 2.449090228635036e-07 2.974116955685169e-07 8.5461824847096e-08 -4.093708424728966e-07 -8.655496420880528e-08 -1.6722960828374802e-07 -2.771002209718741e-07 -1.9325369772989946e-07 -9.201091170150842e-08 2.8433141179828937e-07 -4.001747845000235e-07 -2.531269365370751e-07 -5.198896656023358e-07 1.8334669793476472e-06 -3.527240191727503e-06 -6.944726203742946e-06 -2.7820830229643737e-06 7.007776253761993e-06 1.359067863015152e-05 5.446409171220696e-06
PC7 1.689695709632001e-06 7.742768267789235e-08 -6.291751243415735e-07 5.184883410911929e-07 2.6305240442765487e-07 1.0386188511537405e-06 -9.899620128861819e-08 1.3058036719165278e-05 9.71863229277081e-07 -2.702623503112242e-07 -9.369026007610856e-08 1.3290122725065746e-06 4.1327212396771616e-07 2.723268983994546e-07 -3.5448176260191196e-07 -4.975185828369361e-07 4.331393249328151e-08 -4.662155851814922e-07 5.6934603799113424e-08 9.725175356769654e-08 -4.75191381185932e-07 3.612553769704372e-06 -3.427137568224339e-06 -5.2272302125633316e-06 6.011985344784753e-06 -2.0512893425271084e-06 2.5864654852334145e-06 -6.485772749553922e-06
PC8 -1.1091313538752532e-07 6.071070385085925e-08 1.1095119548084988e-06 -2.2971041095187709e-07 -1.2988117791080602e-06 -8.195575376524059e-07 2.449090228635035e-07 9.718632292770815e-07 1.4571176119694327e-05 3.713029778551792e-07 3.922047956942402e-07 -8.192730759283739e-07 3.2216163878917036e-07 -1.2441787268431295e-07 -5.073021118361835e-07 -4.290109614684427e-07 3.997631832789152e-07 1.2596447126916514e-07 -8.113970984292634e-07 -2.4720594031936085e-07 1.131508761651449e-07 6.553158383738116e-08 4.019045929672692e-06 1.2307116488107677e-06 6.83438234840545e-07 -3.751475845820924e-06 -7.610066136550434e-06 4.426813476364542e-06
PC9 1.9917214518878103e-06 9.474802460245505e-09 -2.3506725074230183e-07 -1.0181865195973172e-06 4.413482241984725e-07 -5.989849883305176e-07 2.9741169556851657e-07 -2.7026235031122403e-07 3.713029778551789e-07 1.2460652965058565e-05 -2.456198677561032e-07 -7.517361594281352e-08 -4.552307909522433e-07 9.973895231333033e-08 -9.052129534481514e-07 3.7849635214145944e-07 3.642820221046925e-07 5.065398049089757e-07 -4.601181674371155e-07 -2.8191044940765245e-07 -7.512156258241583e-07 6.321126767590692e-09 1.8725642923638082e-06 -4.1492840602001586e-06 -9.575855796781835e-06 9.405199472146985e-06 8.79269637565417e-06 5.194577181096816e-06
