 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
PC.PC5 -1.2577626481612377e-06 3.6300464999795554e-08 1.7162608132100398e-06 -1.8507275877290857e-08 -1.0962800951237857e-06 -3.7590427229358433e-07 6.146146114683352e-08 7.032569316286657e-08 8.685060263700088e-08 1.8101885067884746e-07 2.190755564381817e-06 8.362612131207895e-08 5.993791409028031e-08 -3.814252224873603e-09 3.722168055828374e-08 -3.6198051420241306e-08 1.2337889682863839e-07 1.450769510887817e-07 -6.178115558692892e-08 1.484453370157312e-09 1.2444890505562422e-08 -4.75006735478423e-08 -1.4410345896886127e-08 8.295197453451266e-08 1.7160569388653013e-07 -2.4965192998249945e-08 -1.261577897837608e-07 1.586102840216237e-06 -1.7015400030795526e-06 -4.035533907849508e-06
PC.PC6 -3.838335350603596e-06 -7.885163867909036e-08 8.604634054540741e-07 8.369988081005167e-07 -6.416480002002369e-07 -5.766407924408664e-07 5.0966746850361685e-09 -4.997266081717499e-07 1.805983641971218e-07 -2.0023680509065116e-07 8.362612131207973e-08 2.595331150742353e-06 1.2363725302950724e-07 4.248518663604799e-08 -6.348918091840512e-08 8.148225023170677e-08 7.74606004045793e-07 6.089966940931958e-08 9.480234303459066e-08 2.846651408161894e-07 2.0285555536414145e-07 -1.0378774348676134e-07 -2.0286018797200458e-07 5.6044726630350294e-08 1.226593318537395e-07 -1.7289890097364299e-07 -1.6436991624989752e-06 3.950978460868942e-06 -5.095180365708611e-06 -6.392675574889924e-07
PC.PC7 -1.502107378108199e-06 -9.931872202015916e-08 5.396914435583278e-07 -1.2722289885815472e-06 -1.4317944077360671e-06 -3.2592605188590295e-07 -7.520864458599223e-08 -9.607462442929451e-08 1.0187367033511905e-07 1.6163152972574795e-07 5.993791409028069e-08 1.2363725302950663e-07 2.032774751446059e-06 1.9520109529756146e-07 2.1060481728931427e-08 1.1282681199375007e-08 1.8432116498597985e-07 -1.2996413828637065e-07 7.522836481175095e-09 4.239585570550464e-08 2.604869969244664e-08 5.982299539181391e-09 -1.5534073818383724e-08 2.7794378532647774e-08 -6.254975683103372e-08 -3.3572807487281035e-08 5.832225955008741e-07 1.936955373508168e-06 -1.1453541485208103e-06 -1.6443258125733893e-06
PC.PC8 4.402868479170311e-07 7.095486227269198e-09 -1.380821626322686e-06 2.1903067256950458e-06 3.665853652671111e-06 1.1356726471247942e-06 7.149462956931075e-08 -6.233008516086222e-08 -1.838538781252303e-08 8.690967602063598e-08 -3.8142522248728094e-09 4.248518663604817e-08 1.9520109529756088e-07 2.5870682477093286e-06 1.0704716161044924e-07 1.6396191438574177e-07 -1.3538156007719877e-08 -8.234288870390068e-10 5.112209793047902e-08 2.777646261916611e-08 -3.436367898676032e-08 3.1407343047632036e-08 -3.722216654502029e-08 -7.866723932187049e-08 -7.054217809317866e-08 -1.1926367589404075e-07 3.001465298827295e-08 3.524320447219319e-07 -5.466511893951355e-08 -2.0471005340908107e-06
PC.PC9 -5.626066742857341e-07 -2.3465625962963878e-08 -1.6241420069803853e-06 -8.781800968586069e-07 -2.0655521513350248e-07 -5.5444475464909425e-08 1.7870978841442663e-08 -3.980718302746084e-08 2.9107011583613586e-08 4.949430392076816e-08 3.722168055828412e-08 -6.348918091840526e-08 2.1060481728931166e-08 1.070471616104491e-07 2.118236978406543e-06 2.590177897598934e-07 1.4110631895333948e-07 6.062736657986717e-08 -3.325206136570478e-07 6.863074096026017e-08 4.4324961891840447e-08 3.5740559642693644e-08 -7.078058959387713e-08 -4.102353461189054e-08 2.4690685564890877e-07 -1.3609126124922316e-07 6.4836663225206e-07 3.005902929680076e-06 -3.887617472696805e-06 -3.6614754782029294e-06
PC.PC10 7.753271094942036e-09 8.068281743071331e-08 1.7305980181096533e-06 7.028294850597574e-07 -4.240857799375575e-06 -2.2352353916766505e-06 4.017075818420017e-08 -2.5220088333249842e-08 5.047193335522125e-08 -1.2715520650824798e-08 -3.6198051420240756e-08 8.14822502317063e-08 1.1282681199375082e-08 1.6396191438574188e-07 2.59017789759894e-07 3.414561809923995e-06 -1.8530005026362955e-07 -9.793273248299304e-08 1.4991389836406493e-07 1.1502334441885212e-08 -3.665659385385158e-08 -2.587769484761633e-09 5.4788481551328675e-08 -2.751426944132907e-07 3.4182320285618316e-08 3.094321531476295e-08 7.145918144497082e-07 -2.377770070644226e-06 4.883581595297176e-07 1.1649217813465553e-06
PC.PC11 -3.7942043350009163e-06 -8.498316952212227e-08 1.844986163177492e-06 4.5009528877180826e-07 1.8545133891666065e-06 8.433029189281548e-07 8.533936042930814e-09 -3.8440005513426543e-07 1.4628821525853463e-07 -1.334310383405631e-07 1.233788968286394e-07 7.746060040457935e-07 1.8432116498598096e-07 -1.3538156007719328e-08 1.4110631895333993e-07 -1.8530005026362727e-07 2.635127245118231e-06 -1.0248514264812537e-07 1.2089580202574e-07 2.385332697849978e-07 1.2649571687284818e-07 -4.0036942253116187e-08 -1.9686168065805664e-08 -1.1480111936699764e-07 3.122881170334367e-08 1.2859826022512711e-08 9.691223943205603e-07 2.1091881687534484e-06 -1.4631683375813893e-06 -1.0005154485844844e-06
PC.PC12 -3.0137610941834574e-07 -7.376014561113494e-08 4.52754843895803e-07 2.6981342063886176e-07 4.259859328454322e-07 -5.0313607211135966e-08 7.615063160818963e-08 -1.7477147402369908e-07 -6.224689201032886e-08 3.332473133674633e-08 1.4507695108878118e-07 6.089966940932014e-08 -1.2996413828637047e-07 -8.23428887038574e-10 6.062736657986728e-08 -9.793273248299395e-08 -1.0248514264812476e-07 3.5948370745927383e-06 -2.940301014624915e-07 9.134582083577498e-08 8.001149615240486e-08 3.546206904234652e-07 -2.1252113638108464e-07 -6.326863654202647e-08 3.4875176957492124e-07 7.621491616792996e-08 4.1139898732326115e-07 2.0369689797053925e-06 -1.138453070340922e-06 -4.427354906875629e-06
PC.PC13 -3.2725072131557327e-06 -1.759499639160216e-07 8.001987506554167e-07 5.407688261330452e-07 -3.1191182550686943e-07 -3.441784024980372e-07 -5.8482824936293006e-08 -4.156336716154818e-08 3.174756052708702e-09 -3.49578794152965e-08 -6.178115558692892e-08 9.480234303459087e-08 7.522836481175258e-09 5.112209793047885e-08 -3.3252061365704676e-07 1.499138983640644e-07 1.2089580202574104e-07 -2.94030101462491e-07 2.1229182777549636e-06 2.0813253167488447e-08 -7.295394183524958e-08 8.69308937531281e-08 6.609888641282618e-08 -3.045846088757926e-08 -2.3444883377389077e-07 -8.505987145232723e-08 1.4111578693399279e-07 -3.079861764595337e-06 6.562878730157427e-06 1.9738665694743664e-06
PC.PC14 -1.1973599051405426e-06 -7.786799048525346e-09 3.874203979573502e-07 -6.848377323071117e-07 -5.611923315460917e-07 -1.1833236035811028e-07 -5.438648849773553e-08 -1.1345614743039992e-07 8.759207155258694e-08 5.565564760119589e-08 1.4844533701575859e-09 2.846651408161904e-07 4.239585570550465e-08 2.777646261916616e-08 6.863074096026013e-08 1.150233444188532e-08 2.385332697849985e-07 9.13458208357744e-08 2.081325316748836e-08 2.013584876824849e-06 6.292242984384699e-08 -6.657125483132132e-08 -1.94474245057468e-08 5.700254308114288e-08 7.451944707927829e-08 -4.773282694206209e-08 4.416100627436517e-07 1.2807147073314863e-06 -6.126424099349015e-07 -6.145981560296041e-07
PC.PC15 -1.821613032613778e-06 -3.309116599654534e-08 -5.339243724287291e-07 -8.26101036590661e-07 -4.1485097540346803e-07 -1.4893628573307364e-07 2.2078674296713247e-08 -1.1294095720361704e-07 5.4663749575172384e-08 -1.0729185704851281e-08 1.244489050556258e-08 2.0285555536414142e-07 2.6048699692446838e-08 -3.4363678986760196e-08 4.432496189184059e-08 -3.665659385385126e-08 1.2649571687284786e-07 8.001149615240494e-08 -7.29539418352488e-08 6.292242984384602e-08 2.1644688141888773e-06 1.5646790203252395e-08 1.1900862781028964e-08 -7.536661891992054e-08 1.833398837853238e-07 1.8055791758516958e-08 -3.7069775537915933e-07 -2.768400125523107e-06 3.4049316921891386e-06 2.034432281989235e-06
PC.PC16 4.7272889297486565e-07 -3.899334049589813e-08 -1.5876463520965963e-06 9.423236154263821e-07 3.3400480235524785e-06 1.3150836193298114e-06 -7.310854784184903e-08 1.8471903443072635e-08 -2.0855924980543963e-09 9.084434876761636e-08 -4.750067354784284e-08 -1.0378774348676098e-07 5.982299539180782e-09 3.140734304763259e-08 3.5740559642693916e-08 -2.5877694847629016e-09 -4.0036942253115254e-08 3.546206904234652e-07 8.693089375312781e-08 -6.657125483132022e-08 1.564679020325208e-08 2.258942632438229e-06 -1.1387813600377708e-07 -4.391411356840753e-07 -1.2505164733291422e-07 1.857023435989001e-07 3.525220434695497e-07 2.7150493904197168e-06 -1.68428665072669e-06 -4.192434055788034e-06
PC.PC17 1.5141644494024418e-06 1.0530326425797704e-07 5.294357822294526e-08 -1.3637601292150467e-06 1.239886687506558e-07 4.3336763448341744e-07 -1.2052372929415804e-08 -7.817179712624808e-08 4.293869071867737e-08 -5.6621206861440284e-08 -1.441034589688613e-08 -2.0286018797200418e-07 -1.553407381838373e-08 -3.7222166545020426e-08 -7.078058959387712e-08 5.478848155132853e-08 -1.9686168065804927e-08 -2.1252113638108424e-07 6.609888641282551e-08 -1.9447424505746804e-08 1.1900862781028928e-08 -1.1387813600377689e-07 1.9762411721065335e-06 3.699729697753563e-08 -1.9435100414287668e-07 -2.6653356842732767e-09 -5.447182292942512e-07 -3.116073956263533e-06 3.3068062418926486e-06 4.28065436660021e-06
PC.PC18 8.59817330748313e-07 6.708666910907339e-08 -1.2442083764394002e-06 -4.38714173235625e-06 -4.780461329837095e-06 -1.3626215840179523e-06 2.1292525300313568e-08 -2.421072265755997e-08 3.1080401606009666e-08 -1.0719160342204715e-07 8.295197453451281e-08 5.604472663035005e-08 2.779437853264832e-08 -7.866723932187021e-08 -4.102353461189056e-08 -2.751426944132913e-07 -1.1480111936699738e-07 -6.326863654202624e-08 -3.045846088757945e-08 5.700254308114246e-08 -7.536661891992023e-08 -4.391411356840755e-07 3.699729697753536e-08 3.282615629699367e-06 -1.799786802107964e-08 2.2690869829334366e-07 -1.2557914152032125e-06 3.0901114096027903e-08 -6.210535576614977e-07 -2.404959191230921e-07
PC.PC19 -1.3632803394716323e-06 -7.548793366528092e-08 -7.848646587681571e-07 -6.603263850973164e-07 -1.6330977989928178e-06 -7.904117813597065e-07 9.317303278331859e-08 -1.4447118455701853e-07 -4.1970060094796365e-08 1.293924852174993e-07 1.716056938865304e-07 1.22659331853739e-07 -6.254975683103327e-08 -7.054217809317906e-08 2.4690685564890845e-07 3.418232028561822e-08 3.122881170334252e-08 3.487517695749209e-07 -2.3444883377389047e-07 7.451944707927813e-08 1.8333988378532363e-07 -1.2505164733291435e-07 -1.9435100414287723e-07 -1.7997868021079313e-08 3.250588585311612e-06 3.9135323827858274e-07 8.410105133972421e-07 -1.4226278174041818e-06 2.543487290408918e-06 -4.7098403105200397e-07
PC.PC20 1.1658797347056192e-06 -3.3235644752774565e-08 5.93990181367826e-07 -6.095130513545161e-07 -5.62548796384299e-07 -6.006399016076359e-08 -1.072233912306694e-07 6.352984970922775e-08 -4.2962336956613374e-08 1.3300921627915536e-07 -2.4965192998250014e-08 -1.7289890097364285e-07 -3.357280748728125e-08 -1.1926367589404046e-07 -1.360912612492227e-07 3.0943215314763254e-08 1.2859826022512797e-08 7.621491616793001e-08 -8.505987145232717e-08 -4.773282694206182e-08 1.8055791758516845e-08 1.8570234359890045e-07 -2.665335684273419e-09 2.269086982933445e-07 3.91353238278584e-07 2.3740753487376867e-06 -7.485543786771273e-07 5.802296448094646e-07 -8.949031048638858e-07 2.659565417636185e-07
proband -8.541988084829258e-06 -4.323417128796034e-07 -1.4798362615939703e-05 -2.305721659540759e-05 -1.708673654535142e-06 1.4734470298860202e-06 -5.260529392923412e-07 4.2988334787363756e-07 -7.067575848979668e-07 -1.1143093923137358e-06 -1.2615778978376582e-07 -1.6436991624989866e-06 5.832225955008739e-07 3.001465298827688e-08 6.483666322520542e-07 7.145918144497097e-07 9.691223943205498e-07 4.113989873232586e-07 1.4111578693399615e-07 4.4161006274365073e-07 -3.706977553791578e-07 3.52522043469547e-07 -5.447182292942454e-07 -1.2557914152032079e-06 8.410105133972362e-07 -7.485543786771278e-07 0.0003399215123067155 -0.00017574346077291368 -3.142627837240166e-05 1.037269245731999e-05
maternal -8.8036526903967e-06 -8.041732305005166e-07 -1.81159381459957e-05 1.916127005290276e-05 5.3767876757363375e-05 2.107924466585533e-05 -1.0604400237082487e-07 -1.5262030441497384e-06 1.359318009514436e-06 2.319511042167525e-06 1.5861028402162374e-06 3.950978460868939e-06 1.9369553735081466e-06 3.5243204472192866e-07 3.005902929680063e-06 -2.3777700706442016e-06 2.1091881687534637e-06 2.036968979705384e-06 -3.079861764595363e-06 1.2807147073314789e-06 -2.7684001255231127e-06 2.715049390419701e-06 -3.1160739562635205e-06 3.090111409600229e-08 -1.422627817404186e-06 5.802296448094596e-07 -0.00017574346077291257 0.0011798382021536073 -0.0009182803848480077 -0.0006639475643402359
gpm 1.9073341279811637e-05 2.340871137676077e-06 2.749713297863424e-05 -7.196273945444282e-06 -3.9390663101880914e-05 -1.675695854092768e-05 -1.899415713657652e-06 1.6579772888428785e-06 6.513834156332943e-09 -6.908442672118972e-07 -1.7015400030795503e-06 -5.095180365708528e-06 -1.145354148520774e-06 -5.466511893950052e-08 -3.887617472696784e-06 4.883581595296752e-07 -1.4631683375812618e-06 -1.1384530703408967e-06 6.562878730157437e-06 -6.126424099348745e-07 3.404931692189138e-06 -1.6842866507266592e-06 3.3068062418926066e-06 -6.210535576614887e-07 2.5434872904089485e-06 -8.949031048638795e-07 -3.14262783724023e-05 -0.0009182803848480033 0.0029183916081947443 -0.0010946974831363835
gmm 3.067694556452129e-05 5.152689863657396e-07 2.729186121523726e-05 -1.8783285964651037e-05 -2.8856708049031264e-05 -6.163062661059543e-06 -8.167133293760697e-07 4.1598527623463464e-08 -4.688499761167361e-06 -1.932776585627434e-06 -4.035533907849507e-06 -6.39267557489041e-07 -1.6443258125733878e-06 -2.04710053409082e-06 -3.661475478202922e-06 1.1649217813465553e-06 -1.0005154485845998e-06 -4.42735490687565e-06 1.973866569474397e-06 -6.145981560296179e-07 2.034432281989248e-06 -4.192434055788036e-06 4.280654366600223e-06 -2.404959191230744e-07 -4.7098403105202737e-07 2.65956541763622e-07 1.0372692457318538e-05 -0.0006639475643402393 -0.0010946974831363776 0.0024108589552214272
