 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.0026892122292387485 9.130532867524653e-05 0.0006173735322352905 0.0019751409968434505 0.002340508240098984 0.00070307354794504 -4.3167901583568795e-06 1.2860640428919119e-05 -1.5271313644261721e-06 4.78408391298847e-06 -5.580704605581921e-07 -2.4091751559518536e-06 1.9262347119059217e-06 1.6794460647744441e-06 -2.1057346396737673e-06 -3.5914647039919385e-06 -2.739663259188885e-06 -1.5192348058164436e-06 -5.861573139208421e-06 1.2119165563340663e-06 -7.555748856917673e-07 3.5078391764447477e-06 1.5358964121411702e-06 -1.8617677915293072e-07 -6.003717021089302e-07 3.363270509250385e-07 5.761258385243807e-05 -0.0001020304677762787 -1.880630439352098e-06 0.00011087356317759213
AGE 9.130532867524634e-05 5.0537852683665376e-06 7.977912577900022e-06 4.6612948043596205e-06 1.8715905650278004e-06 1.5277583489384962e-07 -1.7191797242964372e-07 6.024899130491551e-07 -8.58373347131136e-08 2.0538594800583657e-07 1.7043211759061678e-07 -7.77104883989634e-08 -1.1255098273231295e-07 5.7476197001489644e-08 -9.353886358492941e-08 -3.2140468826834337e-09 -1.4428506235227777e-08 -1.5028663648694498e-07 -3.2511440723161457e-07 8.577327586472418e-08 5.414572728742964e-08 2.9940856258328985e-08 5.8254427668818255e-08 -1.3740642224222114e-07 1.7525067584332526e-08 -1.7131947237533194e-07 1.639452582512609e-06 -4.112210896470967e-06 4.5865880503466575e-06 2.028322272539289e-06
sex 0.0006173735322352136 7.977912577900519e-06 0.009588989477567788 0.007482721673667095 0.0028310403659696495 0.00014424886701039808 -2.1091249265867273e-06 4.167861921199799e-06 -4.033716517690461e-06 -2.262310947976441e-06 5.878760910245108e-06 -1.6585277383923017e-06 3.1560659079058114e-06 9.09159025016059e-07 2.098067588892595e-06 -1.80515288784281e-06 3.9795405240378325e-06 4.4677397122419995e-06 -2.9327108647629013e-06 3.551735146787865e-06 -1.2888280882131475e-06 -4.199110479795954e-06 4.0045353353094616e-07 6.2065796866117215e-06 8.469979229727005e-06 3.915847363406528e-06 5.720074009112249e-06 3.9405534780399644e-05 -2.6382716607516835e-05 -0.00013591856696954454
age_sex 0.001975140996843414 4.661294804360484e-06 0.00748272167366764 0.016551861730775993 0.01555407578282029 0.003986442671856129 -3.1661087438430935e-07 4.33537475375e-06 1.0507008907294455e-06 -2.2424766821106492e-06 -1.0234212517542768e-06 1.66761410783922e-06 4.443485735356945e-06 -1.7886065811524824e-06 1.407639828628156e-06 6.945823296637305e-07 -4.2494351072753255e-07 1.6672606275658607e-06 -3.561624748737906e-06 1.8366257656499221e-06 2.568489419250692e-06 -2.3760104814251745e-06 1.5218503153419841e-06 6.348054433737594e-06 4.60299498578983e-06 -2.985031560502219e-06 5.424860858486485e-05 -2.0535953444496415e-05 -0.00010462988127513871 5.1243560875666316e-05
age2_sex 0.0023405082400990034 1.8715905650284971e-06 0.0028310403659703746 0.015554075782820777 0.019377254993465726 0.005841542408555806 -1.1248022119247405e-06 3.2687902960996194e-06 4.4598051984648005e-06 -2.1491387105020656e-06 -3.4980534876919734e-06 3.367778131895184e-06 5.706749555288911e-06 -9.601859602227532e-07 -2.0903061569315689e-07 -3.958380034182637e-06 2.2265161421641034e-06 -9.918650067228906e-07 -2.736295889394421e-06 4.4530038622291543e-07 5.187726878209316e-06 2.2462244837708954e-06 3.7933895595564514e-06 2.636485818790439e-06 -1.5706596483831397e-06 -5.188421586867599e-06 0.0001173142432173507 -0.00016550266849562416 -0.00012740977578299 0.00028053538484157034
age3_sex 0.0007030735479450568 1.527758348940374e-07 0.00014424886701061037 0.0039864426718563455 0.005841542408555903 0.0019215080311399584 -5.949330590549926e-07 9.560861666209159e-07 1.6830268618211048e-06 -4.779411622269177e-07 -1.1074327204997307e-06 1.076277524504614e-06 1.8677621128919008e-06 1.5338920394139392e-07 -6.275700453859729e-07 -2.292673480135874e-06 1.4413758760139701e-06 -6.042158157981767e-07 -7.903817810324064e-07 4.3580727760802803e-08 1.7456074647279238e-06 1.7113626302207148e-06 1.4292738238233322e-06 -7.308653009892778e-08 -1.651220538838766e-06 -1.4709230293889666e-06 4.2512690700371005e-05 -7.862883824805507e-05 -5.127665532258252e-05 0.00013366089993159386
PC.PC1 -4.316790158356971e-06 -1.7191797242964692e-07 -2.109124926586912e-06 -3.166108743845277e-07 -1.1248022119248948e-06 -5.949330590550242e-07 1.743063637132087e-06 6.869574297959219e-08 -2.3905854100336858e-08 -2.0484764008022278e-07 1.1087236901879576e-07 -5.4699089820617766e-08 -1.617147496262737e-07 1.2602961999620087e-07 6.639359859177776e-08 -5.8587003931787995e-08 -3.752071577512466e-08 1.7849760722213205e-07 -1.823591603924893e-07 -1.184158720084124e-07 1.865636899612421e-07 -1.7480760122633265e-07 4.894194045773992e-08 4.4930212702738066e-08 1.9105767669585708e-07 -2.9104731403928396e-07 -1.785098039420615e-06 -2.692817470979567e-06 -8.092100549224277e-07 2.6730998290167975e-06
PC.PC2 1.2860640428919127e-05 6.024899130491561e-07 4.167861921200015e-06 4.33537475375002e-06 3.268790296099446e-06 9.56086166620836e-07 6.869574297959306e-08 2.72867134630855e-06 -1.834246938070442e-07 1.630921931268279e-07 1.7054930196440975e-07 -5.118555490763668e-07 -1.4536968766420347e-07 -5.5653042831590196e-08 -2.1425801004503392e-08 6.161528663089113e-08 -4.902763164322887e-07 -2.2874344546286057e-07 1.4426959358377713e-07 -1.7505926483049186e-07 -8.540671936584965e-08 -6.457668865929295e-08 -5.780045691841183e-08 -7.750526246454294e-08 -1.3852313834992355e-08 4.1839375448302165e-08 5.76761691885668e-07 1.331942863768496e-06 -2.370834737989161e-06 4.8754580627212865e-06
PC.PC3 -1.5271313644261306e-06 -8.583733471310826e-08 -4.033716517690163e-06 1.0507008907290724e-06 4.459805198463991e-06 1.683026861820812e-06 -2.3905854100336898e-08 -1.8342469380704377e-07 3.0513732767085153e-06 1.3006743729582313e-07 1.564479521766722e-07 2.8607188488447326e-07 7.228347973880051e-08 -1.499806320107044e-07 3.7894757161446526e-08 2.1922403640089585e-07 2.1159181930742183e-07 -2.1885102483309035e-07 3.659059095847868e-08 1.1452228364908111e-07 1.4132575395220763e-07 -9.92297073563204e-08 1.1678203348857586e-07 1.1252480380155076e-07 -8.834960164439256e-08 -6.874881003515887e-08 -6.192196976479027e-07 -1.8651713706359772e-06 -1.8363537838265484e-06 -4.791396075545076e-06
PC.PC4 4.784083912988412e-06 2.0538594800583418e-07 -2.262310947976462e-06 -2.24247668211064e-06 -2.1491387105020702e-06 -4.779411622269231e-07 -2.048476400802207e-07 1.6309219312682685e-07 1.3006743729582244e-07 3.853300761653305e-06 2.317628387295334e-07 -2.2125451511549574e-07 1.8422768411323252e-07 4.650392941639004e-08 3.54607010029997e-08 -1.9734490381891168e-07 -2.1126359046652052e-07 6.584336041674475e-09 7.370109030075889e-08 3.227445737962442e-08 -9.157340579546288e-08 1.8884331498206646e-07 -6.206905304641192e-08 -4.0050788347624287e-07 -1.1906406312112468e-07 2.0688849222798602e-07 4.940440773869978e-07 1.4636802785071767e-06 -4.459864000484145e-06 -3.801722057351193e-06
