 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.005006091214650982 0.00015831572148480315 0.002534216031659299 0.006053691028346164 0.006364348172025865 0.0017983985896457232 4.167491768766588e-06 1.7734777969594704e-05 -9.668301120354437e-06 6.060515365287044e-06 -3.891618757527796e-06 -9.796152289756209e-06 3.2972011214667644e-06 -1.7007937416388762e-06 -4.7343287124468706e-06 -2.245558797366797e-06 -6.974711766545064e-06 -4.6012707754020195e-06 -1.2323108170099153e-05 6.567910428004087e-06 1.801733944166819e-06 1.9645846204845875e-06 7.404308212356533e-07 3.1248194378434435e-06 7.538171030382139e-06 6.567258810687233e-06 8.823093765524167e-05 -5.297134741959885e-05 -0.0001623967039757062 -3.290726958488788e-05 0.00013404175158592642 3.649019359872433e-05 0.00022665338726273281
AGE 0.0001583157214848031 8.291786102914385e-06 -1.4123662283888535e-05 -3.584879806609701e-05 -3.5327324290748215e-05 -9.642020055674635e-06 3.245616379922664e-08 9.490957866653953e-07 -3.7268999511615455e-07 3.002994075158989e-07 3.5804829974871584e-08 -2.1941928360741888e-07 -7.532837078157929e-08 -7.089193461015479e-08 -2.2863142224252885e-07 1.9199747227412285e-07 -1.824653964655765e-08 -4.6493158205079036e-07 -5.259500011547032e-07 2.537301026798743e-07 1.8915685068644605e-07 -9.157460742365387e-09 9.89708264103226e-08 -5.0173946617674854e-08 5.9591854826593005e-08 -1.2730145266323837e-07 1.125205739817708e-06 -4.914449939478702e-06 -7.603021358221718e-06 8.460755563892554e-06 3.5408360335811233e-06 8.074186269237584e-06 5.539344855704456e-06
sex 0.002534216031658187 -1.4123662283882045e-05 0.025305212767833183 0.03042227294491321 0.021613680437828065 0.004694603274975704 -4.191448490862254e-06 7.755083788665836e-06 7.185496482366759e-08 -7.466103953197977e-06 1.5213253315262284e-05 -8.67637852240928e-07 1.2451203728241158e-06 1.2157341893554885e-05 4.075404794189631e-06 1.0396433008674214e-06 -7.596090122015435e-07 1.3084447280228858e-05 -1.7767555663214692e-06 1.1023939738030605e-05 -3.9317071523668437e-07 -9.302331210392236e-06 3.5589070365313336e-06 -3.5469683819419807e-06 1.6579812323401428e-05 7.475134794968888e-06 0.00019899841294772103 3.89924929245075e-06 9.735146850401753e-05 -0.00019425432661356019 -0.00018914316795519146 -0.00024625575610040567 -0.00013917569561245298
age_sex 0.006053691028345301 -3.5848798066091436e-05 0.030422272944919837 0.05921666655567125 0.05487054860727065 0.014230129911162443 1.8520367415502794e-06 7.7069261433406e-06 1.3436231628122634e-05 -7.422666549563457e-06 1.0175573590282791e-05 1.2773144273002234e-06 -2.987116390355284e-06 1.1943178456268926e-05 1.0139805126375155e-06 7.74537912501196e-06 -1.0291880726908751e-05 1.7891587702180224e-05 -3.60563907520587e-06 6.95131059990963e-06 6.028196141531276e-06 -1.9385529134764426e-06 7.378132176308011e-06 -7.822127646823322e-06 1.4152088983187727e-05 -3.6795926678103565e-06 0.0004249140190331365 -0.00013825653665087655 0.00022602878767458262 -0.0002450636520869933 0.00011790305736961517 -0.0004485100258386199 -0.00032366938090055584
age2_sex 0.0063643481720259 -3.5327324290747795e-05 0.02161368043783829 0.05487054860727882 0.05784079482003791 0.016253752660783622 1.9974836192176505e-06 5.7764098661388e-06 1.5843511701789794e-05 -6.0421445117013114e-06 2.432925383546817e-06 1.402484874237591e-06 -4.155064576437305e-06 7.624042194354997e-06 -3.0898553827109973e-06 -1.052856063606849e-06 -5.415242243814408e-06 1.5342238382336064e-05 -3.924455364622899e-06 1.3550812679768787e-06 9.495520211036216e-06 6.51839000365511e-06 1.0132462630292274e-05 -7.814977705319567e-06 7.83245495963584e-06 -6.001075443297586e-06 0.0004731718800196405 -0.00032559804555576025 0.00014763021709350002 -0.00010710801050988511 0.00039385915042634264 -0.0003887920348026676 -0.00010114100976270376
age3_sex 0.0017983985896458964 -9.642020055675733e-06 0.00469460327497919 0.014230129911166229 0.016253752660785173 0.004813512077416634 3.2025775901929896e-07 1.77719400108049e-06 4.396195449300736e-06 -1.3751467689192467e-06 -5.52114889597307e-07 1.5571173978285227e-07 -1.2629680994019678e-06 1.5632032789439794e-06 -1.7668794579358444e-06 -2.657482259095789e-06 -4.485004371993596e-07 3.841580384778829e-06 -1.3910821037171725e-06 -3.973647022784492e-07 2.951696366828499e-06 3.303388309756331e-06 3.365444635158175e-06 -2.221452428927471e-06 1.2891362253948606e-06 -1.2929316213462111e-06 0.00013526669651773034 -0.0001381215653551338 3.1540215623787854e-05 -1.0584187261680018e-05 0.00017678083148939822 -0.00011156809823833721 2.930029542263618e-05
PC.PC1 4.167491768766065e-06 3.245616379923086e-08 -4.191448490865941e-06 1.8520367415449228e-06 1.997483619212825e-06 3.202577590180068e-07 2.498063176904664e-06 -1.7953867710199156e-08 -9.22975046219874e-08 -1.5445821103655902e-07 1.2809455793684538e-07 -4.832883774820974e-08 -1.6157497877759836e-07 1.0592867186771623e-07 1.0172585767213413e-07 -2.80128182129302e-08 -1.6799288125150325e-08 2.4668167645349543e-07 -3.3787046028571604e-07 -1.238347367806841e-07 2.1880564022144485e-07 -1.6034950375349804e-07 -3.6402506166340065e-08 2.3004287545018368e-07 4.854247281662258e-07 -2.8126736132968257e-07 -7.909522119385919e-08 -3.373121381404881e-06 3.172675055607721e-07 -3.1405453028321574e-06 1.7055591876594587e-06 -9.68510482193868e-06 -4.116516641947154e-06
PC.PC2 1.77347779695948e-05 9.490957866654017e-07 7.755083788665726e-06 7.706926143340809e-06 5.776409866138811e-06 1.77719400108042e-06 -1.7953867710197022e-08 3.7882039340160776e-06 -5.6312092655536405e-08 6.197039365992579e-08 2.0232713463029058e-07 -1.2504103414948683e-06 -2.3573274854495429e-07 -4.251036261784873e-08 7.809013396328144e-09 1.2880962258140638e-07 -1.0568863906204414e-06 -5.076974190902318e-07 9.613909280809772e-08 -2.736184436058269e-07 -2.180708957720878e-07 4.6631209713138975e-08 -2.773670880614565e-07 -2.1255002745752188e-07 -3.867362654287457e-07 1.459716528069287e-07 1.34788738732104e-06 -8.929601057162887e-07 -5.332196601285168e-06 -3.326700635460101e-06 1.2120849243974208e-05 2.3543345672961953e-06 5.091268373838299e-06
PC.PC3 -9.668301120355086e-06 -3.726899951161503e-07 7.185496482491854e-08 1.3436231628119508e-05 1.584351170178371e-05 4.396195449298547e-06 -9.229750462198716e-08 -5.6312092655537245e-08 4.471422129675274e-06 1.0903734701616353e-07 3.5646134893325605e-07 5.291912980623742e-07 1.1767336887513947e-07 -7.384830062048126e-08 1.9301901806046662e-08 3.0812794994015026e-07 3.9239077198633924e-07 -2.0347223224673877e-07 8.672728689905887e-08 1.3980728452015994e-07 1.2688943273078416e-07 -4.727715003631123e-08 2.4017737560614856e-07 6.968022641506062e-08 -5.028484801735745e-07 -2.6524282923014404e-07 1.959604147543463e-06 -3.2730860321421654e-06 1.7713825495751189e-06 -3.1120275293479665e-06 -4.506151133436874e-06 -1.9978441917324138e-06 -1.254397603799625e-05
PC.PC4 6.060515365287247e-06 3.0029940751589826e-07 -7.4661039531986485e-06 -7.422666549562688e-06 -6.042144511699438e-06 -1.3751467689185367e-06 -1.5445821103656005e-07 6.197039365992382e-08 1.0903734701616543e-07 6.196745096450905e-06 8.353078251301565e-07 -3.860178018531723e-07 2.2746833407242696e-07 -8.463630716943007e-08 2.015965172775535e-07 -7.825609765532929e-08 -2.348604691451061e-07 -6.517723847871507e-08 -2.2955163636723933e-08 -8.662842018712857e-08 -8.790560724881863e-08 1.774115733674984e-07 -1.6843918840419733e-07 -8.886122004405632e-07 3.151552715703579e-07 4.844656167259624e-07 -2.0846633490377722e-06 1.4165574765627384e-06 8.887629060362438e-06 -8.018424225528373e-06 -6.347775771642505e-06 -3.411808087049762e-06 -8.344322314337199e-06
