 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00025016037046554645 1.7217471064626612e-06 -1.4494862398066056e-06 -1.0183409651846654e-05 4.246657806400302e-06 6.391639252251658e-06 8.346071968281194e-08 1.707619851819539e-06 -9.497883628337162e-07 5.890320908717029e-07 1.9298250988825045e-09 3.6380711054714953e-07 -2.1040116819240386e-07 2.656158720935302e-07 3.712563564562564e-08 2.642439136117771e-07 7.628369552620586e-07 1.378677069343699e-07 -7.41136607167528e-07 -1.4491680231347778e-07 -5.224318216245174e-07 2.919433140683358e-07 1.3780044164687738e-06 1.1301988620175044e-07 1.7017435503180915e-07 -8.037828052743134e-07 1.332125181285931e-06
AGE 1.7217471064626383e-06 6.567397490889597e-07 4.082042346120086e-07 6.173263180902855e-07 -5.974611921732169e-07 -4.955903820013285e-07 -1.7209866757614548e-08 4.174308212626839e-08 -4.003832048999305e-08 2.1674509262663295e-08 7.255262341867928e-08 3.7894684564584776e-08 -4.590957474667035e-08 1.2651864631615675e-08 1.761523275463984e-08 4.322395232608885e-08 5.794793209423622e-08 -6.271779243779126e-10 -6.056764355051779e-08 1.6065370954374786e-08 4.400239902781623e-09 -1.1624400814643624e-08 4.57526512185561e-09 -6.027770818845211e-09 8.201174140822722e-09 -3.656996455919983e-08 -1.583472160015324e-07
sex -1.449486239806638e-06 4.0820423461199493e-07 0.0010651020186931402 7.295580120009293e-05 -0.000280947101703214 -5.972558583851884e-05 2.882405700152096e-07 3.030235607186962e-07 -1.3131057653389972e-07 2.8851530250214183e-07 1.3721411575593575e-06 -7.304036712131285e-07 -1.831132799524749e-07 1.6856369229612954e-07 -5.402964855555447e-07 2.2960104639059527e-08 4.794663297458762e-07 -5.771163441864962e-07 -1.8793531526354734e-07 4.1123403048483765e-07 -1.7011893877359247e-07 -8.11263956577821e-07 2.0926399759426953e-07 -3.5710366275085324e-07 -3.199004365716134e-07 3.566500734156858e-07 -1.358236150589195e-06
age_sex -1.0183409651846566e-05 6.173263180902716e-07 7.295580120009262e-05 0.0005622594747931552 -5.732710851430254e-05 -0.0002061727342119448 4.127119573263291e-07 1.2826343115878865e-07 1.555951514477208e-07 4.87722527347539e-07 6.950572296041188e-08 5.0023329005587036e-08 -4.6699442926600133e-07 5.7197860064681417e-08 9.426073106045487e-09 9.939706046196578e-07 -7.05244981457788e-07 -6.982234024165636e-08 4.983885710590985e-07 4.0486664163757623e-08 -2.1475046535492248e-07 -3.3609369111709975e-07 -9.369323230667572e-07 -2.3000282912957956e-07 2.455210213758273e-08 2.2384251392495332e-07 -7.5100976923074696e-06
age2_sex 4.246657806400332e-06 -5.974611921732138e-07 -0.0002809471017032158 -5.732710851430401e-05 0.00016220419492320347 5.0939003272031356e-05 -1.999963987794096e-08 -5.71642623140084e-08 1.7346735833746637e-07 -1.857206741889301e-07 -4.4527939221861994e-07 1.3923453369948295e-07 7.024634358913213e-08 -7.959121313766889e-08 2.7328175534584073e-07 -1.360621908390099e-07 1.1829565676272025e-07 2.0737788173261712e-07 1.325189959864998e-07 -3.177382127740271e-07 7.311695529215595e-08 -6.026844381006986e-08 5.1797072772626874e-08 -8.950098097918528e-09 9.759281878319757e-08 5.017110365311573e-08 1.184004003151354e-06
age3_sex 6.391639252251712e-06 -4.955903820013231e-07 -5.972558583851915e-05 -0.00020617273421194584 5.093900327203086e-05 0.00010616945508625264 -7.526203773999475e-08 7.3671136393875736e-09 7.851648493099152e-08 -1.717566208436456e-07 -1.274531434095664e-07 4.066970772599442e-08 1.3739340230632435e-07 -1.7390460472126387e-08 -8.313870604989129e-08 -2.9556784540651844e-07 2.8114896297402626e-07 1.9820219280744152e-09 -2.0181178234641785e-07 -1.72493212882628e-07 2.1403184219846828e-08 5.570127342603266e-08 2.5047534457307756e-07 8.331915520132482e-09 -3.6033639256904897e-09 5.120569266734686e-08 1.934883337565802e-06
PC.PC1 8.346071968281239e-08 -1.7209866757614535e-08 2.8824057001520747e-07 4.1271195732632744e-07 -1.9999639877938732e-08 -7.526203773999288e-08 4.848285961305426e-07 -1.4663473352427669e-08 8.81709216961997e-10 -1.8794952283201196e-08 -3.376041407743877e-08 1.2409560952060204e-08 -1.0991276570494709e-08 2.600189998212294e-08 4.426532492823679e-08 -1.3565337302356859e-08 -1.712831491609783e-08 1.983096333423459e-08 -4.1101508000841244e-09 -2.6499434444532636e-08 3.513721531337229e-08 2.5238163119540483e-09 1.1940676146761951e-08 -9.86221696245857e-09 -9.607582430065327e-09 -3.908060391662899e-09 -8.059601615866372e-07
PC.PC2 1.7076198518196067e-06 4.174308212626889e-08 3.0302356071869535e-07 1.282634311587877e-07 -5.7164262314007064e-08 7.367113639388841e-09 -1.4663473352429145e-08 9.256651801661992e-07 -5.3580884871361174e-08 6.079243613911611e-08 1.827339807068845e-08 -1.6226203735845885e-08 -4.1071191413241334e-09 -2.6073820723666047e-08 1.393896249729012e-08 1.880601654570659e-08 8.470482865506121e-09 -1.598729205840157e-08 -6.15499622450487e-09 -9.149621566235464e-09 -2.4182963904246575e-08 4.361038029776669e-08 1.0840534879150027e-08 3.7724331934869524e-11 5.764575506397675e-09 1.2392895567688787e-08 5.532727844773188e-08
PC.PC3 -9.497883628337e-07 -4.003832048999325e-08 -1.3131057653390504e-07 1.5559515144770925e-07 1.7346735833746928e-07 7.851648493099713e-08 8.817092169614054e-10 -5.358088487136036e-08 1.0091499304040015e-06 2.021584763951718e-08 5.603598824180231e-08 9.641314365534014e-09 2.750926690754802e-08 -5.1413668265598066e-08 5.910608515916834e-09 2.9521065463041408e-08 -1.9024897449244193e-08 -1.7335309510237244e-08 -3.7820973486725645e-09 3.1229062946130595e-08 3.416473619864387e-08 -4.774051418669488e-08 -8.29103902421964e-09 5.7291361720310505e-08 2.010984994859967e-08 -3.0606708315465497e-10 -1.118111461400709e-06
PC.PC4 5.890320908716951e-07 2.167450926266351e-08 2.885153025021474e-07 4.877225273475473e-07 -1.8572067418893153e-07 -1.7175662084364851e-07 -1.8794952283201587e-08 6.07924361391159e-08 2.0215847639516613e-08 1.299269895916297e-06 9.615996384181068e-08 -4.5605512774856054e-08 1.265992263432269e-07 5.810441097752026e-08 9.854091534048016e-09 -3.0805132614611976e-08 -1.827875580465308e-08 6.359925687055415e-08 -1.712760110841378e-08 5.420863011770637e-08 7.683131021513193e-09 4.306942986266989e-08 -6.484978986054254e-09 5.791727607074645e-11 -8.061240281165338e-09 -4.312670249324348e-08 -2.544395296614812e-07
PC.PC5 1.9298250988875767e-09 7.255262341867914e-08 1.3721411575593588e-06 6.95057229604107e-08 -4.452793922186184e-07 -1.2745314340956532e-07 -3.376041407743904e-08 1.8273398070688577e-08 5.603598824180223e-08 9.615996384180983e-08 1.7323583572093325e-06 4.2940429028618094e-08 9.029391465215279e-09 -2.2582632590665184e-08 -8.736129672222616e-09 2.7026758119974954e-08 9.675694062864612e-09 2.8490919251215937e-08 -6.420812605969117e-09 -2.859628574997786e-08 -1.2558476236990948e-08 -3.543187183955754e-08 -7.3226693966214256e-09 1.0245476829088978e-07 2.2800129661702404e-08 5.649089752733673e-08 -5.233252280125211e-07
PC.PC6 3.6380711054715096e-07 3.789468456458477e-08 -7.304036712131288e-07 5.002332900558549e-08 1.392345336994823e-07 4.066970772599482e-08 1.2409560952060268e-08 -1.62262037358458e-08 9.641314365534009e-09 -4.5605512774855677e-08 4.294042902861832e-08 1.924631743995143e-06 9.424106894150536e-08 -2.2138686621101946e-08 -9.120875993620681e-08 1.3544229253467883e-08 -2.315179207203441e-08 -3.949175840794495e-09 -2.7834513583069993e-08 1.6930316532645093e-08 3.673778793599417e-08 -5.9568662037835e-08 -1.2114880368761253e-07 4.583021067629498e-09 -2.1664929627728834e-08 -1.5172691679929897e-08 -8.41804958550175e-07
PC.PC7 -2.1040116819240457e-07 -4.590957474667009e-08 -1.831132799524747e-07 -4.6699442926599826e-07 7.024634358913015e-08 1.3739340230632194e-07 -1.0991276570494646e-08 -4.10711914132405e-09 2.7509266907547913e-08 1.265992263432273e-07 9.02939146521555e-09 9.42410689415052e-08 1.5210534954486896e-06 1.4648340039725496e-07 2.2298199731646357e-08 -3.530041885439163e-08 -1.3278550046316554e-08 -6.021824928990237e-08 6.957348188031677e-09 1.1696550756688818e-08 9.107095521141702e-09 -1.2885694898339948e-09 -2.2942580176772207e-08 -4.329679174250377e-08 -9.194918529724197e-09 -3.491957321314732e-09 6.234642294593641e-07
PC.PC8 2.656158720935177e-07 1.2651864631615647e-08 1.6856369229613002e-07 5.719786006468396e-08 -7.959121313766936e-08 -1.7390460472127754e-08 2.6001899982122666e-08 -2.6073820723666018e-08 -5.141366826559796e-08 5.81044109775207e-08 -2.2582632590665194e-08 -2.2138686621101407e-08 1.4648340039725488e-07 2.114870767532735e-06 -4.296573575894338e-08 -9.082858234097693e-08 1.3902399385473353e-09 -3.7970307852495566e-08 1.5455381613443704e-08 -2.8649401056991407e-08 -4.0729302777285823e-10 8.938105705203245e-08 -8.815599313883721e-08 -3.330755960271707e-07 1.4162220504879752e-08 -6.328374082712256e-08 -3.762912508464831e-07
PC.PC9 3.71256356456257e-08 1.7615232754639854e-08 -5.402964855555447e-07 9.426073106043083e-09 2.732817553458403e-07 -8.313870604989007e-08 4.4265324928236775e-08 1.3938962497290743e-08 5.910608515916728e-09 9.854091534048039e-09 -8.73612967222253e-09 -9.120875993620723e-08 2.2298199731645758e-08 -4.296573575894344e-08 2.0907070064355807e-06 7.200988773840095e-08 1.1152252567292049e-07 -7.879748369150496e-10 -1.6541571726469653e-07 -9.143075179663075e-09 -3.5127871990401106e-08 -6.705112540392558e-09 5.481014142939496e-08 1.443550094529751e-10 1.7797219905375105e-08 -5.415604139360898e-08 6.905187091635429e-08
PC.PC10 2.642439136117768e-07 4.322395232608891e-08 2.2960104639062402e-08 9.939706046196546e-07 -1.3606219083900828e-07 -2.955678454065154e-07 -1.3565337302357027e-08 1.880601654570672e-08 2.952106546304124e-08 -3.0805132614611996e-08 2.7026758119975166e-08 1.3544229253467774e-08 -3.5300418854391764e-08 -9.08285823409767e-08 7.200988773840142e-08 2.525744659905726e-06 -1.2964084693317158e-07 4.2929287620513695e-08 5.1301963238619574e-08 5.416527059927516e-08 -4.5221843063293484e-08 -4.088676699153294e-08 2.3669966680067535e-08 2.3424018343508603e-07 2.0883730446890695e-08 7.592647795913531e-08 2.3279452409024843e-07
PC.PC11 7.628369552620574e-07 5.794793209423591e-08 4.794663297458719e-07 -7.052449814577883e-07 1.1829565676272216e-07 2.8114896297402573e-07 -1.7128314916097844e-08 8.470482865506166e-09 -1.902489744924413e-08 -1.8278755804653076e-08 9.675694062864587e-09 -2.3151792072034297e-08 -1.327855004631667e-08 1.3902399385473125e-09 1.1152252567292029e-07 -1.296408469331726e-07 2.002275689099823e-06 -7.041360661317144e-08 -1.2746820803134583e-08 5.221485181844492e-08 -4.697214538182469e-08 1.4836069012748193e-07 7.635468310625498e-08 -7.913261955207119e-08 3.4305701013487494e-08 -3.3161299339555985e-09 7.163088208488609e-07
PC.PC12 1.3786770693437056e-07 -6.27177924377826e-10 -5.771163441864937e-07 -6.982234024165582e-08 2.0737788173261546e-07 1.982021928073796e-09 1.9830963334234716e-08 -1.598729205840184e-08 -1.733530951023728e-08 6.359925687055429e-08 2.8490919251215742e-08 -3.949175840794541e-09 -6.021824928990294e-08 -3.79703078524959e-08 -7.879748369148239e-10 4.2929287620514164e-08 -7.041360661317044e-08 2.186915429688131e-06 -2.745838788193072e-08 7.040995591823515e-08 5.1145526772171806e-08 1.2916238391872398e-07 5.482571370733633e-09 1.4911526430078193e-09 1.2665844516140308e-07 2.1986286218171088e-08 -3.045433090691634e-07
PC.PC13 -7.411366071675295e-07 -6.056764355051734e-08 -1.8793531526355112e-07 4.983885710590905e-07 1.3251899598650185e-07 -2.018117823464136e-07 -4.110150800084293e-09 -6.154996224504947e-09 -3.782097348672594e-09 -1.712760110841372e-08 -6.420812605969079e-09 -2.783451358307017e-08 6.957348188031824e-09 1.5455381613443638e-08 -1.6541571726469632e-07 5.130196323861901e-08 -1.2746820803133927e-08 -2.7458387881930123e-08 1.9876183166330184e-06 1.2470230426784175e-08 -2.48895904625474e-08 -1.5983803348598513e-08 9.043552418200812e-09 1.2875840104217049e-08 -5.294943307774534e-08 -3.9202504068096815e-08 2.5892295169379537e-07
PC.PC14 -1.449168023134767e-07 1.6065370954374677e-08 4.1123403048483866e-07 4.048666416376048e-08 -3.177382127740256e-07 -1.7249321288262856e-07 -2.6499434444532685e-08 -9.149621566235504e-09 3.122906294613062e-08 5.4208630117706875e-08 -2.8596285749976638e-08 1.693031653264502e-08 1.16965507566886e-08 -2.8649401056991983e-08 -9.143075179663305e-09 5.41652705992753e-08 5.221485181844517e-08 7.040995591823659e-08 1.2470230426784097e-08 1.5870718416986299e-06 -3.107755989128957e-08 -1.753803598943134e-07 -3.904451957221327e-08 5.829832980579534e-08 -6.388639108750339e-09 -3.669088835304811e-08 3.7387577133343306e-07
PC.PC15 -5.224318216245201e-07 4.4002399027816695e-09 -1.7011893877359165e-07 -2.1475046535492574e-07 7.311695529215458e-08 2.140318421984688e-08 3.5137215313372066e-08 -2.418296390424639e-08 3.416473619864379e-08 7.68313102151329e-09 -1.255847623699063e-08 3.673778793599403e-08 9.10709552114184e-09 -4.072930277726284e-10 -3.512787199040127e-08 -4.5221843063293914e-08 -4.697214538182471e-08 5.11455267721717e-08 -2.488959046254738e-08 -3.1077559891289006e-08 1.8691195932745776e-06 -6.684348882291852e-08 -9.108356270013751e-08 -7.777294999191338e-08 -2.7249045202368677e-08 5.213651269204194e-08 -3.2383922102778893e-07
PC.PC16 2.9194331406833455e-07 -1.1624400814643604e-08 -8.11263956577822e-07 -3.3609369111708746e-07 -6.026844381007044e-08 5.5701273426027134e-08 2.5238163119541108e-09 4.361038029776629e-08 -4.7740514186694824e-08 4.306942986266982e-08 -3.543187183955794e-08 -5.95686620378351e-08 -1.2885694898338116e-09 8.938105705203306e-08 -6.705112540392398e-09 -4.0886766991533326e-08 1.4836069012748322e-07 1.2916238391872297e-07 -1.598380334859908e-08 -1.7538035989431436e-07 -6.6843488822918e-08 2.0057219125718607e-06 1.1332132126397652e-07 -2.7043549620364424e-07 4.007342958008353e-08 2.7396156226423986e-10 2.22096737382779e-07
PC.PC17 1.3780044164687755e-06 4.5752651218555525e-09 2.0926399759426667e-07 -9.369323230667614e-07 5.1797072772627304e-08 2.504753445730785e-07 1.1940676146761993e-08 1.0840534879150056e-08 -8.29103902421982e-09 -6.484978986054313e-09 -7.322669396621516e-09 -1.2114880368761247e-07 -2.2942580176772074e-08 -8.815599313883762e-08 5.481014142939473e-08 2.366996668006763e-08 7.635468310625516e-08 5.482571370733412e-09 9.043552418200613e-09 -3.9044519572213404e-08 -9.108356270013725e-08 1.1332132126397663e-07 2.4633945317623146e-06 9.293937835748098e-08 -5.551899101756483e-09 -2.070142685996787e-09 -4.503914215819903e-08
