 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.0014557805177423562 5.156364863657571e-05 0.00028592203848603096 0.0013343766197804626 0.0018092514667560988 0.0005995304595644425 -2.473064107076653e-06 5.10511440475315e-06 1.5328861988165667e-06 1.6201533488413817e-06 1.612762694097266e-07 -6.636903447659322e-07 7.274535313864817e-07 6.678069820797428e-07 -2.155830097486726e-06 -1.794583510146788e-06 -2.566815714006194e-06 -1.1635480186461227e-06 -2.139327946282418e-06 8.86389303184663e-07 3.684165182100773e-08 1.5751470876103546e-06 -2.8472493578668876e-07 -5.12619027969819e-07 -1.2656802851068023e-06 2.780482213817241e-07 3.286534120866015e-05 -4.9090290519616494e-05 -2.2122413193477503e-05 5.888143767301371e-05
AGE 5.156364863657549e-05 2.981748518089836e-06 5.188348275804248e-06 1.0439998375039262e-06 -2.8310671717162963e-06 -1.5291859922444905e-06 -9.624044171496216e-08 2.6357819636293043e-07 -1.7565987969589525e-08 9.980219737619631e-08 1.341849472131878e-07 3.481977004054151e-08 -4.6461510694682556e-08 -1.0749223286397638e-09 -1.0903722042482658e-07 8.348765525396847e-09 -6.682037683675672e-08 -6.722438510122234e-08 -1.450930221201336e-07 7.706332459893909e-08 5.315898383748112e-08 1.3788892653712421e-08 2.0502746916958088e-08 -1.1068755470980173e-07 -6.304336308553374e-08 -1.4111481244427377e-07 7.330219165581755e-07 -1.1065801490529972e-06 -9.899286325578468e-08 1.4737958309340333e-06
sex 0.000285922038485719 5.188348275804549e-06 0.005886364021789997 0.004147452010229417 0.0009021675614249836 -0.00024724082208978917 -1.1931242138367223e-06 2.611108614864226e-06 -2.3966237396806205e-06 2.394602373655369e-07 4.184336736144115e-06 -1.8144449810553398e-06 1.728161811372724e-06 -1.4206189812624488e-07 9.886505977933054e-07 -7.858267283024157e-07 7.286720493233015e-07 1.0482693083918853e-06 -1.1619857263175939e-06 2.7246225135081795e-06 -6.929588078623576e-07 -3.6906438738258174e-06 3.8726829529509655e-07 1.9711201915416506e-06 4.196744099182332e-06 1.7514749409739852e-06 -9.163927389639702e-06 2.4129362926554287e-05 -2.878952927017573e-05 -6.988575150681236e-05
age_sex 0.001334376619780256 1.0439998375056903e-06 0.004147452010231105 0.01049062002560132 0.01077719026369794 0.0030066043444248835 -4.00003287470831e-08 1.9103603400150332e-06 1.0546713447125695e-06 -1.4585867674003728e-06 -6.362505146219348e-11 5.652054607408679e-07 3.0450317722128845e-06 -5.588903308355902e-07 1.957022577461315e-06 7.281504164368766e-07 1.2200009385063347e-07 -1.1658159501257102e-06 -1.6735586064469218e-06 1.3986758220477206e-06 1.6221885551366688e-06 -1.3739276992976085e-06 6.393291957874179e-07 3.108043199532745e-06 2.8490008080096843e-06 -1.4446520121386164e-06 2.8489721982950534e-05 -9.188262678941249e-06 -5.4878178684601e-05 2.7662061385534856e-05
age2_sex 0.0018092514667561472 -2.831067171714075e-06 0.0009021675614275753 0.010777190263699945 0.015401399836867535 0.005135459883509271 -3.6867958972322715e-07 7.409965214436167e-07 3.6402885172978594e-06 -3.3087997689598188e-06 -2.3292828098330904e-06 3.4467842010802114e-06 4.870998589332629e-06 5.551357746413199e-07 2.429758497723356e-06 -1.624209133155093e-06 4.259561776155469e-06 -3.168513361570083e-06 -1.8160359289944306e-06 8.767985376352782e-09 2.612924088824435e-06 2.889134428092468e-06 1.960890975626421e-06 2.8574585211112853e-06 1.0420268097810079e-06 -1.2742684693333438e-06 8.429475333308396e-05 -9.118563754058322e-05 -3.713805766176095e-05 0.00013855025072420898
age3_sex 0.000599530459564506 -1.5291859922438387e-06 -0.0002472408220888953 0.003006604344425838 0.005135459883509675 0.0018645419255788312 -2.2746375904481154e-07 8.522620035504377e-08 1.4399160542103032e-06 -1.265564803127998e-06 -8.609154226554945e-07 1.590649383995422e-06 1.832493258780319e-06 4.995967251297e-07 5.392448821887207e-07 -9.971430286699427e-07 2.2004231839398344e-06 -1.3018990556489056e-06 -7.263108055885266e-07 -2.0970811004853874e-07 7.5038538947196e-07 1.7284778524019906e-06 8.082953484381569e-07 7.521868673444982e-07 -1.6205802320025438e-08 -5.65198866434577e-08 3.4124437819397185e-05 -4.268129326406646e-05 -1.2916667593540746e-05 6.482985500663059e-05
PC.PC1 -2.4730641070765477e-06 -9.624044171496264e-08 -1.1931242138363647e-06 -4.000032874614741e-08 -3.6867958972227784e-07 -2.274637590445511e-07 8.168186039827683e-07 5.2676269793485573e-08 4.8063276139243244e-08 -1.264537921571642e-07 5.8184652642587764e-08 -3.552121896381094e-08 -9.869181069950182e-08 7.174878548426065e-08 2.402211882063889e-08 -4.228513141047727e-08 -1.0396295650854363e-09 8.592598525616133e-08 -1.113312090275934e-07 -6.00443199847269e-08 9.143034946650092e-08 -9.823288306835229e-08 3.122909734074319e-08 2.925007119895414e-08 1.0530352436182072e-07 -1.4950146951043708e-07 -9.335085964156663e-07 -1.3657552083430567e-06 1.9643063385338886e-07 9.240083914064251e-07
PC.PC2 5.105114404752839e-06 2.6357819636292016e-07 2.6111086148644877e-06 1.9103603400150235e-06 7.40996521443114e-07 8.522620035479763e-08 5.267626979348585e-08 1.1483683282892837e-06 -8.99603761985643e-08 8.487313297331151e-08 9.750214505678331e-08 -3.86395199548244e-07 -1.0392704967905233e-07 -3.6188929221726367e-08 -7.558057560217458e-08 1.7047306162263096e-08 -3.0620032244972545e-07 -1.179447916637985e-07 1.2556458675962786e-07 -9.601786915679261e-08 -3.586437772866385e-08 -5.674669247548022e-08 -1.0740334478266093e-07 -6.388188060363822e-08 -2.995556045351702e-08 7.094150544124591e-08 5.410440964865836e-07 -1.227934430450436e-07 1.9905995528639302e-07 2.131237255513015e-06
PC.PC3 1.5328861988168774e-06 -1.756598796958684e-08 -2.3966237396814942e-06 1.0546713447134913e-06 3.6402885173000126e-06 1.4399160542111045e-06 4.806327613924307e-08 -8.996037619856344e-08 1.4470264695758262e-06 1.0637796688512662e-07 8.850755707382972e-08 1.673412563321588e-07 2.910520517633606e-08 -7.390800132455696e-08 3.4586311090215685e-08 1.1933268837035627e-07 1.0559565352608027e-07 -6.226325426543805e-08 -2.9733929108661275e-08 5.189924312180621e-08 5.029756345598971e-08 -2.0819349480005536e-08 6.51651175936194e-08 4.495750724860532e-08 -5.424043546200199e-08 -5.045836493196025e-08 -2.8601938232626565e-07 -5.769449055603788e-07 -1.6280056824143043e-06 -1.6842800978641996e-06
PC.PC4 1.6201533488413355e-06 9.980219737619521e-08 2.394602373652104e-07 -1.458586767400762e-06 -3.308799768959997e-06 -1.2655648031280004e-06 -1.2645379215716372e-07 8.487313297331101e-08 1.0637796688512707e-07 1.6911831439337451e-06 1.1977453748315287e-07 -1.5016333360913727e-07 1.3480434381349626e-07 4.9502730106096485e-08 -1.389621829082446e-08 -1.3087717942582832e-07 -1.1188115858517702e-07 2.0950803049196084e-08 4.4864598438672106e-08 2.467651155031074e-08 -3.936499219283551e-08 1.0510077146056741e-07 -4.450022699949125e-08 -2.066814926462093e-07 -6.342617199189889e-08 1.0513246820781331e-07 1.8298720475844142e-07 4.343731437543952e-07 -1.9592927949258984e-06 -1.6534323831353228e-06
