 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0032253056201647107 9.664957139104388e-05 0.0020377916193777225 0.005117649127933848 0.005624683201894011 0.0016572295543492216 3.09287661981523e-06 1.1907552797269702e-05 -2.948574016443987e-06 3.4729423394711182e-06 -4.029342025861177e-06 -3.1057110334403473e-06 2.9350062844978552e-06 -2.2336938439820182e-07 -4.779133310716416e-06 1.0663198110884877e-06 -4.775183540370952e-06 -1.5312972769301304e-06 -7.882881464957457e-06 3.1985462675663823e-06 2.4771180321555667e-06 1.0075816302256133e-06 -1.6360221034230943e-06 1.663679470669439e-06 4.0829189907571195e-06 3.7093209771788417e-06 6.572219241472424e-05 -8.459772510581663e-05 -6.914239237095755e-05 -7.9239049451857e-05 0.0002027763408626449 1.2500577634571687e-05 8.44166699048818e-05
AGE 9.664957139104424e-05 5.218977469006191e-06 -1.200348408677444e-06 -1.862810819391014e-05 -2.3224006942798732e-05 -6.938753971426092e-06 -2.6418223866640625e-08 7.06203773634812e-07 -1.0733234667089204e-07 1.3131451267206126e-07 -3.947719418792614e-09 -7.813735406744023e-08 -1.0551242135661937e-08 -6.536448717094615e-08 -2.469713462907403e-07 2.3353276989901368e-07 -1.71310743610363e-07 -3.0733064700114323e-07 -3.264729988173269e-07 1.0673898812188875e-07 1.8791765388982305e-07 -9.917521607704198e-08 -4.315498550892974e-08 -9.170295793799412e-08 8.873525176872024e-08 -4.221062470760481e-08 8.323567180159217e-08 -3.3335964821935943e-06 -2.225013252116325e-06 3.7248718910600173e-06 3.0875856406053138e-06 4.025063224160027e-06 1.083075666322428e-06
sex 0.0020377916193788726 -1.2003484086831884e-06 0.019103584278879596 0.0224146316736403 0.015685149617623472 0.003380061537588682 -2.8711465710278915e-06 7.142487652388753e-06 4.354087922372784e-08 -5.662417905228053e-06 5.667446752133556e-06 2.818452938191787e-07 -5.061747676089977e-07 1.1882810740195397e-05 3.7210525194133784e-06 3.927848559997883e-06 -2.0235289929721342e-07 5.938266927800002e-06 -9.91131580342438e-07 7.351320580288889e-06 3.078792524875418e-07 -8.44872854646506e-06 3.011881156518199e-06 -1.6881068077247851e-06 1.1808374570572948e-05 7.0795968459489795e-06 0.00013551356067913355 -6.06853978260894e-05 8.412666209798072e-05 -7.670997872861236e-05 -0.00011662623931991704 -0.00015105663674391017 -7.788185242251008e-05
age_sex 0.005117649127934713 -1.8628108193916346e-05 0.022414631673633494 0.04615963532731623 0.04469566544919017 0.012072248097949491 1.5301930051951063e-06 4.335406562065425e-06 1.1967731269416361e-05 -3.433350031407441e-06 5.875729741441235e-09 5.5923117374605855e-06 -2.5042941921816754e-06 1.5650947698876654e-05 6.56375438721725e-07 8.662529357627336e-06 -3.6441825504237856e-06 1.3927489083934331e-05 -3.604269986108522e-06 2.228243444351976e-06 5.713307211899645e-06 1.0896912412964754e-07 -5.770618318286844e-07 -6.017248151826192e-06 4.433925528768903e-06 -4.4586780370624204e-06 0.00036032583752681834 -0.00030974655916131844 0.00010106205550574803 -0.0003021313292745712 0.0004836929937794743 -0.00022051645118424928 -0.00019267865680280827
age2_sex 0.0056246832018939175 -2.322400694280127e-05 0.015685149617612894 0.04469566544918169 0.050047780203861254 0.014745451635573992 1.153070117919958e-06 6.201899387143974e-07 1.6702740337128598e-05 -2.698132849038221e-06 -3.671878132693171e-06 5.876552357354026e-06 -2.6711213615124478e-06 1.1305900136345113e-05 -1.183660183819615e-06 3.4101557334356886e-06 1.473227920066185e-06 1.5263150309634408e-05 -4.8604201135059934e-06 -2.201293754044047e-06 7.658535958606108e-06 9.140283064136479e-06 -2.612425620866068e-06 -4.645570385902991e-06 -1.60480420823497e-06 -7.362408758446476e-06 0.00044044792273506225 -0.0005248648028558828 3.690730040117741e-05 -0.00033888325326376624 0.0009330168141854704 -0.00016517023909633907 -6.708516007217172e-05
age3_sex 0.0016572295543490045 -6.93875397142606e-06 0.0033800615375850305 0.012072248097945472 0.0147454516355723 0.004582205336886485 2.0407447195529908e-08 -2.2728326180384325e-07 5.426850571407243e-06 -8.6822415385075e-07 -1.3903683081211834e-06 1.361343631929496e-06 -6.12375867151971e-07 2.5691686230363742e-06 -5.33871768973144e-07 -4.209695853726422e-07 1.506570626020125e-06 4.277725520375122e-06 -1.9376479370053063e-06 -1.1731547106052678e-06 2.3170517070202547e-06 4.150115381179642e-06 -1.193737549286216e-06 -9.714398813882438e-07 -1.4049323848733143e-06 -1.9481868416720354e-06 0.00013609734391689923 -0.00020174171777819698 4.5347135040280265e-06 -0.00010898883186474436 0.0003683578054269885 -5.022550119384529e-05 1.1630908792147898e-05
PC.PC1 3.0928766198150986e-06 -2.641822386664993e-08 -2.871146571026029e-06 1.5301930051960652e-06 1.153070117920665e-06 2.0407447195779737e-08 1.5469514731560692e-06 -6.299964257833998e-08 -5.2298240632368865e-08 -6.38415741120323e-08 7.89172262355142e-08 -8.992674343658535e-09 -1.1141723736135683e-07 7.443367179264468e-08 6.080768326947071e-08 -6.224390002246185e-08 -2.669827125937944e-09 1.8332893496693124e-07 -2.0161759280902002e-07 -8.645162905689595e-08 1.202973598790864e-07 -1.0716606086846071e-07 -1.4271003036343408e-08 1.5242810468050013e-07 2.7330370770101987e-07 -1.8103547052841834e-07 4.042851655288433e-08 -1.6061130151913526e-06 -6.692961974270278e-07 -1.8143606277049823e-06 6.53158924928077e-09 -4.938018687643287e-06 -2.164234654007556e-06
PC.PC2 1.1907552797270375e-05 7.062037736348088e-07 7.142487652390697e-06 4.335406562070579e-06 6.201899387201481e-07 -2.2728326180213724e-07 -6.299964257833989e-08 2.3708165232265616e-06 5.751831391331155e-08 -2.339750701206829e-08 1.2450121478229548e-07 -6.259298983215825e-07 -1.2812612439104834e-07 -4.822039882827302e-08 1.0206701018329946e-07 1.85772673088342e-07 -5.137214186059277e-07 -3.7794497254375385e-07 3.816995955650895e-08 -1.6251876307926038e-07 -1.1732905911980584e-07 2.381331828148508e-08 -1.1126198251893439e-08 -1.7327988667135057e-07 -2.1099666720363308e-07 3.358165839736688e-08 1.8308478153176024e-06 1.170522508531101e-07 -2.23582440428048e-06 -2.0177571651842842e-06 6.039013578985937e-06 -7.193211321156881e-07 2.7545482231640747e-06
PC.PC3 -2.948574016443509e-06 -1.0733234667089771e-07 4.354087922246567e-08 1.1967731269418508e-05 1.6702740337133666e-05 5.426850571409222e-06 -5.229824063236931e-08 5.751831391331055e-08 2.868176654409853e-06 2.1952382966349188e-08 2.6359677620056846e-07 2.611942054376442e-07 5.728616798141781e-08 -1.104093480394428e-07 7.713648020522916e-09 3.1231362139099864e-07 1.650895151613826e-07 -9.23028078184935e-08 9.773840357396566e-09 9.506813839941081e-08 2.810136639541711e-08 -5.4239577583108944e-08 1.020423394849891e-07 4.367096936411712e-08 -2.873890522330492e-07 -7.632972362190928e-08 1.2430268941577698e-06 -1.6811103795733093e-06 2.8970117832692303e-06 -2.8826312870855667e-06 -1.780749786751787e-06 -4.302594226438266e-06 -7.095160027940828e-06
PC.PC4 3.472942339471251e-06 1.3131451267206078e-07 -5.662417905226559e-06 -3.4333500314056836e-06 -2.6981328490371433e-06 -8.68224153850576e-07 -6.384157411203203e-08 -2.3397507012066306e-08 2.19523829663492e-08 3.838095334190099e-06 5.977794124110911e-07 -2.2180330255819715e-07 1.1741771194725153e-07 -1.4132409074743687e-07 1.3073766054050356e-07 -4.779220397056527e-08 -1.147599119326441e-07 -2.8352479807006563e-08 1.4680230797598853e-09 -4.028265568140661e-08 -3.8655750129681656e-08 1.3588673952692653e-07 -9.373095276793937e-08 -4.658894586971323e-07 2.180373723197338e-07 3.117632996305073e-07 -1.3681704708334642e-06 1.5618249904819885e-06 5.440852129661163e-06 -5.137237220132896e-06 -3.949404783411743e-06 5.453086052058132e-07 -6.637993025536815e-06
