 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00014597231251508756 1.3214708959690946e-06 -6.555636793204031e-07 -8.486856782888572e-06 3.027264636106496e-06 4.937237972103852e-06 -4.344202246759699e-08 6.700915069102697e-07 1.843478637354723e-08 8.003184047518268e-08 1.2596509298070027e-07 6.78505634840159e-08 -4.289348170753904e-07 2.399082595690599e-07 1.0677524803189962e-07 -7.264836489413314e-08 1.4734998622288352e-07 5.2616526869636374e-08 -1.718160513407637e-07 -1.539495768908202e-07 -1.7935021016515437e-07 3.659800359328179e-08 2.2561529614057654e-07 -5.538669000284337e-08 8.131784348993316e-08 -1.804938303895462e-07 1.889516147230232e-07
AGE 1.3214708959690952e-06 5.073798530353e-07 3.6189319910822543e-07 4.6851821407565465e-07 -4.984674244857557e-07 -3.9802901907108847e-07 -1.3187096779973372e-08 3.468255338627394e-08 -2.957400591273364e-08 2.2744415199750557e-08 5.64559549093185e-08 3.016730551989857e-08 -3.116107967361621e-08 9.210027602076799e-09 1.948842676335858e-08 2.920514955416409e-08 4.558018975606978e-08 2.71039595518611e-09 -4.886023107931272e-08 1.2818102136230907e-08 -1.1581197109643918e-10 -5.799899547488605e-09 1.8269611568943113e-08 -5.2109840228233005e-09 5.092050134563055e-09 -3.260379645465734e-08 -8.742993412521232e-08
sex -6.555636793203681e-07 3.618931991082277e-07 0.0008321249254463174 5.781024009946192e-05 -0.00022001238831251442 -4.704487239416119e-05 2.321161332906049e-07 2.3444218845381116e-07 -1.7103884285477238e-07 2.9686266489220823e-07 1.07785486281064e-06 -4.611459859142343e-07 -5.955073619263648e-08 5.3798838935080995e-08 -3.6464934513753224e-07 6.988595324818213e-08 4.476663797947701e-07 -4.7067985762175134e-07 -2.131471401373062e-07 2.598066610568184e-07 -8.168061252687579e-08 -5.291376083217072e-07 4.138888624132623e-07 -3.151257731530318e-07 -2.2008817538542115e-07 2.2325319438981614e-07 -8.993441376480656e-07
age_sex -8.486856782888456e-06 4.6851821407565566e-07 5.78102400994631e-05 0.0004405403253437312 -4.4720347509875285e-05 -0.0001614993804521758 2.935748305957062e-07 7.95348875573666e-08 1.3689722746545327e-07 3.415383475027046e-07 1.236363506918696e-07 -4.826003011971398e-08 -3.256197175163255e-07 5.197962667626685e-08 -6.694945889800271e-08 7.440120868484903e-07 -5.143262158392074e-07 6.515572844102938e-08 4.805483190977492e-07 6.876016664125163e-08 -4.4008293828336445e-08 -2.7292895997846766e-07 -7.299069803807104e-07 -2.2853568238221394e-07 -1.3614391425027121e-08 1.0567801440988643e-07 -5.545285432833337e-06
age2_sex 3.0272646361064892e-06 -4.98467424485757e-07 -0.00022001238831251434 -4.472034750987468e-05 0.00012695859598821685 3.990506620437628e-05 -7.0145666847566705e-09 -5.0998234284645984e-08 1.565003939590138e-07 -1.5039215358485215e-07 -3.76074700065959e-07 7.641672934445172e-08 7.2047265917366125e-09 -1.1872555821802005e-08 1.7902323674607282e-07 -1.2246966480163874e-07 6.687181023676796e-08 1.641995597932167e-07 1.0879617844814328e-07 -2.5074104839077693e-07 6.86608980395242e-08 -3.007503101679726e-08 -2.182453854843057e-09 -8.257906948656241e-10 9.124864507368535e-08 1.8669971797427814e-08 7.209627508242851e-07
age3_sex 4.937237972103803e-06 -3.980290190710908e-07 -4.704487239416181e-05 -0.0001614993804521764 3.990506620437665e-05 8.31588764912893e-05 -4.4048055046964026e-08 7.339141157058746e-09 6.65423282319481e-08 -1.3917022206850065e-07 -1.427917880566676e-07 5.2781131009105856e-08 8.731568851181667e-08 -1.122968527531794e-08 -4.951911913773076e-08 -2.2659278501818586e-07 1.8586323628736443e-07 -5.236093945393835e-08 -2.1256301585446248e-07 -1.5759235699095652e-07 -6.83214476463485e-09 4.063742891224334e-08 2.2385483535056796e-07 3.072110710023268e-08 2.009445933354319e-08 4.786225823353575e-08 1.2251193365235483e-06
PC.PC1 -4.3442022467587293e-08 -1.3187096779973359e-08 2.3211613329060233e-07 2.9357483059570165e-07 -7.0145666847555984e-09 -4.404805504696172e-08 2.975145054069981e-07 2.583094966921542e-09 1.7798576357962417e-08 -2.1914707177077354e-08 -1.9360154936995892e-08 1.6340364278019827e-09 -1.858337819714906e-08 1.7147558513104472e-08 1.4392628431413978e-08 -1.1814037700757353e-08 -1.0264472945120147e-09 1.4894279867238277e-08 -1.1188646863269512e-08 -9.956878436668705e-09 1.8605169368850206e-08 -6.49488402285088e-09 5.304254280276794e-09 -5.360829028162246e-09 -2.738971858038373e-10 -1.141724169950838e-08 -6.173808921311996e-07
PC.PC2 6.700915069102494e-07 3.4682553386273805e-08 2.3444218845381044e-07 7.953488755735704e-08 -5.0998234284643886e-08 7.339141157063873e-09 2.583094966921805e-09 5.009114506294142e-07 -2.716150177959146e-08 3.7234177761206945e-08 2.244221817437565e-08 -3.933193094252988e-08 -3.741512842174931e-09 -8.948793141746182e-09 -5.7651090983442705e-09 1.525987154763017e-08 -7.86702894250782e-09 -7.515195786832801e-09 2.6359667381084317e-08 4.3372137115376696e-09 -8.828274906150337e-09 4.794139489393383e-09 -5.027463939812794e-08 -1.0420500847275543e-08 -4.410419575835927e-09 1.7115175259085463e-08 2.3824132090843193e-08
PC.PC3 1.8434786373535125e-08 -2.957400591273386e-08 -1.7103884285477222e-07 1.3689722746545116e-07 1.565003939590142e-07 6.654232823194913e-08 1.7798576357962824e-08 -2.716150177959151e-08 6.20231537421943e-07 3.68882830509416e-08 2.8406034318831504e-08 1.590250161175611e-08 1.801981806813908e-08 -3.0379990800603844e-08 4.846897968135418e-09 3.12036596420571e-08 -7.523394560327004e-09 -1.0985022967518556e-08 -1.0975149670947698e-08 1.442650182669314e-08 1.6886177833669034e-08 -1.5510905550933915e-08 1.0570718476817124e-08 4.59821014918031e-08 6.122708842577363e-09 -6.808715654784404e-09 -8.17218596986819e-07
PC.PC4 8.003184047517198e-08 2.2744415199750723e-08 2.968626648922099e-07 3.4153834750270374e-07 -1.503921535848533e-07 -1.391702220685e-07 -2.1914707177077708e-08 3.723417776120646e-08 3.688828305094097e-08 7.554115821269215e-07 5.652562483956641e-08 -3.6755743693329153e-08 1.0880776142936952e-07 4.33167190952071e-08 2.1705191532202416e-09 -3.3763921439855655e-08 -1.3763927805030062e-08 3.663365143268119e-08 -3.0652844256265787e-09 3.197501289323328e-08 1.2143576205917885e-08 2.6797017090920444e-08 -1.7045435956697566e-08 -7.970375675199424e-10 -4.829463411149493e-09 -1.8086849346928072e-08 -1.8772104286669257e-07
