 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00025046972596536363 1.7173281277005898e-06 -1.2970282983971039e-06 -1.037714546583528e-05 4.248666316187159e-06 6.468281925350798e-06 7.370595299387075e-08 1.7023376368626911e-06 -9.553016586861237e-07 6.100460919910937e-07 -2.6019098240552986e-10 3.839793962940515e-07 -1.993397578786246e-07 2.581659890983005e-07 2.4801664829291268e-08 2.4637337714796027e-07 7.609839236795318e-07 1.3495679753839816e-07 -7.165071493795865e-07 -1.5431582062808557e-07 -5.102833942477468e-07 2.866876099466247e-07 1.3882469730225162e-06 1.0759031040220183e-07 1.6970049670593713e-07 -8.088643599707928e-07 -1.2491396424959315e-08 -5.104808929763895e-06 8.065373868408452e-06
AGE 1.7173281277006296e-06 6.573426602408103e-07 4.045818481699348e-07 6.237002701973093e-07 -5.988515627223144e-07 -4.988157280550822e-07 -1.717975925059776e-08 4.200517348437985e-08 -4.039333645474348e-08 2.096575205081496e-08 7.243000438131954e-08 3.6982401411287064e-08 -4.613086974877093e-08 1.2881581947452974e-08 1.795440688566385e-08 4.386927577482777e-08 5.8218454356371654e-08 -6.470192685216566e-10 -6.117672853107552e-08 1.658001458851864e-08 4.024508294503803e-09 -1.1366159453422103e-08 4.131828258349008e-09 -6.084258795784663e-09 8.269501564611331e-09 -3.655492079166013e-08 -1.8089846055212406e-07 2.4933037258136323e-07 -1.846437705661905e-07
sex -1.2970282983970094e-06 4.045818481699326e-07 0.0010654966672911412 7.28355870082294e-05 -0.00028105018092458193 -5.970509197702788e-05 2.743433721682816e-07 3.005555030827915e-07 -1.4956857905252815e-07 3.0115185449314324e-07 1.3639328988146592e-06 -7.244129378438946e-07 -1.7058332218695586e-07 1.62882070672131e-07 -5.510041468740995e-07 1.2277607132156562e-08 4.833178221394652e-07 -5.822257709746958e-07 -1.6511681822960118e-07 4.1096743961749724e-07 -1.6117578538599374e-07 -8.125254092659037e-07 2.127954944156987e-07 -3.670481958996725e-07 -3.1909161258959883e-07 3.4988055347028794e-07 -4.10601702510585e-06 -1.0963941210245516e-06 7.5628968215652796e-06
age_sex -1.0377145465835038e-05 6.23700270197309e-07 7.283558700822976e-05 0.0005625914230241661 -5.73645565136771e-05 -0.00020631197920780228 4.173941344697072e-07 1.34840626851367e-07 1.5180376945907908e-07 4.663085075429237e-07 6.74667652687885e-08 2.5187598915720213e-08 -4.7517582964146214e-07 6.427726641020953e-08 2.0474093496100492e-08 1.012644791447635e-06 -7.004515503585719e-07 -6.891057531271825e-08 4.785397551248295e-07 5.34392205581011e-08 -2.2642257193815987e-07 -3.2945756577170974e-07 -9.494883727303582e-07 -2.288445764349849e-07 2.596264893528977e-08 2.2664394625560836e-07 -7.393268438893731e-06 6.525796305479174e-06 -6.5146802131114574e-06
age2_sex 4.2486663161870925e-06 -5.988515627223155e-07 -0.0002810501809245825 -5.736455651367766e-05 0.00016229818246814483 5.09885978137397e-05 -9.745925654831635e-09 -5.997356507595237e-08 1.9496929120059445e-07 -1.8089005395423204e-07 -4.3522202191107655e-07 1.531954687393886e-07 6.425568527030813e-08 -7.962254526735474e-08 2.74988831946938e-07 -1.4038105530153132e-07 1.1038244542091995e-07 2.1201344979228454e-07 1.2577465422718563e-07 -3.279316468534091e-07 7.353643556550996e-08 -6.463019537381806e-08 5.841017791179771e-08 -5.141166764959965e-11 9.560016135018013e-08 5.476602860396941e-08 3.846180575658362e-06 -4.200380987590992e-06 -2.3008477859227226e-06
age3_sex 6.4682819253506995e-06 -4.988157280550837e-07 -5.970509197702839e-05 -0.0002063119792078029 5.098859781373964e-05 0.0001062505651637965 -7.154766803507282e-08 3.3451411801102365e-09 9.154002170608315e-08 -1.6079206305995174e-07 -1.2127029357112727e-07 5.786272486446937e-08 1.3737983286629691e-07 -2.018892426369272e-08 -8.653759926186446e-08 -3.051084171135863e-07 2.7498406239059724e-07 4.090364894999317e-09 -1.9779806519334634e-07 -1.8299401828016005e-07 2.6124090278546168e-08 5.078792686045959e-08 2.588633947321119e-07 1.263472839768355e-08 -5.2428489735177226e-09 5.261138962804083e-08 3.315747320730894e-06 -4.792990974785851e-06 1.3035365933933945e-06
PC.PC1 7.370595299388949e-08 -1.7179759250597667e-08 2.743433721682799e-07 4.173941344697014e-07 -9.745925654830006e-09 -7.154766803507001e-08 4.875986333490967e-07 -1.493243555597939e-08 5.553093837651912e-09 -1.8825480407316766e-08 -3.158413602568577e-08 1.4285630467406633e-08 -1.2763947553529247e-08 2.637105914992406e-08 4.522034580974591e-08 -1.3601268265318994e-08 -1.8673650330784696e-08 2.0916000266895188e-08 -6.704268505238011e-09 -2.8110076133517316e-08 3.463490280620009e-08 1.8885771998021777e-09 1.2814087108828472e-08 -7.794322014248944e-09 -9.992795478251296e-09 -2.7352498397905146e-09 -1.9820867008851126e-07 -6.115903724131968e-07 -8.58203490092537e-07
PC.PC2 1.702337636862665e-06 4.2005173484379785e-08 3.005555030827908e-07 1.3484062685136529e-07 -5.997356507595203e-08 3.3451411801110393e-09 -1.4932435555979073e-08 9.26328592064937e-07 -5.4597014230335417e-08 5.997153106869307e-08 1.781059836139567e-08 -1.758697284958892e-08 -4.117049325809604e-09 -2.586321978013627e-08 1.4194550293188187e-08 1.9549287603562238e-08 8.922965068375923e-09 -1.615016926786728e-08 -6.4648299362175025e-09 -8.35321060106209e-09 -2.4562816022302993e-08 4.400072353921507e-08 1.0162085346666145e-08 -3.0009139456753597e-10 5.8872524093730625e-09 1.2302206660358944e-08 -4.880215878344524e-08 3.6852280102633237e-07 -1.0489443920197662e-07
PC.PC3 -9.553016586861027e-07 -4.039333645474351e-08 -1.4956857905253093e-07 1.5180376945907702e-07 1.9496929120059598e-07 9.154002170608437e-08 5.553093837651829e-09 -5.4597014230335476e-08 1.0188686768233274e-06 2.168933775939874e-08 6.041955510281898e-08 1.498410950158105e-08 2.465353883493983e-08 -5.1226154634646484e-08 7.014157825426015e-09 2.826380448939304e-08 -2.236809602993668e-08 -1.531334271585349e-08 -7.430298076429346e-09 2.7240858975865964e-08 3.397301013022638e-08 -4.942255969420476e-08 -5.768300604713243e-09 6.125526907467732e-08 1.926862250910378e-08 1.7954324967883073e-09 5.262894595249034e-08 -1.630439525073226e-06 -1.2207786640154587e-06
PC.PC4 6.100460919910929e-07 2.0965752050814785e-08 3.011518544931443e-07 4.66308507542927e-07 -1.8089005395423133e-07 -1.6079206305995174e-07 -1.8825480407316236e-08 5.997153106869265e-08 2.1689337759398205e-08 1.3023571638702634e-06 9.68684361005372e-08 -4.227065004012035e-08 1.2726493996431383e-07 5.735211743050296e-08 8.740012333865107e-09 -3.3031335153823986e-08 -1.9230441294111097e-08 6.373831687042243e-08 -1.5246584945462074e-08 5.2335587598463986e-08 8.977911177587976e-09 4.213615360968258e-08 -4.85200118683578e-09 3.4221822898330363e-10 -8.317247014517227e-09 -4.322467529896617e-08 -1.412481792729843e-07 -9.129187098338564e-07 6.032022565317275e-07
