 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.004290304652160999 0.00013036259958917597 0.002444436062160386 0.006829220856051633 0.007841479910669476 0.0023847961741848655 4.441456502551796e-06 1.0825382790672124e-05 -3.7106102545689108e-06 3.4279504857976843e-06 -1.8843252854918104e-06 -2.4969881430542866e-06 2.5390244769948216e-06 -1.5533538786782697e-06 -6.321044872953817e-06 -3.0011780619714475e-07 -6.9514968697645944e-06 -1.327480403454095e-06 -1.0504799866338794e-05 4.49663341548066e-06 2.5908745980414004e-06 2.589106727273229e-06 -5.40174295875486e-07 2.8461127482101135e-06 5.416859604769564e-06 3.3774579544831883e-06 0.00013216377144976247 -9.032024931229058e-05 -0.00020371356888166018 -0.00013352416533683265 0.00022366698851109473 5.917818173923238e-05 0.00013629006481283203
AGE 0.0001303625995891766 7.118870569351796e-06 -1.0850508895452916e-05 -3.169932137672672e-05 -3.428520907794433e-05 -1.0144456717208652e-05 7.851062947546083e-08 5.396838740502751e-07 -1.8178143804442612e-07 8.106244016235426e-08 1.2894351072174292e-07 -2.4733120893131732e-08 -3.0158456761202375e-08 -1.2398696923968833e-07 -3.459734032675537e-07 1.4802629490431444e-07 -2.0184091375228227e-07 -3.2657642515643084e-07 -4.220132910809343e-07 2.365838112241492e-07 2.2748460205399783e-07 -1.541951972753006e-08 -2.6716529021982678e-08 -4.3479298087180275e-08 1.1006349109222649e-07 -1.522831812181111e-07 2.861724398145169e-06 -4.444650365209787e-06 -1.2532188487734104e-05 3.244391129946257e-06 5.1211921208112166e-06 9.702352562519873e-06 5.1643875461299615e-06
sex 0.0024444360621602695 -1.0850508895452863e-05 0.024520600030491977 0.028843456741063103 0.02031282392908115 0.004418449723590375 -5.498138759034006e-06 8.943871322179398e-06 -1.0383587917613888e-06 -6.488165163880105e-06 1.2262648971968523e-05 -5.332672154941845e-07 1.0591405073526247e-06 8.785651338313435e-06 5.236968086265116e-06 3.0013586374077786e-06 -1.0349848612739576e-06 1.4243377196437988e-05 -2.2339799847516803e-06 1.0120487752919193e-05 3.4108442187959907e-07 -1.091285143697228e-05 3.378248561144318e-06 -3.148883768447394e-06 1.5721481439584736e-05 8.993458849495138e-06 0.00015962028234524941 -4.095061517294024e-05 0.00010210806112794684 -0.00012115811305577944 -0.00021089509928558592 -0.0002571147392220238 -6.297723348740299e-05
age_sex 0.006829220856051427 -3.169932137672835e-05 0.028843456741063585 0.061385433359835685 0.06097866514826318 0.01689606891222306 -4.792503554420301e-07 7.860167466269008e-06 1.67168868547395e-05 -5.448537409378958e-06 9.483771278790279e-06 1.2322572973435582e-05 -1.6459018771523653e-06 1.3763157704115236e-05 4.770506284951575e-06 1.3587070889969796e-05 -4.896682282701715e-06 2.0556443209442607e-05 -3.979135376898508e-06 2.128328830081539e-06 5.696222891101856e-06 2.268120574638007e-06 3.4578874929498372e-06 -1.0373770108977743e-05 8.062667792175156e-06 -5.190017223324346e-06 0.0004283565586452374 -0.0001604333995600509 0.0002760511406852245 -0.0003518485377012615 0.00024127193983960186 -0.00039064248429666274 -0.00046912562152603835
age2_sex 0.007841479910669392 -3.4285209077947014e-05 0.020312823929082124 0.06097866514826441 0.07030354735062731 0.021286522981730414 9.198610584001054e-08 4.325094412952465e-06 2.2729189879986868e-05 -4.42417829777868e-06 5.017717003600505e-06 1.7990433543254145e-05 -9.651332541846257e-07 1.2722053426293533e-05 3.810823677609008e-06 8.010868529980294e-06 1.975865067255653e-06 1.7827114073702206e-05 -3.098255730910641e-06 -5.213184593585315e-06 7.2788332729449195e-06 1.6134753000773654e-05 3.893548004186473e-06 -1.0638814945131443e-05 1.606936932456796e-06 -9.196605306706254e-06 0.00054922308784221 -0.0003168428551087374 0.00026200448643763717 -0.00037240460450981624 0.0006164792589252988 -0.0003331136251021057 -0.0004577242059043173
age3_sex 0.00238479617418488 -1.014445671720926e-05 0.004418449723590705 0.01689606891222367 0.021286522981730692 0.006803445615016416 -7.793027342629065e-08 8.844484242093721e-07 7.144388021544283e-06 -1.002415590759836e-06 1.1155661081351293e-06 6.035517768694364e-06 1.1589978316227883e-07 3.4729482606451168e-06 7.528100860153981e-07 8.634579410615466e-07 1.8294444726826442e-06 4.625952651262641e-06 -9.253764320017564e-07 -2.7883561581381213e-06 1.840371949050027e-06 7.237281345794589e-06 1.2185498686373905e-06 -2.9529301182683967e-06 -2.9203847947977624e-07 -2.4373257612281853e-06 0.0001768302701801531 -0.00012531710939838142 7.985795924521617e-05 -0.00012703314863244343 0.00026044611559129517 -0.00011018582636615255 -0.00011311100153179411
PC.PC1 4.441456502552306e-06 7.851062947545551e-08 -5.498138759030962e-06 -4.792503554365817e-07 9.198610584493893e-08 -7.793027342501095e-08 1.9598090508335514e-06 -4.3470350572774145e-08 -2.515463099374401e-08 -1.0452929153147468e-07 1.2439757829499138e-07 1.053829865351765e-08 -1.4300485309786113e-07 8.506382297878678e-08 9.885363196602245e-08 -5.117718392997412e-08 -3.225353985047743e-08 2.287665640586671e-07 -2.5565825533327165e-07 -1.1758704914860243e-07 1.4342173222181385e-07 -1.4579065280756208e-07 -7.842571499420896e-09 2.1603838487281704e-07 3.727469548934215e-07 -2.2734710276317327e-07 5.298441426856659e-07 -2.719416226736402e-06 -6.169986212978917e-07 -1.914017261072174e-06 1.5053984818526572e-07 -7.708238654097411e-06 -1.7526317182240142e-06
PC.PC2 1.0825382790672599e-05 5.396838740503042e-07 8.943871322178463e-06 7.860167466266702e-06 4.325094412950105e-06 8.844484242087145e-07 -4.347035057277616e-08 3.042122521917769e-06 -4.008627630829976e-08 4.5634696007441536e-08 1.3332771298372864e-07 -9.448114037750036e-07 -1.9331589757764064e-07 -5.477888255683447e-08 9.825055756184887e-08 1.1776332360663559e-07 -7.433568480372566e-07 -4.3238249875426507e-07 5.8833143637453025e-08 -2.554721799439534e-07 -1.9277373772688654e-07 7.001149009360563e-08 -3.428639671532874e-08 -2.2222255504341562e-07 -2.7835500784572905e-07 8.67262461288123e-08 1.2225012277820459e-06 1.4136489402714018e-06 -1.5190488228803017e-06 -3.233166708944651e-06 6.570130740686136e-06 4.5224634289861663e-07 1.5700167043039479e-06
PC.PC3 -3.7106102545693944e-06 -1.8178143804443244e-07 -1.0383587917617084e-06 1.6716886854737458e-05 2.2729189879984297e-05 7.144388021543485e-06 -2.515463099374579e-08 -4.0086276308298765e-08 3.5588913412323214e-06 2.8571867577419283e-08 3.170831504185992e-07 3.971627753310912e-07 8.123242824243757e-08 -3.6088748285981536e-08 1.9959576405110287e-08 2.3979638073771955e-07 2.7351176749869427e-07 -9.718367174693262e-08 6.925671596831636e-09 1.335973332609755e-07 9.224002355569949e-08 -3.718929538349117e-08 1.3222620777511968e-07 -3.9053160492627073e-08 -3.715279979667809e-07 -1.6958739062043309e-07 1.579847541275624e-06 -3.044882266179294e-06 1.767410038174459e-06 -3.5307658612502414e-06 -1.8144009250622186e-06 -1.8563989725729094e-06 -1.0073251084823333e-05
PC.PC4 3.42795048579701e-06 8.106244016238386e-08 -6.4881651638851985e-06 -5.448537409390408e-06 -4.424178297790219e-06 -1.0024155907630534e-06 -1.0452929153147379e-07 4.563469600744181e-08 2.8571867577412937e-08 4.689740921244827e-06 6.644182186094141e-07 -3.3617139596590153e-07 1.8250493037952139e-07 -1.0621568139202539e-07 1.5319799431712784e-07 -4.948840619469845e-08 -1.5970875046304968e-07 3.058445271510816e-08 -2.566100911463888e-08 -4.233805904809387e-08 -5.991337024856548e-08 1.6534329708275564e-07 -1.2945068908420177e-07 -7.227828858722278e-07 2.416517296212654e-07 3.9783891227567814e-07 -2.2390522151748783e-06 1.9392240383020737e-06 8.008208066327809e-06 -7.462310301105774e-06 -3.7033379279261935e-06 -2.0574646867979307e-06 -7.199851832912253e-06
