 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
PC.PC9 -1.3766114803767355e-06 -6.892278238353308e-08 -1.9405472631343232e-06 -9.696407792830797e-07 -7.846599488062574e-07 -5.893636328601131e-07 5.909962715491339e-08 2.0768280080652248e-08 2.0398859323527362e-08 8.769804207241599e-08 2.7064810410435837e-08 -7.668303602391753e-08 4.730505312047722e-08 1.0316022164493626e-07 3.7747642165822674e-06 3.559127156933568e-07 3.559630498567353e-07 5.72950113223746e-08 -4.547959189667804e-07 1.000690290525348e-07 -3.576187681036317e-08 1.0506241722708785e-07 3.247379480871379e-08 -7.783143473034508e-08 3.145436198509543e-07 -1.9512456249539447e-07 1.4210803817596366e-06 4.887862569814934e-06 -4.313702418532604e-06 -7.157941788335301e-06
PC.PC10 2.618292131720847e-07 1.6018878364943553e-07 2.894275606629661e-06 1.5007967352037747e-06 -6.9606884688560075e-06 -3.867708965072446e-06 4.029936049488767e-08 -4.067293977752e-08 9.396049464913137e-08 -2.781629023336467e-08 -9.631644681669076e-09 1.4909038563950745e-07 -2.3427088586748566e-09 2.0134482769647654e-07 3.559127156933574e-07 5.4148422060280014e-06 -2.578158126793124e-07 -8.227912781107256e-08 1.878547944788514e-07 1.2269333848172373e-08 -4.090817989805168e-08 4.161247823653578e-08 5.750492712915455e-08 -4.191960533860038e-07 1.1594795996622976e-07 5.672213352542667e-08 1.109087316170518e-06 -3.249989261483111e-06 -1.658526013606048e-07 1.2657443996710695e-06
PC.PC11 -5.160821511239426e-06 -1.4894891079019964e-07 2.3098724326322996e-06 3.952451381023295e-07 2.7908574167196798e-06 1.283809419649403e-06 -5.040449881354685e-09 -5.430334500444763e-07 2.18751396477481e-07 -1.8687484560161122e-07 1.6502776283493194e-07 1.0702459907233487e-06 2.4419751567295356e-07 2.318067665835042e-09 3.559630498567347e-07 -2.578158126793122e-07 4.469310063894865e-06 -8.231050413032985e-08 1.6496740515536756e-07 4.063459080016076e-07 2.1963972478237612e-07 -8.881198142135668e-09 1.202837839103137e-07 -1.4262925029264224e-07 8.710445942834816e-08 -5.936877103059712e-08 1.6896861533933784e-06 3.0891814369387776e-06 -8.137074249311468e-07 -3.5400456855753637e-06
PC.PC12 -3.9980736365035126e-07 -7.550220368485563e-08 1.8023677842561763e-06 -8.488369303045947e-08 -1.3898160877421495e-06 -8.501234483383759e-07 1.147647283461639e-07 -2.451098491168825e-07 -5.272687552121189e-08 4.5199559835903255e-08 2.1643748607201028e-07 5.6755559586110414e-08 -1.9383911219437493e-07 -2.0942264497061067e-09 5.729501132237441e-08 -8.227912781107292e-08 -8.231050413033028e-08 5.38710852245842e-06 -3.770505652847497e-07 1.6722509363440582e-07 1.6288901456514792e-07 4.3170050623017016e-07 -2.4477842001841787e-07 -1.0255588947326678e-07 4.465386221619395e-07 6.566081727057024e-08 3.2653193114194183e-07 3.1131972390347003e-06 -3.500521249302853e-06 -5.33519090594095e-06
PC.PC13 -5.7038917747855576e-06 -2.665673772729689e-07 1.1751050790703434e-06 2.6201612274615633e-07 -8.380920471461453e-07 -5.975104086477668e-07 -6.57327753830137e-08 -1.0625121310618186e-07 1.5133258386444717e-08 -6.314787265041927e-08 -7.619025461000116e-08 -5.996663613651625e-08 -1.3916800751257506e-08 1.0442504246196803e-07 -4.547959189667777e-07 1.8785479447885145e-07 1.6496740515536803e-07 -3.7705056528475066e-07 3.819336373036339e-06 1.9986745383660146e-08 -8.723445323461303e-08 1.1656066728872042e-07 6.440721021848713e-08 -2.3798782268812014e-08 -2.508390659091139e-07 -1.4336766786881562e-07 -2.238225771686176e-09 -4.515108329205038e-06 1.0536078333418703e-05 1.9443909748742613e-06
PC.PC14 -1.8685621750036106e-06 -5.676537554056261e-09 1.303037423813349e-06 -7.766950842727174e-07 -1.6636581986727437e-06 -6.785424846095171e-07 -7.850112645235e-08 -1.889589432598445e-07 1.517969202948099e-07 8.135853755332158e-08 1.7014172567244604e-09 3.91994038419803e-07 2.851183923776777e-08 6.155052232819367e-08 1.0006902905253408e-07 1.2269333848172699e-08 4.063459080016068e-07 1.6722509363440476e-07 1.9986745383660487e-08 3.1910596392882386e-06 1.5661711580639085e-07 -1.9421944907952847e-07 -3.203892544715803e-08 9.5518641612473e-08 9.223649548418112e-08 -1.1873041833991717e-07 4.5284714507796033e-07 1.8384501948257542e-06 -1.3864112905521599e-06 -9.143591566455947e-07
PC.PC15 -2.654659529088729e-06 -2.1481618519232776e-08 -4.4285346372574304e-08 -9.353216205946332e-07 -1.212278502238933e-06 -5.899108677526766e-07 2.1606217216324894e-08 -1.7842147301352712e-07 9.098948249349191e-08 -2.0419756633875566e-08 8.168437119309446e-09 2.415607852301461e-07 3.300004408012441e-08 -5.384696134134447e-08 -3.576187681036398e-08 -4.0908179898052043e-08 2.1963972478237657e-07 1.6288901456514832e-07 -8.723445323461191e-08 1.5661711580639326e-07 3.476085427289751e-06 -5.5024658536628123e-08 -2.860916415920966e-08 -1.6909694348319683e-07 2.0991966032801923e-07 1.0092466064779988e-07 -8.908504062832748e-07 -3.4754304191984036e-06 4.146488486881696e-06 3.545319887910954e-06
PC.PC16 1.2942744708081556e-06 -3.111368569499401e-08 -3.1555815409611235e-06 8.780818736385924e-07 5.81604454435431e-06 2.6605257484373447e-06 -9.075259944668003e-08 8.40354283830644e-08 -8.818900826274395e-09 1.2580035253341099e-07 -4.118514752170082e-08 -7.966802061242491e-08 -1.2217190116751444e-08 4.9966889742002544e-08 1.0506241722708797e-07 4.161247823653788e-08 -8.881198142137554e-09 4.3170050623016984e-07 1.1656066728872145e-07 -1.9421944907952878e-07 -5.502465853663028e-08 3.7203435782905082e-06 -6.537577130145327e-08 -6.547556499615919e-07 -1.0797355659808001e-07 1.7480839398477094e-07 9.653625755505733e-07 3.984232031789621e-06 -2.3793883306627485e-06 -6.804176558974871e-06
PC.PC17 1.960729209835552e-06 4.6599633760366176e-08 4.115259467693224e-07 -1.7693697835285442e-06 3.9222172077686124e-08 5.69958436512999e-07 3.89457164028116e-09 -2.6523741757689768e-08 2.3218234738707884e-08 -6.226056805197095e-08 -5.4555256145854524e-08 -1.643849280143841e-07 -5.796017007176191e-09 -1.1798020248427002e-07 3.247379480871423e-08 5.750492712915428e-08 1.2028378391031444e-07 -2.447784200184182e-07 6.44072102184873e-08 -3.203892544715806e-08 -2.8609164159209505e-08 -6.537577130145323e-08 3.7874043287891285e-06 7.027204198499665e-08 -2.492971166147127e-07 -4.886499781058609e-08 -4.1830099538461134e-07 -4.0487047635779605e-06 3.6227051867848828e-06 5.771753527099906e-06
PC.PC18 9.988062819040064e-07 6.197958460319298e-08 -2.1496213407875857e-06 -6.023515307626112e-06 -5.562866330122549e-06 -1.452065214718043e-06 3.821205854864099e-08 -6.201468639332347e-08 2.474826374416947e-08 -1.63050161123342e-07 9.379817266144686e-08 8.461895022601996e-08 3.246506722589469e-08 -5.447875791537379e-08 -7.783143473034457e-08 -4.191960533860036e-07 -1.4262925029264203e-07 -1.0255588947326833e-07 -2.379878226881198e-08 9.551864161247279e-08 -1.6909694348319624e-07 -6.547556499615945e-07 7.027204198499634e-08 5.231588079442065e-06 -6.659615395280222e-08 3.0679818994737667e-07 -1.6630277094103055e-06 -5.183317862119171e-07 -1.0685279003183588e-06 7.421858762157326e-07
PC.PC19 -1.3009007452420136e-06 -5.061620885081362e-08 -1.0692299583637785e-06 -5.584416141139631e-07 -1.0056117332953668e-06 -4.811250266677637e-07 9.699661542847331e-08 -1.7400900701635208e-07 -3.830892235166274e-08 1.6700941815336732e-07 2.612118161319535e-07 1.5710388775477768e-07 -1.1005843227752198e-07 -1.0916868841919259e-07 3.1454361985095456e-07 1.1594795996622964e-07 8.710445942834752e-08 4.465386221619402e-07 -2.508390659091147e-07 9.223649548418088e-08 2.0991966032802068e-07 -1.0797355659807824e-07 -2.492971166147137e-07 -6.659615395280294e-08 5.021276307597561e-06 5.181077166519366e-07 1.243768887228583e-06 -2.12950661632616e-06 1.3054465930244515e-06 2.256694046913125e-06
PC.PC20 1.4023995804037407e-06 -4.856955703100665e-08 9.693110046284947e-07 -3.4219123689985933e-07 2.8371076550772046e-07 5.040339515901156e-07 -1.407359995478006e-07 9.764178755895882e-08 -4.399993619795428e-08 1.749902544747433e-07 -6.9029980478576056e-09 -2.4438133395142466e-07 -4.8614137976317513e-08 -1.967605475574307e-07 -1.951245624953945e-07 5.6722133525425253e-08 -5.9368771030598116e-08 6.566081727057053e-08 -1.4336766786881533e-07 -1.187304183399177e-07 1.0092466064780043e-07 1.748083939847733e-07 -4.886499781058632e-08 3.067981899473759e-07 5.181077166519363e-07 3.7709285160516642e-06 -9.405903564660754e-07 3.5181533171399805e-07 -1.489858686850377e-06 1.4927748249700042e-06
proband -9.599672171197738e-06 -3.0301006351119373e-07 -1.7009046717585376e-05 -3.631287749826898e-05 -6.796560741749552e-06 3.292626767589605e-06 -7.331436889279079e-07 5.883182755318576e-07 -1.1660829947536974e-06 -1.6657424022649632e-06 -3.4779996683445385e-08 -1.6395816584746613e-06 8.313666630093675e-07 -2.0613141419258643e-08 1.421080381759643e-06 1.109087316170526e-06 1.6896861533933875e-06 3.2653193114194744e-07 -2.2382257716885106e-09 4.5284714507796054e-07 -8.908504062832805e-07 9.653625755505822e-07 -4.183009953846134e-07 -1.663027709410286e-06 1.243768887228578e-06 -9.405903564660791e-07 0.000481307380297799 -0.00023987100695486107 -3.919344941528083e-05 -1.2571510092633235e-06
maternal -2.8751256997929776e-05 -2.903839204653805e-06 -3.1922578296453825e-05 2.704667272220611e-05 8.024851374280846e-05 3.265960105549606e-05 1.904685795550152e-08 -8.647507901286329e-07 2.0653375883624055e-06 3.3502127357269057e-06 1.8463503296318196e-06 4.497610088095575e-06 2.4780089394014527e-06 -1.575827340214596e-07 4.887862569814886e-06 -3.2499892614831448e-06 3.089181436938704e-06 3.1131972390346754e-06 -4.51510832920508e-06 1.83845019482575e-06 -3.475430419198391e-06 3.984232031789594e-06 -4.048704763577972e-06 -5.183317862119296e-07 -2.12950661632613e-06 3.5181533171401043e-07 -0.00023987100695486218 0.0017320101251642032 -0.0013654661726567375 -0.0009842638796268646
gpm 2.856690891683029e-05 3.430025537193479e-06 5.013554487836874e-05 -1.3868107578789391e-05 -7.768279927237942e-05 -3.8530656463163484e-05 -3.0531170955850977e-06 4.2445566355468113e-07 -3.276814896990598e-07 -1.3379338940768484e-06 -2.9064068176002278e-06 -8.396267954238295e-06 -1.2281219741727696e-06 6.002736354650194e-07 -4.313702418532546e-06 -1.6585260136055978e-07 -8.137074249310802e-07 -3.50052124930282e-06 1.0536078333418764e-05 -1.3864112905521548e-06 4.146488486881664e-06 -2.379388330662723e-06 3.622705186784883e-06 -1.0685279003183923e-06 1.3054465930244208e-06 -1.489858686850391e-06 -3.9193449415279e-05 -0.0013654661726567369 0.004507026376410975 -0.001825338881139575
gmm 5.712971508054193e-05 1.5415063203118594e-06 2.7598232294724715e-05 -2.71738321569501e-05 -1.640538547433201e-05 5.59642007968232e-06 -1.4971210622626361e-06 3.6598679361413136e-07 -7.05488930665508e-06 -2.091695733229252e-06 -5.10134936235207e-06 7.322775294527012e-07 -1.7956871526088486e-06 -2.9141527850312463e-06 -7.157941788335286e-06 1.2657443996710693e-06 -3.54004568557532e-06 -5.335190905940956e-06 1.9443909748742833e-06 -9.143591566455968e-07 3.5453198879109763e-06 -6.8041765589748594e-06 5.7717535270999415e-06 7.421858762157665e-07 2.2566940469131127e-06 1.4927748249699983e-06 -1.2571510092633174e-06 -0.0009842638796268687 -0.0018253388811395683 0.0038772531361329133
