 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0002957781746400945 2.33554612245165e-06 -1.7953115104437816e-06 -7.184713909008088e-06 3.2736190896715777e-06 4.446697811909522e-06 -8.559979935455777e-09 2.1610789122516566e-06 -1.9105945263911723e-06 7.72097857556894e-07 -5.9500359965081474e-09 5.265198698346758e-07 6.424101450752282e-08 2.0745051258480584e-07 2.50875995887702e-08 3.8506555508718655e-07 7.959538264628353e-07 7.155703631476998e-08 -1.0167424974147618e-06 -1.6879920231662679e-07 -6.040615653223947e-07 3.19094737236227e-07 1.6120425799871224e-06 1.8233155079509644e-07 1.8064549453324039e-07 -1.0029104238961877e-06 1.6649471151416896e-06
AGE 2.335546122451606e-06 6.555481627942168e-07 5.268401620030812e-07 5.606137886645066e-07 -6.572183473115937e-07 -4.699590434584994e-07 -1.758481518471236e-08 6.097191015409224e-08 -4.674968405155933e-08 2.529280914143399e-08 6.355097429860493e-08 2.8125882503584942e-08 -5.5120146689128384e-08 8.977100401674168e-09 1.9280979182648367e-08 4.472549225987886e-08 6.531860687650573e-08 -3.2488933726613914e-09 -6.390192017035083e-08 1.4504637336741351e-08 1.1314041883309665e-09 -8.933685078385193e-09 1.3064147336769202e-08 -1.468188495691706e-10 1.3889377039280823e-08 -3.649970138585174e-08 -1.387809081527242e-07
sex -1.795311510443807e-06 5.268401620030921e-07 0.0009611100153822408 8.52099616245576e-05 -0.00025727735838230683 -6.854737597041182e-05 2.618088323573582e-07 2.9876469950365247e-07 -2.3105261192223316e-07 1.3447711072392414e-07 9.90496004491933e-07 -6.522204172393067e-07 -3.3197480107135085e-07 1.1993592637703418e-07 -5.196839883496615e-07 -8.420419913967338e-08 2.891302977228321e-07 -4.862270826459969e-07 -1.3441894247917076e-07 4.2455745900710193e-07 -1.9984518214725684e-07 -6.502653116141046e-07 -7.08720986765518e-08 -2.6098865933481647e-07 -3.9655279029448117e-07 4.0152275370302813e-07 -2.5313371796804234e-06
age_sex -7.184713909008168e-06 5.606137886645105e-07 8.520996162455798e-05 0.0004573036991914596 -6.631061670616222e-05 -0.00015803738334560445 4.4871448789442605e-07 7.256480124326263e-08 1.7460831576181344e-07 2.9620807664814764e-07 -1.0390129475743165e-07 8.233762710132506e-08 -4.740987611659857e-07 1.5129461678492387e-08 5.98142757893384e-08 1.0663254171724337e-06 -6.959958257960962e-07 -1.9124702078025458e-07 4.3139053463062014e-07 -3.2604256549502666e-08 -4.2860571396959214e-07 -2.1698361903913951e-07 -9.594523132846668e-07 7.939237921951008e-08 1.7540807244235923e-07 3.823903746157947e-07 -6.696544592711236e-06
age2_sex 3.27361908967154e-06 -6.572183473115978e-07 -0.0002572773583823057 -6.631061670616165e-05 0.00015127518312843815 5.6114414394874045e-05 -7.58964617305658e-08 -9.236910725171707e-08 1.713926598467583e-07 -7.377875375150208e-08 -1.7318814487418747e-07 1.0593359396274004e-07 1.9627043246840027e-07 -4.602349890126605e-08 2.4759959928184767e-07 -1.0962552886515272e-07 1.4391300160289834e-07 2.435687119715171e-07 6.82038867590913e-08 -2.9089974994700134e-07 8.752439888574244e-08 -1.2780399552116328e-07 1.305777737599684e-07 -9.24994784162585e-08 4.857581654731751e-08 -1.6950760816661734e-08 2.3977633677403673e-06
age3_sex 4.446697811909567e-06 -4.699590434585015e-07 -6.85473759704118e-05 -0.00015803738334560396 5.6114414394874276e-05 8.040417328769974e-05 -1.193426974500388e-07 4.855003520232357e-08 3.719719132706802e-08 -3.4340333341246015e-08 4.267868876375716e-09 -7.338158190498956e-09 1.7197767209546883e-07 4.4641687777059004e-09 -3.349480653756208e-08 -3.5114974112611625e-07 2.8992521177694504e-07 9.515744190815787e-08 -1.9009765579357954e-07 -9.52885363290773e-08 1.2278937407493966e-07 9.628748563298644e-09 2.609205426615086e-07 -1.7123376054631294e-07 -1.1618616711185444e-07 -5.8374663037072276e-08 1.8435783301961978e-06
PC.PC1 -8.559979935451726e-09 -1.758481518471231e-08 2.618088323573587e-07 4.487144878944269e-07 -7.589646173056674e-08 -1.193426974500397e-07 5.583681871367954e-07 -2.3034271087473483e-08 -3.203902619658349e-08 -1.915209010141708e-08 -3.993301228270537e-08 1.3335662392591077e-08 -2.8420426639037735e-09 2.9101682957968183e-08 5.236892672647494e-08 -1.125462309387484e-08 -2.4152797350181217e-08 1.7865661566879672e-08 -3.97053431512565e-09 -3.271544949509188e-08 4.483260341738387e-08 5.0068778273293134e-09 1.119208733332018e-08 -1.020130228557682e-08 -1.0749904455355697e-08 -3.8253618360788355e-09 -7.769152732409007e-07
PC.PC2 2.1610789122516616e-06 6.097191015409213e-08 2.987646995036508e-07 7.256480124326913e-08 -9.236910725171604e-08 4.855003520232206e-08 -2.3034271087472858e-08 1.1157424903531131e-06 -6.875516298956443e-08 7.256497826877384e-08 2.1797278442798377e-08 -7.273312322633842e-09 -3.173534230596421e-09 -3.731968289567804e-08 1.912931115841854e-08 1.5084679567100184e-08 -1.336771421963432e-08 -2.2745528182688346e-08 -2.6905939040652684e-08 -2.0996917845705808e-08 -3.0633438917746634e-08 5.04076357438344e-08 1.1489567393658115e-08 7.856625874763708e-09 5.1925617280635166e-09 1.2444535863085557e-08 2.4466001949254444e-08
PC.PC3 -1.9105945263911715e-06 -4.674968405155901e-08 -2.310526119222314e-07 1.7460831576181548e-07 1.7139265984675778e-07 3.71971913270672e-08 -3.203902619658306e-08 -6.87551629895639e-08 1.1238533096379385e-06 1.1410164245861033e-08 7.069208793540585e-08 7.549896626325938e-09 3.9721670666916854e-08 -6.730654199380172e-08 1.0068223657540859e-08 2.3366612284566657e-08 -1.3028540761365045e-08 -2.6796404067888324e-08 3.0336827108071327e-09 3.7900179530376426e-08 4.9123353894242765e-08 -5.802128033498363e-08 -1.7573995872998798e-09 5.910610726205078e-08 2.1838524275838243e-08 -6.726267941268596e-09 -1.1060824283497616e-06
PC.PC4 7.720978575568935e-07 2.5292809141433954e-08 1.344771107239257e-07 2.962080766481522e-07 -7.377875375150349e-08 -3.4340333341248106e-08 -1.9152090101417e-08 7.256497826877533e-08 1.1410164245861117e-08 1.5418297507540327e-06 1.174292379772429e-07 -4.862708119601157e-08 1.2501444192233727e-07 6.862279406461634e-08 1.8454058501470418e-08 -2.6181954222899484e-08 -3.02773669654286e-08 7.026676013636072e-08 -2.3797670129097972e-08 5.819504201683929e-08 4.104128745007832e-09 4.437920838092317e-08 -6.07378735809802e-09 -3.8434826707136e-09 -8.632806292289049e-09 -4.8476863642881216e-08 -2.5289462430462754e-07
